data,mp10_cupe,mp10_ipojuca,ambos_validos,diferenca_ipojuca_menos_cupe
2021-06-05,14.0595833333333,9.39583333333333,TRUE,-4.66374999999997
2021-06-06,9.92625,9.32541666666667,TRUE,-0.60083333333333
2021-06-07,11.5878260869565,8.4975,TRUE,-3.0903260869565
2021-06-08,7.72130434782609,7.21454545454545,TRUE,-0.506758893280639
2021-06-09,,8.84391304347826,FALSE,
2021-06-10,16.5441666666667,11.2529166666667,TRUE,-5.29125
2021-06-11,13.7805263157895,10.8666666666667,TRUE,-2.9138596491228
2021-06-12,8.98304347826087,9.28166666666667,TRUE,0.2986231884058
2021-06-13,10.3925,7.62958333333333,TRUE,-2.76291666666667
2021-06-14,5.58541666666667,9.9025,TRUE,4.31708333333333
2021-06-15,8.32291666666667,6.57636363636364,TRUE,-1.74655303030303
2021-06-16,7.26041666666667,8.37666666666667,TRUE,1.11625
2021-06-17,6.65428571428571,5.49095238095238,TRUE,-1.16333333333333
2021-06-18,8.03285714285714,6.89166666666667,TRUE,-1.14119047619047
2021-06-19,6.40434782608696,6.24833333333333,TRUE,-0.15601449275363
2021-06-20,7.51125,8.71125,TRUE,1.2
2021-06-21,13.8754166666667,18.55625,TRUE,4.6808333333333
2021-06-22,13.2291666666667,12.9004166666667,TRUE,-0.328749999999999
2021-06-23,8.21791666666667,13.8583333333333,TRUE,5.64041666666663
2021-06-24,8.10291666666667,9.39826086956522,TRUE,1.29534420289855
2021-06-25,,,FALSE,
2021-06-26,7.04,8.9525,TRUE,1.9125
2021-06-27,6.07,6.39625,TRUE,0.32625
2021-06-28,8.25772727272727,9.37625,TRUE,1.11852272727273
2021-06-29,14.0686363636364,10.5495652173913,TRUE,-3.5190711462451
2021-06-30,13.41625,7.940875,TRUE,-5.475375
2021-07-01,9.13291666666667,11.0445454545455,TRUE,1.91162878787883
2021-07-02,13.5854166666667,10.0341666666667,TRUE,-3.55125
2021-07-03,7.61083333333333,8.0675,TRUE,0.456666666666671
2021-07-04,10.7373913043478,12.1954166666667,TRUE,1.4580253623189
2021-07-05,9.56666666666667,14.7191666666667,TRUE,5.15250000000003
2021-07-06,10.9,12.55625,TRUE,1.65625
2021-07-07,12.1054166666667,16.27375,TRUE,4.1683333333333
2021-07-08,12.7633333333333,14.74625,TRUE,1.9829166666667
2021-07-09,11.5695454545455,18.6425,TRUE,7.0729545454545
2021-07-10,8.57708333333333,11.37125,TRUE,2.79416666666667
2021-07-11,14.4604166666667,11.76875,TRUE,-2.6916666666667
2021-07-12,14.995,13.4291666666667,TRUE,-1.5658333333333
2021-07-13,10.75,15.97,TRUE,5.22
2021-07-14,12.0370833333333,17.1429166666667,TRUE,5.1058333333334
2021-07-15,11.7521739130435,13.2129166666667,TRUE,1.4607427536232
2021-07-16,14.3717391304348,9.1835,TRUE,-5.1882391304348
2021-07-17,9.69434782608696,8.10583333333333,TRUE,-1.58851449275363
2021-07-18,12.6320833333333,10.4358333333333,TRUE,-2.19625
2021-07-19,9.38333333333333,9.61458333333333,TRUE,0.231250000000001
2021-07-20,16.5918181818182,13.0220833333333,TRUE,-3.5697348484849
2021-07-21,13.2213043478261,11.5865217391304,TRUE,-1.6347826086957
2021-07-22,15.71,15.1591666666667,TRUE,-0.550833333333301
2021-07-23,,,FALSE,
2021-07-24,,,FALSE,
2021-07-25,,,FALSE,
2021-07-26,16.9745,14.241,TRUE,-2.7335
2021-07-27,12.2241666666667,13.6120833333333,TRUE,1.3879166666666
2021-07-28,15.81625,20.9058333333333,TRUE,5.0895833333333
2021-07-29,11.6858333333333,21.8204166666667,TRUE,10.1345833333334
2021-07-30,11.4591304347826,15.8590909090909,TRUE,4.3999604743083
2021-07-31,9.32916666666667,10.7204166666667,TRUE,1.39125000000003
2021-08-01,13.30625,14.2225,TRUE,0.91625
2021-08-02,10.5060869565217,7.53875,TRUE,-2.9673369565217
2021-08-03,7.67291666666667,8.14818181818182,TRUE,0.47526515151515
2021-08-04,7.36347826086956,3.72157894736842,TRUE,-3.64189931350114
2021-08-05,7.305,4.84916666666667,TRUE,-2.45583333333333
2021-08-06,13.7641666666667,11.9704166666667,TRUE,-1.79375
2021-08-07,15.5079166666667,9.90125,TRUE,-5.6066666666667
2021-08-08,13.4870833333333,15.3358333333333,TRUE,1.84875
2021-08-09,6.66695652173913,3.6904347826087,TRUE,-2.97652173913043
2021-08-10,9.50875,6.00166666666667,TRUE,-3.50708333333333
2021-08-11,8.21652173913044,7.36541666666667,TRUE,-0.851105072463771
2021-08-12,9.28826086956522,7.07625,TRUE,-2.21201086956522
2021-08-13,15.8120833333333,10.7459090909091,TRUE,-5.0661742424242
2021-08-14,9.63958333333333,8.28083333333333,TRUE,-1.35875
2021-08-15,9.90958333333333,13.3936363636364,TRUE,3.48405303030307
2021-08-16,11.431,9.65458333333333,TRUE,-1.77641666666667
2021-08-17,9.69125,9.64875,TRUE,-0.0425000000000004
2021-08-18,9.85217391304348,11.9004545454545,TRUE,2.04828063241102
2021-08-19,11.2865217391304,11.4120833333333,TRUE,0.1255615942029
2021-08-20,11.8733333333333,14.6420833333333,TRUE,2.76875
2021-08-21,9.61208333333333,12.9220833333333,TRUE,3.30999999999997
2021-08-22,15.9504347826087,13.7613043478261,TRUE,-2.1891304347826
2021-08-23,11.15125,10.6008333333333,TRUE,-0.550416666666699
2021-08-24,13.05375,14.2629166666667,TRUE,1.2091666666667
2021-08-25,12.87375,17.4358333333333,TRUE,4.5620833333333
2021-08-26,12.7034782608696,21.1960869565217,TRUE,8.4926086956521
2021-08-27,13.865652173913,21.2370833333333,TRUE,7.3714311594203
2021-08-28,11.8931818181818,16.5545833333333,TRUE,4.6614015151515
2021-08-29,9.04565217391304,10.74,TRUE,1.69434782608696
2021-08-30,11.21375,17.7329166666667,TRUE,6.5191666666667
2021-08-31,14.80875,15.1729166666667,TRUE,0.3641666666667
2021-09-01,11.0373913043478,15.5071428571429,TRUE,4.4697515527951
2021-09-02,10.4321739130435,10.8095833333333,TRUE,0.377409420289801
2021-09-03,6.8525,15.05625,TRUE,8.20375
2021-09-04,12.4116666666667,17.75625,TRUE,5.3445833333333
2021-09-05,11.81375,18.92,TRUE,7.10625
2021-09-06,17.0752173913043,20.8208333333333,TRUE,3.745615942029
2021-09-07,10.87875,19.2566666666667,TRUE,8.3779166666667
2021-09-08,14.9115,16.045652173913,TRUE,1.134152173913
2021-09-09,9.003,9.36583333333333,TRUE,0.362833333333329
2021-09-10,25.0504347826087,12.2175,TRUE,-12.8329347826087
2021-09-11,24.2620833333333,20.7025,TRUE,-3.5595833333333
2021-09-12,15.3583333333333,12.9125,TRUE,-2.4458333333333
2021-09-13,46.5136842105263,15.7608333333333,TRUE,-30.752850877193
2021-09-14,16.763,10.4029166666667,TRUE,-6.3600833333333
2021-09-15,17.9635,26.08625,TRUE,8.12275
2021-09-16,14.66,18.2411111111111,TRUE,3.5811111111111
2021-09-17,13.7270833333333,17.9908333333333,TRUE,4.26375
2021-09-18,16.0090909090909,18.2295833333333,TRUE,2.2204924242424
2021-09-19,19.8379166666667,15.6108333333333,TRUE,-4.2270833333334
2021-09-20,13.6683333333333,15.9508695652174,TRUE,2.2825362318841
2021-09-21,25.3926086956522,19.1729166666667,TRUE,-6.2196920289855
2021-09-22,28.89625,18.0483333333333,TRUE,-10.8479166666667
2021-09-23,18.1513043478261,21.8504166666667,TRUE,3.6991123188406
2021-09-24,17.0666666666667,14.2572727272727,TRUE,-2.809393939394
2021-09-25,11.37375,12.8270833333333,TRUE,1.4533333333333
2021-09-26,17.865652173913,20.1708695652174,TRUE,2.3052173913044
2021-09-27,13.835,18.1717391304348,TRUE,4.3367391304348
2021-09-28,12.93,26.5079166666667,TRUE,13.5779166666667
2021-09-29,7.61625,21.1904347826087,TRUE,13.5741847826087
2021-09-30,8.71869565217391,12.1357142857143,TRUE,3.41701863354039
2021-10-01,14.4208695652174,11.2579166666667,TRUE,-3.1629528985507
2021-10-02,16.4152173913043,15.0395833333333,TRUE,-1.375634057971
2021-10-03,23.7160869565217,14.7570833333333,TRUE,-8.9590036231884
2021-10-04,19.6070833333333,23.2729166666667,TRUE,3.6658333333334
2021-10-05,11.885,17.1758333333333,TRUE,5.2908333333333
2021-10-06,22.0683333333333,23.5175,TRUE,1.4491666666667
2021-10-07,9.49875,18.945,TRUE,9.44625
2021-10-08,16.0595833333333,23.3986956521739,TRUE,7.3391123188406
2021-10-09,13.3379166666667,18.0045833333333,TRUE,4.6666666666666
2021-10-10,12.7354166666667,17.6866666666667,TRUE,4.95125
2021-10-11,14.0852380952381,21.41,TRUE,7.3247619047619
2021-10-12,11.1913636363636,24.1904166666667,TRUE,12.9990530303031
2021-10-13,29.2026315789474,23.6679166666667,TRUE,-5.5347149122807
2021-10-14,17.4034782608696,22.0370833333333,TRUE,4.6336050724637
2021-10-15,12.16,21.9125,TRUE,9.7525
