ano,cod_estacao,no_estacao,n_dias_calendario,n_dias_validos,pct_dias_validos,media,mediana,desvio_padrao,cv_pct,minimo,p05,p25,p75,p95,p99,maximo,iqr,referencia_anual,diferenca_media_vs_ref,n_dias_acima_ref,pct_dias_acima_ref,maior_lacuna_dias_sem_media_valida
2018,14,IFPE,365,275,75.3424657534247,19.5489495149826,18.4166666666667,5.1336335449072,26.2604061715578,10.4444444444444,13.8333333333333,15.9791666666667,21.7083333333334,29.0416666666667,33.0125,53.4166666666667,5.7291666666667,19.5489495149826,0,119,43.2727272727273,61
2019,PE01,Gaibu,365,262,71.7808219178082,40.8194100000892,40,15.4181067941215,37.7715081969285,9.1,15.940625,31.5729166666667,49.5378289473685,70.725,84.1111904761903,104.0625,17.9649122807018,40.8194100000892,-4.2632564145606e-14,118,45.0381679389313,31
2021,13,CUPE,365,347,95.0684931506849,13.2158351775257,12.3763636363636,5.13461059783715,38.8519569808867,5.2952380952381,7.11825,9.7195652173913,15.0335747354405,23.4850869565217,29.6894605263158,46.5136842105263,5.31400951804915,13.2158351775256,4.9737991503207e-14,145,41.7867435158501,10
2021,12,IPOJUCA,365,329,90.1369863013699,15.3629089992053,14.6420833333333,6.56961248209869,42.7628158341532,3.6904347826087,6.87566666666667,9.90125,19.2529166666667,28.3650869565217,33.1483272727272,35.6547619047619,9.3516666666667,15.3629089992053,-4.2632564145606e-14,149,45.2887537993921,17
2022,16,SUAPE,365,341,93.4246575342466,20.4288476896859,19.4782608695652,7.29409709325762,35.7048875396935,8.86363636363636,11.95,16.4782608695652,23.1,30.1764705882353,42.125,88.0625,6.6217391304348,20.4288476896859,7.105427357601e-15,145,42.5219941348974,6
2025,12,IPOJUCA,365,312,85.4794520547945,23.3601851871563,23.1388541666666,8.94861575988966,38.3071267979919,7.255625,12.7238569852941,17.8793125,27.6393020833333,33.1599541666667,38.82125375,130.646041666667,9.75998958333333,23.3601851871563,-3.90798504668055e-14,154,49.3589743589744,10
