fonte_dados,cod_estacao,datahora_local,nome_estacao,n_registros,n_valores_distintos,valores_mm,arquivos
CEMADEN,260410606A,2025-10-15T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-15T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-16T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-17T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T06:00:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T07:10:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-18T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T15:40:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-19T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-20T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-21T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-22T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T15:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-23T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T06:30:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T07:00:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T07:20:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T10:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T11:30:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T11:40:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T12:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T13:40:00Z,Terra Vermelha,2,1,0.59,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T13:50:00Z,Terra Vermelha,2,1,3.54,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T14:00:00Z,Terra Vermelha,2,1,0.98,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T14:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T15:30:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T15:40:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T16:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T17:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T18:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T19:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T20:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T21:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T22:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-24T23:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T00:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T01:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T02:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T03:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T04:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T05:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T06:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T07:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T08:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T09:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T10:30:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T10:40:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T11:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T12:30:00Z,Terra Vermelha,2,1,0.2,data(111).csv | data(112).csv
CEMADEN,260410606A,2025-10-25T13:30:00Z,Terra Vermelha,2,1,0,data(111).csv | data(112).csv
