fonte_dados,cod_estacao,nome_estacao,municipios,uf,tipo_estacao,periodicidade_fonte,situacao_estacao,altitude_m,latitude_min,latitude_max,longitude_min,longitude_max,n_registros,inicio_local,fim_local,anos,n_precipitacao_ausente,n_precipitacao_negativa,n_registros_duplicados,n_registros_conflitantes
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.382333,-8.382333,-35.759388,-35.759388,76015,2017-11-28T12:50:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1652,0
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.41446,-7.41446,-35.25698,-35.25698,52801,2017-11-22T11:20:00Z,2025-10-02T04:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,108,0
CEMADEN,260370201A,CANHOTINHO - APAC,CANHOTINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.88346,-8.88346,-36.19854,-36.19854,21146,2023-07-01T00:00:00Z,2025-12-25T10:10:00Z,2023;2024;2025,0,0,122,0
CEMADEN,260370201C,CANHOTINHO,CANHOTINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.785583,-8.785583,-36.246833,-36.246833,2895,2018-02-19T21:00:00Z,2020-06-21T23:00:00Z,2018;2020,0,0,0,0
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.7348,-8.7348,-36.627,-36.627,68400,2017-12-06T12:30:00Z,2025-09-03T12:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260390001A,Carnaíba [Prefeitura] - APAC,CARNAÍBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.80153,-7.80153,-37.80442,-37.80442,22257,2023-03-03T19:20:00Z,2025-12-31T23:20:00Z,2023;2024;2025,0,0,1466,0
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.794305,-7.794305,-37.791305,-37.791305,31099,2018-02-04T13:50:00Z,2025-04-15T23:00:00Z,2018;2019;2020;2022;2023;2024;2025,0,0,0,0
CEMADEN,260392601A,Carnaubeira da Penha [Fazenda Milagres] - APAC,CARNAUBEIRA DA PENHA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.32885,-8.32885,-38.74476,-38.74476,12579,2024-08-28T15:30:00Z,2025-12-31T23:00:00Z,2024;2025,0,0,1480,0
CEMADEN,260392601U,CARNAUBEIRAS DA PENHA,CARNAUBEIRA DA PENHA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.305416,-8.305416,-38.732305,-38.732305,16696,2021-05-14T01:00:00Z,2025-01-23T18:00:00Z,2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260410601A,Centro,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.285,-8.285,-35.976,-35.976,81431,2017-01-01T03:00:00Z,2025-12-24T19:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,80,0
CEMADEN,260410602A,Cidade Jardim,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.28261,-8.277,-35.949,-35.9381,83922,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1186,0
CEMADEN,260410603A,2º Distrito,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.176,-8.176,-35.973,-35.973,47265,2017-01-01T03:00:00Z,2024-09-25T20:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,24,0
CEMADEN,260410604A,1º Distrito,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.34,-8.34,-36.067,-36.067,7838,2017-03-02T14:00:00Z,2018-03-14T11:10:00Z,2017;2018,0,0,2,0
CEMADEN,260410605A,Gonçalves Ferreira,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.258,-8.258,-35.884,-35.884,48932,2017-01-08T08:50:00Z,2025-12-25T10:40:00Z,2017;2018;2019;2020;2021;2022;2024;2025,0,0,68,0
CEMADEN,260410606A,Terra Vermelha,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.373,-8.373,-35.986,-35.986,74664,2017-01-01T03:00:00Z,2025-12-31T23:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1594,0
CEMADEN,260410607A,Alto do Moura,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.297,-8.297,-36.031,-36.031,74614,2017-01-01T03:00:00Z,2024-09-07T17:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0
CEMADEN,260410608A,CARUARU - APAC,CARUARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.282617,-8.282617,-35.938122,-35.938122,32170,2017-11-25T07:50:00Z,2022-04-05T20:50:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260415501A,CASINHAS - APAC,CASINHAS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.746056,-7.746056,-35.725444,-35.725444,54655,2017-12-06T15:00:00Z,2025-10-24T11:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,392,0
CEMADEN,260420501A,Centro,CATENDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.669,-8.669,-35.72,-35.72,19753,2017-01-01T03:00:00Z,2018-08-21T00:00:00Z,2017;2018,0,0,2,0
CEMADEN,260420502A,Canaã,CATENDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.67,-8.67,-35.737,-35.737,85340,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1600,0
CEMADEN,260420503A,Laje Grande,CATENDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.598,-8.598,-35.766,-35.766,56725,2017-01-01T03:00:00Z,2023-11-28T09:10:00Z,2017;2018;2019;2020;2021;2022;2023,0,0,2,0
CEMADEN,260420504A,CATENDE - APAC,CATENDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.67224,-8.67224,-35.7187,-35.7187,42796,2017-11-16T14:50:00Z,2022-10-27T18:50:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260430401A,Cedro [Compesa] - APAC,CEDRO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.7158,-7.7158,-39.23803,-39.23803,6327,2024-07-02T11:40:00Z,2025-09-02T07:40:00Z,2024;2025,0,0,0,0
CEMADEN,260430401C,CEDRO,CEDRO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.694833,-7.694833,-39.206583,-39.206583,2023,2017-01-13T20:10:00Z,2018-03-01T18:10:00Z,2017;2018,0,0,0,0
CEMADEN,260440301A,CHA DE ALEGRIA - APAC,CHÃ DE ALEGRIA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.99754,-7.99754,-35.21584,-35.21584,71021,2017-11-16T14:20:00Z,2025-09-22T16:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260450201A,Centro,CHÃ GRANDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.24445,-8.24445,-35.45956,-35.45956,94965,2017-01-01T03:00:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1630,0
CEMADEN,260460101A,CONDADO - APAC,CONDADO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.580278,-7.580278,-35.102528,-35.102528,71137,2017-11-11T10:30:00Z,2025-11-26T08:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260470001A,Centro,CORRENTES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.128,-9.128,-36.329,-36.329,90183,2017-01-01T03:00:00Z,2025-11-30T17:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,318,0
CEMADEN,260470001C,CORRENTES,CORRENTES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.178888,-9.178888,-36.373361,-36.373361,32294,2017-01-07T16:50:00Z,2020-04-27T15:00:00Z,2017;2018;2019;2020,0,0,0,0
CEMADEN,260480901A,Morro do Cemitério | Nova Cortês,CORTÊS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.47569,-8.47,-35.54686,-35.544,99658,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1684,0
CEMADEN,260480902A,CORTES - APAC,CORTÊS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.470639,-8.470639,-35.5445,-35.5445,15643,2017-11-24T07:30:00Z,2019-11-25T18:20:00Z,2017;2018;2019,0,0,0,0
CEMADEN,260490801A,CUMARU - APAC,CUMARU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.006378,-8.006378,-35.709082,-35.709082,52808,2017-12-16T07:20:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1496,0
CEMADEN,260510301A,CUSTODIA - APAC,CUSTÓDIA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.08651,-8.08651,-37.63223,-37.63223,55367,2018-01-14T15:50:00Z,2025-12-02T13:00:00Z,2018;2019;2020;2021;2022;2023;2024;2025,0,0,52,0
CEMADEN,260510301C,CUSTODIA,CUSTÓDIA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.077694,-8.077694,-37.652694,-37.652694,10654,2017-01-30T20:50:00Z,2022-06-27T09:10:00Z,2017;2018;2019;2020;2022,0,0,0,0
CEMADEN,260515201A,LAGOAS - APAC,DORMENTES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.512667,-8.512667,-40.416528,-40.416528,54072,2018-03-01T12:40:00Z,2025-12-31T23:00:00Z,2018;2019;2020;2021;2022;2023;2024;2025,0,0,1492,0
CEMADEN,260515201C,DORMENTES,DORMENTES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.447638,-8.447638,-40.749222,-40.749222,24558,2017-01-10T21:30:00Z,2022-12-30T18:00:00Z,2017;2018;2019;2020;2021;2022,0,0,2,0
CEMADEN,260515202A,CAATINGA GRANDE - APAC,DORMENTES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.51265,-8.51265,-40.41653,-40.41653,7022,2024-11-01T00:00:00Z,2025-08-19T15:00:00Z,2024;2025,0,0,0,0
CEMADEN,260520201A,Jaguaribe,ESCADA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.369,-8.369,-35.241,-35.241,96156,2017-01-01T03:00:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1680,0
CEMADEN,260520202A,ESCADA - APAC,ESCADA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.355833,-8.355833,-35.234167,-35.234167,25898,2018-12-05T14:20:00Z,2022-03-24T13:30:00Z,2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260520202H,Escada | Rio Ipojuca,ESCADA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.3643,-8.3643,-35.2366,-35.2366,20628,2017-01-01T03:00:00Z,2019-01-23T17:40:00Z,2017;2018;2019,0,0,2,0
CEMADEN,260530101A,Exu [Escola Bárbara de Alencar] - APAC,EXU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.51339,-7.51339,-39.71848,-39.71848,9813,2023-08-03T15:40:00Z,2025-12-28T18:40:00Z,2023;2024;2025,0,0,32,0
CEMADEN,260530101C,EXU,EXU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.528861,-7.528861,-39.709694,-39.709694,10012,2017-01-09T18:50:00Z,2020-07-15T23:00:00Z,2017;2018;2019;2020,0,0,2,0
CEMADEN,260540001A,FEIRA NOVA - APAC,FEIRA NOVA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.92885,-7.92885,-35.39204,-35.39204,61237,2017-12-05T22:20:00Z,2025-12-31T18:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,666,0
CEMADEN,260545901A,Baía do Sancho - APAC,FERNANDO DE NORONHA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-3.8489,-3.8489,-32.431,-32.431,1331,2024-06-10T19:10:00Z,2025-10-23T23:10:00Z,2024;2025,0,0,2,0
CEMADEN,260550901A,FERREIROS - APAC,FERREIROS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.4482,-7.4482,-35.24111,-35.24111,68412,2017-11-22T10:00:00Z,2025-10-01T15:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,80,0
CEMADEN,260560801A,SÃTIO DOS NUNES - APAC,FLORES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.046361,-8.046361,-37.832917,-37.832917,45562,2018-01-12T19:00:00Z,2023-08-16T17:40:00Z,2018;2019;2020;2021;2022;2023,0,0,0,0
CEMADEN,260560801C,FLORES,FLORES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.829777,-7.829777,-37.994944,-37.994944,7573,2018-01-16T14:00:00Z,2020-08-18T21:00:00Z,2018;2019;2020,0,0,0,0
CEMADEN,260560802A,Flores [Rádio Florescer] - APAC,FLORES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.86734,-7.86734,-37.97427,-37.97427,9593,2023-08-16T17:50:00Z,2025-08-24T23:30:00Z,2023;2024;2025,0,0,0,0
CEMADEN,260570701A,Centro,FLORESTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.598,-8.598,-38.581,-38.581,82579,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1494,0
CEMADEN,260570701C,FLORESTA,FLORESTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.611583,-8.611583,-38.48625,-38.48625,29920,2017-01-24T17:40:00Z,2025-08-07T20:00:00Z,2017;2018;2022;2023;2024;2025,0,0,2,0
CEMADEN,260570702A,NAZARE DO PICO - APAC,FLORESTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.320957,-8.320957,-38.411878,-38.411878,38300,2018-03-10T10:40:00Z,2025-12-31T23:20:00Z,2018;2019;2020;2021;2024;2025,0,0,1472,0
CEMADEN,260580601A,Frei Miguelinho [EREN São José] - APAC,FREI MIGUELINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.94222,-7.94222,-35.92465,-35.92465,25053,2023-03-10T17:00:00Z,2025-12-31T23:50:00Z,2023;2024;2025,0,0,1290,0
CEMADEN,260580601C,FREI MIGUELINHO,FREI MIGUELINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.954333,-7.954333,-35.9155,-35.9155,26815,2017-02-09T20:10:00Z,2023-12-19T11:00:00Z,2017;2018;2019;2021;2023,0,0,2,0
CEMADEN,260590501A,Centro,GAMELEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.587,-8.587,-35.386,-35.386,92847,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1534,0
CEMADEN,260590502A,GAMELEIRA - APAC,GAMELEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.583139,-8.583139,-35.385472,-35.385472,37326,2017-11-18T10:00:00Z,2022-01-19T13:00:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260590518H,Centro,GAMELEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.586337,-8.586337,-35.388637,-35.388637,25426,2023-05-10T13:10:00Z,2025-12-31T23:10:00Z,2023;2024;2025,0,0,1646,0
CEMADEN,260600201A,Garanhuns [UFRPE] - APAC,GARANHUNS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.91095,-8.91095,-36.49357,-36.49357,14257,2023-08-11T15:00:00Z,2025-12-31T23:40:00Z,2023;2024;2025,0,0,0,0
CEMADEN,260600201C,GARANHUNS,GARANHUNS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.839755,-8.839755,-36.545166,-36.545166,43263,2017-01-07T21:40:00Z,2025-09-03T12:00:00Z,2017;2018;2019;2022;2023;2024;2025,0,0,2,0
CEMADEN,260600202A,G2-260600202A | G2-Centro de Zoonoses,GARANHUNS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.909192,-8.909192,-36.473196,-36.473196,3925,2025-09-02T14:50:00Z,2025-12-31T23:10:00Z,2025,0,0,1526,0
CEMADEN,260600203A,G2-260600203A | G2-Secretaria de Obras,GARANHUNS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.8745,-8.873997,-36.466,-36.46541,3953,2025-09-02T12:10:00Z,2025-12-31T23:10:00Z,2025,0,0,1536,0
CEMADEN,260600204A,G2-260600204A | G2-COHAB III,GARANHUNS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.863861,-8.8637,-36.501464,-36.50121,3872,2025-09-03T12:30:00Z,2025-12-31T23:10:00Z,2025,0,0,1532,0
CEMADEN,260610101A,APODI - APAC,GLÓRIA DO GOITÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.05472,-8.05472,-35.38903,-35.38903,21585,2017-11-18T11:30:00Z,2022-01-07T12:00:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260610102A,GLORIA DO GOITA - APAC,GLÓRIA DO GOITÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.00105,-8.00105,-35.28466,-35.28466,66657,2017-11-15T18:00:00Z,2025-09-03T13:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260620001A,Estádio Municipal | Estadio Municipal Agamemon Magalhães | ETA Compesa,GOIANA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.563,-7.531555,-35.004,-34.996284,90986,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1710,0
CEMADEN,260620002A,Centro | Prefeitura Municipal,GOIANA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.5586,-7.5586,-34.99826,-34.99826,82041,2017-01-01T03:00:00Z,2025-02-05T14:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0
CEMADEN,260620003A,PONTA DE PEDRA - APAC,GOIANA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.56648,-7.56648,-34.85794,-34.85794,73191,2017-11-18T04:40:00Z,2025-09-26T14:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260620003H,Canal de Goiana | Goiana,GOIANA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.5555,-7.5555,-34.9983,-34.9983,26270,2017-01-01T03:00:00Z,2025-11-26T00:20:00Z,2017;2018;2023;2024;2025,0,0,298,0
CEMADEN,260630901A,Granito [Hospital] - APAC,GRANITO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.71363,-7.71363,-39.61518,-39.61518,10816,2023-08-17T10:40:00Z,2025-12-31T22:40:00Z,2023;2024;2025,0,0,104,0
CEMADEN,260630901C,GRANITO,GRANITO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.721305,-7.721305,-39.618083,-39.618083,26123,2017-01-12T20:30:00Z,2025-05-09T16:00:00Z,2017;2018;2019;2020;2022;2023;2024;2025,0,0,0,0
CEMADEN,260640801A,G2-260640801A | G2-Uruçu-Mirim,GRAVATÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.340048,-8.34,-35.6122,-35.612092,4218,2025-08-13T18:30:00Z,2025-12-31T23:10:00Z,2025,0,0,1736,0
CEMADEN,260640801C,GRAVATA,GRAVATÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.156333,-8.156333,-35.59575,-35.59575,21793,2017-01-27T13:50:00Z,2019-08-05T01:00:00Z,2017;2018;2019,0,0,0,0
CEMADEN,260640802A,G2-260640802A | G2-Avencas,GRAVATÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.070654,-8.070515,-35.50455,-35.5044,3652,2025-08-29T17:40:00Z,2025-12-31T23:10:00Z,2025,0,0,1460,0
CEMADEN,260640803A,G2-260640803A | G2-Janelas para o Rio,GRAVATÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.20339,-8.203309,-35.57738,-35.576704,3491,2025-09-11T11:40:00Z,2025-12-31T23:10:00Z,2025,0,0,1512,0
CEMADEN,260650701A,IATI - APAC,IATI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.051381,-9.051381,-36.857439,-36.857439,56743,2018-05-11T05:10:00Z,2025-12-31T23:50:00Z,2018;2019;2020;2021;2022;2023;2024;2025,0,0,1500,0
CEMADEN,260650701C,IATI,IATI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.120972,-9.120972,-36.877111,-36.877111,7687,2018-01-30T18:00:00Z,2023-11-23T04:00:00Z,2018;2022;2023,0,0,0,0
CEMADEN,260660601A,Lages,IBIMIRIM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.533,-8.533,-37.697,-37.697,59701,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1544,0
CEMADEN,260660601C,IBIMIRIM,IBIMIRIM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.512694,-8.512694,-37.573388,-37.573388,27076,2017-01-31T20:00:00Z,2023-04-15T00:00:00Z,2017;2018;2019;2020;2021;2022;2023,0,0,0,0
CEMADEN,260670501A,Ibirajuba [Chacará] - APAC,IBIRAJUBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.57216,-8.57216,-36.16679,-36.16679,19500,2023-08-02T15:40:00Z,2025-12-25T11:30:00Z,2023;2024;2025,0,0,106,0
CEMADEN,260680403A,Alto do Céu,IGARASSU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.807,-7.807,-34.933,-34.933,86456,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1750,0
CEMADEN,260680404A,Cruz de Rebouças,IGARASSU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.874,-7.874,-34.916,-34.916,72592,2017-01-01T03:00:00Z,2025-12-31T10:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1716,0
CEMADEN,260680405A,Cruz de Rebouças2,IGARASSU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.871,-7.871,-34.862,-34.862,81380,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1676,0
CEMADEN,260680406A,IGARASSU - APAC,IGARASSU,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.87247,-7.87247,-34.91201,-34.91201,34582,2017-11-11T11:30:00Z,2022-02-28T17:00:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260690301A,IGUARACI - APAC,IGUARACI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.83732,-7.83732,-37.51445,-37.51445,29260,2018-01-17T10:00:00Z,2025-12-29T16:50:00Z,2018;2019;2021;2023;2024;2025,0,0,1482,0
CEMADEN,260690301C,IGUARACI,IGUARACI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.842583,-7.842563,-37.54154,-37.358083,24300,2018-02-05T17:30:00Z,2023-12-11T08:00:00Z,2018;2019;2020;2022;2023,0,0,0,0
CEMADEN,260700001A,Inajá [Estádio Municipal] - APAC,INAJÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.90441,-8.90441,-37.82829,-37.82829,21430,2023-03-03T19:00:00Z,2025-12-31T23:00:00Z,2023;2024;2025,0,0,1466,0
CEMADEN,260700001C,INAJA,INAJÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.88283,-8.88283,-37.82678,-37.82678,7685,2017-03-09T00:30:00Z,2018-01-27T16:00:00Z,2017;2018,0,0,0,0
CEMADEN,260710901A,Ingazeira [Compesa] - APAC,INGAZEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.67884,-7.67884,-37.45995,-37.45995,13152,2023-11-09T16:00:00Z,2025-12-31T23:50:00Z,2023;2024;2025,0,0,1488,0
CEMADEN,260710901U,INGAZEIRA,INGAZEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.691611,-7.691611,-37.489416,-37.489416,10277,2017-05-03T16:30:00Z,2019-06-01T17:00:00Z,2017;2018;2019,0,0,0,0
CEMADEN,260720801A,Centro,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.4,-8.4,-35.064,-35.064,89265,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1634,0
CEMADEN,260720801G,Campo do Avião,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.399458,-8.399431,-35.058456,-35.058455,53642,2019-10-01T16:00:00Z,2025-12-31T23:10:00Z,2019;2020;2021;2022;2023;2024;2025,0,0,1580,0
CEMADEN,260720802A,Camela,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.511,-8.511,-35.122,-35.122,44193,2017-01-01T03:00:00Z,2022-06-13T13:10:00Z,2017;2018;2019;2020;2021;2022,0,0,2,0
CEMADEN,260720803A,Porto de Galinhas,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.507,-8.507,-35.004,-35.004,32805,2017-01-01T03:00:00Z,2020-01-24T09:50:00Z,2017;2018;2019;2020,0,0,2,0
CEMADEN,260720804A,Rurópolis,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.411,-8.411,-35.07,-35.07,66265,2017-01-01T03:00:00Z,2025-12-31T23:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1484,0
CEMADEN,260720805A,NÃCLEO MARANHÃO - APAC | NÙCLEO MARANHÃO - APAC,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.368205,-8.368205,-35.13522,-35.13522,52095,2017-11-09T12:40:00Z,2025-12-30T19:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1564,0
CEMADEN,260730701A,Centro,IPUBI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.80831,-7.651,-40.4875,-40.147,51564,2017-06-26T17:40:00Z,2025-01-30T17:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0
CEMADEN,260730702A,Serrolândia,IPUBI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.47,-7.47,-40.278,-40.278,69511,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1534,0
CEMADEN,260730703A,IPUBI - APAC,IPUBI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.658278,-7.658278,-40.157278,-40.157278,35785,2018-01-14T05:10:00Z,2025-12-31T23:10:00Z,2018;2019;2020;2021;2022;2023;2025,0,0,1576,0
