fonte_dados,cod_estacao,nome_estacao,municipios,uf,tipo_estacao,periodicidade_fonte,situacao_estacao,altitude_m,latitude_min,latitude_max,longitude_min,longitude_max,n_registros,inicio_local,fim_local,anos,n_precipitacao_ausente,n_precipitacao_negativa,n_registros_duplicados,n_registros_conflitantes
CEMADEN,260740601A,ITACURUBA - APAC,ITACURUBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.726222,-8.726222,-38.689917,-38.689917,38891,2018-03-24T03:40:00Z,2025-12-31T23:00:00Z,2018;2019;2020;2021;2022;2023;2024;2025,0,0,1492,0
CEMADEN,260740601C,ITACURUBA,ITACURUBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.723388,-8.723388,-38.679222,-38.679222,55032,2018-02-01T14:00:00Z,2025-12-31T23:00:00Z,2018;2019;2020;2021;2022;2023;2024;2025,0,0,1490,0
CEMADEN,260750501A,ITAIBA - APAC,ITAÍBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.940367,-8.940367,-37.41153,-37.41153,34197,2017-12-23T15:30:00Z,2025-12-31T23:20:00Z,2017;2018;2022;2023;2024;2025,0,0,1310,0
CEMADEN,260750501U,ITAIBA,ITAÍBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.009333,-9.009333,-37.34575,-37.34575,40282,2018-05-16T00:00:00Z,2023-12-05T12:00:00Z,2018;2019;2020;2021;2022;2023,0,0,0,0
CEMADEN,260760401A,ILHA DE ITAMARACA - APAC,ILHA DE ITAMARACÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.76845,-7.76845,-34.86882,-34.86882,74301,2017-10-20T01:20:00Z,2025-12-31T01:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1542,0
CEMADEN,260765301A,ITAMBE - APAC,ITAMBÉ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.40623,-7.40623,-35.11303,-35.11303,68102,2017-11-11T07:10:00Z,2025-10-02T14:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,196,0
CEMADEN,260765302A,CARICÃ - APAC | CARICÉ - APAC,ITAMBÉ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.52595,-7.52595,-35.08494,-35.08494,51939,2017-11-11T07:00:00Z,2024-07-08T16:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,0,0
CEMADEN,260770301A,ITAPETIM - APAC,ITAPETIM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.37536,-7.37536,-37.19018,-37.19018,60789,2018-01-17T12:00:00Z,2025-12-31T23:00:00Z,2018;2019;2020;2021;2022;2023;2024;2025,0,0,1468,0
CEMADEN,260775201A,BOTAFOGO - APAC,ITAPISSUMA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.74968,-7.74968,-34.93442,-34.93442,63396,2017-10-20T08:50:00Z,2025-12-31T01:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260780201A,ITAQUITINGA - APAC,ITAQUITINGA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.66667,-7.66667,-35.12306,-35.12306,69402,2017-11-15T00:00:00Z,2025-11-26T08:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260790101A,Muribeca,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.157,-8.157,-34.968,-34.968,70674,2017-01-02T09:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1628,0
CEMADEN,260790101G,Socorro,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.105114,-8.105084,-34.998358,-34.998349,37971,2019-10-01T00:10:00Z,2023-11-30T23:10:00Z,2019;2020;2021;2022;2023,0,0,0,0
CEMADEN,260790102A,Cavaleiro 2 | Cavaleiro2,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.09,-8.09,-34.97,-34.97,74902,2017-01-01T03:00:00Z,2024-07-31T17:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0
CEMADEN,260790102G,Alto Vento,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.10031,-8.100284,-34.982633,-34.982616,51601,2019-10-01T00:10:00Z,2024-09-07T01:10:00Z,2019;2020;2021;2022;2023;2024,0,0,0,0
CEMADEN,260790103A,Cavaleiro,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.096,-8.096,-34.971,-34.971,59863,2017-01-01T03:00:00Z,2024-09-14T03:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0
CEMADEN,260790103G,Curado II,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.08213,-8.082069,-35.002892,-35.002782,42816,2019-10-01T01:50:00Z,2024-03-21T07:10:00Z,2019;2020;2021;2022;2023;2024,0,0,0,0
CEMADEN,260790104A,Prazeres,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.188,-8.188,-34.953,-34.953,82109,2017-01-01T03:00:00Z,2025-12-27T20:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,348,0
CEMADEN,260790104G,Alto do Reservatório,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.09872,-8.098711,-34.974788,-34.974641,27132,2019-10-01T00:10:00Z,2025-12-28T23:20:00Z,2019;2020;2021;2023;2024;2025,0,0,244,0
CEMADEN,260790105G,Manassu,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.08619,-8.08619,-35.028697,-35.028697,8239,2020-01-22T08:50:00Z,2021-02-28T23:10:00Z,2020;2021,0,0,0,0
CEMADEN,260790106A,Piedade,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.154,-8.154,-34.914,-34.914,79772,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1578,0
CEMADEN,260790106G,COMPESA - Dois Carneiros,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.110775,-8.110775,-34.964464,-34.964464,7722,2023-11-02T12:10:00Z,2024-07-25T15:00:00Z,2023;2024,0,0,0,0
CEMADEN,260790107A,Centro,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.112,-8.112,-35.015,-35.015,71145,2017-01-01T03:00:00Z,2025-03-09T16:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0
CEMADEN,260790108A,Curado 4 | CuradoII,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.08,-8.07105,-34.997,-34.99392,74068,2017-01-01T03:00:00Z,2024-05-13T19:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0
CEMADEN,260790109A,Barra de Jangada,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.22,-8.22,-34.932,-34.932,62494,2017-01-01T03:00:00Z,2024-06-12T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0
CEMADEN,260790110A,Cajueiro Seco,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.168,-8.168,-34.928,-34.928,26155,2017-01-01T03:00:00Z,2020-04-08T05:50:00Z,2017;2018;2019;2020,0,0,2,0
CEMADEN,260790115H,Santana,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.1088,-8.1088,-34.99944,-34.99944,30714,2023-05-09T13:10:00Z,2025-12-31T23:10:00Z,2023;2024;2025,0,0,1706,0
CEMADEN,260790119H,Engenho Velho,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.111846,-8.111846,-35.013613,-35.013613,27979,2023-05-09T14:10:00Z,2025-12-31T23:10:00Z,2023;2024;2025,0,0,1710,0
CEMADEN,260795001A,jaqueira01,JAQUEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.731,-8.731,-35.804,-35.804,97608,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1312,0
CEMADEN,260795002A,JAQUEIRA - APAC,JAQUEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.732056,-8.732056,-35.803917,-35.803917,32753,2017-11-18T04:10:00Z,2022-01-17T18:00:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260795004H,Jaqueira | Rio Una,JAQUEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.7328,-8.7328,-35.7973,-35.7973,57189,2017-01-01T03:00:00Z,2025-04-15T15:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0
CEMADEN,260800801A,Jataúba [Centro] - APAC,JATAÚBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.98526,-7.98526,-36.50162,-36.50162,22318,2023-07-24T19:00:00Z,2025-12-31T23:30:00Z,2023;2024;2025,0,0,1504,0
CEMADEN,260800801C,JATAUBA,JATAÚBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.007666,-8.007666,-36.444277,-36.444277,31867,2017-02-19T19:40:00Z,2025-12-02T02:00:00Z,2017;2018;2019;2020;2023;2025,0,0,1496,0
CEMADEN,260805701A,Jatobá [Eunápio Gomes Varjão] - APAC,JATOBÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.17572,-9.17572,-38.25769,-38.25769,21955,2023-03-03T19:50:00Z,2025-12-02T03:50:00Z,2023;2024;2025,0,0,40,0
CEMADEN,260805701C,JATOBA,JATOBÁ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.169861,-9.169861,-38.233833,-38.233833,23821,2017-01-10T21:00:00Z,2025-11-19T23:20:00Z,2017;2018;2019;2020;2022;2023;2025,0,0,2,0
CEMADEN,260810701A,JOAO ALFREDO - APAC | Secretaria de Saúde | Secretaria de Saúde _APAC,JOÃO ALFREDO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.864894,-7.864894,-35.56781,-35.56781,45016,2017-10-27T05:50:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1568,0
CEMADEN,260820601A,Centro,JOAQUIM NABUCO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.626,-8.626,-35.526,-35.526,4100,2017-01-01T03:00:00Z,2017-05-20T01:00:00Z,2017,0,0,0,0
CEMADEN,260820602A,ERE - Eduardo Campos - APAC | JOAQUIM NABUCO - APAC,JOAQUIM NABUCO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.63233,-8.63233,-35.5341,-35.5341,65720,2017-12-26T18:00:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1526,0
CEMADEN,260820603A,G2-260820603A | G2-Escola Camila Fraga,JOAQUIM NABUCO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.62783,-8.618557,-35.531,-35.52683,4099,2025-08-12T15:00:00Z,2025-12-31T23:10:00Z,2025,0,0,1648,0
CEMADEN,260825501A,JUCATI - APAC,JUCATI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.698208,-8.698208,-36.467869,-36.467869,20603,2019-10-01T12:10:00Z,2025-12-31T23:00:00Z,2019;2022;2023;2024;2025,0,0,1062,0
CEMADEN,260830501A,JUPI - APAC,JUPI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.7103,-8.7103,-36.3956,-36.3956,62679,2017-12-14T10:00:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1478,0
CEMADEN,260840401A,Centro,JUREMA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.72,-8.72,-36.143,-36.143,83249,2017-01-01T03:00:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1536,0
CEMADEN,260840401C,JUREMA,JUREMA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.724111,-8.724111,-36.152583,-36.152583,41963,2017-01-07T16:10:00Z,2023-12-27T05:00:00Z,2017;2018;2019;2020;2022;2023,0,0,2,0
CEMADEN,260845301A,LAGOA DO CARRO - APAC,LAGOA DO CARRO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.84385,-7.84385,-35.30058,-35.30058,71286,2017-11-18T12:40:00Z,2025-09-23T16:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260850301A,LAGOA DO ITAENGA - APAC,LAGOA DE ITAENGA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.93096,-7.93096,-35.24276,-35.24276,69709,2017-11-16T04:30:00Z,2025-09-03T12:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260860201A,LAGOA DO OURO - APAC,LAGOA DO OURO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.120547,-9.120547,-36.462394,-36.462394,74939,2017-12-14T15:50:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1598,0
CEMADEN,260870101A,Escola Eduardo Vasconcelos - APAC | LAGOA DOS GATOS - APAC,LAGOA DOS GATOS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.663,-8.663,-35.9046,-35.9046,74221,2017-11-30T13:40:00Z,2025-12-31T23:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1594,0
CEMADEN,260870102A,G2-260870102A,LAGOA DOS GATOS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.667584,-8.6642,-35.9013,-35.867932,3141,2025-09-12T14:10:00Z,2025-12-31T23:10:00Z,2025,0,0,1510,0
CEMADEN,260870103A,G2-260870103A | G2-Escola João Correia,LAGOA DOS GATOS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.6514,-8.651128,-35.905383,-35.9052,3502,2025-09-12T11:50:00Z,2025-12-31T23:10:00Z,2025,0,0,1564,0
CEMADEN,260875001A,Jutaí,LAGOA GRANDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.635,-8.635,-40.239,-40.239,69550,2017-06-26T20:20:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1486,0
CEMADEN,260875001U,LAGOA GRANDE,LAGOA GRANDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.993,-8.993,-40.154444,-40.154444,21179,2018-06-12T16:00:00Z,2025-12-31T23:00:00Z,2018;2019;2023;2024;2025,0,0,1500,0
CEMADEN,260875002A,Lagoa Grande [Antena Oi] - APAC,LAGOA GRANDE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.99709,-8.99709,-40.27058,-40.27058,10150,2024-02-23T15:40:00Z,2025-12-31T23:50:00Z,2024;2025,0,0,752,0
CEMADEN,260880001A,Centro,LAJEDO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.66027,-8.66027,-36.32232,-36.32232,83836,2017-01-01T03:00:00Z,2025-12-23T11:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,80,0
CEMADEN,260880001C,LAJEDO,LAJEDO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.6165,-8.6165,-36.302388,-36.302388,28913,2017-01-22T15:40:00Z,2024-03-22T09:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,0,0
CEMADEN,260890901A,LIMOEIRO - APAC,LIMOEIRO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.86623,-7.86623,-35.43469,-35.43469,67681,2017-12-04T19:20:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1542,0
CEMADEN,260900601A,MACAPARANA - APAC,MACAPARANA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.5581,-7.5581,-35.45261,-35.45261,54033,2017-11-18T15:00:00Z,2025-11-26T08:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260910501A,MACHADOS - APAC,MACHADOS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.68894,-7.68894,-35.50866,-35.50866,76888,2017-12-01T08:20:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1200,0
CEMADEN,260915401A,Manari [Maria Alzira] - APAC,MANARI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.95817,-8.95817,-37.61982,-37.61982,16903,2024-06-14T17:30:00Z,2025-12-31T23:00:00Z,2024;2025,0,0,1492,0
CEMADEN,260915401C,MANARI,MANARI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.9475,-8.9475,-37.602361,-37.602361,18505,2017-01-28T20:30:00Z,2020-03-18T11:00:00Z,2017;2018;2019;2020,0,0,2,0
CEMADEN,260920401A,Centro,MARAIAL,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.783,-8.783,-35.811,-35.811,80251,2017-01-01T03:00:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1707,16
CEMADEN,260920402A,Sertãozinho de Cima,MARAIAL,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.884,-8.884,-35.748,-35.748,59537,2017-01-01T03:00:00Z,2025-06-07T10:00:00Z,2017;2018;2019;2020;2021;2022;2025,0,0,2,0
CEMADEN,260920403A,MARAIAL - APAC,MARAIAL,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.782778,-8.782778,-35.816278,-35.816278,26,2019-09-09T14:10:00Z,2020-07-25T19:30:00Z,2019;2020,0,0,0,0
CEMADEN,260930301A,Mirandiba [Creche] - APAC,MIRANDIBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.1167,-8.1167,-38.73,-38.73,11901,2024-08-28T13:30:00Z,2025-12-31T23:20:00Z,2024;2025,0,0,1488,0
CEMADEN,260930301C,MIRANDIBA,MIRANDIBA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.092,-8.092,-38.706027,-38.706027,47526,2017-01-27T21:10:00Z,2025-12-02T13:00:00Z,2017;2018;2019;2020;2022;2023;2024;2025,0,0,1540,0
CEMADEN,260940201A,Bonança,MORENO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.105,-8.105,-35.195,-35.195,80161,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1640,0
CEMADEN,260940202A,Centro,MORENO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.118,-8.118,-35.101,-35.101,95068,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1572,0
CEMADEN,260950101A,Engenho Coqueiro,NAZARÉ DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.733,-7.733,-35.264,-35.264,55206,2017-01-01T03:00:00Z,2023-12-18T10:30:00Z,2017;2018;2019;2020;2021;2022;2023,0,0,2,0
CEMADEN,260950102A,Centro,NAZARÉ DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.74,-7.730698,-35.232556,-35.226,79694,2017-01-01T03:00:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1640,0
CEMADEN,260950103A,Fazenda Sertãozinho,NAZARÉ DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.799,-7.799,-35.263,-35.263,71381,2017-01-01T03:00:00Z,2025-11-12T12:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0
CEMADEN,260950104A,NAZARE DA MATA - APAC,NAZARÉ DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.73062,-7.73062,-35.23258,-35.23258,38836,2017-11-18T14:00:00Z,2022-11-11T16:30:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0
CEMADEN,260960001A,Águas Compridas,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.983,-7.983,-34.912,-34.912,72902,2017-01-01T03:00:00Z,2024-11-15T14:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0
CEMADEN,260960001G,Caixa D'Água,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.994922,-7.994917,-34.905667,-34.905648,51000,2019-10-01T00:10:00Z,2025-06-04T12:10:00Z,2019;2020;2021;2022;2023;2024;2025,0,0,0,0
CEMADEN,260960002A,Aguazinha,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.999,-7.999,-34.887,-34.887,63436,2017-01-01T03:00:00Z,2025-01-02T16:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0
CEMADEN,260960003A,Bonsucesso,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.008,-8.008,-34.851,-34.851,67165,2017-01-01T03:00:00Z,2024-09-30T15:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,86,0
CEMADEN,260960004A,Jardim Fragoso,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.999103,-7.984,-34.859839,-34.853,87704,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1752,0
CEMADEN,260960005A,Tabajara,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.973,-7.973,-34.868,-34.868,80678,2017-01-01T03:00:00Z,2025-04-15T17:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,114,0
CEMADEN,260970901A,Orobó [Secretária de Agricultura] - APAC,OROBÓ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.73773,-7.73773,-35.60724,-35.60724,18899,2023-07-19T16:50:00Z,2025-12-31T23:10:00Z,2023;2024;2025,0,0,286,0
CEMADEN,260970901C,OROBO,OROBÓ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.761055,-7.761055,-35.606611,-35.606611,85370,2017-01-09T23:50:00Z,2025-12-30T04:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1390,0
CEMADEN,260980801A,Centro,OROCÓ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.619,-8.619,-39.602,-39.602,68500,2017-06-27T18:20:00Z,2025-11-12T18:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1446,0
CEMADEN,260980801C,OROCÓ,OROCÓ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.569322,-8.34089,-39.59116,-39.35281,11971,2017-01-10T19:30:00Z,2020-06-02T12:00:00Z,2017;2018;2019;2020,0,0,2,0
CEMADEN,260990701A,Ouricuri [IPA] - APAC,OURICURI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.076111,-8.076111,-40.216417,-40.216417,8772,2024-09-01T00:10:00Z,2025-12-29T13:00:00Z,2024;2025,0,0,52,0
CEMADEN,260990701C,OURICURI,OURICURI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.941916,-7.941916,-40.157777,-40.157777,44498,2017-01-10T20:30:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2022;2023;2024;2025,0,0,1488,0
CEMADEN,261000402A,Japaranduba,PALMARES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.691,-8.691,-35.604,-35.604,79926,2017-01-01T03:00:00Z,2025-12-25T13:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,158,0
CEMADEN,261000403A,SANTO ANTÃNIO DOS PALMARES - APAC | SANTO ANTÔNIO DOS PALMARES - APAC,PALMARES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.761389,-8.761389,-35.675,-35.675,51104,2019-10-02T14:30:00Z,2025-12-31T23:10:00Z,2019;2020;2021;2022;2023;2024;2025,0,0,1560,0
CEMADEN,261000404A,SERRO AZUL - APAC,PALMARES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.5925,-8.5925,-35.664444,-35.664444,13,2018-03-14T18:00:00Z,2019-10-24T13:50:00Z,2018;2019,0,0,0,0
CEMADEN,261010301A,PALMEIRINA - APAC,PALMEIRINA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.000278,-9.000278,-36.334722,-36.334722,69371,2017-12-19T13:50:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1572,0
CEMADEN,261010301U,PALMEIRINA,PALMEIRINA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-9.048166,-9.048166,-36.311972,-36.311972,6758,2017-07-10T19:30:00Z,2022-06-30T12:00:00Z,2017;2018;2019;2022,0,0,0,0
CEMADEN,261020201A,PANELAS - APAC,PANELAS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.6614,-8.6614,-36.0159,-36.0159,56923,2017-11-25T13:00:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1564,0
CEMADEN,261030101A,PARANATAMA - APAC,PARANATAMA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.9226,-8.9226,-36.661431,-36.661431,70719,2017-12-11T06:30:00Z,2025-12-31T23:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1514,0
CEMADEN,261040001A,QUIXABA - APAC,PARNAMIRIM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.013028,-8.013028,-39.773306,-39.773306,49217,2018-01-24T21:10:00Z,2025-12-31T23:20:00Z,2018;2019;2020;2021;2022;2023;2024;2025,0,0,1274,0
CEMADEN,261040001C,PARNAMIRIM,PARNAMIRIM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.172305,-8.172305,-39.569222,-39.569222,20509,2017-01-11T02:30:00Z,2020-07-07T01:00:00Z,2017;2018;2019;2020,0,0,2,0
CEMADEN,261040002A,MATIAS - APAC,PARNAMIRIM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.175306,-8.175306,-40.0525,-40.0525,44217,2018-01-16T09:00:00Z,2025-12-31T11:10:00Z,2018;2019;2020;2021;2023;2024;2025,0,0,590,0
CEMADEN,261050901A,PASSIRA  - APAC,PASSIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.975883,-7.975883,-35.58819,-35.58819,62895,2017-12-16T06:30:00Z,2025-11-17T10:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,228,0
CEMADEN,261060801A,GUADALAJARA - APAC,PAUDALHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.95518,-7.95518,-35.10672,-35.10672,29619,2017-11-16T14:20:00Z,2021-12-22T12:00:00Z,2017;2018;2019;2020;2021,0,0,0,0
CEMADEN,261060802A,PAUDALHO - APAC,PAUDALHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.88179,-7.88179,-35.17869,-35.17869,62190,2017-12-15T14:10:00Z,2025-09-22T14:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0
