fonte_dados,cod_estacao,nome_estacao,ano,n_registros,n_registros_com_valor,n_registros_sem_valor,n_datas_com_registro,n_meses_com_registro,inicio,fim,precipitacao_min,precipitacao_max
CEMADEN,260470001A,Centro,2023,8460,8460,0,304,11,2023-01-01T03:20:00Z,2024-01-01T02:20:00Z,0,12.4
CEMADEN,260470001A,Centro,2024,9920,9920,0,353,12,2024-01-01T03:20:00Z,2024-12-30T11:00:00Z,0,17.2
CEMADEN,260470001A,Centro,2025,5888,5888,0,302,11,2025-01-02T11:00:00Z,2025-11-30T17:20:00Z,0,5.51
CEMADEN,260470001C,CORRENTES,2017,12226,12226,0,148,10,2017-01-07T16:50:00Z,2017-10-06T12:00:00Z,0,11.4
CEMADEN,260470001C,CORRENTES,2018,8855,8855,0,334,11,2018-02-01T14:00:00Z,2019-01-01T02:00:00Z,0,8.6
CEMADEN,260470001C,CORRENTES,2019,8409,8409,0,356,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0,0
CEMADEN,260470001C,CORRENTES,2020,2804,2804,0,118,4,2020-01-01T03:00:00Z,2020-04-27T15:00:00Z,0,0
CEMADEN,260480901A,Morro do Cemitério,2017,15562,15562,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:10:00Z,0,14.27
CEMADEN,260480901A,Morro do Cemitério,2018,8755,8755,0,310,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,35.04
CEMADEN,260480901A,Morro do Cemitério,2019,10625,10625,0,354,12,2019-01-01T03:10:00Z,2020-01-01T02:30:00Z,0,13.21
CEMADEN,260480901A,Morro do Cemitério,2020,6637,6637,0,213,7,2020-01-01T03:10:00Z,2020-07-31T23:50:00Z,0,18.92
CEMADEN,260480901A,Nova Cortês,2020,4324,4324,0,154,6,2020-08-01T00:10:00Z,2021-01-01T02:10:00Z,0,4.33
CEMADEN,260480901A,Nova Cortês,2021,11368,11368,0,364,12,2021-01-01T03:10:00Z,2022-01-01T02:10:00Z,0,9.16
CEMADEN,260480901A,Nova Cortês,2022,11344,11344,0,365,12,2022-01-01T03:10:00Z,2023-01-01T02:10:00Z,0,13.02
CEMADEN,260480901A,Nova Cortês,2023,11498,11498,0,362,12,2023-01-01T03:10:00Z,2024-01-01T02:10:00Z,0,29.16
CEMADEN,260480901A,Nova Cortês,2024,9099,9099,0,341,12,2024-01-01T03:10:00Z,2024-12-31T19:10:00Z,0,25.94
CEMADEN,260480901A,Nova Cortês,2025,10446,10446,0,345,12,2025-01-01T04:10:00Z,2025-12-31T23:10:00Z,0,34.59
CEMADEN,260480902A,CORTES - APAC,2017,580,580,0,33,2,2017-11-24T07:30:00Z,2018-01-01T02:20:00Z,0,6.7
CEMADEN,260480902A,CORTES - APAC,2018,8294,8294,0,307,11,2018-01-01T03:20:00Z,2019-01-01T02:20:00Z,0,14.27
CEMADEN,260480902A,CORTES - APAC,2019,6769,6769,0,213,9,2019-01-01T03:20:00Z,2019-11-25T18:20:00Z,0,17.27
CEMADEN,260490801A,CUMARU - APAC,2017,395,395,0,16,1,2017-12-16T07:20:00Z,2018-01-01T01:20:00Z,0,3.35
CEMADEN,260490801A,CUMARU - APAC,2018,2814,2814,0,108,4,2018-01-01T03:20:00Z,2018-04-18T23:20:00Z,0,7.3
CEMADEN,260490801A,CUMARU - APAC,2019,6150,6150,0,232,8,2019-05-02T13:10:00Z,2020-01-01T02:20:00Z,0,5.71
CEMADEN,260490801A,CUMARU - APAC,2020,7838,7838,0,319,11,2020-01-01T03:20:00Z,2020-11-15T00:20:00Z,0,15.78
CEMADEN,260490801A,CUMARU - APAC,2021,2515,2515,0,103,4,2021-08-05T14:30:00Z,2021-11-15T08:30:00Z,0,214.21
CEMADEN,260490801A,CUMARU - APAC,2022,2922,2922,0,117,5,2022-08-30T17:10:00Z,2023-01-01T02:50:00Z,0,20.6
CEMADEN,260490801A,CUMARU - APAC,2023,9978,9978,0,365,12,2023-01-01T03:20:00Z,2024-01-01T02:20:00Z,0,10.78
CEMADEN,260490801A,CUMARU - APAC,2024,9572,9572,0,366,12,2024-01-01T03:20:00Z,2025-01-01T02:20:00Z,0,16.21
CEMADEN,260490801A,CUMARU - APAC,2025,10624,10624,0,365,12,2025-01-01T03:20:00Z,2025-12-31T23:20:00Z,0,9.59
CEMADEN,260510301A,CUSTODIA - APAC,2018,8820,8820,0,351,12,2018-01-14T15:50:00Z,2019-01-01T02:50:00Z,0,18.1
CEMADEN,260510301A,CUSTODIA - APAC,2019,2192,2192,0,151,6,2019-01-01T03:50:00Z,2019-06-06T16:50:00Z,0,13.63
CEMADEN,260510301A,CUSTODIA - APAC,2020,4940,4940,0,199,7,2020-06-16T11:40:00Z,2021-01-01T02:50:00Z,0,14.91
CEMADEN,260510301A,CUSTODIA - APAC,2021,5579,5579,0,275,11,2021-01-01T03:50:00Z,2022-01-01T02:00:00Z,0,14.91
CEMADEN,260510301A,CUSTODIA - APAC,2022,9578,9578,0,365,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,12.19
CEMADEN,260510301A,CUSTODIA - APAC,2023,9269,9269,0,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,14.06
CEMADEN,260510301A,CUSTODIA - APAC,2024,8579,8579,0,344,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,27.63
CEMADEN,260510301A,CUSTODIA - APAC,2025,6410,6410,0,268,12,2025-01-01T03:00:00Z,2025-12-02T13:00:00Z,0,16.26
CEMADEN,260510301C,CUSTODIA,2017,628,628,0,18,7,2017-01-30T20:50:00Z,2017-12-26T20:00:00Z,0,1.4
CEMADEN,260510301C,CUSTODIA,2018,7336,7336,0,298,12,2018-01-16T09:00:00Z,2018-12-30T03:00:00Z,0,15.6
CEMADEN,260510301C,CUSTODIA,2019,2542,2542,0,138,5,2019-01-02T10:00:00Z,2019-05-22T05:10:00Z,0,14.8
CEMADEN,260510301C,CUSTODIA,2020,2,2,0,2,1,2020-07-03T00:00:00Z,2020-07-09T00:00:00Z,0,0
CEMADEN,260510301C,CUSTODIA,2022,146,146,0,7,1,2022-06-21T20:30:00Z,2022-06-27T09:10:00Z,0,9.8
CEMADEN,260515201A,LAGOAS - APAC,2018,7531,7531,0,306,10,2018-03-01T12:40:00Z,2019-01-01T02:40:00Z,0,12.84
CEMADEN,260515201A,LAGOAS - APAC,2019,8357,8357,0,345,12,2019-01-01T03:40:00Z,2020-01-01T02:40:00Z,0,10.78
CEMADEN,260515201A,LAGOAS - APAC,2020,3196,3196,0,153,9,2020-01-01T03:40:00Z,2020-10-31T13:50:00Z,0,21.03
CEMADEN,260515201A,LAGOAS - APAC,2021,3092,3092,0,124,5,2021-08-30T19:20:00Z,2022-01-01T02:00:00Z,0,614.29
CEMADEN,260515201A,LAGOAS - APAC,2022,9034,9034,0,362,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,10.18
CEMADEN,260515201A,LAGOAS - APAC,2023,6453,6453,0,257,9,2023-01-01T03:00:00Z,2023-09-14T15:00:00Z,0,12.41
CEMADEN,260515201A,LAGOAS - APAC,2024,6673,6673,0,274,11,2024-02-22T19:20:00Z,2025-01-01T02:00:00Z,0,15.4
CEMADEN,260515201A,LAGOAS - APAC,2025,9736,9736,0,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,20.17
CEMADEN,260515201C,DORMENTES,2017,3852,3852,0,106,10,2017-01-10T21:30:00Z,2017-10-16T12:00:00Z,0,11
CEMADEN,260515201C,DORMENTES,2018,4652,4652,0,213,11,2018-01-18T12:00:00Z,2018-12-28T01:00:00Z,0,13.2
CEMADEN,260515201C,DORMENTES,2019,5022,5022,0,248,10,2019-01-01T11:00:00Z,2019-12-31T11:00:00Z,0,0.2
CEMADEN,260515201C,DORMENTES,2020,6693,6693,0,342,12,2020-01-02T10:00:00Z,2020-12-31T23:00:00Z,0,0.2
CEMADEN,260515201C,DORMENTES,2021,207,207,0,17,1,2021-01-01T06:00:00Z,2021-01-18T02:00:00Z,0,0
CEMADEN,260515201C,DORMENTES,2022,4132,4132,0,165,6,2022-07-14T15:00:00Z,2022-12-30T18:00:00Z,0,13.8
CEMADEN,260515202A,CAATINGA GRANDE - APAC,2024,1452,1452,0,62,3,2024-11-01T00:00:00Z,2025-01-01T02:00:00Z,0,6.92
CEMADEN,260515202A,CAATINGA GRANDE - APAC,2025,5570,5570,0,227,8,2025-01-01T03:00:00Z,2025-08-19T15:00:00Z,0,16.66
CEMADEN,260520201A,Jaguaribe,2017,14613,14613,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:40:00Z,0,8.53
CEMADEN,260520201A,Jaguaribe,2018,10734,10734,0,365,12,2018-01-01T03:40:00Z,2019-01-01T02:40:00Z,0,11.75
CEMADEN,260520201A,Jaguaribe,2019,10103,10103,0,356,12,2019-01-01T03:40:00Z,2020-01-01T02:40:00Z,0,10.17
CEMADEN,260520201A,Jaguaribe,2020,5708,5708,0,226,9,2020-01-01T03:40:00Z,2021-01-01T02:40:00Z,0,5.71
CEMADEN,260520201A,Jaguaribe,2021,11054,11054,0,365,12,2021-01-01T03:10:00Z,2022-01-01T02:40:00Z,0,11.6
CEMADEN,260520201A,Jaguaribe,2022,11123,11123,0,365,12,2022-01-01T03:40:00Z,2023-01-01T02:40:00Z,0,12.4
CEMADEN,260520201A,Jaguaribe,2023,10703,10703,0,365,12,2023-01-01T03:30:00Z,2024-01-01T02:40:00Z,0,15.73
CEMADEN,260520201A,Jaguaribe,2024,10027,10027,0,360,12,2024-01-01T03:40:00Z,2025-01-01T02:40:00Z,0,14.27
CEMADEN,260520201A,Jaguaribe,2025,12091,12091,0,365,12,2025-01-01T03:40:00Z,2025-12-31T23:40:00Z,0,13.5
CEMADEN,260520202A,ESCADA - APAC,2018,694,694,0,27,1,2018-12-05T14:20:00Z,2019-01-01T02:50:00Z,0,5.9
CEMADEN,260520202A,ESCADA - APAC,2019,9322,9322,0,333,12,2019-01-01T03:50:00Z,2020-01-01T02:50:00Z,0,10.37
CEMADEN,260520202A,ESCADA - APAC,2020,10238,10238,0,366,12,2020-01-01T03:50:00Z,2021-01-01T02:50:00Z,0,9.75
CEMADEN,260520202A,ESCADA - APAC,2021,5146,5146,0,184,7,2021-01-01T03:50:00Z,2022-01-01T02:00:00Z,0,9.13
CEMADEN,260520202A,ESCADA - APAC,2022,498,498,0,19,2,2022-01-01T03:00:00Z,2022-03-24T13:30:00Z,0,6.69
CEMADEN,260520202H,Escada,2017,13707,13707,0,358,12,2017-01-01T03:00:00Z,2018-01-01T02:50:00Z,0,12.8
CEMADEN,260520202H,Escada,2018,2388,2388,0,88,4,2018-01-01T03:50:00Z,2018-04-30T23:30:00Z,0,9.4
CEMADEN,260520202H,Rio Ipojuca,2018,4272,4272,0,169,8,2018-05-01T00:30:00Z,2019-01-01T02:40:00Z,0,8.8
CEMADEN,260520202H,Rio Ipojuca,2019,261,261,0,23,1,2019-01-01T03:40:00Z,2019-01-23T17:40:00Z,0,21.2
CEMADEN,260530101A,Exu [Escola Bárbara de Alencar] - APAC,2023,3,3,0,2,2,2023-08-03T15:40:00Z,2023-09-20T13:20:00Z,0.2,1.38
CEMADEN,260530101A,Exu [Escola Bárbara de Alencar] - APAC,2024,3897,3897,0,169,6,2024-07-02T14:40:00Z,2024-12-31T19:00:00Z,0,11.39
CEMADEN,260530101A,Exu [Escola Bárbara de Alencar] - APAC,2025,5913,5913,0,256,12,2025-01-01T04:10:00Z,2025-12-28T18:40:00Z,0,16.02
CEMADEN,260530101C,EXU,2017,7072,7072,0,129,10,2017-01-09T18:50:00Z,2017-10-16T12:00:00Z,0,0.6
CEMADEN,260530101C,EXU,2018,2130,2130,0,140,11,2018-01-18T10:00:00Z,2018-12-06T19:00:00Z,0,10.2
CEMADEN,260530101C,EXU,2019,783,783,0,73,9,2019-01-28T15:00:00Z,2019-12-27T16:00:00Z,0,1
CEMADEN,260530101C,EXU,2020,27,27,0,3,3,2020-01-05T12:00:00Z,2020-07-15T23:00:00Z,0,0
CEMADEN,260540001A,FEIRA NOVA - APAC,2017,595,595,0,27,1,2017-12-05T22:20:00Z,2018-01-01T02:20:00Z,0,3.15
CEMADEN,260540001A,FEIRA NOVA - APAC,2018,9422,9422,0,365,12,2018-01-01T03:20:00Z,2019-01-01T02:20:00Z,0,10.78
CEMADEN,260540001A,FEIRA NOVA - APAC,2019,9248,9248,0,352,12,2019-01-01T03:20:00Z,2020-01-01T02:20:00Z,0,16.22
CEMADEN,260540001A,FEIRA NOVA - APAC,2020,9137,9137,0,359,12,2020-01-01T03:20:00Z,2021-01-01T02:20:00Z,0,12.81
CEMADEN,260540001A,FEIRA NOVA - APAC,2021,4016,4016,0,160,6,2021-01-01T03:20:00Z,2022-01-01T02:50:00Z,0,13.21
CEMADEN,260540001A,FEIRA NOVA - APAC,2022,10044,10044,0,365,12,2022-01-01T03:50:00Z,2023-01-01T02:50:00Z,0,11.39
CEMADEN,260540001A,FEIRA NOVA - APAC,2023,9818,9818,0,360,12,2023-01-01T03:20:00Z,2023-12-26T08:50:00Z,0,8.78
CEMADEN,260540001A,FEIRA NOVA - APAC,2024,4828,4828,0,312,12,2024-01-02T10:10:00Z,2024-12-30T10:50:00Z,0,117.91
CEMADEN,260540001A,FEIRA NOVA - APAC,2025,4129,4129,0,240,11,2025-01-01T11:00:00Z,2025-12-31T18:50:00Z,0,123.36
CEMADEN,260545901A,Baía do Sancho - APAC,2024,169,169,0,29,6,2024-06-10T19:10:00Z,2024-12-16T09:40:00Z,0,6.8
CEMADEN,260545901A,Baía do Sancho - APAC,2025,1162,1162,0,89,10,2025-01-24T01:50:00Z,2025-10-23T23:10:00Z,0,16.8
CEMADEN,260550901A,FERREIROS - APAC,2017,929,929,0,40,2,2017-11-22T10:00:00Z,2018-01-01T01:10:00Z,0,0.59
CEMADEN,260550901A,FERREIROS - APAC,2018,9537,9537,0,365,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,8.32
CEMADEN,260550901A,FERREIROS - APAC,2019,9366,9366,0,348,12,2019-01-01T03:10:00Z,2020-01-01T02:10:00Z,0,18.11
CEMADEN,260550901A,FERREIROS - APAC,2020,6836,6836,0,272,11,2020-01-01T03:10:00Z,2020-11-29T01:10:00Z,0,17.48
CEMADEN,260550901A,FERREIROS - APAC,2021,4774,4774,0,189,7,2021-06-20T18:20:00Z,2022-01-01T02:00:00Z,0,6.79
CEMADEN,260550901A,FERREIROS - APAC,2022,9990,9990,0,365,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,9.36
CEMADEN,260550901A,FERREIROS - APAC,2023,9987,9987,0,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,11.8
CEMADEN,260550901A,FERREIROS - APAC,2024,8918,8918,0,333,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,10.8
CEMADEN,260550901A,FERREIROS - APAC,2025,8075,8075,0,274,10,2025-01-01T03:00:00Z,2025-10-01T15:00:00Z,0,11.59
CEMADEN,260560801A,SÃTIO DOS NUNES - APAC,2018,8665,8665,0,351,12,2018-01-12T19:00:00Z,2019-01-01T02:20:00Z,0,13.43
CEMADEN,260560801A,SÃTIO DOS NUNES - APAC,2019,8030,8030,0,336,12,2019-01-01T03:20:00Z,2019-12-30T17:20:00Z,0,11.99
CEMADEN,260560801A,SÃTIO DOS NUNES - APAC,2020,4680,4680,0,204,8,2020-01-01T10:10:00Z,2021-01-01T02:20:00Z,0,13.22
CEMADEN,260560801A,SÃTIO DOS NUNES - APAC,2021,9041,9041,0,359,12,2021-01-01T03:20:00Z,2022-01-01T02:00:00Z,0,14.49
CEMADEN,260560801A,SÃTIO DOS NUNES - APAC,2022,9342,9342,0,365,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,18.3
CEMADEN,260560801A,SÃTIO DOS NUNES - APAC,2023,5804,5804,0,228,8,2023-01-01T03:00:00Z,2023-08-16T17:40:00Z,0,13.65
CEMADEN,260560801C,FLORES,2018,4849,4849,0,200,9,2018-01-16T14:00:00Z,2018-12-24T16:00:00Z,0,8.4
CEMADEN,260560801C,FLORES,2019,2018,2018,0,112,6,2019-03-26T17:00:00Z,2019-08-28T12:00:00Z,0,0.4
CEMADEN,260560801C,FLORES,2020,706,706,0,34,3,2020-01-19T10:00:00Z,2020-08-18T21:00:00Z,0,2.8
CEMADEN,260560802A,Flores [Rádio Florescer] - APAC,2023,1,1,0,1,1,2023-08-16T17:50:00Z,2023-08-16T17:50:00Z,0.2,0.2
CEMADEN,260560802A,Flores [Rádio Florescer] - APAC,2024,4242,4242,0,183,7,2024-06-21T15:10:00Z,2024-12-31T19:30:00Z,0,4.72
CEMADEN,260560802A,Flores [Rádio Florescer] - APAC,2025,5350,5350,0,217,8,2025-01-01T04:20:00Z,2025-08-24T23:30:00Z,0,22.94
CEMADEN,260570701A,Centro,2017,9938,9938,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:50:00Z,0,17.6
CEMADEN,260570701A,Centro,2018,9054,9054,0,365,12,2018-01-01T03:50:00Z,2019-01-01T02:50:00Z,0,17
CEMADEN,260570701A,Centro,2019,8623,8623,0,359,12,2019-01-01T03:50:00Z,2020-01-01T02:50:00Z,0,10.4
CEMADEN,260570701A,Centro,2020,9066,9066,0,366,12,2020-01-01T03:50:00Z,2021-01-01T02:50:00Z,0,16.4
CEMADEN,260570701A,Centro,2021,9137,9137,0,365,12,2021-01-01T03:50:00Z,2022-01-01T02:50:00Z,0,9.6
CEMADEN,260570701A,Centro,2022,9279,9279,0,365,12,2022-01-01T03:50:00Z,2023-01-01T02:50:00Z,0,13.8
CEMADEN,260570701A,Centro,2023,9002,9002,0,365,12,2023-01-01T03:50:00Z,2024-01-01T02:50:00Z,0,14.2
CEMADEN,260570701A,Centro,2024,9256,9256,0,366,12,2024-01-01T03:50:00Z,2025-01-01T02:50:00Z,0,13.8
CEMADEN,260570701A,Centro,2025,9224,9224,0,342,12,2025-01-01T03:50:00Z,2025-12-31T23:50:00Z,0,11.2
CEMADEN,260570701C,FLORESTA,2017,1520,1520,0,111,9,2017-01-24T17:40:00Z,2017-12-31T17:00:00Z,0,7
CEMADEN,260570701C,FLORESTA,2018,330,330,0,30,1,2018-01-01T16:00:00Z,2018-01-30T18:00:00Z,0,2
CEMADEN,260570701C,FLORESTA,2022,4746,4746,0,186,7,2022-06-29T14:30:00Z,2023-01-01T02:00:00Z,0,14.4
CEMADEN,260570701C,FLORESTA,2023,8962,8962,0,364,12,2023-01-01T03:00:00Z,2023-12-30T04:00:00Z,0,12
CEMADEN,260570701C,FLORESTA,2024,9043,9043,0,363,12,2024-01-02T01:00:00Z,2025-01-01T01:00:00Z,0,13.6
CEMADEN,260570701C,FLORESTA,2025,5319,5319,0,217,8,2025-01-01T04:00:00Z,2025-08-07T20:00:00Z,0,12
CEMADEN,260570702A,NAZARE DO PICO - APAC,2018,7204,7204,0,294,10,2018-03-10T10:40:00Z,2019-01-01T02:20:00Z,0,18.35
CEMADEN,260570702A,NAZARE DO PICO - APAC,2019,8557,8557,0,349,12,2019-01-01T03:20:00Z,2020-01-01T02:20:00Z,0,16.22
CEMADEN,260570702A,NAZARE DO PICO - APAC,2020,4694,4694,0,203,8,2020-01-01T03:20:00Z,2021-01-01T02:20:00Z,0,15.36
CEMADEN,260570702A,NAZARE DO PICO - APAC,2021,4749,4749,0,232,10,2021-01-01T03:20:00Z,2021-12-05T20:10:00Z,0,13.41
CEMADEN,260570702A,NAZARE DO PICO - APAC,2024,3296,3296,0,143,8,2024-01-31T19:10:00Z,2025-01-01T02:20:00Z,0,7.31
CEMADEN,260570702A,NAZARE DO PICO - APAC,2025,9800,9800,0,363,12,2025-01-01T03:20:00Z,2025-12-31T23:20:00Z,0,17.69
CEMADEN,260580601A,Frei Miguelinho [EREN São José] - APAC,2023,7042,7042,0,275,10,2023-03-10T17:00:00Z,2024-01-01T02:50:00Z,0,8.52
CEMADEN,260580601A,Frei Miguelinho [EREN São José] - APAC,2024,8607,8607,0,351,12,2024-01-01T03:50:00Z,2025-01-01T00:10:00Z,0,10.58
CEMADEN,260580601A,Frei Miguelinho [EREN São José] - APAC,2025,9404,9404,0,356,12,2025-01-04T11:20:00Z,2025-12-31T23:50:00Z,0,9.38
CEMADEN,260580601C,FREI MIGUELINHO,2017,12081,12081,0,164,9,2017-02-09T20:10:00Z,2017-10-16T12:00:00Z,0,10.6
CEMADEN,260580601C,FREI MIGUELINHO,2018,8225,8225,0,335,12,2018-01-18T11:00:00Z,2018-12-31T22:00:00Z,0,7.8
CEMADEN,260580601C,FREI MIGUELINHO,2019,4994,4994,0,206,8,2019-01-03T11:00:00Z,2019-08-09T00:00:00Z,0,11.8
CEMADEN,260580601C,FREI MIGUELINHO,2021,9,9,0,1,1,2021-12-20T16:00:00Z,2021-12-20T22:00:00Z,0,1
CEMADEN,260580601C,FREI MIGUELINHO,2023,1506,1506,0,69,4,2023-10-01T00:00:00Z,2023-12-19T11:00:00Z,0,0
CEMADEN,260590501A,Centro,2017,12982,12982,0,362,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,0,14.28
CEMADEN,260590501A,Centro,2018,10318,10318,0,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0,12.42
CEMADEN,260590501A,Centro,2019,10028,10028,0,355,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0,16.64
CEMADEN,260590501A,Centro,2020,10048,10048,0,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,0,17.27
CEMADEN,260590501A,Centro,2021,10471,10471,0,361,12,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,0,21.67
CEMADEN,260590501A,Centro,2022,11057,11057,0,365,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,13.21
CEMADEN,260590501A,Centro,2023,10728,10728,0,359,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,12.26
CEMADEN,260590501A,Centro,2024,6079,6079,0,248,12,2024-01-01T03:00:00Z,2024-12-31T19:10:00Z,0,41.12
CEMADEN,260590501A,Centro,2025,11136,11136,0,363,12,2025-01-01T04:00:00Z,2025-12-31T23:10:00Z,0,12.6
CEMADEN,260590502A,GAMELEIRA - APAC,2017,936,936,0,40,2,2017-11-18T10:00:00Z,2018-01-01T02:10:00Z,0,4.72
CEMADEN,260590502A,GAMELEIRA - APAC,2018,10343,10343,0,365,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,14.27
CEMADEN,260590502A,GAMELEIRA - APAC,2019,10317,10317,0,353,12,2019-01-01T03:10:00Z,2020-01-01T02:10:00Z,0,18.1
CEMADEN,260590502A,GAMELEIRA - APAC,2020,9798,9798,0,334,12,2020-01-01T03:10:00Z,2021-01-01T02:10:00Z,0,17.69
CEMADEN,260590502A,GAMELEIRA - APAC,2021,5430,5430,0,190,7,2021-01-01T03:10:00Z,2022-01-01T02:00:00Z,0,5.59
CEMADEN,260590502A,GAMELEIRA - APAC,2022,502,502,0,19,1,2022-01-01T03:00:00Z,2022-01-19T13:00:00Z,0,3.54
CEMADEN,260590518H,Centro,2023,7218,7218,0,236,8,2023-05-10T13:10:00Z,2024-01-01T02:10:00Z,0,7.2
CEMADEN,260590518H,Centro,2024,6320,6320,0,245,10,2024-01-01T03:10:00Z,2025-01-01T02:10:00Z,0,10.6
CEMADEN,260590518H,Centro,2025,11888,11888,0,365,12,2025-01-01T03:10:00Z,2025-12-31T23:10:00Z,0,11.2
CEMADEN,260600201A,Garanhuns [UFRPE] - APAC,2023,1103,1103,0,42,3,2023-08-11T15:00:00Z,2024-01-01T02:40:00Z,0,5.98
CEMADEN,260600201A,Garanhuns [UFRPE] - APAC,2024,9142,9142,0,338,12,2024-01-01T03:40:00Z,2024-12-31T19:40:00Z,0,12.61
CEMADEN,260600201A,Garanhuns [UFRPE] - APAC,2025,4012,4012,0,156,8,2025-01-01T04:00:00Z,2025-12-31T23:40:00Z,0,18.72
CEMADEN,260600201C,GARANHUNS,2017,11896,11896,0,149,9,2017-01-07T21:40:00Z,2017-10-16T12:00:00Z,0,18.4
CEMADEN,260600201C,GARANHUNS,2018,8204,8204,0,330,12,2018-01-18T12:00:00Z,2018-12-30T20:00:00Z,0,8.6
CEMADEN,260600201C,GARANHUNS,2019,912,912,0,56,2,2019-01-01T17:00:00Z,2019-02-27T02:00:00Z,0,12.8
CEMADEN,260600201C,GARANHUNS,2022,8177,8177,0,273,10,2022-03-29T15:00:00Z,2023-01-01T02:00:00Z,0,10
CEMADEN,260600201C,GARANHUNS,2023,9517,9517,0,354,12,2023-01-01T03:00:00Z,2023-12-27T07:00:00Z,0,8.8
CEMADEN,260600201C,GARANHUNS,2024,4028,4028,0,180,8,2024-01-03T22:00:00Z,2024-08-31T00:00:00Z,0,8.4
CEMADEN,260600201C,GARANHUNS,2025,529,529,0,21,2,2025-08-07T00:00:00Z,2025-09-03T12:00:00Z,0,0.8
CEMADEN,260600202A,G2-260600202A,2025,2465,2465,0,60,2,2025-09-02T14:50:00Z,2025-10-31T23:10:00Z,0,3
CEMADEN,260600202A,G2-Centro de Zoonoses,2025,1460,1460,0,62,3,2025-11-01T00:10:00Z,2025-12-31T23:10:00Z,0,0.2
CEMADEN,260600203A,G2-260600203A,2025,2487,2487,0,60,2,2025-09-02T12:10:00Z,2025-10-31T23:10:00Z,0,3
CEMADEN,260600203A,G2-Secretaria de Obras,2025,1466,1466,0,62,3,2025-11-01T00:10:00Z,2025-12-31T23:10:00Z,0,1
CEMADEN,260600204A,G2-260600204A,2025,2399,2399,0,59,2,2025-09-03T12:30:00Z,2025-10-31T23:10:00Z,0,4.4
CEMADEN,260600204A,G2-COHAB III,2025,1473,1473,0,62,3,2025-11-01T00:10:00Z,2025-12-31T23:10:00Z,0,9.8
CEMADEN,260610101A,APODI - APAC,2017,243,243,0,13,1,2017-11-18T11:30:00Z,2017-11-30T04:30:00Z,0,1.57
CEMADEN,260610101A,APODI - APAC,2018,6498,6498,0,286,11,2018-01-25T10:50:00Z,2019-01-01T02:30:00Z,0,77.63
CEMADEN,260610101A,APODI - APAC,2019,6770,6770,0,263,10,2019-01-01T03:30:00Z,2020-01-01T02:30:00Z,0,17.5
CEMADEN,260610101A,APODI - APAC,2020,3194,3194,0,205,9,2020-01-01T03:30:00Z,2020-10-11T09:40:00Z,0,19.34
CEMADEN,260610101A,APODI - APAC,2021,4702,4702,0,186,7,2021-06-18T19:40:00Z,2022-01-01T02:00:00Z,0,6.89
CEMADEN,260610101A,APODI - APAC,2022,178,178,0,7,1,2022-01-01T03:00:00Z,2022-01-07T12:00:00Z,0,2.16
CEMADEN,260610102A,GLORIA DO GOITA - APAC,2017,1083,1083,0,47,2,2017-11-15T18:00:00Z,2018-01-01T02:40:00Z,0,1.77
CEMADEN,260610102A,GLORIA DO GOITA - APAC,2018,9472,9472,0,365,12,2018-01-01T03:40:00Z,2019-01-01T02:40:00Z,0,13.5
CEMADEN,260610102A,GLORIA DO GOITA - APAC,2019,9424,9424,0,352,12,2019-01-01T03:40:00Z,2020-01-01T02:40:00Z,0,13.04
CEMADEN,260610102A,GLORIA DO GOITA - APAC,2020,9129,9129,0,364,12,2020-01-01T03:40:00Z,2021-01-01T02:40:00Z,0,18.98
CEMADEN,260610102A,GLORIA DO GOITA - APAC,2021,5631,5631,0,223,8,2021-01-01T03:40:00Z,2022-01-01T02:00:00Z,0,3.35
CEMADEN,260610102A,GLORIA DO GOITA - APAC,2022,5873,5873,0,255,12,2022-01-01T03:00:00Z,2022-12-26T19:00:00Z,0,43.85
CEMADEN,260610102A,GLORIA DO GOITA - APAC,2023,10130,10130,0,363,12,2023-01-01T13:00:00Z,2024-01-01T02:00:00Z,0,13.23
