fonte_dados,cod_estacao,nome_estacao,ano,n_registros,n_registros_com_valor,n_registros_sem_valor,n_datas_com_registro,n_meses_com_registro,inicio,fim,precipitacao_min,precipitacao_max
CEMADEN,260960002A,Aguazinha,2025,45,45,0,2,1,2025-01-01T03:00:00Z,2025-01-02T16:30:00Z,0,3.94
CEMADEN,260960003A,Bonsucesso,2017,14404,14404,0,363,12,2017-01-01T03:00:00Z,2018-01-01T02:40:00Z,0,11.71
CEMADEN,260960003A,Bonsucesso,2018,9938,9938,0,365,12,2018-01-01T03:40:00Z,2019-01-01T02:40:00Z,0,12.4
CEMADEN,260960003A,Bonsucesso,2019,9404,9404,0,345,12,2019-01-01T03:40:00Z,2019-12-30T10:50:00Z,0,18.1
CEMADEN,260960003A,Bonsucesso,2020,5504,5504,0,225,9,2020-01-15T16:10:00Z,2021-01-01T02:40:00Z,0,11.19
CEMADEN,260960003A,Bonsucesso,2021,10308,10308,0,364,12,2021-01-01T03:40:00Z,2022-01-01T02:40:00Z,0,16
CEMADEN,260960003A,Bonsucesso,2022,9685,9685,0,336,12,2022-01-01T03:40:00Z,2023-01-01T02:40:00Z,0,17.68
CEMADEN,260960003A,Bonsucesso,2023,5338,5338,0,244,12,2023-01-01T03:40:00Z,2023-12-18T13:50:00Z,0,205.8
CEMADEN,260960003A,Bonsucesso,2024,2584,2584,0,102,4,2024-06-11T14:10:00Z,2024-09-30T15:50:00Z,0,116.44
CEMADEN,260960004A,Jardim Fragoso,2017,15728,15728,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:50:00Z,0,9.76
CEMADEN,260960004A,Jardim Fragoso,2018,9874,9874,0,365,12,2018-01-01T03:50:00Z,2019-01-01T02:50:00Z,0,10.18
CEMADEN,260960004A,Jardim Fragoso,2019,9672,9672,0,354,12,2019-01-01T03:50:00Z,2020-01-01T02:50:00Z,0,13.04
CEMADEN,260960004A,Jardim Fragoso,2020,9923,9923,0,366,12,2020-01-01T03:50:00Z,2021-01-01T02:50:00Z,0,13.28
CEMADEN,260960004A,Jardim Fragoso,2021,10269,10269,0,358,12,2021-01-01T03:00:00Z,2022-01-01T02:50:00Z,0,105.95
CEMADEN,260960004A,Jardim Fragoso,2022,7302,7302,0,287,10,2022-01-01T03:50:00Z,2023-01-01T02:50:00Z,0,16.43
CEMADEN,260960004A,Jardim Fragoso,2023,9328,9328,0,324,12,2023-01-01T03:50:00Z,2024-01-01T02:50:00Z,0,21.87
CEMADEN,260960004A,Jardim Fragoso,2024,4118,4118,0,232,12,2024-01-01T03:50:00Z,2024-12-28T07:50:00Z,0,14.48
CEMADEN,260960004A,Jardim Fragoso,2025,11490,11490,0,360,12,2025-01-06T18:40:00Z,2025-12-31T23:50:00Z,0,14.91
CEMADEN,260960005A,Tabajara,2017,13581,13581,0,364,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,0,13.01
CEMADEN,260960005A,Tabajara,2018,10001,10001,0,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0,12.4
CEMADEN,260960005A,Tabajara,2019,9683,9683,0,353,12,2019-01-01T03:00:00Z,2019-12-31T12:10:00Z,0,11.99
CEMADEN,260960005A,Tabajara,2020,3921,3921,0,173,7,2020-01-03T09:50:00Z,2020-10-29T13:20:00Z,0,11.44
CEMADEN,260960005A,Tabajara,2021,9307,9307,0,310,11,2021-02-25T15:20:00Z,2022-01-01T02:00:00Z,0,13.43
CEMADEN,260960005A,Tabajara,2022,10755,10755,0,365,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,15.78
CEMADEN,260960005A,Tabajara,2023,10509,10509,0,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,12
CEMADEN,260960005A,Tabajara,2024,9982,9982,0,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,18.93
CEMADEN,260960005A,Tabajara,2025,2939,2939,0,105,4,2025-01-01T03:00:00Z,2025-04-15T17:00:00Z,0,16.47
CEMADEN,260970901A,Orobó [Secretária de Agricultura] - APAC,2023,4558,4558,0,166,6,2023-07-19T16:50:00Z,2024-01-01T02:10:00Z,0,7.58
CEMADEN,260970901A,Orobó [Secretária de Agricultura] - APAC,2024,8770,8770,0,345,12,2024-01-01T03:10:00Z,2024-12-31T19:10:00Z,0,11.8
CEMADEN,260970901A,Orobó [Secretária de Agricultura] - APAC,2025,5571,5571,0,203,10,2025-01-01T03:20:00Z,2025-12-31T23:10:00Z,0,4.33
CEMADEN,260970901C,OROBO,2017,14201,14201,0,185,10,2017-01-09T23:50:00Z,2017-10-16T12:00:00Z,0,10.2
CEMADEN,260970901C,OROBO,2018,8382,8382,0,318,12,2018-01-18T11:00:00Z,2019-01-01T02:00:00Z,0,7.2
CEMADEN,260970901C,OROBO,2019,8738,8738,0,353,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0,8.8
CEMADEN,260970901C,OROBO,2020,8663,8663,0,366,12,2020-01-01T03:00:00Z,2020-12-31T23:00:00Z,0,13.6
CEMADEN,260970901C,OROBO,2021,5365,5365,0,359,12,2021-01-01T11:00:00Z,2022-01-01T02:00:00Z,0,15.2
CEMADEN,260970901C,OROBO,2022,10325,10325,0,365,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,10.2
CEMADEN,260970901C,OROBO,2023,10278,10278,0,363,12,2023-01-01T03:00:00Z,2023-12-30T06:00:00Z,0,16.4
CEMADEN,260970901C,OROBO,2024,8922,8922,0,338,12,2024-01-02T17:00:00Z,2025-01-01T02:00:00Z,0,13.4
CEMADEN,260970901C,OROBO,2025,10496,10496,0,361,12,2025-01-01T03:00:00Z,2025-12-30T04:00:00Z,0,12.2
CEMADEN,260980801A,Centro,2017,4688,4688,0,188,7,2017-06-27T18:20:00Z,2018-01-01T02:20:00Z,0,6.7
CEMADEN,260980801A,Centro,2018,8894,8894,0,359,12,2018-01-01T03:30:00Z,2019-01-01T02:20:00Z,0,14.86
CEMADEN,260980801A,Centro,2019,7616,7616,0,337,12,2019-01-01T03:20:00Z,2019-12-31T13:40:00Z,0,19.75
CEMADEN,260980801A,Centro,2020,4661,4661,0,201,8,2020-01-06T11:10:00Z,2021-01-01T02:20:00Z,0,13.41
CEMADEN,260980801A,Centro,2021,9067,9067,0,365,12,2021-01-01T03:20:00Z,2022-01-01T02:20:00Z,0,17.07
CEMADEN,260980801A,Centro,2022,9066,9066,0,365,12,2022-01-01T03:20:00Z,2023-01-01T02:20:00Z,0,15.14
CEMADEN,260980801A,Centro,2023,8841,8841,0,362,12,2023-01-01T03:20:00Z,2023-12-31T19:20:00Z,0,17.07
CEMADEN,260980801A,Centro,2024,7873,7873,0,345,12,2024-01-01T10:20:00Z,2025-01-01T02:20:00Z,0,15.26
CEMADEN,260980801A,Centro,2025,7794,7794,0,295,11,2025-01-01T03:20:00Z,2025-11-12T18:20:00Z,0,12.82
CEMADEN,260980801C,OROCÓ,2017,3735,3735,0,106,10,2017-01-10T19:30:00Z,2017-10-16T12:00:00Z,0,15.8
CEMADEN,260980801C,OROCÓ,2018,3736,3736,0,283,12,2018-01-25T07:00:00Z,2019-01-01T00:00:00Z,0,5
CEMADEN,260980801C,OROCÓ,2019,3423,3423,0,276,11,2019-01-01T11:00:00Z,2019-12-23T23:00:00Z,0,3.6
CEMADEN,260980801C,OROCÓ,2020,1077,1077,0,80,5,2020-02-14T11:00:00Z,2020-06-02T12:00:00Z,0,0
CEMADEN,260990701A,Ouricuri [IPA] - APAC,2024,2748,2748,0,119,5,2024-09-01T00:10:00Z,2024-12-31T19:10:00Z,0,11
CEMADEN,260990701A,Ouricuri [IPA] - APAC,2025,6024,6024,0,269,12,2025-01-02T07:20:00Z,2025-12-29T13:00:00Z,0,20.4
CEMADEN,260990701C,OURICURI,2017,2013,2013,0,92,10,2017-01-10T20:30:00Z,2017-10-16T12:00:00Z,0,13.4
CEMADEN,260990701C,OURICURI,2018,8322,8322,0,340,12,2018-01-18T11:00:00Z,2019-01-01T02:00:00Z,0,14.2
CEMADEN,260990701C,OURICURI,2019,3032,3032,0,212,12,2019-01-01T03:00:00Z,2019-12-20T16:00:00Z,0,17
CEMADEN,260990701C,OURICURI,2020,196,196,0,17,4,2020-01-03T10:00:00Z,2020-04-13T13:00:00Z,0,0
CEMADEN,260990701C,OURICURI,2022,4726,4726,0,195,7,2022-06-20T13:00:00Z,2023-01-01T02:00:00Z,0,12
CEMADEN,260990701C,OURICURI,2023,8749,8749,0,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,0.2
CEMADEN,260990701C,OURICURI,2024,8039,8039,0,337,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,4
CEMADEN,260990701C,OURICURI,2025,9421,9421,0,364,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,4.8
CEMADEN,261000402A,Japaranduba,2017,12852,12852,0,345,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,0,10.99
CEMADEN,261000402A,Japaranduba,2018,9015,9015,0,333,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0,424.22
CEMADEN,261000402A,Japaranduba,2019,10011,10011,0,355,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0,12.42
CEMADEN,261000402A,Japaranduba,2020,10159,10159,0,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,0,16.86
CEMADEN,261000402A,Japaranduba,2021,8793,8793,0,359,12,2021-01-01T03:00:00Z,2021-12-31T12:10:00Z,0,11.96
CEMADEN,261000402A,Japaranduba,2022,9230,9230,0,333,12,2022-01-01T11:20:00Z,2023-01-01T02:00:00Z,0,15.34
CEMADEN,261000402A,Japaranduba,2023,5955,5955,0,204,9,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,11.79
CEMADEN,261000402A,Japaranduba,2024,6299,6299,0,260,12,2024-01-01T03:00:00Z,2024-12-31T19:00:00Z,0,79.09
CEMADEN,261000402A,Japaranduba,2025,7612,7612,0,287,12,2025-01-06T13:00:00Z,2025-12-25T13:50:00Z,0,12.2
CEMADEN,261000403A,SANTO ANTÃNIO DOS PALMARES - APAC,2019,981,981,0,46,2,2019-10-02T14:30:00Z,2019-11-25T18:00:00Z,0,5.04
CEMADEN,261000403A,SANTO ANTÔNIO DOS PALMARES - APAC,2019,524,524,0,21,1,2019-12-11T16:50:00Z,2020-01-01T02:10:00Z,0,4.98
CEMADEN,261000403A,SANTO ANTÔNIO DOS PALMARES - APAC,2020,10239,10239,0,366,12,2020-01-01T03:10:00Z,2021-01-01T02:10:00Z,0,13.85
CEMADEN,261000403A,SANTO ANTÔNIO DOS PALMARES - APAC,2021,7305,7305,0,338,12,2021-01-01T03:10:00Z,2021-12-08T20:00:00Z,0,12.6
CEMADEN,261000403A,SANTO ANTÔNIO DOS PALMARES - APAC,2022,494,494,0,27,3,2022-03-21T17:20:00Z,2022-05-10T17:30:00Z,0,225.33
CEMADEN,261000403A,SANTO ANTÔNIO DOS PALMARES - APAC,2023,9807,9807,0,328,11,2023-02-01T14:40:00Z,2023-12-27T08:30:00Z,0,9.15
CEMADEN,261000403A,SANTO ANTÔNIO DOS PALMARES - APAC,2024,9948,9948,0,341,12,2024-01-24T16:50:00Z,2025-01-01T02:10:00Z,0,10.58
CEMADEN,261000403A,SANTO ANTÔNIO DOS PALMARES - APAC,2025,11806,11806,0,365,12,2025-01-01T03:10:00Z,2025-12-31T23:10:00Z,0,10.18
CEMADEN,261000404A,SERRO AZUL - APAC,2018,5,5,0,2,1,2018-03-14T18:00:00Z,2018-03-19T19:50:00Z,0,0.2
CEMADEN,261000404A,SERRO AZUL - APAC,2019,8,8,0,2,1,2019-10-16T13:50:00Z,2019-10-24T13:50:00Z,0,1.99
CEMADEN,261010301A,PALMEIRINA - APAC,2017,380,380,0,13,1,2017-12-19T13:50:00Z,2018-01-01T02:50:00Z,0,4.14
CEMADEN,261010301A,PALMEIRINA - APAC,2018,8241,8241,0,330,12,2018-01-01T03:50:00Z,2019-01-01T02:50:00Z,0,7.1
CEMADEN,261010301A,PALMEIRINA - APAC,2019,9388,9388,0,348,12,2019-01-01T03:50:00Z,2020-01-01T02:50:00Z,0,12.6
CEMADEN,261010301A,PALMEIRINA - APAC,2020,6544,6544,0,234,8,2020-01-01T03:00:00Z,2021-01-01T02:50:00Z,0,23.37
CEMADEN,261010301A,PALMEIRINA - APAC,2021,7857,7857,0,359,12,2021-01-01T03:30:00Z,2021-12-31T21:50:00Z,0,9.76
CEMADEN,261010301A,PALMEIRINA - APAC,2022,4668,4668,0,271,10,2022-01-01T09:30:00Z,2023-01-01T02:50:00Z,0,10.78
CEMADEN,261010301A,PALMEIRINA - APAC,2023,9930,9930,0,343,12,2023-01-01T03:50:00Z,2024-01-01T02:50:00Z,0,18.72
CEMADEN,261010301A,PALMEIRINA - APAC,2024,10489,10489,0,366,12,2024-01-01T03:50:00Z,2025-01-01T02:50:00Z,0,7.91
CEMADEN,261010301A,PALMEIRINA - APAC,2025,11874,11874,0,365,12,2025-01-01T03:50:00Z,2025-12-31T23:50:00Z,0,176.65
CEMADEN,261010301U,PALMEIRINA,2017,959,959,0,11,2,2017-07-10T19:30:00Z,2017-11-12T00:00:00Z,0,1.4
CEMADEN,261010301U,PALMEIRINA,2018,2254,2254,0,84,6,2018-02-24T18:00:00Z,2019-01-01T02:00:00Z,0,9.2
CEMADEN,261010301U,PALMEIRINA,2019,2719,2719,0,102,4,2019-01-01T03:00:00Z,2019-04-12T15:00:00Z,0,13.6
CEMADEN,261010301U,PALMEIRINA,2022,826,826,0,20,1,2022-06-11T10:00:00Z,2022-06-30T12:00:00Z,0,2.2
CEMADEN,261020201A,PANELAS - APAC,2017,762,762,0,33,2,2017-11-25T13:00:00Z,2018-01-01T02:40:00Z,0,3.55
CEMADEN,261020201A,PANELAS - APAC,2018,9542,9542,0,365,12,2018-01-01T03:40:00Z,2019-01-01T02:40:00Z,0,9.18
CEMADEN,261020201A,PANELAS - APAC,2019,8733,8733,0,333,12,2019-01-01T03:40:00Z,2020-01-01T02:40:00Z,0,9.96
CEMADEN,261020201A,PANELAS - APAC,2020,4367,4367,0,162,6,2020-01-01T03:40:00Z,2020-06-10T20:40:00Z,0,11.79
CEMADEN,261020201A,PANELAS - APAC,2021,2855,2855,0,141,5,2021-08-13T14:10:00Z,2021-12-31T10:40:00Z,0,8.12
CEMADEN,261020201A,PANELAS - APAC,2022,4831,4831,0,262,10,2022-01-01T04:40:00Z,2023-01-01T02:40:00Z,0,14.93
CEMADEN,261020201A,PANELAS - APAC,2023,9951,9951,0,365,12,2023-01-01T03:40:00Z,2023-12-31T20:00:00Z,0,9.55
CEMADEN,261020201A,PANELAS - APAC,2024,4805,4805,0,192,7,2024-01-01T03:00:00Z,2025-01-01T02:40:00Z,0,12.2
CEMADEN,261020201A,PANELAS - APAC,2025,11077,11077,0,365,12,2025-01-01T03:40:00Z,2025-12-31T23:40:00Z,0,17.99
CEMADEN,261030101A,PARANATAMA - APAC,2017,440,440,0,20,1,2017-12-11T06:30:00Z,2018-01-01T00:30:00Z,0,2.75
CEMADEN,261030101A,PARANATAMA - APAC,2018,9706,9706,0,365,12,2018-01-01T03:30:00Z,2019-01-01T02:30:00Z,0,24.02
CEMADEN,261030101A,PARANATAMA - APAC,2019,9663,9663,0,362,12,2019-01-01T03:30:00Z,2020-01-01T02:30:00Z,0,17.69
CEMADEN,261030101A,PARANATAMA - APAC,2020,9378,9378,0,366,12,2020-01-01T03:20:00Z,2021-01-01T01:40:00Z,0,14.05
CEMADEN,261030101A,PARANATAMA - APAC,2021,9459,9459,0,365,12,2021-01-01T03:40:00Z,2022-01-01T02:40:00Z,0,20.81
CEMADEN,261030101A,PARANATAMA - APAC,2022,3633,3633,0,140,6,2022-01-01T04:30:00Z,2023-01-01T02:30:00Z,0,18.72
CEMADEN,261030101A,PARANATAMA - APAC,2023,10448,10448,0,365,12,2023-01-01T03:30:00Z,2024-01-01T02:30:00Z,0,8.52
CEMADEN,261030101A,PARANATAMA - APAC,2024,7881,7881,0,290,12,2024-01-01T03:30:00Z,2025-01-01T02:30:00Z,0,20.81
CEMADEN,261030101A,PARANATAMA - APAC,2025,10111,10111,0,345,12,2025-01-01T03:30:00Z,2025-12-31T23:30:00Z,0,15.8
CEMADEN,261040001A,QUIXABA - APAC,2018,8159,8159,0,342,12,2018-01-24T21:10:00Z,2019-01-01T02:20:00Z,0,5.51
CEMADEN,261040001A,QUIXABA - APAC,2019,7776,7776,0,329,12,2019-01-01T03:20:00Z,2019-12-31T22:20:00Z,0,36.3
CEMADEN,261040001A,QUIXABA - APAC,2020,228,228,0,14,1,2020-01-01T09:40:00Z,2020-01-14T16:20:00Z,0,0.59
CEMADEN,261040001A,QUIXABA - APAC,2021,1724,1724,0,67,4,2021-09-02T18:20:00Z,2022-01-01T02:20:00Z,0,6.93
CEMADEN,261040001A,QUIXABA - APAC,2022,9353,9353,0,363,12,2022-01-01T03:20:00Z,2023-01-01T02:20:00Z,0,9.55
CEMADEN,261040001A,QUIXABA - APAC,2023,8570,8570,0,365,12,2023-01-01T03:20:00Z,2024-01-01T02:20:00Z,0,1
CEMADEN,261040001A,QUIXABA - APAC,2024,6919,6919,0,304,12,2024-01-01T03:20:00Z,2024-12-20T18:20:00Z,0,4.33
CEMADEN,261040001A,QUIXABA - APAC,2025,6488,6488,0,258,9,2025-04-12T06:50:00Z,2025-12-31T23:20:00Z,0,6.1
CEMADEN,261040001C,PARNAMIRIM,2017,6185,6185,0,201,12,2017-01-11T02:30:00Z,2018-01-01T00:00:00Z,0,9.4
CEMADEN,261040001C,PARNAMIRIM,2018,6207,6207,0,284,11,2018-01-01T10:00:00Z,2019-01-01T02:00:00Z,0,8.8
CEMADEN,261040001C,PARNAMIRIM,2019,4963,4963,0,309,12,2019-01-01T03:00:00Z,2020-01-01T01:00:00Z,0,6.8
CEMADEN,261040001C,PARNAMIRIM,2020,3154,3154,0,188,7,2020-01-01T11:00:00Z,2020-07-07T01:00:00Z,0,14.2
CEMADEN,261040002A,MATIAS - APAC,2018,8438,8438,0,343,12,2018-01-16T09:00:00Z,2019-01-01T02:30:00Z,0,16.43
CEMADEN,261040002A,MATIAS - APAC,2019,8432,8432,0,346,12,2019-01-01T03:30:00Z,2020-01-01T02:30:00Z,0,12.47
CEMADEN,261040002A,MATIAS - APAC,2020,9191,9191,0,363,12,2020-01-01T03:30:00Z,2021-01-01T02:30:00Z,0,18.52
CEMADEN,261040002A,MATIAS - APAC,2021,585,585,0,27,2,2021-01-01T03:30:00Z,2021-09-06T03:00:00Z,0,6.94
CEMADEN,261040002A,MATIAS - APAC,2023,3360,3360,0,144,5,2023-08-10T11:00:00Z,2024-01-01T02:10:00Z,0,6.5
CEMADEN,261040002A,MATIAS - APAC,2024,7022,7022,0,287,12,2024-01-01T03:10:00Z,2025-01-01T02:10:00Z,0,14.74
CEMADEN,261040002A,MATIAS - APAC,2025,7189,7189,0,337,12,2025-01-01T03:10:00Z,2025-12-31T11:10:00Z,0,11.59
CEMADEN,261050901A,PASSIRA  - APAC,2017,391,391,0,16,1,2017-12-16T06:30:00Z,2018-01-01T02:10:00Z,0,1.97
CEMADEN,261050901A,PASSIRA  - APAC,2018,9364,9364,0,365,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,12
CEMADEN,261050901A,PASSIRA  - APAC,2019,9246,9246,0,352,12,2019-01-01T03:10:00Z,2020-01-01T02:10:00Z,0,10.8
CEMADEN,261050901A,PASSIRA  - APAC,2020,5694,5694,0,254,10,2020-01-01T03:10:00Z,2020-10-31T14:10:00Z,0,13.22
CEMADEN,261050901A,PASSIRA  - APAC,2021,3755,3755,0,149,5,2021-08-05T16:50:00Z,2022-01-01T02:50:00Z,0,14.57
CEMADEN,261050901A,PASSIRA  - APAC,2022,9970,9970,0,365,12,2022-01-01T03:50:00Z,2023-01-01T02:50:00Z,0,11.39
CEMADEN,261050901A,PASSIRA  - APAC,2023,9856,9856,0,365,12,2023-01-01T03:50:00Z,2024-01-01T02:50:00Z,0,11.8
CEMADEN,261050901A,PASSIRA  - APAC,2024,8401,8401,0,337,12,2024-01-01T03:50:00Z,2025-01-01T02:50:00Z,0,110.35
CEMADEN,261050901A,PASSIRA  - APAC,2025,6218,6218,0,247,10,2025-01-01T03:50:00Z,2025-11-17T10:50:00Z,0,50.35
CEMADEN,261060801A,GUADALAJARA - APAC,2017,398,398,0,21,2,2017-11-16T14:20:00Z,2017-12-23T17:20:00Z,0,1.57
CEMADEN,261060801A,GUADALAJARA - APAC,2018,6526,6526,0,273,11,2018-01-07T14:20:00Z,2019-01-01T02:20:00Z,0,7.1
CEMADEN,261060801A,GUADALAJARA - APAC,2019,9932,9932,0,354,12,2019-01-01T03:20:00Z,2020-01-01T02:20:00Z,0,9.54
CEMADEN,261060801A,GUADALAJARA - APAC,2020,9890,9890,0,362,12,2020-01-01T03:20:00Z,2021-01-01T02:20:00Z,0,8.12
CEMADEN,261060801A,GUADALAJARA - APAC,2021,2873,2873,0,116,8,2021-01-01T03:00:00Z,2021-12-22T12:00:00Z,0,6.3
CEMADEN,261060802A,PAUDALHO - APAC,2017,406,406,0,17,1,2017-12-15T14:10:00Z,2018-01-01T02:10:00Z,0,1.77
CEMADEN,261060802A,PAUDALHO - APAC,2018,9767,9767,0,365,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,7.92
CEMADEN,261060802A,PAUDALHO - APAC,2019,9562,9562,0,345,12,2019-01-01T03:10:00Z,2019-12-22T22:10:00Z,0,12.2
CEMADEN,261060802A,PAUDALHO - APAC,2020,9042,9042,0,345,12,2020-01-21T12:00:00Z,2021-01-01T02:10:00Z,0,13.86
CEMADEN,261060802A,PAUDALHO - APAC,2021,4133,4133,0,194,8,2021-01-01T03:10:00Z,2022-01-01T02:00:00Z,0,8.53
CEMADEN,261060802A,PAUDALHO - APAC,2022,5133,5133,0,208,9,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,11.99
CEMADEN,261060802A,PAUDALHO - APAC,2023,8953,8953,0,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,4.53
CEMADEN,261060802A,PAUDALHO - APAC,2024,7831,7831,0,336,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,3.35
CEMADEN,261060802A,PAUDALHO - APAC,2025,7363,7363,0,265,9,2025-01-01T03:00:00Z,2025-09-22T14:00:00Z,0,11.87
CEMADEN,261070702A,Vila Torres Galvão,2017,12977,12977,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:20:00Z,0,11.39
CEMADEN,261070702A,Vila Torres Galvão,2018,9361,9361,0,365,12,2018-01-01T03:20:00Z,2019-01-01T02:20:00Z,0,14.64
CEMADEN,261070702A,Vila Torres Galvão,2019,7570,7570,0,344,12,2019-01-01T03:20:00Z,2020-01-01T02:20:00Z,0,0
CEMADEN,261070702A,Vila Torres Galvão,2020,9315,9315,0,366,12,2020-01-01T03:20:00Z,2021-01-01T02:20:00Z,0,8.8
CEMADEN,261070702A,Vila Torres Galvão,2021,10597,10597,0,365,12,2021-01-01T03:00:00Z,2022-01-01T02:20:00Z,0,15.13
CEMADEN,261070702A,Vila Torres Galvão,2022,10101,10101,0,363,12,2022-01-01T03:20:00Z,2023-01-01T02:20:00Z,0,16.23
CEMADEN,261070702A,Vila Torres Galvão,2023,7842,7842,0,342,12,2023-01-01T03:20:00Z,2024-01-01T02:20:00Z,0,13.81
CEMADEN,261070702A,Vila Torres Galvão,2024,10007,10007,0,366,12,2024-01-01T03:20:00Z,2025-01-01T02:20:00Z,0,19.55
CEMADEN,261070702A,Vila Torres Galvão,2025,11279,11279,0,364,12,2025-01-01T03:20:00Z,2025-12-30T22:20:00Z,0,14.91
CEMADEN,261070703A,Maria Farinha,2017,11667,11667,0,358,12,2017-01-01T03:00:00Z,2017-12-25T00:10:00Z,0,14.93
CEMADEN,261070703A,Maria Farinha,2018,6615,6615,0,252,9,2018-04-24T14:00:00Z,2019-01-01T02:10:00Z,0,8.73
CEMADEN,261070703A,Maria Farinha,2019,9402,9402,0,354,12,2019-01-01T03:10:00Z,2020-01-01T02:10:00Z,0,8.75
CEMADEN,261070703A,Maria Farinha,2020,5782,5782,0,216,8,2020-01-01T03:10:00Z,2021-01-01T02:10:00Z,0,8.11
CEMADEN,261070703A,Maria Farinha,2021,10283,10283,0,363,12,2021-01-01T03:10:00Z,2022-01-01T02:10:00Z,0,16.22
CEMADEN,261070703A,Maria Farinha,2022,2448,2448,0,137,7,2022-01-01T03:10:00Z,2022-08-29T19:10:00Z,0,20.6
CEMADEN,261070703A,Maria Farinha,2023,17,17,0,9,2,2023-07-05T15:40:00Z,2023-09-18T11:10:00Z,0,0.2
CEMADEN,261070703A,Maria Farinha,2024,1842,1842,0,74,7,2024-04-21T10:20:00Z,2024-12-16T15:10:00Z,0,9.35
CEMADEN,261070703A,Maria Farinha,2025,2271,2271,0,97,10,2025-01-13T14:20:00Z,2025-12-18T04:10:00Z,0,11.18
CEMADEN,261070704A,Janga,2017,12484,12484,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:20:00Z,0,8.14
CEMADEN,261070704A,Janga,2018,9920,9920,0,365,12,2018-01-01T03:20:00Z,2019-01-01T02:20:00Z,0,13.84
CEMADEN,261070704A,Janga,2019,9072,9072,0,349,12,2019-01-01T03:20:00Z,2019-12-31T20:20:00Z,0,16.65
CEMADEN,261070704A,Janga,2020,5806,5806,0,246,9,2020-01-01T11:10:00Z,2021-01-01T02:20:00Z,0,5.9
CEMADEN,261070704A,Janga,2021,10390,10390,0,363,12,2021-01-01T03:20:00Z,2022-01-01T02:20:00Z,0,11.79
CEMADEN,261070704A,Janga,2022,10474,10474,0,365,12,2022-01-01T03:20:00Z,2023-01-01T02:20:00Z,0,14.52
CEMADEN,261070704A,Janga,2023,7078,7078,0,248,9,2023-01-01T03:20:00Z,2023-09-14T15:20:00Z,0,10.37
CEMADEN,261070704A,Janga,2024,2986,2986,0,187,7,2024-06-20T18:00:00Z,2025-01-01T02:10:00Z,0,7.56
CEMADEN,261070704A,Janga,2025,6270,6270,0,349,12,2025-01-01T03:10:00Z,2025-12-31T23:10:00Z,0,12.63
CEMADEN,261070705A,Janga2,2017,14306,14306,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:30:00Z,0,50.77
CEMADEN,261070705A,Janga2,2018,9425,9425,0,365,12,2018-01-01T03:30:00Z,2019-01-01T02:30:00Z,0,14.7
CEMADEN,261070705A,Janga2,2019,9421,9421,0,355,12,2019-01-01T03:30:00Z,2020-01-01T02:30:00Z,0,26.36
CEMADEN,261070705A,Janga2,2020,5891,5891,0,250,9,2020-01-01T03:30:00Z,2021-01-01T02:30:00Z,0,8.93
CEMADEN,261070705A,Janga2,2021,10436,10436,0,365,12,2021-01-01T03:20:00Z,2022-01-01T02:30:00Z,0,11.59
CEMADEN,261070705A,Janga2,2022,10271,10271,0,365,12,2022-01-01T03:30:00Z,2023-01-01T02:30:00Z,0,17.89
CEMADEN,261070705A,Janga2,2023,10296,10296,0,365,12,2023-01-01T03:30:00Z,2024-01-01T02:30:00Z,0,12.4
CEMADEN,261070705A,Janga2,2024,9390,9390,0,350,12,2024-01-01T03:30:00Z,2025-01-01T02:30:00Z,0,19.14
CEMADEN,261070705A,Janga2,2025,9808,9808,0,321,12,2025-01-01T03:30:00Z,2025-12-31T23:30:00Z,0,11.8
CEMADEN,261070706A,Centro,2017,14082,14082,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:40:00Z,0,14.02
CEMADEN,261070706A,Centro,2018,9457,9457,0,365,12,2018-01-01T03:40:00Z,2019-01-01T02:40:00Z,0,19.55
