fonte_dados,cod_estacao,nome_estacao,municipios,tipo_regra,tipo_estacao,ano,criterio_primario,elegivel_pareamento_primario,n_dias_calendario,n_dias_com_valor,n_dias_cobertura_primaria,n_dias_sens_1,n_dias_sens_2,prop_cobertura_primaria,prop_sens_1,prop_sens_2,n_dias_disponibilidade_convencional,maior_lacuna_dias_sem_cobertura_primaria,p95_maior_gap_dia_min
CEMADEN,260345402A,Alberto Maia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,303,272,281,292,0.745205479452055,0.76986301369863,0.8,0,63,80
CEMADEN,260345402A,Alberto Maia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,214,172,178,184,0.471232876712329,0.487671232876712,0.504109589041096,0,91,642.499999999999
CEMADEN,260345402A,Alberto Maia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,12,1,1,1,0.00273972602739726,0.00273972602739726,0.00273972602739726,0,207,392310.5
CEMADEN,260345402A,Alberto Maia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,177,0,0,0,0,0,0,0,366,2872
CEMADEN,260345402A,Alberto Maia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,178,0,0,0,0,0,0,0,365,2996
CEMADEN,260345403A,Bairro dos Estados,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,190,167,174,174,0.457534246575342,0.476712328767123,0.476712328767123,0,177,120
CEMADEN,260345403A,Bairro dos Estados,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,332,346,352,0.90958904109589,0.947945205479452,0.964383561643836,0,2,78.0000000000001
CEMADEN,260345403A,Bairro dos Estados,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,357,277,291,303,0.758904109589041,0.797260273972603,0.83013698630137,0,15,610
CEMADEN,260345403A,Bairro dos Estados,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,152,69,74,76,0.188524590163934,0.202185792349727,0.207650273224044,0,285,1430
CEMADEN,260345403A,Bairro dos Estados,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,306,319,327,0.838356164383562,0.873972602739726,0.895890410958904,0,8,120
CEMADEN,260345403A,Bairro dos Estados,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,117,84,87,89,0.23013698630137,0.238356164383562,0.243835616438356,0,138,6197.99999999992
CEMADEN,260345403A,Bairro dos Estados,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,23,18,19,20,0.0493150684931507,0.052054794520548,0.0547945205479452,0,195,678.5
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,363,336,338,343,0.920547945205479,0.926027397260274,0.93972602739726,0,5,99.4999999999999
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,334,345,352,0.915068493150685,0.945205479452055,0.964383561643836,0,2,80
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,356,274,288,297,0.750684931506849,0.789041095890411,0.813698630136986,0,16,640
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,251,286,312,0.685792349726776,0.781420765027322,0.852459016393443,0,8,495
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,318,330,343,0.871232876712329,0.904109589041096,0.93972602739726,0,2,120
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,307,320,330,0.841095890410959,0.876712328767123,0.904109589041096,0,5,120
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,327,339,351,0.895890410958904,0.928767123287671,0.961643835616438,0,5,80
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,323,265,273,282,0.724043715846995,0.745901639344262,0.770491803278689,0,56,1440
CEMADEN,260345404A,Jardim Primavera,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,316,341,351,0.865753424657534,0.934246575342466,0.961643835616438,0,3,80
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,234,194,200,202,0.531506849315069,0.547945205479452,0.553424657534247,0,125,2680
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,329,342,348,0.901369863013699,0.936986301369863,0.953424657534246,0,2,80
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,356,271,288,297,0.742465753424658,0.789041095890411,0.813698630136986,0,15,557.5
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,258,284,309,0.704918032786885,0.775956284153005,0.844262295081967,0,9,365
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,305,327,334,0.835616438356164,0.895890410958904,0.915068493150685,0,6,120
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,364,261,278,289,0.715068493150685,0.761643835616438,0.791780821917808,0,16,120
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,335,349,352,0.917808219178082,0.956164383561644,0.964383561643836,0,3,70
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,333,193,203,210,0.527322404371585,0.554644808743169,0.573770491803279,0,116,1807.99999999999
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,244,0,0,0,0,0,0,0,365,3770
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,363,340,343,344,0.931506849315068,0.93972602739726,0.942465753424658,0,3,79.4999999999999
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,254,232,240,244,0.635616438356164,0.657534246575342,0.668493150684932,0,112,80
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,195,118,132,138,0.323287671232877,0.361643835616438,0.378082191780822,0,162,1059
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,171,189,223,0.467213114754098,0.516393442622951,0.609289617486339,0,61,377.5
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,364,225,233,251,0.616438356164384,0.638356164383562,0.687671232876712,0,28,148.5
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,328,339,346,0.898630136986301,0.928767123287671,0.947945205479452,0,5,98.0000000000001
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,313,319,323,0.857534246575342,0.873972602739726,0.884931506849315,0,7,120
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,361,198,200,200,0.540983606557377,0.546448087431694,0.546448087431694,0,163,1160
CEMADEN,260345406A,Aldeia,CAMARAGIBE,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,335,345,350,0.917808219178082,0.945205479452055,0.958904109589041,0,2,78.4999999999997
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,34,18,19,19,0.0493150684931507,0.052054794520548,0.052054794520548,0,332,164
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,292,310,318,0.8,0.849315068493151,0.871232876712329,0,9,120
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,353,293,307,314,0.802739726027397,0.841095890410959,0.86027397260274,0,12,271.999999999999
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,282,301,315,0.770491803278689,0.822404371584699,0.860655737704918,0,7,252.5
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,306,83,125,171,0.227397260273973,0.342465753424658,0.468493150684932,0,72,420
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,117,100,104,106,0.273972602739726,0.284931506849315,0.29041095890411,0,249,114
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,311,328,335,0.852054794520548,0.898630136986301,0.917808219178082,0,6,120
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,299,323,337,0.816939890710383,0.882513661202186,0.920765027322404,0,5,152.5
CEMADEN,260350401A,CAMOCIM DE SAO FELIX - APAC,CAMOCIM DE SÃO FÉLIX,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,338,348,351,0.926027397260274,0.953424657534246,0.961643835616438,0,3,70
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,40,8,8,9,0.0219178082191781,0.0219178082191781,0.0246575342465753,0,329,297.000000000001
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,305,317,326,0.835616438356164,0.868493150684932,0.893150684931507,0,5,120
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,353,305,314,316,0.835616438356164,0.86027397260274,0.865753424657534,0,12,404
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,229,31,32,32,0.0846994535519126,0.0874316939890711,0.0874316939890711,0,138,6331.99999999999
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,95,46,51,51,0.126027397260274,0.13972602739726,0.13972602739726,0,174,19380
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,140,99,106,107,0.271232876712329,0.29041095890411,0.293150684931507,0,95,13931.4999999989
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,334,343,344,0.915068493150685,0.93972602739726,0.942465753424658,0,2,118
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,348,267,277,282,0.729508196721312,0.756830601092896,0.770491803278689,0,22,2180
CEMADEN,260360301A,CAMUTANGA - APAC,CAMUTANGA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,233,164,173,176,0.449315068493151,0.473972602739726,0.482191780821918,0,134,2321.49999999999
CEMADEN,260370201A,CANHOTINHO - APAC,CANHOTINHO,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,183,151,154,155,0.413698630136986,0.421917808219178,0.424657534246575,0,181,408
CEMADEN,260370201A,CANHOTINHO - APAC,CANHOTINHO,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,356,242,252,262,0.66120218579235,0.688524590163934,0.715846994535519,0,22,1450
CEMADEN,260370201A,CANHOTINHO - APAC,CANHOTINHO,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,281,175,182,187,0.479452054794521,0.498630136986301,0.512328767123288,0,73,5405.5
CEMADEN,260370201C,CANHOTINHO,CANHOTINHO,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,154,64,64,64,0.175342465753425,0.175342465753425,0.175342465753425,0,152,8316.00000000003
CEMADEN,260370201C,CANHOTINHO,CANHOTINHO,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,16,0,0,0,0,0,0,0,366,236981.999999999
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,26,5,6,7,0.0136986301369863,0.0164383561643836,0.0191780821917808,0,340,797.999999999999
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,241,252,263,0.66027397260274,0.69041095890411,0.72054794520548,0,11,704
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,336,257,269,274,0.704109589041096,0.736986301369863,0.750684931506849,0,19,540
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,270,156,163,172,0.426229508196721,0.445355191256831,0.469945355191257,0,161,1355.5
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,256,274,294,0.701369863013699,0.750684931506849,0.805479452054795,0,9,138
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,205,219,237,0.561643835616438,0.6,0.649315068493151,0,22,600
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,306,231,243,250,0.632876712328767,0.665753424657534,0.684931506849315,0,65,440
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,350,212,250,263,0.579234972677596,0.683060109289618,0.718579234972678,0,18,435.5
CEMADEN,260380101A,CAPOEIRAS - APAC,CAPOEIRAS,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,228,160,190,196,0.438356164383562,0.520547945205479,0.536986301369863,0,120,1829.99999999999
CEMADEN,260390001A,Carnaíba [Prefeitura] - APAC,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,133,111,114,114,0.304109589041096,0.312328767123288,0.312328767123288,0,174,209.999999999998
CEMADEN,260390001A,Carnaíba [Prefeitura] - APAC,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,362,318,327,333,0.868852459016394,0.89344262295082,0.909836065573771,0,5,326.499999999999
CEMADEN,260390001A,Carnaíba [Prefeitura] - APAC,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,330,335,338,0.904109589041096,0.917808219178082,0.926027397260274,0,3,120
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,314,28,28,28,0.0767123287671233,0.0767123287671233,0.0767123287671233,0,249,1500
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,348,0,0,0,0,0,0,0,365,1080
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,44,0,0,0,0,0,0,0,366,1071
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,187,181,181,181,0.495890410958904,0.495890410958904,0.495890410958904,0,179,60
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,271,219,219,220,0.6,0.6,0.602739726027397,0,109,3480
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,263,263,263,0.718579234972678,0.718579234972678,0.718579234972678,0,80,600
CEMADEN,260390001C,CARNAIBA,CARNAÍBA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,105,0,0,0,0,0,0,0,365,780
CEMADEN,260392601A,Carnaubeira da Penha [Fazenda Milagres] - APAC,CARNAUBEIRA DA PENHA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,124,105,107,109,0.286885245901639,0.292349726775956,0.297814207650273,0,241,1045
CEMADEN,260392601A,Carnaubeira da Penha [Fazenda Milagres] - APAC,CARNAUBEIRA DA PENHA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,364,260,278,296,0.712328767123288,0.761643835616438,0.810958904109589,0,13,280
CEMADEN,260392601U,CARNAUBEIRAS DA PENHA,CARNAUBEIRA DA PENHA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,19,17,17,17,0.0465753424657534,0.0465753424657534,0.0465753424657534,0,215,83506.4999999992
CEMADEN,260392601U,CARNAUBEIRAS DA PENHA,CARNAUBEIRA DA PENHA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,75,60,60,60,0.164383561643836,0.164383561643836,0.164383561643836,0,172,49730
CEMADEN,260392601U,CARNAUBEIRAS DA PENHA,CARNAUBEIRA DA PENHA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,252,238,238,239,0.652054794520548,0.652054794520548,0.654794520547945,0,70,97.9999999999995
CEMADEN,260392601U,CARNAUBEIRAS DA PENHA,CARNAUBEIRA DA PENHA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,297,284,284,284,0.775956284153005,0.775956284153005,0.775956284153005,0,60,60
CEMADEN,260392601U,CARNAUBEIRAS DA PENHA,CARNAUBEIRA DA PENHA,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,23,21,21,21,0.0575342465753425,0.0575342465753425,0.0575342465753425,0,343,60
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,329,334,343,0.901369863013699,0.915068493150685,0.93972602739726,0,7,100
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,334,343,351,0.915068493150685,0.93972602739726,0.961643835616438,0,2,80
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,354,278,290,297,0.761643835616438,0.794520547945206,0.813698630136986,0,15,860
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,248,284,307,0.677595628415301,0.775956284153005,0.83879781420765,0,11,427.5
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,309,318,321,0.846575342465753,0.871232876712329,0.879452054794521,0,7,120
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,309,314,320,0.846575342465753,0.86027397260274,0.876712328767123,0,6,120
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,345,354,355,0.945205479452055,0.96986301369863,0.972602739726027,0,2,70
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,262,199,205,211,0.543715846994536,0.560109289617486,0.576502732240437,0,95,2140
CEMADEN,260410601A,Centro,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,282,182,186,195,0.498630136986301,0.50958904109589,0.534246575342466,0,74,4890
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2017,CEMADEN_MAX_GAP_60MIN,TRUE,365,318,288,289,294,0.789041095890411,0.791780821917808,0.805479452054795,0,26,367.999999999992
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2018,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,343,345,349,0.93972602739726,0.945205479452055,0.956164383561644,0,3,80
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2019,CEMADEN_MAX_GAP_60MIN,TRUE,365,354,286,293,304,0.783561643835617,0.802739726027397,0.832876712328767,0,15,970
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2020,CEMADEN_MAX_GAP_60MIN,TRUE,366,366,245,273,305,0.669398907103825,0.745901639344262,0.833333333333333,0,9,530
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2021,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,323,330,336,0.884931506849315,0.904109589041096,0.920547945205479,0,5,120
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2022,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,317,319,322,0.868493150684932,0.873972602739726,0.882191780821918,0,5,120
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2023,CEMADEN_MAX_GAP_60MIN,TRUE,365,365,337,343,344,0.923287671232877,0.93972602739726,0.942465753424658,0,4,120
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2024,CEMADEN_MAX_GAP_60MIN,TRUE,366,334,309,316,322,0.844262295081967,0.863387978142077,0.879781420765027,0,28,80
CEMADEN,260410602A,Cidade Jardim,CARUARU,CEMADEN,PLUVIOMETRICA_AUTOMATICA,2025,CEMADEN_MAX_GAP_60MIN,TRUE,365,289,198,204,210,0.542465753424658,0.558904109589041,0.575342465753425,0,50,3943.99999999996
