arquivo,cod_estacao,nome_estacao,tipo_estacao,latitude,longitude,altitude_m,periodicidade_fonte,ano,variavel,coluna_detectada,n_registros,n_validos,n_ausentes,pct_validos,n_datas_com_registro,n_datas_com_valor,n_meses_com_valor,inicio_local,fim_local,minimo,p01,mediana,p99,maximo
dados_82789_H_2017-01-01_2018-03-28.csv,82789,TRIUNFO,CONVENCIONAL,-7.82972221,-38.12222221,1105,Horaria,2017,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",1095,0,1095,0,365,0,0,2017-01-01T12:00:00Z,2018-01-01T00:00:00Z,,,,,
dados_82789_H_2017-01-01_2018-03-28.csv,82789,TRIUNFO,CONVENCIONAL,-7.82972221,-38.12222221,1105,Horaria,2018,direcao_vento_graus,"VENTO, DIRECAO HORARIA(codigo)",260,0,260,0,87,0,0,2018-01-01T12:00:00Z,2018-03-28T18:00:00Z,,,,,
dados_82789_H_2017-01-01_2018-03-28.csv,82789,TRIUNFO,CONVENCIONAL,-7.82972221,-38.12222221,1105,Horaria,2018,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",260,0,260,0,87,0,0,2018-01-01T12:00:00Z,2018-03-28T18:00:00Z,,,,,
dados_82797_H_2017-01-01_2025-12-31.csv,82797,SURUBIM,CONVENCIONAL,-7.84249999,-35.79027777,421.44,Horaria,2024,direcao_vento_graus,"VENTO, DIRECAO HORARIA(codigo)",1098,0,1098,0,366,0,0,2024-01-01T12:00:00Z,2025-01-01T00:00:00Z,,,,,
dados_82797_H_2017-01-01_2025-12-31.csv,82797,SURUBIM,CONVENCIONAL,-7.84249999,-35.79027777,421.44,Horaria,2024,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",1098,0,1098,0,366,0,0,2024-01-01T12:00:00Z,2025-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2017,direcao_vento_graus,"VENTO, DIRECAO HORARIA(codigo)",1095,0,1095,0,365,0,0,2017-01-01T12:00:00Z,2018-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2017,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",1095,0,1095,0,365,0,0,2017-01-01T12:00:00Z,2018-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2017,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",1095,0,1095,0,365,0,0,2017-01-01T12:00:00Z,2018-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2017,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",1095,0,1095,0,365,0,0,2017-01-01T12:00:00Z,2018-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2017,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",1095,0,1095,0,365,0,0,2017-01-01T12:00:00Z,2018-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2018,direcao_vento_graus,"VENTO, DIRECAO HORARIA(codigo)",1095,0,1095,0,365,0,0,2018-01-01T12:00:00Z,2019-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2018,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",1095,0,1095,0,365,0,0,2018-01-01T12:00:00Z,2019-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2018,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",1095,0,1095,0,365,0,0,2018-01-01T12:00:00Z,2019-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2018,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",1095,0,1095,0,365,0,0,2018-01-01T12:00:00Z,2019-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2018,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",1095,0,1095,0,365,0,0,2018-01-01T12:00:00Z,2019-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2019,direcao_vento_graus,"VENTO, DIRECAO HORARIA(codigo)",1095,0,1095,0,365,0,0,2019-01-01T12:00:00Z,2020-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2019,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",1095,0,1095,0,365,0,0,2019-01-01T12:00:00Z,2020-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2019,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",1095,0,1095,0,365,0,0,2019-01-01T12:00:00Z,2020-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2019,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",1095,0,1095,0,365,0,0,2019-01-01T12:00:00Z,2020-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2019,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",1095,0,1095,0,365,0,0,2019-01-01T12:00:00Z,2020-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2020,direcao_vento_graus,"VENTO, DIRECAO HORARIA(codigo)",1098,0,1098,0,366,0,0,2020-01-01T12:00:00Z,2021-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2020,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",1098,0,1098,0,366,0,0,2020-01-01T12:00:00Z,2021-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2020,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",1098,0,1098,0,366,0,0,2020-01-01T12:00:00Z,2021-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2020,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",1098,0,1098,0,366,0,0,2020-01-01T12:00:00Z,2021-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2020,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",1098,0,1098,0,366,0,0,2020-01-01T12:00:00Z,2021-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2021,direcao_vento_graus,"VENTO, DIRECAO HORARIA(codigo)",1095,0,1095,0,365,0,0,2021-01-01T12:00:00Z,2022-01-01T00:00:00Z,,,,,
dados_82799_H_2017-01-01_2025-12-31.csv,82799,GOIANA,CONVENCIONAL,-7.55,-34.98,11,Horaria,2021,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",1095,0,1095,0,365,0,0,2021-01-01T12:00:00Z,2022-01-01T00:00:00Z,,,,,
