estacao_historica,ano_alvo,latitude_mp10,longitude_mp10,origem_coordenada,status_espacial,cod_estacao,ano,nome_estacao,tipo_estacao,latitude,longitude,altitude_m,periodicidade_fonte,direcao_vento_graus,pressao_estacao_hpa,temperatura_ar_c,umidade_relativa_pct,velocidade_vento_ms,direcao_vento_graus_n_dias,pressao_estacao_hpa_n_dias,temperatura_ar_c_n_dias,umidade_relativa_pct_n_dias,velocidade_vento_ms_n_dias,distancia_km,faixa_distancia,n_variaveis_nucleares_com_valor,todas_nucleares_com_valor,completude_min_nucleares,completude_media_nucleares,pressao_disponivel,classe_completude_nuclear,rank_distancia,rank_completude_nuclear
IPOJUCA,2021,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A329,2021,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,94.1438356164384,94.189497716895,94.189497716895,0,94.1438356164384,364,364,364,0,364,473.101554133919,>150 km,3,FALSE,0,70.619292237443,TRUE,incompleta,11,13
IPOJUCA,2021,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A366,2021,OURICURI,AUTOMATICA,-7.88583333,-40.10277777,457.85,Horaria,38.3904109589041,38.3447488584475,38.3904109589041,38.3561643835616,38.3904109589041,218,218,218,218,218,563.525444141233,>150 km,4,TRUE,38.3561643835616,38.3818493150685,TRUE,<50%,12,9
IPOJUCA,2021,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A307,2021,PETROLINA,AUTOMATICA,-9.38833333,-40.52333332,372.72,Horaria,100,100,100,100,100,365,365,365,365,365,614.241984087169,>150 km,4,TRUE,100,100,TRUE,>=90%,13,1
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A357,2025,PALMARES,AUTOMATICA,-8.66666666,-35.56805554,164.01,Horaria,99.9771611282403,99.9771611282403,99.9771611282403,75.9049902934795,99.9771611282403,365,365,365,362,365,65.7758532771756,>50-75 km,4,TRUE,75.9049902934795,93.9591184195501,TRUE,75-<90%,1,7
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A328,2025,SURUBIM,AUTOMATICA,-7.84249999,-35.79027777,421.44,Horaria,24.4033344752769,25.4082448327053,25.4082448327053,25.4082448327053,25.4082448327053,90,94,94,94,94,108.480732508596,>100-150 km,4,TRUE,24.4033344752769,25.1570172433482,TRUE,<50%,2,11
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A341,2025,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,99.9657416923604,99.9657416923604,99.9657416923604,99.9657416923604,99.9657416923604,365,365,365,365,365,111.998823291037,>100-150 km,4,TRUE,99.9657416923604,99.9657416923604,TRUE,>=90%,3,1
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A322,2025,GARANHUNS,AUTOMATICA,-8.91083333,-36.49333333,827.78,Horaria,99.9657416923604,99.9657416923604,99.9657416923604,57.2913098092954,99.9657416923604,365,365,365,233,365,170.706374706551,>150 km,4,TRUE,57.2913098092954,89.2971337215942,TRUE,50-<75%,4,8
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A309,2025,ARCO VERDE,AUTOMATICA,-8.4336111,-37.05555555,683.95,Horaria,99.828708461802,99.8401278976819,99.8401278976819,99.8401278976819,99.828708461802,365,365,365,365,365,224.552428391221,>150 km,4,TRUE,99.828708461802,99.834418179742,TRUE,>=90%,5,2
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A349,2025,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,99.9771611282403,99.9771611282403,99.9771611282403,90.601804270869,99.9771611282403,365,365,365,331,365,296.776967982221,>150 km,4,TRUE,90.601804270869,97.6333219138975,TRUE,>=90%,6,6
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A350,2025,SERRA TALHADA,AUTOMATICA,-7.95416666,-38.29499999,499.02,Horaria,28.5942674431883,28.7198812378669,28.7198812378669,28.7198812378669,28.5942674431883,147,147,147,147,147,365.174603100963,>150 km,4,TRUE,28.5942674431883,28.6570743405276,TRUE,<50%,7,10
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A351,2025,FLORESTA,AUTOMATICA,-8.59888888,-38.58416666,327.42,Horaria,30.7639602603631,30.775379696243,30.775379696243,30.775379696243,30.7639602603631,114,114,114,114,114,392.977424462744,>150 km,4,TRUE,30.7639602603631,30.7696699783031,TRUE,<50%,8,9
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A370,2025,SALGUEIRO,AUTOMATICA,-8.05805555,-39.0961111,447,Horaria,96.5855886719196,96.6883635948384,97.0652049788741,96.9281717483156,96.5855886719196,365,365,365,365,365,451.247198429784,>150 km,4,TRUE,96.5855886719196,96.7911385177572,TRUE,>=90%,9,4
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A329,2025,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,99.9543222564805,99.9543222564805,99.9543222564805,96.5627498001599,99.9543222564805,365,365,365,365,365,473.101554133919,>150 km,4,TRUE,96.5627498001599,99.1064291424004,TRUE,>=90%,10,5
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A366,2025,OURICURI,AUTOMATICA,-7.88583333,-40.10277777,457.85,Horaria,99.1092840013703,99.1435423090099,99.1435423090099,97.8988237981044,99.0978645654905,365,365,365,365,365,563.525444141233,>150 km,4,TRUE,97.8988237981044,98.8123786684938,TRUE,>=90%,11,3
IPOJUCA,2025,-8.44359,-35.01403,"MonitorAr 2024, proxy espacial da serie historica",provisorio,A307,2025,PETROLINA,AUTOMATICA,-9.38833333,-40.52333332,372.72,Horaria,0,0,0,0,0,0,0,0,0,0,614.241984087169,>150 km,0,FALSE,0,0,FALSE,incompleta,12,12
