"no_fonte_dados","dh_medicao","nu_iqar","nu_concentracao","st_situacao","cd_flag","ds_flag","st_situacao_iqar","no_item_monitorado","cd_normalizado","id_estacao","cod_estacao","no_estacao","nu_latitude","nu_longitude","st_estacao","id_municipio","no_municipio","sg_uf","ano","data","hora","dh_arredondado","data_fechada","hora_fechada"
NA,"2021-06-28 18:00:00",NA,1,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-28,"18:00:00",2021-06-28 18:00:00,2021-06-28,"18:00:00"
NA,"2021-06-28 19:00:00",NA,1,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-28,"19:00:00",2021-06-28 19:00:00,2021-06-28,"19:00:00"
NA,"2021-06-28 20:00:00",NA,15,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-28,"20:00:00",2021-06-28 20:00:00,2021-06-28,"20:00:00"
NA,"2021-06-28 21:00:00",NA,17,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-28,"21:00:00",2021-06-28 21:00:00,2021-06-28,"21:00:00"
NA,"2021-06-28 22:00:00",NA,16,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-28,"22:00:00",2021-06-28 22:00:00,2021-06-28,"22:00:00"
NA,"2021-06-28 23:00:00",NA,9,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-28,"23:00:00",2021-06-28 23:00:00,2021-06-28,"23:00:00"
NA,"2021-06-29 00:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"00:00:00",2021-06-29,2021-06-29,"00:00:00"
NA,"2021-06-29 01:00:00",NA,13,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"01:00:00",2021-06-29 01:00:00,2021-06-29,"01:00:00"
NA,"2021-06-29 02:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"02:00:00",2021-06-29 02:00:00,2021-06-29,"02:00:00"
NA,"2021-06-29 03:00:00",NA,6,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"03:00:00",2021-06-29 03:00:00,2021-06-29,"03:00:00"
NA,"2021-06-29 04:00:00",NA,3,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"04:00:00",2021-06-29 04:00:00,2021-06-29,"04:00:00"
NA,"2021-06-29 05:00:00",NA,8,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"05:00:00",2021-06-29 05:00:00,2021-06-29,"05:00:00"
NA,"2021-06-29 06:00:00",NA,11,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"06:00:00",2021-06-29 06:00:00,2021-06-29,"06:00:00"
NA,"2021-06-29 07:00:00",NA,6,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"07:00:00",2021-06-29 07:00:00,2021-06-29,"07:00:00"
NA,"2021-06-29 08:00:00",NA,3,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"08:00:00",2021-06-29 08:00:00,2021-06-29,"08:00:00"
NA,"2021-06-29 09:00:00",NA,5,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"09:00:00",2021-06-29 09:00:00,2021-06-29,"09:00:00"
NA,"2021-06-29 10:00:00",NA,6,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"10:00:00",2021-06-29 10:00:00,2021-06-29,"10:00:00"
NA,"2021-06-29 11:00:00",NA,20,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"11:00:00",2021-06-29 11:00:00,2021-06-29,"11:00:00"
NA,"2021-06-29 12:00:00",NA,15,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"12:00:00",2021-06-29 12:00:00,2021-06-29,"12:00:00"
NA,"2021-06-29 13:00:00",NA,24,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"13:00:00",2021-06-29 13:00:00,2021-06-29,"13:00:00"
NA,"2021-06-29 14:00:00",NA,46,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"14:00:00",2021-06-29 14:00:00,2021-06-29,"14:00:00"
NA,"2021-06-29 15:00:00",NA,38,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"15:00:00",2021-06-29 15:00:00,2021-06-29,"15:00:00"
NA,"2021-06-29 16:00:00",NA,39,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"16:00:00",2021-06-29 16:00:00,2021-06-29,"16:00:00"
NA,"2021-06-29 17:00:00",NA,54,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"17:00:00",2021-06-29 17:00:00,2021-06-29,"17:00:00"
NA,"2021-06-29 18:00:00",NA,63,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"18:00:00",2021-06-29 18:00:00,2021-06-29,"18:00:00"
NA,"2021-06-29 19:00:00",NA,37,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"19:00:00",2021-06-29 19:00:00,2021-06-29,"19:00:00"
NA,"2021-06-29 20:00:00",NA,34,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"20:00:00",2021-06-29 20:00:00,2021-06-29,"20:00:00"
NA,"2021-06-29 21:00:00",NA,22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"21:00:00",2021-06-29 21:00:00,2021-06-29,"21:00:00"
NA,"2021-06-29 22:00:00",NA,17,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"22:00:00",2021-06-29 22:00:00,2021-06-29,"22:00:00"
NA,"2021-06-29 23:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-29,"23:00:00",2021-06-29 23:00:00,2021-06-29,"23:00:00"
NA,"2021-06-30 00:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"00:00:00",2021-06-30,2021-06-30,"00:00:00"
NA,"2021-06-30 03:00:00",NA,3,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"03:00:00",2021-06-30 03:00:00,2021-06-30,"03:00:00"
NA,"2021-06-30 04:00:00",NA,2,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"04:00:00",2021-06-30 04:00:00,2021-06-30,"04:00:00"
NA,"2021-06-30 05:00:00",NA,3,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"05:00:00",2021-06-30 05:00:00,2021-06-30,"05:00:00"
NA,"2021-06-30 08:00:00",NA,4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"08:00:00",2021-06-30 08:00:00,2021-06-30,"08:00:00"
NA,"2021-06-30 09:00:00",NA,3,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"09:00:00",2021-06-30 09:00:00,2021-06-30,"09:00:00"
NA,"2021-06-30 10:00:00",NA,2,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"10:00:00",2021-06-30 10:00:00,2021-06-30,"10:00:00"
NA,"2021-06-30 11:00:00",NA,7,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"11:00:00",2021-06-30 11:00:00,2021-06-30,"11:00:00"
NA,"2021-06-30 12:00:00",NA,14,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"12:00:00",2021-06-30 12:00:00,2021-06-30,"12:00:00"
NA,"2021-06-30 13:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"13:00:00",2021-06-30 13:00:00,2021-06-30,"13:00:00"
NA,"2021-06-30 14:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"14:00:00",2021-06-30 14:00:00,2021-06-30,"14:00:00"
NA,"2021-06-30 15:00:00",NA,35,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"15:00:00",2021-06-30 15:00:00,2021-06-30,"15:00:00"
NA,"2021-06-30 16:00:00",NA,55,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"16:00:00",2021-06-30 16:00:00,2021-06-30,"16:00:00"
NA,"2021-06-30 17:00:00",NA,32,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"17:00:00",2021-06-30 17:00:00,2021-06-30,"17:00:00"
NA,"2021-06-30 18:00:00",NA,35,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"18:00:00",2021-06-30 18:00:00,2021-06-30,"18:00:00"
NA,"2021-06-30 19:00:00",NA,40,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"19:00:00",2021-06-30 19:00:00,2021-06-30,"19:00:00"
NA,"2021-06-30 20:00:00",NA,24,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"20:00:00",2021-06-30 20:00:00,2021-06-30,"20:00:00"
NA,"2021-06-30 21:00:00",NA,4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"21:00:00",2021-06-30 21:00:00,2021-06-30,"21:00:00"
NA,"2021-06-30 22:00:00",NA,8,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"22:00:00",2021-06-30 22:00:00,2021-06-30,"22:00:00"
NA,"2021-06-30 23:00:00",NA,11,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-06-30,"23:00:00",2021-06-30 23:00:00,2021-06-30,"23:00:00"
NA,"2021-07-01 00:00:00",NA,17,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"00:00:00",2021-07-01,2021-07-01,"00:00:00"
NA,"2021-07-01 04:00:00",NA,2,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"04:00:00",2021-07-01 04:00:00,2021-07-01,"04:00:00"
NA,"2021-07-01 05:00:00",NA,1,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"05:00:00",2021-07-01 05:00:00,2021-07-01,"05:00:00"
NA,"2021-07-01 07:00:00",NA,4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"07:00:00",2021-07-01 07:00:00,2021-07-01,"07:00:00"
NA,"2021-07-01 08:00:00",NA,15,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"08:00:00",2021-07-01 08:00:00,2021-07-01,"08:00:00"
NA,"2021-07-01 09:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"09:00:00",2021-07-01 09:00:00,2021-07-01,"09:00:00"
NA,"2021-07-01 10:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"10:00:00",2021-07-01 10:00:00,2021-07-01,"10:00:00"
NA,"2021-07-01 11:00:00",NA,21,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"11:00:00",2021-07-01 11:00:00,2021-07-01,"11:00:00"
NA,"2021-07-01 12:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"12:00:00",2021-07-01 12:00:00,2021-07-01,"12:00:00"
NA,"2021-07-01 13:00:00",NA,31,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"13:00:00",2021-07-01 13:00:00,2021-07-01,"13:00:00"
NA,"2021-07-01 14:00:00",NA,20,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"14:00:00",2021-07-01 14:00:00,2021-07-01,"14:00:00"
NA,"2021-07-01 16:00:00",NA,1,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"16:00:00",2021-07-01 16:00:00,2021-07-01,"16:00:00"
NA,"2021-07-01 17:00:00",NA,8,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"17:00:00",2021-07-01 17:00:00,2021-07-01,"17:00:00"
NA,"2021-07-01 18:00:00",NA,16,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"18:00:00",2021-07-01 18:00:00,2021-07-01,"18:00:00"
NA,"2021-07-01 19:00:00",NA,22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"19:00:00",2021-07-01 19:00:00,2021-07-01,"19:00:00"
NA,"2021-07-01 20:00:00",NA,22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"20:00:00",2021-07-01 20:00:00,2021-07-01,"20:00:00"
NA,"2021-07-01 21:00:00",NA,24,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"21:00:00",2021-07-01 21:00:00,2021-07-01,"21:00:00"
NA,"2021-07-01 22:00:00",NA,25,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"22:00:00",2021-07-01 22:00:00,2021-07-01,"22:00:00"
NA,"2021-07-01 23:00:00",NA,22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-01,"23:00:00",2021-07-01 23:00:00,2021-07-01,"23:00:00"
NA,"2021-07-02 00:00:00",NA,17,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"00:00:00",2021-07-02,2021-07-02,"00:00:00"
NA,"2021-07-02 01:00:00",NA,21,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"01:00:00",2021-07-02 01:00:00,2021-07-02,"01:00:00"
NA,"2021-07-02 02:00:00",NA,25,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"02:00:00",2021-07-02 02:00:00,2021-07-02,"02:00:00"
NA,"2021-07-02 03:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"03:00:00",2021-07-02 03:00:00,2021-07-02,"03:00:00"
NA,"2021-07-02 04:00:00",NA,11,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"04:00:00",2021-07-02 04:00:00,2021-07-02,"04:00:00"
NA,"2021-07-02 05:00:00",NA,16,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"05:00:00",2021-07-02 05:00:00,2021-07-02,"05:00:00"
NA,"2021-07-02 06:00:00",NA,18,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"06:00:00",2021-07-02 06:00:00,2021-07-02,"06:00:00"
NA,"2021-07-02 07:00:00",NA,20,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"07:00:00",2021-07-02 07:00:00,2021-07-02,"07:00:00"
NA,"2021-07-02 08:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"08:00:00",2021-07-02 08:00:00,2021-07-02,"08:00:00"
NA,"2021-07-02 09:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"09:00:00",2021-07-02 09:00:00,2021-07-02,"09:00:00"
NA,"2021-07-02 10:00:00",NA,22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"10:00:00",2021-07-02 10:00:00,2021-07-02,"10:00:00"
NA,"2021-07-02 11:00:00",NA,26,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"11:00:00",2021-07-02 11:00:00,2021-07-02,"11:00:00"
NA,"2021-07-02 12:00:00",NA,18,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"12:00:00",2021-07-02 12:00:00,2021-07-02,"12:00:00"
NA,"2021-07-02 13:00:00",NA,20,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"13:00:00",2021-07-02 13:00:00,2021-07-02,"13:00:00"
NA,"2021-07-02 14:00:00",NA,24,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"14:00:00",2021-07-02 14:00:00,2021-07-02,"14:00:00"
NA,"2021-07-02 15:00:00",NA,22,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"15:00:00",2021-07-02 15:00:00,2021-07-02,"15:00:00"
NA,"2021-07-02 16:00:00",NA,25,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"16:00:00",2021-07-02 16:00:00,2021-07-02,"16:00:00"
NA,"2021-07-02 17:00:00",NA,36,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"17:00:00",2021-07-02 17:00:00,2021-07-02,"17:00:00"
NA,"2021-07-02 18:00:00",NA,38,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"18:00:00",2021-07-02 18:00:00,2021-07-02,"18:00:00"
NA,"2021-07-02 19:00:00",NA,27,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"19:00:00",2021-07-02 19:00:00,2021-07-02,"19:00:00"
NA,"2021-07-02 20:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"20:00:00",2021-07-02 20:00:00,2021-07-02,"20:00:00"
NA,"2021-07-02 21:00:00",NA,12,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"21:00:00",2021-07-02 21:00:00,2021-07-02,"21:00:00"
NA,"2021-07-02 22:00:00",NA,9,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"22:00:00",2021-07-02 22:00:00,2021-07-02,"22:00:00"
NA,"2021-07-02 23:00:00",NA,4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-02,"23:00:00",2021-07-02 23:00:00,2021-07-02,"23:00:00"
NA,"2021-07-03 00:00:00",NA,6,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"00:00:00",2021-07-03,2021-07-03,"00:00:00"
NA,"2021-07-03 01:00:00",NA,8,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"01:00:00",2021-07-03 01:00:00,2021-07-03,"01:00:00"
NA,"2021-07-03 05:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"05:00:00",2021-07-03 05:00:00,2021-07-03,"05:00:00"
NA,"2021-07-03 06:00:00",NA,4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"06:00:00",2021-07-03 06:00:00,2021-07-03,"06:00:00"
NA,"2021-07-03 08:00:00",NA,5,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"08:00:00",2021-07-03 08:00:00,2021-07-03,"08:00:00"
NA,"2021-07-03 09:00:00",NA,4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"09:00:00",2021-07-03 09:00:00,2021-07-03,"09:00:00"
NA,"2021-07-03 10:00:00",NA,4,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"10:00:00",2021-07-03 10:00:00,2021-07-03,"10:00:00"
NA,"2021-07-03 11:00:00",NA,6,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"11:00:00",2021-07-03 11:00:00,2021-07-03,"11:00:00"
NA,"2021-07-03 12:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"12:00:00",2021-07-03 12:00:00,2021-07-03,"12:00:00"
NA,"2021-07-03 13:00:00",NA,10,NA,NA,NA,NA,"Material Particulado com diâmetro de até 10 μm","MP10",NA,"15","CPRH",NA,NA,NA,NA,NA,"PE",2021,2021-07-03,"13:00:00",2021-07-03 13:00:00,2021-07-03,"13:00:00"
