fonte_dados,cod_estacao,ano,n,minimo,p50,p95,p99,p999,maximo
CEMADEN,261190301A,2022,7945,0,0,2.16,5.51,10.5929599999998,17.27
CEMADEN,261190302A,2017,5331,0,0,0.59,1.77,3.81130000000003,15.94
CEMADEN,261190302A,2018,10248,0,0,0.79,2.76,7.88036000000007,13.01
CEMADEN,261190302A,2019,9509,0,0,0.79,2.16,5.61824000000004,10.37
CEMADEN,261190302A,2020,2337,0,0,0.39,1.57,5.18072000000021,8.12
CEMADEN,261190302A,2021,9870,0,0,0.2,1.77,5.91654999999997,12.61
CEMADEN,261190302A,2022,10997,0,0,1.18,2.95,7.31,13.42
CEMADEN,261190302A,2023,10678,0,0,0.98,2.75,6.36460000000006,10.38
CEMADEN,261190302A,2024,6311,0,0,1.18,3.52099999999993,6.36909999999984,8.89
CEMADEN,261190303A,2017,462,0,0,0.79,2.2441,5.20301999999995,7.13
CEMADEN,261190303A,2018,9439,0,0,1.18,3.74,7.71562,12.81
CEMADEN,261190303A,2019,10383,0,0,1.37,4.19620000000003,9.88360000000008,19.54
CEMADEN,261190303A,2020,5950,0,0,1.37,4.13,11.0111100000002,17.9
CEMADEN,261190303A,2021,3795,0,0,1.18599999999999,3.15,7.07548000000021,12
CEMADEN,261190303A,2022,3970,0,0,0.98,3.74,9.35921999999997,17.89
CEMADEN,261190303A,2023,10983,0,0,1.18,3.35,7.11360000000001,13.63
CEMADEN,261190303A,2024,10522,0,0,0.98,2.95,7.60537999999986,19.34
CEMADEN,261190303A,2025,9891,0,0,1.38,3.97200000000001,15.9001000000005,859.55
CEMADEN,261200001A,2017,15155,0,0,0.4,1.2,3.56919999999991,8.4
CEMADEN,261200001A,2018,9525,0,0,0.4,1.15200000000004,3.29520000000011,6.6
CEMADEN,261200001A,2019,7038,0,0,0.6,1.4,5.9851999999999,11
CEMADEN,261200001A,2020,7973,0,0,0.6,2.4,8.80560000000005,13
CEMADEN,261200001A,2021,7161,0,0,0.6,1.4,3.27200000000012,6.8
CEMADEN,261200001A,2022,2746,0,0,0.6,2.31000000000004,7.25100000000002,11.4
CEMADEN,261200001A,2024,35119,0,0,0,0.4,2,9.8
CEMADEN,261200001A,2025,34545,0,0,0.2,0.4,1.8,28
CEMADEN,261200001C,2017,2207,0,0,0.2,0.6,2.75279999999984,5.4
CEMADEN,261200001C,2018,168,0,0,0,0.2,0.2,0.2
CEMADEN,261210901A,2023,4240,0,0,0.39,1.18,3.69220000000008,9.35
CEMADEN,261210901A,2024,9014,0,0,0.2,0.79,4.52739999999983,12
CEMADEN,261210901A,2025,8787,0,0,0.39,1.18,3.15,4.72
CEMADEN,261210901C,2017,13909,0,0,0.2,1,5.01840000000011,13.2
CEMADEN,261210901C,2018,7809,0,0,0.2,1.8,6.4384,10.6
CEMADEN,261210901C,2019,6589,0,0,0.4,1.2,6.7648000000001,14.8
CEMADEN,261210901C,2020,7788,0,0,0.4,2,6.65559999999969,21.4
CEMADEN,261210901C,2021,532,0,0,0,0,0.2,0.2
CEMADEN,261210901C,2022,939,0,0,0.4,1.2,2.0124,2.2
CEMADEN,261210901C,2023,5473,0,0,0.2,1.6,7.10560000000005,10.8
CEMADEN,261210901C,2024,8863,0,0,0.4,1.6,6,19.8
CEMADEN,261210901C,2025,3527,0,0,0.2,1.2,3.2844000000001,4.2
CEMADEN,261220801A,2023,2662,0,0,0,0.2,1.58000999999997,4.53
CEMADEN,261220801A,2024,2646,0,0,0,0.2,0.728450000000007,3.74
CEMADEN,261220801A,2025,2034,0,0,0,0.42,3.88786000000016,7.3
CEMADEN,261220801C,2017,2556,0,0,0.4,1.6,5.7340000000002,8.2
CEMADEN,261220801C,2018,5968,0,0,0.2,2.06599999999999,8.80660000000007,19.6
CEMADEN,261220801C,2019,44,0,0,2.73,4.656,4.9656,5
CEMADEN,261230701A,2017,431,0,0,0.2,0.729999999999998,0.79,0.79
CEMADEN,261230701A,2018,9385,0,0,0.2,0.98,8.9764,17.28
CEMADEN,261230701A,2019,7698,0,0,0.39,0.98,5.69179999999993,14.26
CEMADEN,261230701A,2020,3133,0,0,0.39,0.725999999999967,1.37,1.97
CEMADEN,261230701A,2021,3464,0,0,0.2,0.59,2.95,6.9
CEMADEN,261230701A,2022,9558,0,0,0.39,0.98,4.23302999999985,13.01
CEMADEN,261230701A,2023,8896,0,0,0,0.2,0.98,6.7
CEMADEN,261230701A,2024,9923,0,0,0.2,0.79,4.95041999999981,10.99
CEMADEN,261230701A,2025,6765,0,0,0.39,0.98,3.38363999999988,22.74
CEMADEN,261240601A,2017,11064,0,0,0.2,0.8,2.2,8.6
CEMADEN,261240601A,2018,9293,0,0,0.2,1,4.68320000000022,11.2
CEMADEN,261240601A,2019,9158,0,0,0.2,1.2,10.1686000000002,19
CEMADEN,261240601A,2020,9549,0,0,0.4,2,14.2,17.2
CEMADEN,261240601A,2021,9528,0,0,0.2,1,6.69459999999999,22.6
CEMADEN,261240601A,2022,9964,0,0,0.4,1.6,8.62960000000021,25
CEMADEN,261240601A,2023,9590,0,0,0.2,0.8,4.2,9.6
CEMADEN,261240601A,2024,9729,0,0,0.4,1.4,7.47200000000084,18.6
CEMADEN,261240601A,2025,8500,0,0,0.4,1.2,4.2,6.8
CEMADEN,261240601C,2017,12375,0,0,0.2,0.6,2.32520000000004,5.6
CEMADEN,261240601C,2018,9001,0,0,0.2,1,4,11
CEMADEN,261240601C,2019,8062,0,0,0.2,1.4,8.58780000000006,15.2
CEMADEN,261240601C,2020,3921,0,0,0.6,3.2,10.632,14.2
CEMADEN,261240601C,2023,1417,0,0,0.2,0.567999999999984,1.43360000000002,5.6
CEMADEN,261240601C,2024,1485,0,0,0.6,1.4,4.73520000000017,7.2
CEMADEN,261240602A,2017,745,0,0,0.2,1.48639999999999,4.82983999999999,5.12
CEMADEN,261240602A,2018,9231,0,0,0.2,1.12000000000015,5.07400000000009,12.62
CEMADEN,261240602A,2019,7942,0,0,0.39,1.49210000000003,12.00059,23.18
CEMADEN,261245501C,2018,62,0,0,0,0,0,0
CEMADEN,261245501C,2019,380,0,0,0,0.2,0.524199999999996,0.6
CEMADEN,261245501C,2022,1041,0,0,0.2,0.719999999999982,6.5760000000002,7.6
CEMADEN,261247101A,2018,8811,0,0,0.2,1.969,9.15380000000001,20.2
CEMADEN,261247101A,2019,8036,0,0,0,0.2,0.59,4.73
CEMADEN,261247101A,2020,279,0,0,0,0,0.144399999999996,0.2
CEMADEN,261247101A,2021,2068,0,0,0.39,1.18,4.7032,7.91
CEMADEN,261247101A,2022,1924,0,0,0.39,0.98,1.37,2.36
CEMADEN,261247101A,2023,8186,0,0,0.39,2.36,7.10815,22.74
CEMADEN,261247101A,2024,9629,0,0,0.59,2.16,9.09623999999974,18.93
CEMADEN,261247101A,2025,8943,0,0,0.39,1.88019999999999,8.98755999999925,14.79
CEMADEN,261250501A,2017,600,0,0,0,0.3903,0.866189999999991,0.98
CEMADEN,261250501A,2018,9126,0,0,0.2,1.57,6.22625,10.57
CEMADEN,261250501A,2019,8545,0,0,0.2,0.79,4.81664000000002,10.17
CEMADEN,261250501A,2020,9287,0,0,0.2,1.57,10.12422,19.55
CEMADEN,261250501A,2021,7218,0,0,0.2,0.947699999999986,3.65537000000014,11.2
CEMADEN,261250501A,2022,9510,0,0,0.39,1.18,5.51,14.08
CEMADEN,261250501A,2023,8425,0,0,0.2,1.18,5.06407999999949,19.75
CEMADEN,261250501A,2024,6584,0,0,0.2,0.98,4.41340000000007,11.2
CEMADEN,261250501A,2025,6677,0,0,0.2,0.98,3.82507999999993,13.44
CEMADEN,261250501U,2017,728,0,0,0.2,0.2,0.8,0.8
CEMADEN,261250501U,2018,6335,0,0,0,0.4,2,10.2
CEMADEN,261250501U,2019,3785,0,0,0.2,1,4.28639999999996,15.4
CEMADEN,261250501U,2021,2,0,0.2,0.38,0.396,0.3996,0.4
CEMADEN,261250501U,2022,819,0,0,0.2,1.76399999999999,5.56480000000011,10.8
CEMADEN,261250501U,2023,8242,0,0,0.2,1.2,5.76620000000003,16.8
CEMADEN,261250501U,2024,9350,0,0,0.2,1,8.73019999999997,28.4
CEMADEN,261250501U,2025,7813,0,0,0.2,0.8,4.11280000000006,11.4
CEMADEN,261255401A,2023,1,0.2,0.2,0.2,0.2,0.2,0.2
CEMADEN,261255401A,2024,3870,0,0,0,0,0.2,2.91
CEMADEN,261255401A,2025,8787,0,0,0,0.2,3.98279999999999,9.56
CEMADEN,261255401C,2022,3356,0,0,0.2,1.8,9,14.4
CEMADEN,261255401C,2023,3328,0,0,0,0.2,0.4,1
CEMADEN,261255401C,2024,2642,0,0,0,0.318000000000029,3.47179999999999,7.2
CEMADEN,261260401C,2022,2940,0,0,0.2,1.72200000000003,5.87320000000018,8.2
CEMADEN,261260401C,2023,2273,0,0,0,1.6,3.54560000000001,6.4
CEMADEN,261260401C,2024,9296,0,0,0.2,1.4,8.4,15.6
CEMADEN,261260401C,2025,9021,0,0,0,0.6,6,13.2
CEMADEN,261270301A,2017,1,1.18,1.18,1.18,1.18,1.18,1.18
CEMADEN,261270301A,2018,261,0,0.2,1.57,4.17799999999996,10.8066000000001,12.39
CEMADEN,261270301A,2019,5044,0,0,0.42,0.98,2.16,4.33
CEMADEN,261270301A,2020,7538,0,0,0.39,1.77,8.20722999999995,15.14
CEMADEN,261270301A,2021,4900,0,0,0.39,0.98,3.56918999999994,9.14
CEMADEN,261270301A,2022,3055,0,0,0.2,0.59,1.57946,3.35
CEMADEN,261270301A,2023,9746,0,0,0.39,1.18,4.42944999999969,19.96
CEMADEN,261270301A,2024,9616,0,0,0.2,0.98,6.44875000000016,25.31
CEMADEN,261270301A,2025,9717,0,0,0.2,0.98,3.94284,7.91
CEMADEN,261280201A,2024,3001,0,0,0,0,2.56,10.48
CEMADEN,261280201A,2025,9481,0,0,0.39,1.57,7.3632000000004,21.03
CEMADEN,261280201C,2018,3328,0,0,0.6,3.2,8.40759999999973,9.8
CEMADEN,261280201C,2022,11,0,0,6.9,10.98,11.898,12
CEMADEN,261280201C,2023,14,0,0,0.0699999999999999,0.174,0.1974,0.2
CEMADEN,261290101A,2017,13996,0,0,0.42,1.57,5.12,9.34
CEMADEN,261290101A,2018,9997,0,0,0.59,1.96,5.71080000000016,19.34
CEMADEN,261290101A,2019,9771,0,0,0.59,1.57,5.40199999999983,10.57
CEMADEN,261290101A,2020,10059,0,0,0.59,1.97,5.28737999999965,10.78
CEMADEN,261290101A,2021,10479,0,0,0.59,1.57,4.82440000000017,10.38
CEMADEN,261290101A,2022,11233,0,0,0.79,2.36,4.67592000000001,12.81
CEMADEN,261290101A,2023,11118,0,0,0.79,1.97,5.86489999999994,13.23
CEMADEN,261290101A,2024,10496,0,0,0.59,1.77,6.11009999999998,14.05
CEMADEN,261290101A,2025,10741,0,0,0.59,1.57,4.33,11.59
CEMADEN,261290102A,2017,881,0,0,0.39,1.18,2.184,2.36
CEMADEN,261290102A,2018,9984,0,0,0.59,1.77,5.72682999999983,17.69
CEMADEN,261290102A,2019,9540,0,0,0.59,1.57,5.12,11.38
CEMADEN,261290102A,2020,6977,0,0,0.79,2.36,7.34072000000001,10.58
CEMADEN,261290102A,2021,3641,0,0,0.59,1.57,3.61200000000003,8.19
CEMADEN,261290102A,2022,438,0,0,0.59,1.57,3.0626,3.15
CEMADEN,261300801C,2017,12487,0,0,0.2,0.8,2.6,9.4
CEMADEN,261300801C,2018,8352,0,0,0.2,1,5.51919999999955,14.2
CEMADEN,261300801C,2019,5201,0,0,0.2,1.8,9.52000000000007,12.2
CEMADEN,261300801C,2020,7794,0,0,0.2,1.4,11.5242000000002,23.8
CEMADEN,261300801C,2021,9189,0,0,0.2,1,4.36239999999998,8.8
CEMADEN,261300801C,2022,9294,0,0,0.4,1.4,7.50700000000033,10.2
CEMADEN,261300801C,2023,9475,0,0,0.2,1,4.6,17
CEMADEN,261300801C,2024,4337,0,0,0.2,1.6,7.8655999999999,10.8
CEMADEN,261300801C,2025,2867,0,0,0,0,0.226800000000003,0.4
CEMADEN,261310701A,2017,752,0,0,0,0.2,0.837310000000004,0.98
CEMADEN,261310701A,2018,9256,0,0,0.2,0.98,5.06900000000016,12.42
CEMADEN,261310701A,2019,9143,0,0,0.2,0.79,4.50160000000004,7.18
CEMADEN,261310701A,2020,9181,0,0,0.2,1.18,6.1082,15.35
CEMADEN,261310701A,2021,4922,0,0,0.2,0.59,3.82320999999834,16.85
CEMADEN,261310701A,2022,10028,0,0,0.39,1.37,4.92,8.93
CEMADEN,261310701A,2023,9760,0,0,0.2,0.98,3.59579,9.96
CEMADEN,261310701A,2024,8933,0,0,0.39,2.16,8.75719999999972,16.46
CEMADEN,261310701A,2025,5663,0,0,0.2,0.98,4.53,11.19
CEMADEN,261310702A,2025,2859,0,0,0.2,0.4,1.25679999999993,2
CEMADEN,261310703A,2025,2966,0,0,0,0.2,0.606999999999971,2.4
CEMADEN,261320601A,2017,601,0,0,0.2,1.18,2.40199999999996,3.35
CEMADEN,261320601A,2018,9426,0,0,0.2,0.79,3.74,9.15
CEMADEN,261320601A,2019,9160,0,0,0.39,1.18,6.85979000000007,16.01
CEMADEN,261320601A,2020,6364,0,0,0.59,1.7774,7.04924999999993,16
CEMADEN,261320601A,2021,2978,0,0,0.2,0.833700000000004,5.54197000000019,10.98
CEMADEN,261320601A,2022,1519,0,0,0.2,0.79,2.05437999999998,4.13
CEMADEN,261320601A,2023,8829,0,0,0.39,0.98,2.86148000000028,6.3
CEMADEN,261320601A,2024,9954,0,0,0.39,1.37,5.53846000000009,18.93
CEMADEN,261320601A,2025,10185,0,0,0.39,0.98,3.07824000000028,6.32
CEMADEN,261330501A,2017,14430,0,0,0.39,1.37,4.33,10.98
CEMADEN,261330501A,2018,9776,0,0,0.39,1.18,4.33,13.01
CEMADEN,261330501A,2019,9263,0,0,0.42,1.18,5.47855999999992,14.91
CEMADEN,261330501A,2020,2022,0,0,0.2,0.98,14.6687100000001,22.95
CEMADEN,261330501A,2021,9822,0,0,0.39,0.98,3.15,14.69
CEMADEN,261330501A,2022,6214,0,0,0.59,1.66699999999999,5.6269300000001,16.2
CEMADEN,261330501A,2023,1403,0,0,0.2,0.59,11.0441799999997,15.58
CEMADEN,261330501A,2024,2733,0,0,0.59,2.36,7.01060000000001,9.14
CEMADEN,261330501U,2017,5270,0,0,0.4,1.4,4.4,10.4
CEMADEN,261330501U,2018,2719,0,0,0.219999999999982,1.16400000000003,2.6,12.4
CEMADEN,261330501U,2019,4081,0,0,0.6,1.4,2.98400000000001,7
CEMADEN,261330501U,2020,3434,0,0,0.6,1.8,4.9402,6
CEMADEN,261330501U,2021,5532,0,0,0.4,1.4,4.68140000000003,7.8
CEMADEN,261330501U,2022,6489,0,0,0.6,1.8,6.31199999999972,17.2
CEMADEN,261330501U,2023,6641,0,0,0.2,0.2,1.07199999999993,6.8
CEMADEN,261330501U,2024,6213,0,0,0.4,1.8,6.63039999999965,11.2
CEMADEN,261330501U,2025,5901,0,0,0.4,1.2,3.70000000000036,10.6
CEMADEN,261330502A,2017,794,0,0,0.0699999999999818,0.98,3.74319999999995,9.77
CEMADEN,261330502A,2018,9958,0,0,0.42,1.26740000000005,4.53,12.4
CEMADEN,261330502A,2019,9966,0,0,0.42,1.18,3.56364999999994,8.38
CEMADEN,261330502A,2020,9180,0,0,0.59,1.96209999999999,5.71,10.37
CEMADEN,261330502A,2021,227,0,0,0.538999999999998,0.79,1.09864,1.18
CEMADEN,261330502A,2022,2829,0,0,0.39,0.98,7.59036000000004,13.01
CEMADEN,261330502A,2023,9163,0,0,0.42,1.38,4.23441999999985,12.28
CEMADEN,261330502A,2024,8225,0,0,0.42,1.18,4.33,7.91
CEMADEN,261330502A,2025,8073,0,0,0.487999999999938,1.18,3.15,11.18
CEMADEN,261340401A,2017,311,0,0,0.885,1.969,3.4191,3.54
CEMADEN,261340401A,2018,10043,0,0,0.98,4.3706,12.1941200000001,27.2
CEMADEN,261340401A,2019,9726,0,0,1.18,3.94,10.18275,28.25
CEMADEN,261340401A,2020,9562,0,0,0.98,3.94,8.44146000000004,13.71
CEMADEN,261340401A,2021,3584,0,0,0.79,2.36,6.06225999999985,8.32
CEMADEN,261340401A,2022,6558,0,0,1.77,5.31,9.14,12.21
CEMADEN,261340401A,2023,9697,0,0,1.37,4.13039999999999,10.29856,25.73
CEMADEN,261340401A,2024,9443,0,0,0.98,3.74,9.77789999999995,13.85
CEMADEN,261340401A,2025,9617,0,0,1.38,4.10280000000002,7.87744000000001,13.86
CEMADEN,261350301A,2018,8612,0,0,0.2,2.36,10.9712599999989,19.54
CEMADEN,261350301A,2019,8654,0,0,0.2,1.58,10.1022699999999,17.48
CEMADEN,261350301A,2020,994,0,0,1.57,7.31399999999999,14.5545999999996,22.3
CEMADEN,261350301A,2021,76,0,0,0,0.05,0.184999999999999,0.2
CEMADEN,261350301A,2023,2717,0,0,0,0.59,3.85268000000019,6.71
CEMADEN,261350301A,2024,7955,0,0,0.39,2.16,9.01668000000016,15.15
CEMADEN,261350301A,2025,7909,0,0,0.39,1.77,6.94563999999994,9.35
CEMADEN,261350301C,2017,1452,0,0,0.2,2.498,7.16859999999997,8.2
CEMADEN,261350302A,2018,8446,0,0,0.2,1.87449999999986,7.31,13.63
CEMADEN,261350302A,2019,8563,0,0,0.2,1.57,7.39198000000002,18.72
CEMADEN,261350302A,2020,7924,0,0,0.42,2.16,7.96926000000009,16.69
CEMADEN,261350302A,2021,77,0,0,0.2,1.0252,1.69552000000001,1.77
CEMADEN,261350302A,2023,7866,0,0,0.2,1.97,9.37835000000005,15.44
CEMADEN,261350302A,2024,9263,0,0,0.2,1.97,8.26759999999988,13.22
CEMADEN,261350302A,2025,9145,0,0,0.2,1.57,7.92087999999989,16.86
CEMADEN,261360201C,2017,6202,0,0,0.2,1.8,7.9598,12.2
CEMADEN,261360201C,2018,4043,0,0,0.2,2.2,9.97480000000005,16.8
CEMADEN,261360201C,2019,2065,0,0,0,0.07199999999998,2.58720000000003,4
CEMADEN,261360201C,2020,1577,0,0,0,0,1.4848,5.8
CEMADEN,261360201C,2021,1911,0,0,0,0,1.81799999999998,3.2
CEMADEN,261360201C,2022,2848,0,0,0,0.6,3.75299999999979,8.2
CEMADEN,261360201C,2023,337,0,0,0,1.18399999999999,3.53119999999999,3.8
CEMADEN,261370101A,2017,13465,0,0,0.79,3.15,7.41720000000001,18.93
CEMADEN,261370101A,2018,8711,0,0,0,0,0,0.2
CEMADEN,261370101A,2019,9607,0,0,0.79,2.75,6.78274000000005,9.96
CEMADEN,261370101A,2020,10065,0,0,0.79,2.56720000000001,6.33807999999999,15.12
CEMADEN,261370101A,2021,10886,0,0,0.98,2.95,7.50919999999998,13.21
CEMADEN,261370101A,2022,9202,0,0,1.57,4.14,9.84392000000007,77.63
CEMADEN,261370101A,2023,10988,0,0,0.98,2.95,7.30364000000023,12.8
CEMADEN,261370101A,2024,10219,0,0,0.79,2.95,8.35905999999937,12.81
CEMADEN,261370101A,2025,10595,0,0,1.18,3.15,7.31428000000033,15.57
CEMADEN,261370102A,2017,14007,0,0,0.59,2.17,6.3,11.39
CEMADEN,261370102A,2018,10124,0,0,0.59,2.37540000000001,7.65080000000016,11.81
CEMADEN,261370102A,2019,9967,0,0,0.79,2.56,6.94005999999979,15.79
CEMADEN,261370102A,2020,9857,0,0,0.59,1.97,4.53864000000001,7.7
CEMADEN,261370102A,2021,10319,0,0,0.79,2.36,5.86686000000016,9.79
CEMADEN,261370102A,2022,9097,0,0,1.18,3.35,8.30080000000009,13.01
CEMADEN,261370102A,2024,5183,0,0,0.39,1.5718,4.33,9.76
CEMADEN,261370102A,2025,3039,0,0,0,0,0,0.2
CEMADEN,261370103A,2017,14055,0,0,0.59,2.16,6.1,10.17
CEMADEN,261370103A,2018,10074,0,0,0.59,2.56,6.64984999999982,9.96
CEMADEN,261370103A,2019,9859,0,0,0.79,2.76,6.92851999999999,11.38
CEMADEN,261370103A,2020,9940,0,0,0.59,2.16,4.92,8.16
CEMADEN,261370103A,2021,10454,0,0,0.79,2.16469999999999,6.60846000000009,15.78
CEMADEN,261370103A,2022,10774,0,0,1.18,3.15,6.90681000000002,11.79
CEMADEN,261370103A,2023,10674,0,0,0.79,2.76,7.16866999999986,16.65
CEMADEN,261370103A,2024,9877,0,0,0.59,2.36,6.55983999999997,13.25
CEMADEN,261370103A,2025,7784,0,0,0.79,2.56,6.07359999999972,15.25
CEMADEN,261370104A,2017,4952,0,0,0.8,2.2,6.41959999999999,12.2
CEMADEN,261370104A,2018,1238,0,0.2,2,4.52599999999998,8.86819999999989,13.2
CEMADEN,261370104A,2019,5775,0,0,1,2.4,4.84519999999993,7.6
CEMADEN,261370104A,2020,10055,0,0,0.8,2.6,6.8,9.8
CEMADEN,261370104A,2021,10701,0,0,1,3,8,12.6
CEMADEN,261370104A,2022,11528,0,0,1.6,4.6,10.6,20.2
CEMADEN,261370104A,2023,10984,0,0,1,3.2,8.4,16.2
CEMADEN,261370104A,2024,10347,0,0,0.8,2.8,8.33080000000009,16.2
CEMADEN,261370104A,2025,11087,0,0,1.2,3.6,7.78280000000013,11.8
CEMADEN,261370105A,2017,1169,0,0,0.2,1.57,3.31640000000002,9.61
CEMADEN,261370105A,2018,3999,0,0,0.98,2.95,7.03053999999999,504.57
CEMADEN,261370105A,2019,6183,0,0,1.18,3.02700000000004,7.30818,9.76
CEMADEN,261370105A,2020,4142,0,0,1.18,3.74,6.6772000000003,13.23
CEMADEN,261370105A,2021,6445,0,0,0.79,1.88959999999992,4.85803999999976,8.55
CEMADEN,261370105A,2022,937,0,0,0.79,3.20599999999999,10.84648,11.38
CEMADEN,261380001A,2017,637,0,0,0.2,0.98,2.95,2.95
CEMADEN,261380001A,2018,10117,0,0,0.59,2.36,6.68144,12.19
CEMADEN,261380001A,2019,9683,0,0,0.79,2.02060000000005,5.9,14.07
CEMADEN,261380001A,2020,7019,0,0,0.59,1.57,4.32657999999999,8.54
CEMADEN,261380001A,2021,10285,0,0,0.59,1.37,4.69848000000027,11.6
CEMADEN,261380001A,2022,10893,0,0,0.98,2.96599999999999,9.98268000000004,20.6
CEMADEN,261380001A,2023,10755,0,0,0.59,1.57459999999999,5.16673999999985,13.01
CEMADEN,261380001A,2024,9737,0,0,0.59,1.97639999999999,8.52,18.93
CEMADEN,261380001A,2025,8108,0,0,0.79,2.36,8.25473000000002,32.31
CEMADEN,261380002A,2025,3191,0,0,0.2,0.6,1.4,2.2
CEMADEN,261390901A,2024,4139,0,0,0,0.39,4.07894000000003,6.89
CEMADEN,261390901A,2025,4528,0,0,0.39,1.77,6.08919999999998,8.52
CEMADEN,261390901C,2017,497,0,0,0.4,1.01600000000001,2.10240000000001,2.4
CEMADEN,261390901C,2018,7732,0,0,0.2,2.4,7.85380000000005,16.6
CEMADEN,261390901C,2019,7726,0,0,0.2,1.4,9.10999999999985,15
CEMADEN,261390901C,2020,7874,0,0,0.2,0.2,4.8,17.8
CEMADEN,261390901C,2021,2104,0,0,0,0.2,0.2,0.2
CEMADEN,261390901C,2022,4578,0,0,0.2,1.84599999999991,7.02299999999977,11
CEMADEN,261390901C,2023,8478,0,0,0.2,1.8,8.51379999999954,20.6
CEMADEN,261390901C,2024,8145,0,0,0.2,1.4,5.2,12.6
CEMADEN,261390901C,2025,2079,0,0,0,0,1.73760000000002,8.6
CEMADEN,261390902A,2025,2147,0,0,0,0.4,2.37079999999996,5.6
CEMADEN,261390903A,2025,2503,0,0,0,0.2,1.49960000000001,5.8
CEMADEN,261390904A,2025,2475,0,0,0,0.2,2.7155999999999,5.2
CEMADEN,261400601A,2018,673,0,0.39,4.14,7.21759999999999,10.5437599999999,13.01
CEMADEN,261400601A,2019,318,0,0.39,5.713,9.97,54.5573299999995,74.69
CEMADEN,261400601A,2023,2812,0,0,0,0.42,3.89205999999992,4.92
CEMADEN,261400601A,2024,7911,0,0,0.2,2.16,10.6069000000001,21.25
CEMADEN,261400601A,2025,5908,0,0,0.2,1.55670000000006,6.02020999999985,16.22
CEMADEN,261400601U,2017,5286,0,0,0,0.2,0.343000000000029,1
CEMADEN,261400601U,2018,2444,0,0,0,0.2,0.734199999999873,3.6
CEMADEN,261400601U,2019,2361,0,0,0.2,0.8,3.52799999999997,7.6
CEMADEN,261400601U,2023,3130,0,0,0,0.2,1.74840000000004,14.4
CEMADEN,261410501A,2018,8497,0,0,0,1.18,9.0374400000005,15.1
CEMADEN,261410501A,2019,7288,0,0,0.2,1.18,5.33851999999999,11.39
CEMADEN,261410501A,2020,4831,0,0,0,0.42,4.78800000000003,17.07
CEMADEN,261410501A,2021,3361,0,0,0,0.98,8.01679999999989,11.99
CEMADEN,261410501A,2022,9086,0,0,0.2,1.3715,5.91605000000076,21.45
CEMADEN,261410501A,2023,9093,0,0,0.2,1.19519999999999,7.25479999999967,16.86
CEMADEN,261410501A,2024,8424,0,0,0.2,2.16,10.8201399999988,19.38
CEMADEN,261410501A,2025,9361,0,0,0.2,1.77,8.78159999999974,14.31
CEMADEN,261410501C,2017,7521,0,0,0.2,1.6,7.19199999999983,15.6
CEMADEN,261410501C,2018,7926,0,0,0.2,1.95,7.21499999999996,10.2
CEMADEN,261410501C,2019,6492,0,0,0.2,1.8,7.60360000000001,15.4
CEMADEN,261410501C,2020,1484,0,0,0.6,6.23400000000001,16.6,17.2
CEMADEN,261410501C,2021,3723,0,0,0,1,5.51119999999992,8.8
CEMADEN,261410501C,2022,6708,0,0,0.2,1.4,7.7757999999998,12.2
CEMADEN,261410501C,2023,8715,0,0,0.2,1.2,6.85720000000001,9.6
CEMADEN,261410501C,2024,345,0,0,1.76,6.696,14.2736,16.2
CEMADEN,261410501C,2025,396,0,0,0,0,0,0
CEMADEN,261410502A,2025,2728,0,0,0,0.2,0.909200000000055,2.2
CEMADEN,261410502C,2017,432,0,0,0.6,1.338,2.39660000000002,3
CEMADEN,261410502C,2018,3222,0,0,0,0.8,5.24639999999999,8.2
CEMADEN,261410502C,2019,772,0,0,0,1.25799999999999,5.49160000000002,5.8
CEMADEN,261410502C,2021,644,0,0,0,0,0,0
CEMADEN,261410502C,2022,3366,0,0,0,0.4,1.52700000000004,4
CEMADEN,261410502C,2023,480,0,0,0,0.2,1.40840000000001,1.6
CEMADEN,261410502C,2024,23,0,0,0,0,0,0
CEMADEN,261410503A,2025,2731,0,0,0,0.2,1.70799999999999,3.4
CEMADEN,261410504A,2025,2686,0,0,0,0,1.77800000000007,5
CEMADEN,261420401A,2017,12385,0,0,0.98,3.3416,8.16639999999999,16.21
CEMADEN,261420401A,2018,10151,0,0,0.79,3.15,7.53400000000002,12.6
CEMADEN,261420401A,2019,9859,0,0,1.18,3.74,9.54709999999999,15.39
CEMADEN,261420401A,2020,9821,0,0,0.79,3.35,8.12,10.16
CEMADEN,261420401A,2021,10651,0,0,0.98,3.075,7.18700000000052,11.58
CEMADEN,261420401A,2022,11264,0,0,1.57,4.13370000000001,10.17737,21.24
CEMADEN,261420401A,2023,5703,0,0,1.38,3.35,7.21217999999991,16.36
CEMADEN,261420401A,2024,5079,0,0,0.98,2.76,7.96881999999922,13.63
CEMADEN,261420401A,2025,6113,0,0,1.57,4.1388,9.77431999999999,56.86
CEMADEN,261420402A,2017,856,0,0,0.2,1.18,3.12109999999998,4.13
CEMADEN,261420402A,2018,10071,0,0,0.98,3.55,8.93460000000006,14.7
CEMADEN,261420402A,2019,9842,0,0,1.18,3.97950000000001,9.85041999999987,16.63
CEMADEN,261420402A,2020,6398,0,0,0.98,2.95119999999999,6.69603,9.97
CEMADEN,261420402A,2021,5293,0,0,0.98,2.56,6.46035999999994,10.17
CEMADEN,261420402A,2022,2039,0,0,1.18,5.75179999999996,12.18442,14.47
