fonte_dados,cod_estacao,ano,n,minimo,p50,p95,p99,p999,maximo
CEMADEN,260515201C,2018,4652,0,0,0,1.2,7.0094000000001,13.2
CEMADEN,260515201C,2019,5022,0,0,0,0,0.2,0.2
CEMADEN,260515201C,2020,6693,0,0,0,0.2,0.2,0.2
CEMADEN,260515201C,2021,207,0,0,0,0,0,0
CEMADEN,260515201C,2022,4132,0,0,0.2,0.938000000000011,9.04279999999962,13.8
CEMADEN,260515202A,2024,1452,0,0,0,0.39,1.97,6.92
CEMADEN,260515202A,2025,5570,0,0,0.2,1.37,6.33099999999959,16.66
CEMADEN,260520201A,2017,14612,0,0,0.79,2.17,5.00557999999983,8.53
CEMADEN,260520201A,2018,10734,0,0,0.39,1.77,5.56339999999997,11.75
CEMADEN,260520201A,2019,10103,0,0,0.98,2.95,6.9,10.17
CEMADEN,260520201A,2020,5708,0,0,0.39,1.37,4.38859999999993,5.71
CEMADEN,260520201A,2021,11054,0,0,0.79,2.56,5.71,11.6
CEMADEN,260520201A,2022,11123,0,0,1.18,3.74,8.73194000000014,12.4
CEMADEN,260520201A,2023,10703,0,0,0.79,2.76,7.67834000000023,15.73
CEMADEN,260520201A,2024,10027,0,0,0.59,1.96,6.30974,14.27
CEMADEN,260520201A,2025,11252,0,0,1.18449999999999,3.54,7.71,13.5
CEMADEN,260520202A,2018,694,0,0,0.39,2.17400000000001,5.22086000000002,5.9
CEMADEN,260520202A,2019,9322,0,0,0.98,2.56,6.91037,10.37
CEMADEN,260520202A,2020,10238,0,0,0.59,2.18889999999998,6.3,9.75
CEMADEN,260520202A,2021,5146,0,0,0.79,1.77,4.72,9.13
CEMADEN,260520202A,2022,498,0,0,0.619999999999996,3.16769999999998,6.20293999999999,6.69
CEMADEN,260520202H,2017,13706,0,0,1,2.6,6.45900000000001,12.8
CEMADEN,260520202H,2018,6660,0,0,0.6,2.68199999999997,7.26820000000007,9.4
CEMADEN,260520202H,2019,261,0,0,1.4,4.55999999999992,18.1320000000001,21.2
CEMADEN,260530101A,2023,3,0.2,1.18,1.36,1.376,1.3796,1.38
CEMADEN,260530101A,2024,3897,0,0,0,0.59,6.38031999999989,11.39
CEMADEN,260530101A,2025,5897,0,0,0.42,2.17759999999999,9.34104,16.02
CEMADEN,260530101C,2017,7071,0,0,0,0.2,0.2,0.6
CEMADEN,260530101C,2018,2130,0,0,0.4,2.4,6.69680000000008,10.2
CEMADEN,260530101C,2019,783,0,0,0.2,0.6,1,1
CEMADEN,260530101C,2020,27,0,0,0,0,0,0
CEMADEN,260540001A,2017,595,0,0,0,0.601999999999989,1.86101999999989,3.15
CEMADEN,260540001A,2018,9422,0,0,0.39,1.77,5.9,10.78
CEMADEN,260540001A,2019,9248,0,0,0.59,1.57,4.87060000000012,16.22
CEMADEN,260540001A,2020,9137,0,0,0.2,1.57,5.46511999999986,12.81
CEMADEN,260540001A,2021,4016,0,0,0.2,0.79,5.48345000000023,13.21
CEMADEN,260540001A,2022,10044,0,0,0.59,2.36,6.58742000000002,11.39
CEMADEN,260540001A,2023,9818,0,0,0.59,1.77,5.38319999999963,8.78
CEMADEN,260540001A,2024,4828,0,0,0.39,1.97,10.78519,117.91
CEMADEN,260540001A,2025,3796,0,0,0.39,1.59900000000003,4.94459999999999,123.36
CEMADEN,260545901A,2024,169,0,0.2,0.8,2.85599999999999,6.22879999999998,6.8
CEMADEN,260545901A,2025,1161,0,0.4,3,6.6,9.53599999999997,16.8
CEMADEN,260550901A,2017,929,0,0,0,0.2,0.43224,0.59
CEMADEN,260550901A,2018,9537,0,0,0.42,2.29159999999989,5.40279999999999,8.32
CEMADEN,260550901A,2019,9366,0,0,0.59,2.17,7.38225000000008,18.11
CEMADEN,260550901A,2020,6836,0,0,0.79,2.95,8.97299999999999,17.48
CEMADEN,260550901A,2021,4774,0,0,0.39,0.98,3.15,6.79
CEMADEN,260550901A,2022,9990,0,0,0.79,2.76,6.50220000000009,9.36
CEMADEN,260550901A,2023,9987,0,0,0.59,2.17,5.90013999999999,11.8
CEMADEN,260550901A,2024,8918,0,0,0.42,1.97,5.71166000000001,10.8
CEMADEN,260550901A,2025,8035,0,0,0.79,2.36,6.69558000000005,11.59
CEMADEN,260560801A,2018,8665,0,0,0.2,1.64840000000011,7.24439999999973,13.43
CEMADEN,260560801A,2019,8030,0,0,0.2,1.77,9.72795999999966,11.99
CEMADEN,260560801A,2020,4680,0,0,0,0.59,4.33,13.22
CEMADEN,260560801A,2021,9041,0,0,0.2,2.16,9.54079999999958,14.49
CEMADEN,260560801A,2022,9342,0,0,0.39,2.17,8.86179999999993,18.3
CEMADEN,260560801A,2023,5804,0,0,0.39,1.77,7.14940000000002,13.65
CEMADEN,260560801C,2018,4849,0,0,0.2,1.50399999999991,5.46080000000002,8.4
CEMADEN,260560801C,2019,2018,0,0,0,0.165999999999985,0.2,0.4
CEMADEN,260560801C,2020,706,0,0,0.2,1.4,2.37699999999998,2.8
CEMADEN,260560802A,2023,1,0.2,0.2,0.2,0.2,0.2,0.2
CEMADEN,260560802A,2024,4242,0,0,0,0.59,2.26601000000001,4.72
CEMADEN,260560802A,2025,5350,0,0,0.42,1.77,7.42246999999968,22.94
CEMADEN,260570701A,2017,9937,0,0,0,0.6,6.63840000000018,17.6
CEMADEN,260570701A,2018,9054,0,0,0,1.6,8.2,17
CEMADEN,260570701A,2019,8623,0,0,0.2,1.2,6.4,10.4
CEMADEN,260570701A,2020,9066,0,0,0.2,1.4,8.3869999999999,16.4
CEMADEN,260570701A,2021,9137,0,0,0.2,1,3.6,9.6
CEMADEN,260570701A,2022,9279,0,0,0.2,2.6,8.4,13.8
CEMADEN,260570701A,2023,9002,0,0,0,0.6,6.99959999999992,14.2
CEMADEN,260570701A,2024,9256,0,0,0.2,1.8,7.94900000000016,13.8
CEMADEN,260570701A,2025,8478,0,0,0.2,0.8,5.71379999999954,11.2
CEMADEN,260570701C,2017,1519,0,0,0,0.4,4.48199999999997,7
CEMADEN,260570701C,2018,330,0,0,0,0.541999999999996,1.8026,2
CEMADEN,260570701C,2022,4746,0,0,0.4,1.8,7.50200000000004,14.4
CEMADEN,260570701C,2023,8962,0,0,0,0.4,5.01560000000027,12
CEMADEN,260570701C,2024,9043,0,0,0.2,1.8,8.8,13.6
CEMADEN,260570701C,2025,5319,0,0,0.2,0.8,4.93639999999996,12
CEMADEN,260570702A,2018,7204,0,0,0,0.98,6.41879999999983,18.35
CEMADEN,260570702A,2019,8557,0,0,0.2,1.97,12.19444,16.22
CEMADEN,260570702A,2020,4694,0,0,0.2,1.58399999999994,7.39153999999953,15.36
CEMADEN,260570702A,2021,4749,0,0,0.39,2.36,8.93756000000001,13.41
CEMADEN,260570702A,2024,3296,0,0,0,0.39,2.86089999999993,7.31
CEMADEN,260570702A,2025,9064,0,0,0.2,0.98,7.88479999999996,17.69
CEMADEN,260580601A,2023,7042,0,0,0.2,0.79,2.35220999999997,8.52
CEMADEN,260580601A,2024,8607,0,0,0.2,1.18,4.96040000000037,10.58
CEMADEN,260580601A,2025,8759,0,0,0.2,1.18,3.98598000000004,9.38
CEMADEN,260580601C,2017,12080,0,0,0.2,0.8,2.8,10.6
CEMADEN,260580601C,2018,8225,0,0,0.2,1.2,4.15519999999997,7.8
CEMADEN,260580601C,2019,4994,0,0,0.4,1.2,5.61399999999921,11.8
CEMADEN,260580601C,2021,9,0,0,0.68,0.936,0.993600000000001,1
CEMADEN,260580601C,2023,1506,0,0,0,0,0,0
CEMADEN,260590501A,2017,12981,0,0,0.98,2.76,7.30020000000001,14.28
CEMADEN,260590501A,2018,10318,0,0,0.79,2.75,6.71048999999997,12.42
CEMADEN,260590501A,2019,10028,0,0,0.98,2.56,5.89486999999999,16.64
CEMADEN,260590501A,2020,10048,0,0,0.79,2.95,7.70435999999994,17.27
CEMADEN,260590501A,2021,10471,0,0,0.79,2.16,5.92530000000001,21.67
CEMADEN,260590501A,2022,11057,0,0,1.18,3.15,7.71767999999989,13.21
CEMADEN,260590501A,2023,10728,0,0,0.79,2.36,6.72091999999997,12.26
CEMADEN,260590501A,2024,6079,0,0,0.59,1.97,4.94085999999973,41.12
CEMADEN,260590501A,2025,10370,0,0,0.98,2.75,5.71,12.6
CEMADEN,260590502A,2017,936,0,0,0.2,1.57,3.25205000000009,4.72
CEMADEN,260590502A,2018,10343,0,0,0.79,2.95,7.35921999999995,14.27
CEMADEN,260590502A,2019,10317,0,0,0.79,2.32960000000003,5.73735999999997,18.1
CEMADEN,260590502A,2020,9798,0,0,0.59,2.36,5.9405999999999,17.69
CEMADEN,260590502A,2021,5430,0,0,0.59,1.77,3.45848999999998,5.59
CEMADEN,260590502A,2022,502,0,0,0.42,1.77,3.34461000000001,3.54
CEMADEN,260590518H,2023,7218,0,0,0.8,2,5.31320000000014,7.2
CEMADEN,260590518H,2024,6320,0,0,0.2,1.2,3.93619999999992,10.6
CEMADEN,260590518H,2025,11065,0,0,0.8,2.4,5.4,11.2
CEMADEN,260600201A,2023,1103,0,0,0.2,0.59,2.34061999999998,5.98
CEMADEN,260600201A,2024,9142,0,0,0.39,0.98,4.63681000000022,12.61
CEMADEN,260600201A,2025,4012,0,0,0.59,1.54909999999998,11.18,18.72
CEMADEN,260600201C,2017,11895,0,0,0.2,0.6,2.42119999999995,18.4
CEMADEN,260600201C,2018,8204,0,0,0.2,0.6,4.07820000000029,8.6
CEMADEN,260600201C,2019,912,0,0,0.0899999999999864,2.578,7.33400000000033,12.8
CEMADEN,260600201C,2022,8177,0,0,0.6,1.6,6.45919999999969,10
CEMADEN,260600201C,2023,9517,0,0,0.2,0.8,4,8.8
CEMADEN,260600201C,2024,4028,0,0,0.2,1.4,5.98379999999997,8.4
CEMADEN,260600201C,2025,529,0,0,0.2,0.4,0.8,0.8
CEMADEN,260600202A,2025,3162,0,0,0.2,0.4,1,3
CEMADEN,260600203A,2025,3185,0,0,0.2,0.4,1,3
CEMADEN,260600204A,2025,3106,0,0,0.2,0.8,7.75799999999999,9.8
CEMADEN,260610101A,2017,243,0,0,0,0.2,1.38124000000001,1.57
CEMADEN,260610101A,2018,6498,0,0,0.39,1.57,4.33,77.63
CEMADEN,260610101A,2019,6770,0,0,0.39,1.57,7.03859999999986,17.5
CEMADEN,260610101A,2020,3194,0,0,0.59,2.56,8.07139999999996,19.34
CEMADEN,260610101A,2021,4702,0,0,0.39,0.98,3.35,6.89
CEMADEN,260610101A,2022,178,0,0,1.18,1.662,2.12637,2.16
CEMADEN,260610102A,2017,1083,0,0,0,0.395400000000002,1.36359999999998,1.77
CEMADEN,260610102A,2018,9472,0,0,0.39,1.82509999999982,8.06074000000048,13.5
CEMADEN,260610102A,2019,9424,0,0,0.59,1.77,5.12,13.04
CEMADEN,260610102A,2020,9129,0,0,0.2,1.38,5.8577599999998,18.98
CEMADEN,260610102A,2021,5631,0,0,0.2,1.11999999999996,2.36,3.35
CEMADEN,260610102A,2022,5873,0,0,0.98,3.15,7.56247999999988,43.85
CEMADEN,260610102A,2023,10130,0,0,0.59,2.56,5.71,13.23
CEMADEN,260610102A,2024,9364,0,0,0.39,1.77370000000001,8.90077000000076,17.69
CEMADEN,260610102A,2025,6551,0,0,0.79,2.56,5.9,9.37
CEMADEN,260620001A,2017,14065,0,0,0.4,1.6,5.78719999999994,15.6
CEMADEN,260620001A,2018,9908,0,0,0.6,2.78600000000006,7.21860000000015,9.6
CEMADEN,260620001A,2019,9867,0,0,0.8,2.8,7.2,12.8
CEMADEN,260620001A,2020,10151,0,0,0.6,2.4,7.57000000000007,10.6
CEMADEN,260620001A,2021,6884,0,0,1,3.03400000000001,8.11700000000019,14.2
CEMADEN,260620001A,2022,7795,0,0,0.8,2.6,5.48240000000005,264
CEMADEN,260620001A,2023,10386,0,0,0.8,2.62999999999993,6.92299999999996,11.8
CEMADEN,260620001A,2024,10338,0,0,0.8,2.8,6.73260000000009,14.6
CEMADEN,260620001A,2025,10737,0,0,1,3.2,7.90559999999969,14
CEMADEN,260620002A,2017,12904,0,0,0.6,2.2,5.81939999999995,14.6
CEMADEN,260620002A,2018,9972,0,0,0.8,3,7.40580000000009,11.6
CEMADEN,260620002A,2019,9909,0,0,1,3.2,6.81840000000011,15.8
CEMADEN,260620002A,2020,10078,0,0,0.8,2.8,8.16920000000027,16
CEMADEN,260620002A,2021,10127,0,0,0.8,2.8,8.8,11.2
CEMADEN,260620002A,2022,8965,0,0,0.8,3.2,13.4216,74
CEMADEN,260620002A,2023,10417,0,0,0.8,2.4,6.75040000000045,17.2
CEMADEN,260620002A,2024,9459,0,0,0.8,2.8,7.41679999999978,14.6
CEMADEN,260620002A,2025,209,0,0,1.4,8.65599999999998,10.2752,10.4
CEMADEN,260620003A,2017,1035,0,0,0,0.59,1.56353999999998,2.56
CEMADEN,260620003A,2018,9887,0,0,0.79,3.15,8.16787999999982,16.43
CEMADEN,260620003A,2019,9680,0,0,1.18,4.14,10.78,14.7
CEMADEN,260620003A,2020,7918,0,0,1.18,3.94,9.58576999999993,20.86
CEMADEN,260620003A,2021,5301,0,0,0.79,1.97,5.19999999999993,7.1
CEMADEN,260620003A,2022,10645,0,0,1.01599999999999,3.35,7.82763999999996,16.64
CEMADEN,260620003A,2023,10426,0,0,0.98,3.35,7.51,17.48
CEMADEN,260620003A,2024,9886,0,0,0.98,3.96849999999993,8.64189999999977,19.13
CEMADEN,260620003A,2025,8413,0,0,1.57,4.53,8.75176,13.21
CEMADEN,260620003H,2017,10675,0,0,0.6,2.2,6.93039999999965,15.4
CEMADEN,260620003H,2018,812,0,0,0.6,4,8.31339999999998,8.8
CEMADEN,260620003H,2023,4085,0,0,0.6,1.8,5.7496000000001,9.4
CEMADEN,260620003H,2024,7703,0,0,1,3.4,10.0596,15.4
CEMADEN,260620003H,2025,2846,0,0,0,0,0,0
CEMADEN,260630901A,2023,2,0.2,0.2,0.2,0.2,0.2,0.2
CEMADEN,260630901A,2024,4192,0,0,0,0.42,1.92371000000004,4.72
CEMADEN,260630901A,2025,6570,0,0,0.39,1.57,10.6605099999999,19.13
CEMADEN,260630901C,2017,2050,0,0,0,0.2,1.1902,2.2
CEMADEN,260630901C,2018,4314,0,0,0.2,1,5.94959999999992,9
CEMADEN,260630901C,2019,2388,0,0,0.2,0.4,0.8,1.2
CEMADEN,260630901C,2020,1231,0,0,0,0.2,1.90799999999999,3.4
CEMADEN,260630901C,2022,4147,0,0,0.2,1.8,5.97080000000005,13.8
CEMADEN,260630901C,2023,2268,0,0,0,0.8,5.23980000000011,6.8
CEMADEN,260630901C,2024,6680,0,0,0,0,0.864199999999983,7
CEMADEN,260630901C,2025,3045,0,0,0.4,1.8,9.17360000000008,10.8
CEMADEN,260640801A,2025,3350,0,0,0.4,0.8,1.93019999999997,7.4
CEMADEN,260640801C,2017,10884,0,0,0.2,1,3.22340000000004,7.4
CEMADEN,260640801C,2018,7475,0,0,0.2,1.45200000000004,7.02079999999987,10
CEMADEN,260640801C,2019,3434,0,0,0,0,0,0.6
CEMADEN,260640802A,2025,2922,0,0,0.2,0.6,1.6,2.8
CEMADEN,260640803A,2025,2735,0,0,0,0.4,1.30640000000003,2
CEMADEN,260650701A,2018,5889,0,0,0.2,0.59,1.99240000000002,5.31
CEMADEN,260650701A,2019,8331,0,0,0.2,0.98,7.66750000000002,11.39
CEMADEN,260650701A,2020,4222,0,0,0.39,0.98,6.66699999999863,11.8
CEMADEN,260650701A,2021,4810,0,0,0.2,0.98,6.59291999999998,17.27
CEMADEN,260650701A,2022,3604,0,0,0.39,1.77,5.66482999999997,9.14
CEMADEN,260650701A,2023,9614,0,0,0.2,0.98,6.03257000000007,22.73
CEMADEN,260650701A,2024,9416,0,0,0.2,0.98,6.47334999999868,19.55
CEMADEN,260650701A,2025,10107,0,0,0.39,1.18,6.8565400000001,12.6
CEMADEN,260650701C,2018,3394,0,0,0.2,1.21400000000003,5.64279999999999,14.6
CEMADEN,260650701C,2022,1843,0,0,0.6,1.4,2.26319999999996,3.4
CEMADEN,260650701C,2023,2450,0,0,0.4,1,4.81219999999985,13.2
CEMADEN,260660601A,2017,10082,0,0,0.2,0.59,3.92379999999997,7.1
CEMADEN,260660601A,2018,9002,0,0,0,1.18,9.53982999999996,24.02
CEMADEN,260660601A,2019,7681,0,0,0.2,1.38,10.0407999999999,24.46
CEMADEN,260660601A,2020,353,0,0,0,7.1492,11.90016,12.4
CEMADEN,260660601A,2021,7094,0,0,0.2,1.18,6.84420000000009,14.27
CEMADEN,260660601A,2022,8022,0,0,0.2,0.98,5.3018100000001,11.6
CEMADEN,260660601A,2023,7064,0,0,0,0.79,5.71,14.05
CEMADEN,260660601A,2024,3518,0,0,0,0.59,3.53837000000007,5.51
CEMADEN,260660601A,2025,6113,0,0,0,0.42,3.12759999999998,6.31
CEMADEN,260660601C,2017,7816,0,0,0.2,0.8,4.23700000000008,11
CEMADEN,260660601C,2018,7757,0,0,0,1,4.84879999999994,11.2
CEMADEN,260660601C,2019,8486,0,0,0.2,1,5.80599999999977,15.6
CEMADEN,260660601C,2020,2499,0,0,0.8,3.004,9.10039999999999,11.2
CEMADEN,260660601C,2021,313,0,0,2.88,5.576,6.15039999999999,6.4
CEMADEN,260660601C,2022,101,0,0,0.2,0.8,2.96000000000001,3.2
CEMADEN,260660601C,2023,104,0,0,0,0.194,0.558800000000002,0.6
CEMADEN,260670501A,2023,3991,0,0,0.2,0.79,2.95400000000009,6.19
CEMADEN,260670501A,2024,8564,0,0,0.39,1.37,7.76656999999994,18.1
CEMADEN,260670501A,2025,6892,0,0,0.59,1.57,5.52962000000007,10.58
CEMADEN,260680403A,2017,12733,0,0,0.59,2.16,6.02184000000001,10.57
CEMADEN,260680403A,2018,10274,0,0,0.79,2.95,8.89632000000012,15.77
CEMADEN,260680403A,2019,9453,0,0,0.98,3.15,7.64316000000012,14.29
CEMADEN,260680403A,2020,10040,0,0,0.79,2.87590000000011,7.10960999999999,10.78
CEMADEN,260680403A,2021,10453,0,0,0.79,2.95,7.52740000000003,17.9
CEMADEN,260680403A,2022,10844,0,0,1.37,4.33,8.61733999999953,13.64
CEMADEN,260680403A,2023,4194,0,0,0.98,2.96399999999994,7.92614,9.39
CEMADEN,260680403A,2024,6608,0,0,0.59,2.16,6.01681000000001,14.27
CEMADEN,260680403A,2025,10982,0,0,1.18,3.80230000000009,8.32418000000005,15.73
CEMADEN,260680404A,2017,14877,0,0,0.79,2.56,6.1,11.18
CEMADEN,260680404A,2018,7119,0,0,0.98,3.74,8.70347999999995,10.57
CEMADEN,260680404A,2019,4095,0,0,1.77,4.14,6.90906,7.52
CEMADEN,260680404A,2020,5845,0,0,0.79,1.97,4.55963999999999,8.36
CEMADEN,260680404A,2021,10223,0,0,0.98,3.15,7.6234200000001,16.31
CEMADEN,260680404A,2022,4540,0,0,0.98,3.66589999999994,11.1644000000001,20.38
CEMADEN,260680404A,2023,5079,0,0,0.59,1.81180000000005,5.10439999999991,8.53
CEMADEN,260680404A,2024,10301,0,0,0.79,3.15,8.51200000000019,18.31
CEMADEN,260680404A,2025,9655,0,0,1.37,4.13,9.07185999999981,18.1
CEMADEN,260680405A,2017,12969,0,0,0.79,2.56,7.30063999999998,12.41
CEMADEN,260680405A,2018,10072,0,0,0.79,2.95,6.93645000000001,11.99
CEMADEN,260680405A,2019,9802,0,0,0.98,3.35,8.15776000000012,16.86
CEMADEN,260680405A,2020,9962,0,0,0.79,2.75389999999999,6.71535000000044,14.51
CEMADEN,260680405A,2021,8099,0,0,1.18,3.94,8.92530000000001,17.07
CEMADEN,260680405A,2022,3735,0,0,0.59,2.16,8.17916000000002,13.85
CEMADEN,260680405A,2023,10481,0,0,1.18,3.54,7.11560000000001,10.58
CEMADEN,260680405A,2024,9623,0,0,0.79,3.15,8.93,11.38
CEMADEN,260680405A,2025,5799,0,0,0.79,2.97359999999992,9.0148400000001,10.38
CEMADEN,260680406A,2017,1120,0,0,0.2,0.79,3.46979000000005,3.94
CEMADEN,260680406A,2018,10167,0,0,0.79,3.35,7.96336000000003,13.42
CEMADEN,260680406A,2019,9806,0,0,1.18,3.94,8.56094999999994,12.6
CEMADEN,260680406A,2020,6406,0,0,1.18,3.94,9.67900000000005,22.1
CEMADEN,260680406A,2021,5660,0,0,0.39,1.38,3.74,6.32
CEMADEN,260680406A,2022,1423,0,0,0,0.2,0.2,0.2
CEMADEN,260690301A,2018,5648,0,0,0.39,2.56,9.22060000000001,14.91
CEMADEN,260690301A,2019,2073,0,0,1.18,4.74840000000016,13.6191199999998,23.38
CEMADEN,260690301A,2021,894,0,0,0,0,0.438189999999995,0.59
CEMADEN,260690301A,2023,2927,0,0,0,0.545799999999963,6.10740000000001,14.53
CEMADEN,260690301A,2024,7874,0,0,0.2,1.18,7.10889000000003,21.71
CEMADEN,260690301A,2025,9103,0,0,0.2,1.97,10.8769799999992,24.13
CEMADEN,260690301C,2018,7279,0,0,0.2,1.8,6.5775999999998,9.4
CEMADEN,260690301C,2019,4889,0,0,0.4,2.6,11.2224,17.2
CEMADEN,260690301C,2020,999,0,0,0,0.603999999999996,3.60279999999993,5
CEMADEN,260690301C,2022,4404,0,0,0.2,1.4,5.4,11
CEMADEN,260690301C,2023,6729,0,0,0.2,1.6,6,13.2
CEMADEN,260700001A,2023,5420,0,0,0.2,0.59,3.66039000000003,11.39
CEMADEN,260700001A,2024,6373,0,0,0.2,1.18,7.70795999999983,164.48
CEMADEN,260700001A,2025,8904,0,0,0.2,0.59,2.57842999999995,14.48
CEMADEN,260700001C,2017,7605,0,0,0.2,0.6,2.4,10.2
CEMADEN,260700001C,2018,80,0,0,0,0,0,0
CEMADEN,260710901A,2023,93,0,0,0.42,0.930399999999998,1.86604,1.97
CEMADEN,260710901A,2024,3003,0,0,0,0,4.91774000000005,9.14
CEMADEN,260710901A,2025,9312,0,0,0.2,1.57,9.70809000000025,17.08
CEMADEN,260710901U,2017,542,0,0,0.2,2.31800000000001,5.53439999999991,6.4
CEMADEN,260710901U,2018,6379,0,0,0.2,0.4,4.24880000000012,10.2
CEMADEN,260710901U,2019,3356,0,0,0,0.2,0.4,0.4
CEMADEN,260720801A,2017,13785,0,0,0.98,3.15,6.70216,13.01
CEMADEN,260720801A,2018,10225,0,0,0.79,3.54,9.26263999999994,17.48
CEMADEN,260720801A,2019,6742,0,0,1.18,3.7459,8.88799000000001,14.71
CEMADEN,260720801A,2020,4934,0,0,0.59,1.77,5.4167,7.16
CEMADEN,260720801A,2021,10977,0,0,1.18,3.35,8.13623999999985,11.59
CEMADEN,260720801A,2022,11225,0,0,1.57,4.68640000000003,12.1759999999998,20.59
CEMADEN,260720801A,2023,10891,0,0,1.18,3.55,9.70730000000083,17.41
CEMADEN,260720801A,2024,9476,0,0,0.39,2.6075,7.87874999999995,10.16
CEMADEN,260720801A,2025,10193,0,0,0.79,2.7508,6.70807999999999,16.78
CEMADEN,260720801G,2019,2196,0,0,0.2,1.21000000000004,3.12199999999994,4.2
CEMADEN,260720801G,2020,9810,0,0,0.6,2.78199999999997,7.83820000000014,16.2
CEMADEN,260720801G,2021,10328,0,0,1,3.2,8.66920000000027,13.2
CEMADEN,260720801G,2022,9241,0,0,0.2,0.4,2.30400000000009,4.8
CEMADEN,260720801G,2023,3512,0,0,0,0.2,7.86260000000011,14.2
CEMADEN,260720801G,2024,7016,0,0,0.2,0.6,2.2,7.8
CEMADEN,260720801G,2025,10749,0,0,1,2.8,5.8,8.2
CEMADEN,260720802A,2017,13972,0,0,0.98,3.35,7.70029,10.98
CEMADEN,260720802A,2018,9048,0,0,0.98,3.15,8.3005999999999,12.81
CEMADEN,260720802A,2019,3148,0,0,1.77,3.74,5.87207000000001,7.52
CEMADEN,260720802A,2020,4752,0,0,0.59,1.57,4.17979999999996,5.9
CEMADEN,260720802A,2021,8961,0,0,0.2,1.57,6.17440000000032,11.79
CEMADEN,260720802A,2022,4311,0,0,0.79,3.35,6.5069,7.74
CEMADEN,260720803A,2017,12757,0,0,0.79,3.15,7.4214800000001,11.18
CEMADEN,260720803A,2018,9887,0,0,0.79,2.95139999999999,8.81937999999993,15.57
CEMADEN,260720803A,2019,9610,0,0,0.98,2.76,6.69391,15.55
CEMADEN,260720803A,2020,550,0,0,0,0,0.903140000000003,0.98
CEMADEN,260720804A,2017,13126,0,0,0.79,3.15,9.55,49.09
CEMADEN,260720804A,2018,10224,0,0,0.79,3.35,11.2514200000001,15.78
CEMADEN,260720804A,2019,9971,0,0,1.18,3.55,9.34,16.86
CEMADEN,260720804A,2020,2193,0,0,0.2,0.995999999999985,3.35,3.74
CEMADEN,260720804A,2021,10715,0,0,0.98,2.95,6.5243,12.2
CEMADEN,260720804A,2022,4684,0,0,0.98,3.35,6.57608,8.73
CEMADEN,260720804A,2023,395,0,0,0,0,0,0
CEMADEN,260720804A,2024,3672,0,0,0.2,1.18,4.63528000000006,7.12
CEMADEN,260720804A,2025,10543,0,0,1.18,3.3758,8.6170200000001,14.73
CEMADEN,260720805A,2017,913,0,0,0.42,2.1308,5.06615999999987,8.55
CEMADEN,260720805A,2018,6788,0,0,1.18,3.94,8.17750999999993,9.95
CEMADEN,260720805A,2019,1843,0,0,0.98,1.96,4.57107999999997,4.92
CEMADEN,260720805A,2020,421,0,0.2,2.75,5.272,9.97519999999998,10.58
CEMADEN,260720805A,2021,4626,0,0,0.98,2.36,5.19875,8.11
CEMADEN,260720805A,2022,5613,0,0.2,2.36,5.31,9.28875999999994,17.07
CEMADEN,260720805A,2023,10632,0,0,1.18,3.55,8.11738000000001,12.8
CEMADEN,260720805A,2024,10160,0,0,0.98,2.75,7.30368000000017,14.81
CEMADEN,260720805A,2025,10317,0,0,1.37,3.35,6.63943999999989,10.78
CEMADEN,260730701A,2017,4869,0,0,0,0.42,4.48575999999954,6.49
CEMADEN,260730701A,2018,8956,0,0,0.39,2.76,10.37,17.48
CEMADEN,260730701A,2019,8179,0,0,0.2,2.36440000000001,7.38754000000001,13.01
CEMADEN,260730701A,2020,4849,0,0,0,0.98,7.50304,16.66
CEMADEN,260730701A,2021,9054,0,0,0.2,1.38,7.28039000000004,12.4
CEMADEN,260730701A,2022,9466,0,0,0.39,1.77,11.79,19.86
CEMADEN,260730701A,2023,4508,0,0,0.2,1.75600000000006,6.21339000000009,15.35
CEMADEN,260730701A,2024,1680,0,0,0.2,1.61200000000001,9.49625999999938,20.6
CEMADEN,260730701A,2025,2,1.05,1.05,1.05,1.05,1.05,1.05
CEMADEN,260730702A,2017,10068,0,0,0.2,0.98,6.89061999999987,11.99
CEMADEN,260730702A,2018,9176,0,0,0.2,1.97,7.31,14.91
CEMADEN,260730702A,2019,4664,0,0,0.2,1.18,4.92766000000052,7.3
CEMADEN,260730702A,2020,541,0,0,0.2,2.55800000000002,9.32860000000002,9.55
CEMADEN,260730702A,2021,7177,0,0,0.2,1.18,4.81615999999977,8.35
CEMADEN,260730702A,2022,9443,0,0,0.39,1.96,6.21159999999982,13.01
CEMADEN,260730702A,2023,9014,0,0,0.2,1.37,6.09492999999968,18.01
CEMADEN,260730702A,2024,9347,0,0,0.39,2.07259999999982,7.56708000000046,13.41
CEMADEN,260730702A,2025,9314,0,0,0.2,1.57,6.52748,16.66
CEMADEN,260730703A,2018,8672,0,0,0.39,2.56,9.75329,20.39
CEMADEN,260730703A,2019,8546,0,0,0.39,2.56,8.21099999999998,13.04
CEMADEN,260730703A,2020,4452,0,0,0.2,0.79,6.33057999999999,13.85
CEMADEN,260730703A,2021,4421,0,0,0.2,0.2,1.13799999999996,5.51
CEMADEN,260730703A,2022,777,0,0,0.2,0.638000000000002,6.98432000000046,14.69
CEMADEN,260730703A,2023,688,0,0,0.2,2.0727,9.22947999999995,11.95
CEMADEN,260730703A,2025,7441,0,0,0.2,0.98,7.87680000000041,35.46
