fonte_dados,cod_estacao,ano,nome_estacao,tipo_estacao,periodicidade_fonte,intervalo_modal_min,n_intervalos_modais,n_dias_com_valor,moda_n_validas,p50_n_validas,p90_n_validas,p95_n_validas,max_n_validas,n_esperado_intervalo,erro_fechamento_min,intervalo_fecha_dia,n_esperado_dia,razao_p95_esperado,cadencia_inconsistente,confianca_cadencia
CEMADEN,260550901A,2024,FERREIROS - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7390,333,24,24,33,39.4,76,24,0,TRUE,24,1.64166666666667,TRUE,BAIXA
CEMADEN,260550901A,2025,FERREIROS - APAC,PLUVIOMETRICA_AUTOMATICA,,60,5801,274,24,24.5,41,51,101,24,0,TRUE,24,2.125,TRUE,BAIXA
CEMADEN,260560801A,2018,SÃTIO DOS NUNES - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7764,351,24,24,28,34,62,24,0,TRUE,24,1.41666666666667,TRUE,BAIXA
CEMADEN,260560801A,2019,SÃTIO DOS NUNES - APAC,PLUVIOMETRICA_AUTOMATICA,,60,6998,336,24,24,26,31.5,63,24,0,TRUE,24,1.3125,TRUE,BAIXA
CEMADEN,260560801A,2020,SÃTIO DOS NUNES - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3881,204,24,24,25,27.85,55,24,0,TRUE,24,1.16041666666667,FALSE,ALTA
CEMADEN,260560801A,2021,SÃTIO DOS NUNES - APAC,PLUVIOMETRICA_AUTOMATICA,,60,8123,359,24,24,30,34,55,24,0,TRUE,24,1.41666666666667,TRUE,BAIXA
CEMADEN,260560801A,2022,SÃTIO DOS NUNES - APAC,PLUVIOMETRICA_AUTOMATICA,,60,8096,365,24,24,31,34.8,63,24,0,TRUE,24,1.45,TRUE,BAIXA
CEMADEN,260560801A,2023,SÃTIO DOS NUNES - APAC,PLUVIOMETRICA_AUTOMATICA,,60,5095,228,24,24,30,32,50,24,0,TRUE,24,1.33333333333333,TRUE,BAIXA
CEMADEN,260560801C,2018,FLORES,PLUVIOMETRICA_AUTOMATICA,,60,4510,200,24,24,27,30.05,44,24,0,TRUE,24,1.25208333333333,TRUE,BAIXA
CEMADEN,260560801C,2019,FLORES,PLUVIOMETRICA_AUTOMATICA,,60,1943,112,24,24,24,25,27,24,0,TRUE,24,1.04166666666667,FALSE,ALTA
CEMADEN,260560801C,2020,FLORES,PLUVIOMETRICA_AUTOMATICA,,60,586,34,24,24,28.7,31.4,61,24,0,TRUE,24,1.30833333333333,TRUE,BAIXA
CEMADEN,260560802A,2023,Flores [Rádio Florescer] - APAC,PLUVIOMETRICA_AUTOMATICA,,,,1,1,1,1,1,1,,,FALSE,1,1,FALSE,BAIXA
CEMADEN,260560802A,2024,Flores [Rádio Florescer] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3921,183,24,24,25,28,45,24,0,TRUE,24,1.16666666666667,FALSE,ALTA
CEMADEN,260560802A,2025,Flores [Rádio Florescer] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,4441,217,24,24,30,40,62,24,0,TRUE,24,1.66666666666667,TRUE,BAIXA
CEMADEN,260570701A,2017,Centro,PLUVIOMETRICA_AUTOMATICA,,60,8404,365,24,24,36,49,83,24,0,TRUE,24,2.04166666666667,TRUE,BAIXA
CEMADEN,260570701A,2018,Centro,PLUVIOMETRICA_AUTOMATICA,,60,8465,365,24,24,27,29,56,24,0,TRUE,24,1.20833333333333,FALSE,ALTA
CEMADEN,260570701A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7966,359,24,24,26,31,46,24,0,TRUE,24,1.29166666666667,TRUE,BAIXA
CEMADEN,260570701A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,8069,366,24,24,28.5,32.75,64,24,0,TRUE,24,1.36458333333333,TRUE,BAIXA
CEMADEN,260570701A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,8405,365,24,24,28,32.8,55,24,0,TRUE,24,1.36666666666667,TRUE,BAIXA
CEMADEN,260570701A,2022,Centro,PLUVIOMETRICA_AUTOMATICA,,60,8160,365,24,24,30,37.6,61,24,0,TRUE,24,1.56666666666667,TRUE,BAIXA
CEMADEN,260570701A,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,8501,365,24,24,27,30,40,24,0,TRUE,24,1.25,FALSE,ALTA
CEMADEN,260570701A,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,8455,366,24,24,28,33,58,24,0,TRUE,24,1.375,TRUE,BAIXA
CEMADEN,260570701A,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7813,342,24,24,27,33,51,24,0,TRUE,24,1.375,TRUE,BAIXA
CEMADEN,260570701C,2017,FLORESTA,PLUVIOMETRICA_AUTOMATICA,,60,1334,111,24,13,24,24,33,24,0,TRUE,24,1,FALSE,ALTA
CEMADEN,260570701C,2018,FLORESTA,PLUVIOMETRICA_AUTOMATICA,,60,282,30,13,12,15,15.55,16,24,0,TRUE,24,0.647916666666667,TRUE,BAIXA
CEMADEN,260570701C,2022,FLORESTA,PLUVIOMETRICA_AUTOMATICA,,60,4184,186,24,24,29,37.75,63,24,0,TRUE,24,1.57291666666667,TRUE,BAIXA
CEMADEN,260570701C,2023,FLORESTA,PLUVIOMETRICA_AUTOMATICA,,60,8489,364,24,24,27,29,41,24,0,TRUE,24,1.20833333333333,FALSE,ALTA
CEMADEN,260570701C,2024,FLORESTA,PLUVIOMETRICA_AUTOMATICA,,60,8265,363,24,24,28,32,59,24,0,TRUE,24,1.33333333333333,TRUE,BAIXA
CEMADEN,260570701C,2025,FLORESTA,PLUVIOMETRICA_AUTOMATICA,,60,4800,217,24,24,27.4,33.4,50,24,0,TRUE,24,1.39166666666667,TRUE,BAIXA
CEMADEN,260570702A,2018,NAZARE DO PICO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,6808,294,24,24,26,30,42,24,0,TRUE,24,1.25,FALSE,ALTA
CEMADEN,260570702A,2019,NAZARE DO PICO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7764,349,24,24,28,33,56,24,0,TRUE,24,1.375,TRUE,BAIXA
CEMADEN,260570702A,2020,NAZARE DO PICO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3913,203,24,24,25.8,28,74,24,0,TRUE,24,1.16666666666667,FALSE,ALTA
CEMADEN,260570702A,2021,NAZARE DO PICO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,4029,232,24,24,28,31,50,24,0,TRUE,24,1.29166666666667,TRUE,BAIXA
CEMADEN,260570702A,2024,NAZARE DO PICO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3172,143,24,24,24,25.9,33,24,0,TRUE,24,1.07916666666667,FALSE,ALTA
CEMADEN,260570702A,2025,NAZARE DO PICO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,8284,363,24,24,27,30,56,24,0,TRUE,24,1.25,FALSE,ALTA
CEMADEN,260580601A,2023,Frei Miguelinho [EREN São José] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,5560,275,24,24,31,40.9,97,24,0,TRUE,24,1.70416666666667,TRUE,BAIXA
CEMADEN,260580601A,2024,Frei Miguelinho [EREN São José] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7186,351,24,24,30,34,70,24,0,TRUE,24,1.41666666666667,TRUE,BAIXA
CEMADEN,260580601A,2025,Frei Miguelinho [EREN São José] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7142,356,24,24,30,34.25,66,24,0,TRUE,24,1.42708333333333,TRUE,BAIXA
CEMADEN,260580601C,2017,FREI MIGUELINHO,PLUVIOMETRICA_AUTOMATICA,,10,10501,164,144,43.5,144,144,144,144,0,TRUE,144,1,FALSE,ALTA
CEMADEN,260580601C,2018,FREI MIGUELINHO,PLUVIOMETRICA_AUTOMATICA,,60,7258,335,24,24,29,34.3,67,24,0,TRUE,24,1.42916666666667,TRUE,BAIXA
CEMADEN,260580601C,2019,FREI MIGUELINHO,PLUVIOMETRICA_AUTOMATICA,,60,4136,206,24,24,30,35,100,24,0,TRUE,24,1.45833333333333,TRUE,BAIXA
CEMADEN,260580601C,2021,FREI MIGUELINHO,PLUVIOMETRICA_AUTOMATICA,,60,5,1,9,9,9,9,9,24,0,TRUE,24,0.375,TRUE,BAIXA
CEMADEN,260580601C,2023,FREI MIGUELINHO,PLUVIOMETRICA_AUTOMATICA,,60,1483,69,24,24,24,24,24,24,0,TRUE,24,1,FALSE,ALTA
CEMADEN,260590501A,2017,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7267,362,24,28,60.9,74.95,139,24,0,TRUE,24,3.12291666666667,TRUE,BAIXA
CEMADEN,260590501A,2018,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7742,365,24,25,37,44,71,24,0,TRUE,24,1.83333333333333,TRUE,BAIXA
CEMADEN,260590501A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7060,355,24,24,39.6,48.3,105,24,0,TRUE,24,2.0125,TRUE,BAIXA
CEMADEN,260590501A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7023,366,24,24,36.5,44,79,24,0,TRUE,24,1.83333333333333,TRUE,BAIXA
CEMADEN,260590501A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7416,361,24,25,40,48,95,24,0,TRUE,24,2,TRUE,BAIXA
CEMADEN,260590501A,2022,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7271,365,24,25,45,57.8,97,24,0,TRUE,24,2.40833333333333,TRUE,BAIXA
CEMADEN,260590501A,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7325,359,24,26,43,47.1,97,24,0,TRUE,24,1.9625,TRUE,BAIXA
CEMADEN,260590501A,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,4478,248,24,24,35,41.3,70,24,0,TRUE,24,1.72083333333333,TRUE,BAIXA
CEMADEN,260590501A,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,6860,363,24,25,40.8,50.9,99,24,0,TRUE,24,2.12083333333333,TRUE,BAIXA
CEMADEN,260590502A,2017,GAMELEIRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,788,40,23,23,28,32.1,52,24,0,TRUE,24,1.3375,TRUE,BAIXA
CEMADEN,260590502A,2018,GAMELEIRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7659,365,24,25,38.6,44,68,24,0,TRUE,24,1.83333333333333,TRUE,BAIXA
CEMADEN,260590502A,2019,GAMELEIRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7153,353,24,25,37,52.4,138,24,0,TRUE,24,2.18333333333333,TRUE,BAIXA
CEMADEN,260590502A,2020,GAMELEIRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,6952,334,24,25,38,46.35,144,24,0,TRUE,24,1.93125,TRUE,BAIXA
CEMADEN,260590502A,2021,GAMELEIRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3985,190,24,24.5,36.2,46.55,96,24,0,TRUE,24,1.93958333333333,TRUE,BAIXA
CEMADEN,260590502A,2022,GAMELEIRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,415,19,24,24,29.4,34.2999999999999,64,24,0,TRUE,24,1.42916666666666,TRUE,BAIXA
CEMADEN,260590518H,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,4907,236,24,26,43,48,96,24,0,TRUE,24,2,TRUE,BAIXA
CEMADEN,260590518H,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,5528,245,24,24,30,33,46,24,0,TRUE,24,1.375,TRUE,BAIXA
CEMADEN,260590518H,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7594,365,24,26,44.6,53,97,24,0,TRUE,24,2.20833333333333,TRUE,BAIXA
CEMADEN,260600201A,2023,Garanhuns [UFRPE] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,820,42,24,24,34.5,40.75,49,24,0,TRUE,24,1.69791666666667,TRUE,BAIXA
CEMADEN,260600201A,2024,Garanhuns [UFRPE] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,6251,338,24,24,39.3,49.15,85,24,0,TRUE,24,2.04791666666667,TRUE,BAIXA
CEMADEN,260600201A,2025,Garanhuns [UFRPE] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,2549,156,24,24,35,50,134,24,0,TRUE,24,2.08333333333333,TRUE,BAIXA
CEMADEN,260600201C,2017,GARANHUNS,PLUVIOMETRICA_AUTOMATICA,,10,10318,149,144,53,144,144,144,144,0,TRUE,144,1,FALSE,ALTA
CEMADEN,260600201C,2018,GARANHUNS,PLUVIOMETRICA_AUTOMATICA,,60,7072,330,24,24,32,34,56,24,0,TRUE,24,1.41666666666667,TRUE,BAIXA
CEMADEN,260600201C,2019,GARANHUNS,PLUVIOMETRICA_AUTOMATICA,,60,797,56,16,16,20.5,22.5,28,24,0,TRUE,24,0.9375,FALSE,ALTA
CEMADEN,260600201C,2022,GARANHUNS,PLUVIOMETRICA_AUTOMATICA,,60,5601,273,24,26,43.8,50,99,24,0,TRUE,24,2.08333333333333,TRUE,BAIXA
CEMADEN,260600201C,2023,GARANHUNS,PLUVIOMETRICA_AUTOMATICA,,60,7611,354,24,25,34.7,40,68,24,0,TRUE,24,1.66666666666667,TRUE,BAIXA
CEMADEN,260600201C,2024,GARANHUNS,PLUVIOMETRICA_AUTOMATICA,,60,3234,180,24,24,32,36,44,24,0,TRUE,24,1.5,TRUE,BAIXA
CEMADEN,260600201C,2025,GARANHUNS,PLUVIOMETRICA_AUTOMATICA,,60,364,21,24,24,35,43,49,24,0,TRUE,24,1.79166666666667,TRUE,BAIXA
CEMADEN,260600202A,2025,G2-260600202A,PLUVIOMETRICA_AUTOMATICA,,60,2689,121,24,24,28,38,77,24,0,TRUE,24,1.58333333333333,TRUE,BAIXA
CEMADEN,260600203A,2025,G2-260600203A,PLUVIOMETRICA_AUTOMATICA,,60,2653,121,24,24,29,39,80,24,0,TRUE,24,1.625,TRUE,BAIXA
CEMADEN,260600204A,2025,G2-260600204A,PLUVIOMETRICA_AUTOMATICA,,60,2593,120,24,24,28,35.1,76,24,0,TRUE,24,1.4625,TRUE,BAIXA
CEMADEN,260610101A,2017,APODI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,172,13,21,20,22.8,24.2,26,24,0,TRUE,24,1.00833333333333,FALSE,MEDIA
CEMADEN,260610101A,2018,APODI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3670,286,24,23,29.5,36,50,24,0,TRUE,24,1.5,TRUE,BAIXA
CEMADEN,260610101A,2019,APODI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,4911,263,24,24,30,37,93,24,0,TRUE,24,1.54166666666667,TRUE,BAIXA
CEMADEN,260610101A,2020,APODI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,2131,205,24,11,27,33.6,57,24,0,TRUE,24,1.4,TRUE,BAIXA
CEMADEN,260610101A,2021,APODI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3876,186,24,24,33,36.75,61,24,0,TRUE,24,1.53125,TRUE,BAIXA
CEMADEN,260610101A,2022,APODI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,141,7,24,25,33.4,36.7,40,24,0,TRUE,24,1.52916666666667,TRUE,BAIXA
CEMADEN,260610102A,2017,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,1024,47,24,24,24.4,26.4,33,24,0,TRUE,24,1.1,FALSE,ALTA
CEMADEN,260610102A,2018,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,8159,365,24,24,30.6,36,63,24,0,TRUE,24,1.5,TRUE,BAIXA
CEMADEN,260610102A,2019,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7510,352,24,24,33.9,41.9,94,24,0,TRUE,24,1.74583333333333,TRUE,BAIXA
CEMADEN,260610102A,2020,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,8089,364,24,24,29,32.85,66,24,0,TRUE,24,1.36875,TRUE,BAIXA
CEMADEN,260610102A,2021,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,4544,223,24,24,32,35.9,45,24,0,TRUE,24,1.49583333333333,TRUE,BAIXA
CEMADEN,260610102A,2022,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,4223,255,24,24,36,46.1999999999999,86,24,0,TRUE,24,1.925,TRUE,BAIXA
CEMADEN,260610102A,2023,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7885,363,24,24,37,43,76,24,0,TRUE,24,1.79166666666667,TRUE,BAIXA
CEMADEN,260610102A,2024,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7887,357,24,24,33,38.4,81,24,0,TRUE,24,1.6,TRUE,BAIXA
CEMADEN,260610102A,2025,GLORIA DO GOITA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,4660,234,24,25,37.7,48,107,24,0,TRUE,24,2,TRUE,BAIXA
CEMADEN,260620001A,2017,Estadio Municipal Agamemon Magalhães,PLUVIOMETRICA_AUTOMATICA,,60,7327,364,24,26,66.7,109.7,144,24,0,TRUE,24,4.57083333333333,TRUE,BAIXA
CEMADEN,260620001A,2018,Estadio Municipal Agamemon Magalhães,PLUVIOMETRICA_AUTOMATICA,,60,7997,365,24,25,34,40,62,24,0,TRUE,24,1.66666666666667,TRUE,BAIXA
CEMADEN,260620001A,2019,Estádio Municipal,PLUVIOMETRICA_AUTOMATICA,,60,7571,361,24,25,35,39,107,24,0,TRUE,24,1.625,TRUE,BAIXA
CEMADEN,260620001A,2020,Estádio Municipal,PLUVIOMETRICA_AUTOMATICA,,60,8037,366,24,24.5,35,41,92,24,0,TRUE,24,1.70833333333333,TRUE,BAIXA
CEMADEN,260620001A,2021,Estádio Municipal,PLUVIOMETRICA_AUTOMATICA,,60,3339,360,24,19,27,33,67,24,0,TRUE,24,1.375,TRUE,BAIXA
CEMADEN,260620001A,2022,Estádio Municipal,PLUVIOMETRICA_AUTOMATICA,,60,5218,302,24,25,36,44.95,74,24,0,TRUE,24,1.87291666666667,TRUE,BAIXA
CEMADEN,260620001A,2023,Estádio Municipal,PLUVIOMETRICA_AUTOMATICA,,60,7582,360,24,26,38.1,48,77,24,0,TRUE,24,2,TRUE,BAIXA
CEMADEN,260620001A,2024,ETA Compesa,PLUVIOMETRICA_AUTOMATICA,,60,7867,366,24,26,35,41,84,24,0,TRUE,24,1.70833333333333,TRUE,BAIXA
CEMADEN,260620001A,2025,ETA Compesa,PLUVIOMETRICA_AUTOMATICA,,60,7749,365,24,25,40,51,111,24,0,TRUE,24,2.125,TRUE,BAIXA
CEMADEN,260620002A,2017,Prefeitura Municipal,PLUVIOMETRICA_AUTOMATICA,,60,7550,365,24,26,62,75,122,24,0,TRUE,24,3.125,TRUE,BAIXA
CEMADEN,260620002A,2018,Prefeitura Municipal,PLUVIOMETRICA_AUTOMATICA,,60,8016,365,24,24,35,38.8,65,24,0,TRUE,24,1.61666666666667,TRUE,BAIXA
CEMADEN,260620002A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7477,361,24,24,36,40,108,24,0,TRUE,24,1.66666666666667,TRUE,BAIXA
CEMADEN,260620002A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7575,366,24,24.5,35,41.5,90,24,0,TRUE,24,1.72916666666667,TRUE,BAIXA
CEMADEN,260620002A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7952,365,24,25,35.6,42,75,24,0,TRUE,24,1.75,TRUE,BAIXA
CEMADEN,260620002A,2022,Centro,PLUVIOMETRICA_AUTOMATICA,,60,6658,321,24,25,38,44,69,24,0,TRUE,24,1.83333333333333,TRUE,BAIXA
CEMADEN,260620002A,2023,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7795,365,24,25,38,45.8,74,24,0,TRUE,24,1.90833333333333,TRUE,BAIXA
CEMADEN,260620002A,2024,Centro,PLUVIOMETRICA_AUTOMATICA,,60,7363,342,24,25,34.9,41,78,24,0,TRUE,24,1.70833333333333,TRUE,BAIXA
CEMADEN,260620002A,2025,Centro,PLUVIOMETRICA_AUTOMATICA,,60,143,18,1,12.5,18,20.7,36,24,0,TRUE,24,0.862499999999999,FALSE,MEDIA
CEMADEN,260620003A,2017,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,955,44,24,24,25.7,27,29,24,0,TRUE,24,1.125,FALSE,ALTA
CEMADEN,260620003A,2018,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7624,365,24,24,34.6,40.8,62,24,0,TRUE,24,1.7,TRUE,BAIXA
CEMADEN,260620003A,2019,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7007,354,24,24,34.7,40,108,24,0,TRUE,24,1.66666666666667,TRUE,BAIXA
CEMADEN,260620003A,2020,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,5743,274,24,25,38.7,46.6999999999999,85,24,0,TRUE,24,1.94583333333333,TRUE,BAIXA
CEMADEN,260620003A,2021,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,3862,187,24,25,37,44,74,24,0,TRUE,24,1.83333333333333,TRUE,BAIXA
CEMADEN,260620003A,2022,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7589,365,24,25,41,48.6,82,24,0,TRUE,24,2.025,TRUE,BAIXA
CEMADEN,260620003A,2023,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7790,365,24,25,39,47.8,78,24,0,TRUE,24,1.99166666666667,TRUE,BAIXA
CEMADEN,260620003A,2024,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7640,352,24,25,36,43.45,91,24,0,TRUE,24,1.81041666666667,TRUE,BAIXA
CEMADEN,260620003A,2025,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,5477,269,24,26,44,53.4,105,24,0,TRUE,24,2.225,TRUE,BAIXA
CEMADEN,260620003H,2017,Goiana,PLUVIOMETRICA_AUTOMATICA,,60,5732,285,24,29,65.6,74.8,115,24,0,TRUE,24,3.11666666666667,TRUE,BAIXA
CEMADEN,260620003H,2018,Goiana,PLUVIOMETRICA_AUTOMATICA,,60,568,36,24,24,26,29.75,48,24,0,TRUE,24,1.23958333333333,FALSE,ALTA
CEMADEN,260620003H,2023,Canal de Goiana,PLUVIOMETRICA_AUTOMATICA,,60,3384,156,24,24,31,39.25,68,24,0,TRUE,24,1.63541666666667,TRUE,BAIXA
CEMADEN,260620003H,2024,Canal de Goiana,PLUVIOMETRICA_AUTOMATICA,,60,5914,308,24,24,33,41,79,24,0,TRUE,24,1.70833333333333,TRUE,BAIXA
CEMADEN,260620003H,2025,Canal de Goiana,PLUVIOMETRICA_AUTOMATICA,,60,2770,124,24,24,24,24,24,24,0,TRUE,24,1,FALSE,ALTA
CEMADEN,260630901A,2023,Granito [Hospital] - APAC,PLUVIOMETRICA_AUTOMATICA,,,,2,1,1,1,1,1,,,FALSE,1,1,FALSE,BAIXA
CEMADEN,260630901A,2024,Granito [Hospital] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,4019,174,24,24,24.7,26,50,24,0,TRUE,24,1.08333333333333,FALSE,ALTA
CEMADEN,260630901A,2025,Granito [Hospital] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,5698,275,24,24,29,35.3,65,24,0,TRUE,24,1.47083333333333,TRUE,BAIXA
CEMADEN,260630901C,2017,GRANITO,PLUVIOMETRICA_AUTOMATICA,,10,1459,92,9,9,64.6,111.7,144,144,0,TRUE,144,0.775694444444445,FALSE,ALTA
CEMADEN,260630901C,2018,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,3861,214,24,24,25,30.7,48,24,0,TRUE,24,1.27916666666667,TRUE,BAIXA
CEMADEN,260630901C,2019,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,2115,144,24,17,24,26,46,24,0,TRUE,24,1.08333333333333,FALSE,ALTA
CEMADEN,260630901C,2020,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,1089,83,16,15,21,22,28,24,0,TRUE,24,0.916666666666667,FALSE,ALTA
CEMADEN,260630901C,2022,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,3795,167,24,24,28.4,33.4,59,24,0,TRUE,24,1.39166666666667,TRUE,BAIXA
CEMADEN,260630901C,2023,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,2012,154,24,14,24,24,34,24,0,TRUE,24,1,FALSE,ALTA
CEMADEN,260630901C,2024,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,6608,280,24,24,24,24,49,24,0,TRUE,24,1,FALSE,ALTA
CEMADEN,260630901C,2025,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,2631,117,24,24,33,37,69,24,0,TRUE,24,1.54166666666667,TRUE,BAIXA
CEMADEN,260640801A,2025,G2-260640801A,PLUVIOMETRICA_AUTOMATICA,,60,2498,126,24,24,34,40.25,81,24,0,TRUE,24,1.67708333333333,TRUE,BAIXA
CEMADEN,260640801C,2017,GRAVATA,PLUVIOMETRICA_AUTOMATICA,,10,9824,163,144,22,144,144,144,144,0,TRUE,144,1,FALSE,ALTA
CEMADEN,260640801C,2018,GRAVATA,PLUVIOMETRICA_AUTOMATICA,,60,6497,318,24,24,30,34.15,57,24,0,TRUE,24,1.42291666666667,TRUE,BAIXA
CEMADEN,260640801C,2019,GRAVATA,PLUVIOMETRICA_AUTOMATICA,,60,3295,189,24,18,24,24,24,24,0,TRUE,24,1,FALSE,ALTA
CEMADEN,260640802A,2025,G2-260640802A,PLUVIOMETRICA_AUTOMATICA,,60,2512,125,23,23,26,27.8,51,24,0,TRUE,24,1.15833333333333,FALSE,ALTA
CEMADEN,260640803A,2025,G2-260640803A,PLUVIOMETRICA_AUTOMATICA,,60,2586,112,24,24,25,28,38,24,0,TRUE,24,1.16666666666667,FALSE,ALTA
CEMADEN,260650701A,2018,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,5353,235,24,24,29,32,50,24,0,TRUE,24,1.33333333333333,TRUE,BAIXA
CEMADEN,260650701A,2019,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7165,336,24,24,30,33.25,76,24,0,TRUE,24,1.38541666666667,TRUE,BAIXA
CEMADEN,260650701A,2020,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,2417,207,24,23,29,31.7,79,24,0,TRUE,24,1.32083333333333,TRUE,BAIXA
CEMADEN,260650701A,2021,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,2194,247,23,20,25,27,58,24,0,TRUE,24,1.125,FALSE,ALTA
CEMADEN,260650701A,2022,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,2892,145,24,24,26.6,37.6,61,24,0,TRUE,24,1.56666666666667,TRUE,BAIXA
CEMADEN,260650701A,2023,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,8122,365,24,24,33,39,65,24,0,TRUE,24,1.625,TRUE,BAIXA
CEMADEN,260650701A,2024,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,8067,366,24,24,30,35,46,24,0,TRUE,24,1.45833333333333,TRUE,BAIXA
CEMADEN,260650701A,2025,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,7927,365,24,24,37,46.6,93,24,0,TRUE,24,1.94166666666667,TRUE,BAIXA
CEMADEN,260650701C,2018,IATI,PLUVIOMETRICA_AUTOMATICA,,60,3059,134,24,24,30,33,44,24,0,TRUE,24,1.375,TRUE,BAIXA
