fonte_dados,cod_estacao,ano,nome_estacao,tipo_estacao,periodicidade_fonte,intervalo_modal_min,n_esperado_dia,confianca_cadencia,cadencia_inconsistente,n_dias_calendario,n_dias_algum_valor,n_dias_75,n_dias_80,n_dias_90,n_dias_100,prop_algum_valor,prop_75,prop_80,prop_90,prop_100,maior_lacuna_sem_90,n_dias_acima_esperado,n_meses_algum_valor,n_meses_80pct_dias_90
CEMADEN,261430301A,2018,MOREILANDIA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,341,337,337,334,311,0.934246575342466,0.923287671232877,0.923287671232877,0.915068493150685,0.852054794520548,25,51,12,11
CEMADEN,261430301A,2019,MOREILANDIA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,344,330,327,326,309,0.942465753424658,0.904109589041096,0.895890410958904,0.893150684931507,0.846575342465753,12,68,12,10
CEMADEN,261430301A,2021,MOREILANDIA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,104,66,65,65,61,0.284931506849315,0.180821917808219,0.178082191780822,0.178082191780822,0.167123287671233,299,18,7,2
CEMADEN,261430301A,2022,MOREILANDIA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,359,357,349,328,1,0.983561643835616,0.978082191780822,0.956164383561644,0.898630136986301,2,95,12,12
CEMADEN,261430301A,2023,MOREILANDIA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,360,360,358,349,1,0.986301369863014,0.986301369863014,0.980821917808219,0.956164383561644,2,67,12,12
CEMADEN,261430301A,2024,MOREILANDIA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,349,338,337,335,329,0.953551912568306,0.923497267759563,0.920765027322404,0.915300546448087,0.898907103825137,13,75,12,10
CEMADEN,261430301A,2025,MOREILANDIA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,146,141,141,141,138,0.4,0.386301369863014,0.386301369863014,0.386301369863014,0.378082191780822,212,40,6,4
CEMADEN,261440201A,2023,SOLIDAO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,127,119,119,115,98,0.347945205479452,0.326027397260274,0.326027397260274,0.315068493150685,0.268493150684932,196,0,6,4
CEMADEN,261440201A,2024,SOLIDAO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,361,346,343,339,333,0.986338797814208,0.945355191256831,0.937158469945355,0.926229508196721,0.909836065573771,5,14,12,11
CEMADEN,261440201A,2025,SOLIDAO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,362,357,1,1,1,0.991780821917808,0.978082191780822,1,70,12,12
CEMADEN,261450101A,2023,Surubim [Bombeiros] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,297,294,294,294,277,0.813698630136986,0.805479452054795,0.805479452054795,0.805479452054795,0.758904109589041,69,101,10,9
CEMADEN,261450101A,2024,Surubim [Bombeiros] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,364,364,360,1,0.994535519125683,0.994535519125683,0.994535519125683,0.983606557377049,2,99,12,12
CEMADEN,261450101A,2025,Surubim [Bombeiros] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,355,1,1,1,0.997260273972603,0.972602739726027,1,102,12,12
CEMADEN,261460001A,2024,Tabira [Compesa] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,182,171,164,157,148,0.497267759562842,0.467213114754098,0.448087431693989,0.42896174863388,0.404371584699454,173,14,7,4
CEMADEN,261460001A,2025,Tabira [Compesa] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,240,205,201,196,182,0.657534246575342,0.561643835616438,0.550684931506849,0.536986301369863,0.498630136986301,120,48,11,4
CEMADEN,261460001C,2017,TABIRA,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,70,0,0,0,0,0.191780821917808,0,0,0,0,365,0,8,0
CEMADEN,261460001C,2018,TABIRA,PLUVIOMETRICA_AUTOMATICA,,60,24,MEDIA,FALSE,365,23,2,2,2,2,0.063013698630137,0.00547945205479452,0.00547945205479452,0.00547945205479452,0.00547945205479452,326,0,2,0
CEMADEN,261460001C,2022,TABIRA,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,8,7,7,7,6,0.0219178082191781,0.0191780821917808,0.0191780821917808,0.0191780821917808,0.0164383561643836,180,2,2,0
CEMADEN,261470901A,2017,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,363,361,356,1,1,0.994520547945205,0.989041095890411,0.975342465753425,2,138,12,12
CEMADEN,261470901A,2018,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,361,360,351,1,0.989041095890411,0.989041095890411,0.986301369863014,0.961643835616438,1,90,12,12
CEMADEN,261470901A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,362,347,343,340,329,0.991780821917808,0.950684931506849,0.93972602739726,0.931506849315068,0.901369863013699,5,94,12,11
CEMADEN,261470901A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,356,350,349,340,1,0.972677595628415,0.956284153005464,0.953551912568306,0.92896174863388,2,109,12,12
CEMADEN,261470901A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,87,84,84,84,78,0.238356164383562,0.23013698630137,0.23013698630137,0.23013698630137,0.213698630136986,281,10,3,3
CEMADEN,261470902A,2017,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,34,30,28,23,6,0.0931506849315068,0.0821917808219178,0.0767123287671233,0.063013698630137,0.0164383561643836,333,2,2,0
CEMADEN,261470902A,2018,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,361,320,314,305,271,0.989041095890411,0.876712328767123,0.86027397260274,0.835616438356164,0.742465753424658,10,65,12,10
CEMADEN,261470902A,2019,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,344,289,272,246,200,0.942465753424658,0.791780821917808,0.745205479452055,0.673972602739726,0.547945205479452,25,71,12,5
CEMADEN,261470902A,2020,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,223,144,132,121,109,0.609289617486339,0.39344262295082,0.360655737704918,0.330601092896175,0.297814207650273,107,53,10,3
CEMADEN,261470902A,2021,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,172,142,119,92,48,0.471232876712329,0.389041095890411,0.326027397260274,0.252054794520548,0.131506849315068,213,19,6,2
CEMADEN,261470902A,2022,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,331,310,286,258,0.994520547945205,0.906849315068493,0.849315068493151,0.783561643835617,0.706849315068493,14,97,12,8
CEMADEN,261470902A,2023,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,359,357,357,336,1,0.983561643835616,0.978082191780822,0.978082191780822,0.920547945205479,2,118,12,12
CEMADEN,261470902A,2024,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,283,237,236,235,228,0.773224043715847,0.647540983606557,0.644808743169399,0.642076502732241,0.622950819672131,104,90,11,6
CEMADEN,261470902A,2025,TACAIMBO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,363,358,1,1,1,0.994520547945205,0.980821917808219,1,103,12,12
CEMADEN,261470903A,2025,G2-261470903A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,120,119,119,118,110,0.328767123287671,0.326027397260274,0.326027397260274,0.323287671232877,0.301369863013699,246,12,4,4
CEMADEN,261470904A,2025,G2-261470904A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,120,120,119,117,109,0.328767123287671,0.328767123287671,0.326027397260274,0.32054794520548,0.298630136986301,246,11,4,4
CEMADEN,261480801A,2023,Tacaratu [Secretária de Desenvolvimento Social] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,304,299,298,295,277,0.832876712328767,0.819178082191781,0.816438356164383,0.808219178082192,0.758904109589041,62,87,10,10
CEMADEN,261480801A,2024,Tacaratu [Secretária de Desenvolvimento Social] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,264,255,254,247,233,0.721311475409836,0.69672131147541,0.693989071038251,0.674863387978142,0.636612021857924,104,54,10,7
CEMADEN,261480801A,2025,Tacaratu [Secretária de Desenvolvimento Social] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,357,353,346,335,1,0.978082191780822,0.967123287671233,0.947945205479452,0.917808219178082,4,99,12,11
CEMADEN,261480801C,2017,TACARATU,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,134,35,34,34,33,0.367123287671233,0.0958904109589041,0.0931506849315068,0.0931506849315068,0.0904109589041096,155,0,9,0
CEMADEN,261480801C,2018,TACARATU,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,340,325,325,324,324,0.931506849315068,0.89041095890411,0.89041095890411,0.887671232876712,0.887671232876712,26,75,12,10
CEMADEN,261480801C,2019,TACARATU,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,300,249,246,243,242,0.821917808219178,0.682191780821918,0.673972602739726,0.665753424657534,0.663013698630137,50,68,12,6
CEMADEN,261480801C,2020,TACARATU,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,132,50,31,24,15,0.360655737704918,0.136612021857924,0.0846994535519126,0.0655737704918033,0.040983606557377,274,8,5,0
CEMADEN,261480801C,2022,TACARATU,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,186,185,185,185,184,0.50958904109589,0.506849315068493,0.506849315068493,0.506849315068493,0.504109589041096,180,69,7,6
CEMADEN,261480801C,2023,TACARATU,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,219,215,215,213,202,0.6,0.589041095890411,0.589041095890411,0.583561643835617,0.553424657534247,144,68,9,7
CEMADEN,261480801C,2024,TACARATU,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,362,278,267,262,258,0.989071038251366,0.759562841530055,0.729508196721312,0.715846994535519,0.704918032786885,89,105,12,8
CEMADEN,261480801C,2025,TACARATU,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,238,68,64,59,57,0.652054794520548,0.186301369863014,0.175342465753425,0.161643835616438,0.156164383561644,221,8,12,1
CEMADEN,261485701A,2017,SAUÃ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,42,37,37,31,22,0.115068493150685,0.101369863013699,0.101369863013699,0.0849315068493151,0.0602739726027397,325,8,2,0
CEMADEN,261485701A,2018,SAUÃ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,360,359,352,336,1,0.986301369863014,0.983561643835616,0.964383561643836,0.920547945205479,2,149,12,12
CEMADEN,261485701A,2019,SAUÃ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,354,339,334,332,326,0.96986301369863,0.928767123287671,0.915068493150685,0.90958904109589,0.893150684931507,11,169,12,10
CEMADEN,261485701A,2020,SAUÊ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,364,355,354,352,331,0.994535519125683,0.969945355191257,0.967213114754098,0.961748633879781,0.904371584699454,5,170,12,11
CEMADEN,261485701A,2021,SAUÊ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,158,34,30,28,26,0.432876712328767,0.0931506849315068,0.0821917808219178,0.0767123287671233,0.0712328767123288,186,15,7,0
CEMADEN,261485701A,2022,SAUÊ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,89,70,68,66,65,0.243835616438356,0.191780821917808,0.186301369863014,0.180821917808219,0.178082191780822,204,25,6,1
CEMADEN,261485701A,2023,SAUÊ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,358,343,339,335,320,0.980821917808219,0.93972602739726,0.928767123287671,0.917808219178082,0.876712328767123,15,178,12,11
CEMADEN,261485701A,2024,SAUÊ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,314,305,304,298,289,0.85792349726776,0.833333333333333,0.830601092896175,0.814207650273224,0.789617486338798,54,146,12,10
CEMADEN,261485701A,2025,SAUÊ - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,361,349,348,339,331,0.989041095890411,0.956164383561644,0.953424657534246,0.928767123287671,0.906849315068493,5,176,12,11
CEMADEN,261485702A,2017,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,41,39,38,31,14,0.112328767123288,0.106849315068493,0.104109589041096,0.0849315068493151,0.0383561643835616,326,5,2,0
CEMADEN,261485702A,2018,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,355,330,1,0.994520547945205,0.994520547945205,0.972602739726027,0.904109589041096,2,146,12,12
CEMADEN,261485702A,2019,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,352,341,340,339,330,0.964383561643836,0.934246575342466,0.931506849315068,0.928767123287671,0.904109589041096,11,145,12,11
CEMADEN,261485702A,2020,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,354,328,327,324,315,0.967213114754098,0.896174863387978,0.89344262295082,0.885245901639344,0.860655737704918,38,142,12,10
CEMADEN,261485702A,2021,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,364,363,350,1,1,0.997260273972603,0.994520547945205,0.958904109589041,1,163,12,12
CEMADEN,261485702A,2022,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,360,359,344,1,0.989041095890411,0.986301369863014,0.983561643835616,0.942465753424658,2,183,12,12
CEMADEN,261485702A,2023,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,346,314,311,311,309,0.947945205479452,0.86027397260274,0.852054794520548,0.852054794520548,0.846575342465753,51,146,12,10
CEMADEN,261485702A,2024,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,344,339,339,339,339,0.939890710382514,0.926229508196721,0.926229508196721,0.926229508196721,0.926229508196721,25,139,12,11
CEMADEN,261485702A,2025,TAMANDARE - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,357,1,1,1,0.997260273972603,0.978082191780822,1,159,12,12
CEMADEN,261500301A,2023,Taquaritinga do Norte [CAIC] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,297,296,295,293,287,0.813698630136986,0.810958904109589,0.808219178082192,0.802739726027397,0.786301369863014,69,132,10,9
CEMADEN,261500301A,2024,Taquaritinga do Norte [CAIC] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,331,314,313,308,298,0.904371584699454,0.85792349726776,0.855191256830601,0.841530054644809,0.814207650273224,17,107,12,9
CEMADEN,261500301A,2025,Taquaritinga do Norte [CAIC] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,319,296,295,291,286,0.873972602739726,0.810958904109589,0.808219178082192,0.797260273972603,0.783561643835617,24,105,12,8
CEMADEN,261500301C,2018,TAQUARITINGA DO NORTE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,249,7,6,4,1,0.682191780821918,0.0191780821917808,0.0164383561643836,0.010958904109589,0.00273972602739726,242,0,11,0
CEMADEN,261500301C,2019,TAQUARITINGA DO NORTE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,228,2,1,1,1,0.624657534246575,0.00547945205479452,0.00273972602739726,0.00273972602739726,0.00273972602739726,201,0,12,0
CEMADEN,261500301C,2020,TAQUARITINGA DO NORTE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,238,1,0,0,0,0.650273224043716,0.00273224043715847,0,0,0,366,0,12,0
CEMADEN,261500301C,2021,TAQUARITINGA DO NORTE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,254,10,10,10,8,0.695890410958904,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0219178082191781,355,2,12,0
CEMADEN,261500301C,2022,TAQUARITINGA DO NORTE,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,206,203,203,203,190,0.564383561643836,0.556164383561644,0.556164383561644,0.556164383561644,0.520547945205479,132,71,8,6
CEMADEN,261500301C,2025,TAQUARITINGA DO NORTE,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,144,141,141,141,133,0.394520547945205,0.386301369863014,0.386301369863014,0.386301369863014,0.364383561643836,188,16,5,4
CEMADEN,261510201A,2019,TEREZINHA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,95,88,87,87,69,0.26027397260274,0.241095890410959,0.238356164383562,0.238356164383562,0.189041095890411,261,0,4,2
CEMADEN,261510201A,2020,TEREZINHA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,230,224,219,208,176,0.628415300546448,0.612021857923497,0.598360655737705,0.568306010928962,0.480874316939891,137,60,8,6
CEMADEN,261510201A,2021,TEREZINHA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,266,156,155,151,140,0.728767123287671,0.427397260273973,0.424657534246575,0.413698630136986,0.383561643835616,93,52,10,5
CEMADEN,261510201A,2022,TEREZINHA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,102,100,98,97,95,0.279452054794521,0.273972602739726,0.268493150684932,0.265753424657534,0.26027397260274,264,24,4,3
CEMADEN,261510201A,2023,TEREZINHA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,364,347,1,0.997260273972603,0.997260273972603,0.997260273972603,0.950684931506849,1,143,12,12
CEMADEN,261510201A,2024,TEREZINHA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,364,364,360,1,0.994535519125683,0.994535519125683,0.994535519125683,0.983606557377049,2,145,12,12
CEMADEN,261510201A,2025,TEREZINHA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,363,351,1,1,1,0.994520547945205,0.961643835616438,1,133,12,12
CEMADEN,261520101A,2018,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,35,33,33,33,28,0.0958904109589041,0.0904109589041096,0.0904109589041096,0.0904109589041096,0.0767123287671233,332,8,2,1
CEMADEN,261520101A,2019,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,348,330,328,325,305,0.953424657534246,0.904109589041096,0.898630136986301,0.89041095890411,0.835616438356164,12,59,12,9
CEMADEN,261520101A,2020,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,FALSE,366,6,5,5,4,4,0.0163934426229508,0.0136612021857924,0.0136612021857924,0.0109289617486339,0.0109289617486339,361,1,2,0
CEMADEN,261520101A,2021,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,72,34,34,33,33,0.197260273972603,0.0931506849315068,0.0931506849315068,0.0904109589041096,0.0904109589041096,294,6,3,0
CEMADEN,261520101A,2022,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,83,5,5,4,3,0.227397260273973,0.0136986301369863,0.0136986301369863,0.010958904109589,0.00821917808219178,284,2,3,0
CEMADEN,261520101A,2023,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,33,1,1,0,0,0.0904109589041096,0.00273972602739726,0.00273972602739726,0,0,365,0,4,0
CEMADEN,261520101A,2024,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,177,176,176,176,173,0.483606557377049,0.480874316939891,0.480874316939891,0.480874316939891,0.472677595628415,190,10,6,5
CEMADEN,261520101A,2025,GUARANI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,363,356,1,1,1,0.994520547945205,0.975342465753425,1,52,12,12
CEMADEN,261520101C,2018,TERRA NOVA,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,268,263,261,259,259,0.734246575342466,0.72054794520548,0.715068493150685,0.70958904109589,0.70958904109589,46,16,11,7
CEMADEN,261520101C,2019,TERRA NOVA,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,196,0,0,0,0,0.536986301369863,0,0,0,0,365,0,9,0
CEMADEN,261520101C,2024,TERRA NOVA,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,154,153,153,153,153,0.420765027322404,0.418032786885246,0.418032786885246,0.418032786885246,0.418032786885246,213,10,6,5
CEMADEN,261520101C,2025,TERRA NOVA,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,21,20,20,20,20,0.0575342465753425,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0547945205479452,345,9,1,0
CEMADEN,261520102A,2023,Terra Nova [Escola Francisco Hugo] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,148,144,144,136,119,0.405479452054795,0.394520547945205,0.394520547945205,0.372602739726027,0.326027397260274,208,8,6,4
CEMADEN,261520102A,2024,Terra Nova [Escola Francisco Hugo] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,156,134,129,126,116,0.426229508196721,0.366120218579235,0.352459016393443,0.344262295081967,0.316939890710383,119,23,8,2
CEMADEN,261520102A,2025,Terra Nova [Escola Francisco Hugo] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,340,324,319,305,269,0.931506849315068,0.887671232876712,0.873972602739726,0.835616438356164,0.736986301369863,32,38,12,11
CEMADEN,261530001A,2017,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,40,38,38,32,18,0.10958904109589,0.104109589041096,0.104109589041096,0.0876712328767123,0.0493150684931507,326,5,2,0
CEMADEN,261530001A,2018,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,360,354,327,1,0.989041095890411,0.986301369863014,0.96986301369863,0.895890410958904,2,113,12,11
CEMADEN,261530001A,2019,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,353,341,340,339,322,0.967123287671233,0.934246575342466,0.931506849315068,0.928767123287671,0.882191780821918,11,122,12,10
CEMADEN,261530001A,2020,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,347,343,336,324,291,0.948087431693989,0.937158469945355,0.918032786885246,0.885245901639344,0.795081967213115,23,91,12,9
CEMADEN,261530001A,2021,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,208,187,186,185,173,0.56986301369863,0.512328767123288,0.50958904109589,0.506849315068493,0.473972602739726,144,51,8,4
CEMADEN,261530001A,2022,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,FALSE,365,8,1,1,1,1,0.0219178082191781,0.00273972602739726,0.00273972602739726,0.00273972602739726,0.00273972602739726,362,0,4,0
CEMADEN,261530001A,2023,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,356,353,353,338,0.994520547945205,0.975342465753425,0.967123287671233,0.967123287671233,0.926027397260274,3,118,12,12
CEMADEN,261530001A,2024,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,361,359,357,350,1,0.986338797814208,0.980874316939891,0.975409836065574,0.956284153005464,2,119,12,12
CEMADEN,261530001A,2025,USINA CRUANGI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,268,266,266,265,260,0.734246575342466,0.728767123287671,0.728767123287671,0.726027397260274,0.712328767123288,98,119,9,9
CEMADEN,261530002A,2017,ENGENHO SALGADO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,40,39,39,37,23,0.10958904109589,0.106849315068493,0.106849315068493,0.101369863013699,0.063013698630137,326,4,2,1
CEMADEN,261530002A,2018,ENGENHO SALGADO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,362,361,358,344,1,0.991780821917808,0.989041095890411,0.980821917808219,0.942465753424658,2,105,12,12
CEMADEN,261530002A,2019,ENGENHO SALGADO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,350,311,309,308,294,0.958904109589041,0.852054794520548,0.846575342465753,0.843835616438356,0.805479452054795,39,122,12,8
CEMADEN,261530002A,2020,ENGENHO SALGADO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,365,363,363,346,1,0.997267759562842,0.991803278688525,0.991803278688525,0.945355191256831,1,110,12,12
CEMADEN,261530002A,2021,ENGENHO SALGADO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,188,88,88,85,82,0.515068493150685,0.241095890410959,0.241095890410959,0.232876712328767,0.224657534246575,162,28,8,2
CEMADEN,261530002A,2022,ENGENHO SALGADO - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,102,42,42,39,37,0.279452054794521,0.115068493150685,0.115068493150685,0.106849315068493,0.101369863013699,272,19,4,1
CEMADEN,261540901A,2017,TORITAMA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,MEDIA,FALSE,365,26,24,24,21,6,0.0712328767123288,0.0657534246575342,0.0657534246575342,0.0575342465753425,0.0164383561643836,341,2,1,0
CEMADEN,261540901A,2018,TORITAMA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,361,353,328,1,0.994520547945205,0.989041095890411,0.967123287671233,0.898630136986301,1,76,12,12
CEMADEN,261540901A,2019,TORITAMA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,342,324,321,317,300,0.936986301369863,0.887671232876712,0.879452054794521,0.868493150684932,0.821917808219178,14,81,12,9
