fonte_dados,cod_estacao,ano,nome_estacao,tipo_estacao,periodicidade_fonte,intervalo_modal_min,n_esperado_dia,confianca_cadencia,cadencia_inconsistente,n_dias_calendario,n_dias_algum_valor,n_dias_75,n_dias_80,n_dias_90,n_dias_100,prop_algum_valor,prop_75,prop_80,prop_90,prop_100,maior_lacuna_sem_90,n_dias_acima_esperado,n_meses_algum_valor,n_meses_80pct_dias_90
CEMADEN,260620003A,2024,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,352,349,349,349,344,0.961748633879781,0.953551912568306,0.953551912568306,0.953551912568306,0.939890710382514,15,154,12,11
CEMADEN,260620003A,2025,PONTA DE PEDRA - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,269,268,268,268,266,0.736986301369863,0.734246575342466,0.734246575342466,0.734246575342466,0.728767123287671,97,153,9,9
CEMADEN,260620003H,2017,Goiana,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,285,281,281,280,277,0.780821917808219,0.76986301369863,0.76986301369863,0.767123287671233,0.758904109589041,77,185,10,8
CEMADEN,260620003H,2018,Goiana,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,36,32,30,29,19,0.0986301369863014,0.0876712328767123,0.0821917808219178,0.0794520547945206,0.052054794520548,317,4,2,0
CEMADEN,260620003H,2023,Canal de Goiana,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,156,153,152,152,147,0.427397260273973,0.419178082191781,0.416438356164384,0.416438356164384,0.402739726027397,209,50,6,5
CEMADEN,260620003H,2024,Canal de Goiana,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,308,270,266,259,252,0.841530054644809,0.737704918032787,0.726775956284153,0.707650273224044,0.688524590163934,28,101,12,6
CEMADEN,260620003H,2025,Canal de Goiana,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,124,115,113,113,111,0.33972602739726,0.315068493150685,0.30958904109589,0.30958904109589,0.304109589041096,120,0,8,1
CEMADEN,260630901A,2023,Granito [Hospital] - APAC,PLUVIOMETRICA_AUTOMATICA,,,1,BAIXA,FALSE,365,2,2,2,2,2,0.00547945205479452,0.00547945205479452,0.00547945205479452,0.00547945205479452,0.00547945205479452,228,0,2,0
CEMADEN,260630901A,2024,Granito [Hospital] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,174,170,170,169,164,0.475409836065574,0.46448087431694,0.46448087431694,0.461748633879781,0.448087431693989,187,13,6,5
CEMADEN,260630901A,2025,Granito [Hospital] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,275,249,246,245,242,0.753424657534247,0.682191780821918,0.673972602739726,0.671232876712329,0.663013698630137,30,50,12,7
CEMADEN,260630901C,2017,GRANITO,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,92,6,4,4,4,0.252054794520548,0.0164383561643836,0.010958904109589,0.010958904109589,0.010958904109589,268,0,10,0
CEMADEN,260630901C,2018,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,214,144,138,134,130,0.586301369863014,0.394520547945205,0.378082191780822,0.367123287671233,0.356164383561644,43,18,12,1
CEMADEN,260630901C,2019,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,144,68,52,50,48,0.394520547945205,0.186301369863014,0.142465753424658,0.136986301369863,0.131506849315068,68,9,10,0
CEMADEN,260630901C,2020,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,83,23,12,7,3,0.226775956284153,0.0628415300546448,0.0327868852459016,0.0191256830601093,0.00819672131147541,179,1,6,0
CEMADEN,260630901C,2022,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,167,161,161,161,161,0.457534246575342,0.441095890410959,0.441095890410959,0.441095890410959,0.441095890410959,195,22,7,4
CEMADEN,260630901C,2023,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,154,53,46,42,40,0.421917808219178,0.145205479452055,0.126027397260274,0.115068493150685,0.10958904109589,272,7,9,0
CEMADEN,260630901C,2024,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,280,274,274,274,274,0.765027322404372,0.748633879781421,0.748633879781421,0.748633879781421,0.748633879781421,85,6,10,7
CEMADEN,260630901C,2025,GRANITO,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,117,114,114,114,114,0.32054794520548,0.312328767123288,0.312328767123288,0.312328767123288,0.312328767123288,237,32,5,3
CEMADEN,260640801A,2025,G2-260640801A,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,126,124,123,117,89,0.345205479452055,0.33972602739726,0.336986301369863,0.32054794520548,0.243835616438356,241,38,5,4
CEMADEN,260640801C,2017,GRAVATA,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,163,59,59,57,53,0.446575342465753,0.161643835616438,0.161643835616438,0.156164383561644,0.145205479452055,153,0,10,0
CEMADEN,260640801C,2018,GRAVATA,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,318,270,270,269,264,0.871232876712329,0.73972602739726,0.73972602739726,0.736986301369863,0.723287671232877,52,75,12,7
CEMADEN,260640801C,2019,GRAVATA,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,189,96,83,64,51,0.517808219178082,0.263013698630137,0.227397260273973,0.175342465753425,0.13972602739726,178,0,8,0
CEMADEN,260640802A,2025,G2-260640802A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,125,123,120,109,47,0.342465753424658,0.336986301369863,0.328767123287671,0.298630136986301,0.128767123287671,241,14,5,3
CEMADEN,260640803A,2025,G2-260640803A,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,112,112,110,109,102,0.306849315068493,0.306849315068493,0.301369863013699,0.298630136986301,0.279452054794521,254,11,4,3
CEMADEN,260650701A,2018,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,235,232,232,231,220,0.643835616438356,0.635616438356164,0.635616438356164,0.632876712328767,0.602739726027397,130,44,8,7
CEMADEN,260650701A,2019,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,336,318,314,313,286,0.920547945205479,0.871232876712329,0.86027397260274,0.857534246575342,0.783561643835617,18,72,12,8
CEMADEN,260650701A,2020,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,207,139,130,114,98,0.565573770491803,0.379781420765027,0.355191256830601,0.311475409836066,0.26775956284153,155,42,7,3
CEMADEN,260650701A,2021,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,247,167,127,103,52,0.676712328767123,0.457534246575342,0.347945205479452,0.282191780821918,0.142465753424658,123,19,9,1
CEMADEN,260650701A,2022,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,145,136,133,131,122,0.397260273972603,0.372602739726027,0.364383561643836,0.358904109589041,0.334246575342466,222,20,6,3
CEMADEN,260650701A,2023,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,362,360,343,1,0.994520547945205,0.991780821917808,0.986301369863014,0.93972602739726,1,96,12,12
CEMADEN,260650701A,2024,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,364,364,349,1,0.994535519125683,0.994535519125683,0.994535519125683,0.953551912568306,2,100,12,12
CEMADEN,260650701A,2025,IATI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,363,357,341,1,1,0.994520547945205,0.978082191780822,0.934246575342466,3,100,12,12
CEMADEN,260650701C,2018,IATI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,134,132,132,132,132,0.367123287671233,0.361643835616438,0.361643835616438,0.361643835616438,0.361643835616438,203,28,6,4
CEMADEN,260650701C,2022,IATI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,56,54,54,54,54,0.153424657534247,0.147945205479452,0.147945205479452,0.147945205479452,0.147945205479452,187,34,2,2
CEMADEN,260650701C,2023,IATI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,92,89,89,89,88,0.252054794520548,0.243835616438356,0.243835616438356,0.243835616438356,0.241095890410959,135,34,4,2
CEMADEN,260660601A,2017,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,359,359,357,352,0.994520547945205,0.983561643835616,0.983561643835616,0.978082191780822,0.964383561643836,4,91,12,12
CEMADEN,260660601A,2018,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,360,356,322,1,0.989041095890411,0.986301369863014,0.975342465753425,0.882191780821918,2,51,12,12
CEMADEN,260660601A,2019,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,346,293,291,290,267,0.947945205479452,0.802739726027397,0.797260273972603,0.794520547945206,0.731506849315069,37,44,12,9
CEMADEN,260660601A,2020,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,52,0,0,0,0,0.14207650273224,0,0,0,0,366,0,2,0
CEMADEN,260660601A,2021,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,281,278,278,277,267,0.76986301369863,0.761643835616438,0.761643835616438,0.758904109589041,0.731506849315069,86,46,10,9
CEMADEN,260660601A,2022,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,363,303,299,291,201,0.994520547945205,0.83013698630137,0.819178082191781,0.797260273972603,0.550684931506849,46,40,12,10
CEMADEN,260660601A,2023,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,351,240,232,230,212,0.961643835616438,0.657534246575342,0.635616438356164,0.63013698630137,0.580821917808219,100,27,12,7
CEMADEN,260660601A,2024,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,2,1,0,0,1,0.00546448087431694,0.00273224043715847,0,0,366,0,12,0
CEMADEN,260660601A,2025,Lages,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,365,164,159,158,156,1,0.449315068493151,0.435616438356164,0.432876712328767,0.427397260273973,206,17,12,5
CEMADEN,260660601C,2017,IBIMIRIM,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,162,30,28,25,24,0.443835616438356,0.0821917808219178,0.0767123287671233,0.0684931506849315,0.0657534246575342,159,0,12,0
CEMADEN,260660601C,2018,IBIMIRIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,327,303,302,300,299,0.895890410958904,0.83013698630137,0.827397260273973,0.821917808219178,0.819178082191781,31,42,12,8
CEMADEN,260660601C,2019,IBIMIRIM,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,360,327,321,317,313,0.986301369863014,0.895890410958904,0.879452054794521,0.868493150684932,0.857534246575342,11,49,12,9
CEMADEN,260660601C,2020,IBIMIRIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,100,86,84,76,74,0.273224043715847,0.234972677595628,0.229508196721311,0.207650273224044,0.202185792349727,271,27,6,2
CEMADEN,260660601C,2021,IBIMIRIM,PLUVIOMETRICA_AUTOMATICA,,60,24,MEDIA,FALSE,365,26,6,5,5,4,0.0712328767123288,0.0164383561643836,0.0136986301369863,0.0136986301369863,0.010958904109589,212,2,6,0
CEMADEN,260660601C,2022,IBIMIRIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,11,1,1,0,0,0.0301369863013699,0.00273972602739726,0.00273972602739726,0,0,365,0,2,0
CEMADEN,260660601C,2023,IBIMIRIM,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,FALSE,365,5,4,4,4,3,0.0136986301369863,0.010958904109589,0.010958904109589,0.010958904109589,0.00821917808219178,261,0,1,0
CEMADEN,260670501A,2023,Ibirajuba [Chacará] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,152,149,149,147,142,0.416438356164384,0.408219178082192,0.408219178082192,0.402739726027397,0.389041095890411,214,47,5,5
CEMADEN,260670501A,2024,Ibirajuba [Chacará] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,352,310,305,295,288,0.961748633879781,0.846994535519126,0.833333333333333,0.806010928961749,0.786885245901639,13,94,12,8
CEMADEN,260670501A,2025,Ibirajuba [Chacará] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,273,236,233,225,216,0.747945205479452,0.646575342465753,0.638356164383562,0.616438356164384,0.591780821917808,59,94,12,5
CEMADEN,260680403A,2017,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,361,356,1,0.994520547945205,0.994520547945205,0.989041095890411,0.975342465753425,2,209,12,12
CEMADEN,260680403A,2018,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,362,362,362,359,1,0.991780821917808,0.991780821917808,0.991780821917808,0.983561643835616,2,183,12,12
CEMADEN,260680403A,2019,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,346,332,326,322,314,0.947945205479452,0.90958904109589,0.893150684931507,0.882191780821918,0.86027397260274,18,148,12,10
CEMADEN,260680403A,2020,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,357,354,350,337,1,0.975409836065574,0.967213114754098,0.956284153005464,0.920765027322404,2,161,12,12
CEMADEN,260680403A,2021,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,364,355,1,0.997260273972603,0.997260273972603,0.997260273972603,0.972602739726027,1,169,12,12
CEMADEN,260680403A,2022,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,363,355,350,350,341,0.994520547945205,0.972602739726027,0.958904109589041,0.958904109589041,0.934246575342466,4,194,12,12
CEMADEN,260680403A,2023,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,172,125,120,117,114,0.471232876712329,0.342465753424658,0.328767123287671,0.32054794520548,0.312328767123288,155,58,9,2
CEMADEN,260680403A,2024,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,246,237,237,236,233,0.672131147540984,0.647540983606557,0.647540983606557,0.644808743169399,0.636612021857924,55,92,10,6
CEMADEN,260680403A,2025,Alto do Céu,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,364,363,1,1,1,0.997260273972603,0.994520547945205,1,193,12,12
CEMADEN,260680404A,2017,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,363,362,358,1,0.997260273972603,0.994520547945205,0.991780821917808,0.980821917808219,2,224,12,12
CEMADEN,260680404A,2018,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,264,240,240,239,227,0.723287671232877,0.657534246575342,0.657534246575342,0.654794520547945,0.621917808219178,84,137,10,7
CEMADEN,260680404A,2019,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,138,129,125,123,119,0.378082191780822,0.353424657534247,0.342465753424658,0.336986301369863,0.326027397260274,163,75,5,2
CEMADEN,260680404A,2020,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,215,208,205,201,193,0.587431693989071,0.568306010928962,0.560109289617486,0.549180327868853,0.527322404371585,154,94,8,7
CEMADEN,260680404A,2021,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,360,358,358,355,327,0.986301369863014,0.980821917808219,0.980821917808219,0.972602739726027,0.895890410958904,6,146,12,12
CEMADEN,260680404A,2022,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,229,132,130,127,124,0.627397260273973,0.361643835616438,0.356164383561644,0.347945205479452,0.33972602739726,124,71,8,3
CEMADEN,260680404A,2023,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,182,180,180,180,179,0.498630136986301,0.493150684931507,0.493150684931507,0.493150684931507,0.49041095890411,184,76,6,6
CEMADEN,260680404A,2024,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,364,364,364,361,1,0.994535519125683,0.994535519125683,0.994535519125683,0.986338797814208,2,180,12,12
CEMADEN,260680404A,2025,Cruz de Rebouças,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,326,311,308,307,303,0.893150684931507,0.852054794520548,0.843835616438356,0.841095890410959,0.83013698630137,56,177,12,10
CEMADEN,260680405A,2017,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,362,357,357,357,341,0.991780821917808,0.978082191780822,0.978082191780822,0.978082191780822,0.934246575342466,3,205,12,12
CEMADEN,260680405A,2018,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,361,352,1,0.994520547945205,0.994520547945205,0.989041095890411,0.964383561643836,1,163,12,12
CEMADEN,260680405A,2019,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,357,341,334,331,317,0.978082191780822,0.934246575342466,0.915068493150685,0.906849315068493,0.868493150684932,11,155,12,10
CEMADEN,260680405A,2020,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,366,355,351,349,336,1,0.969945355191257,0.959016393442623,0.953551912568306,0.918032786885246,2,164,12,12
CEMADEN,260680405A,2021,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,266,264,264,264,261,0.728767123287671,0.723287671232877,0.723287671232877,0.723287671232877,0.715068493150685,101,141,10,8
CEMADEN,260680405A,2022,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,142,136,134,134,125,0.389041095890411,0.372602739726027,0.367123287671233,0.367123287671233,0.342465753424658,225,50,6,4
CEMADEN,260680405A,2023,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,361,359,357,345,1,0.989041095890411,0.983561643835616,0.978082191780822,0.945205479452055,3,165,12,12
CEMADEN,260680405A,2024,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,365,344,339,331,312,0.997267759562842,0.939890710382514,0.926229508196721,0.904371584699454,0.852459016393443,9,138,12,11
CEMADEN,260680405A,2025,Cruz de Rebouças2,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,232,212,208,200,194,0.635616438356164,0.580821917808219,0.56986301369863,0.547945205479452,0.531506849315069,141,65,9,6
CEMADEN,260680406A,2017,IGARASSU - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,50,47,46,40,24,0.136986301369863,0.128767123287671,0.126027397260274,0.10958904109589,0.0657534246575342,317,6,2,0
CEMADEN,260680406A,2018,IGARASSU - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,362,359,337,1,0.994520547945205,0.991780821917808,0.983561643835616,0.923287671232877,1,173,12,12
CEMADEN,260680406A,2019,IGARASSU - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,344,330,328,327,317,0.942465753424658,0.904109589041096,0.898630136986301,0.895890410958904,0.868493150684932,13,177,12,10
CEMADEN,260680406A,2020,IGARASSU - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,221,216,215,214,210,0.603825136612022,0.59016393442623,0.587431693989071,0.584699453551913,0.573770491803279,150,124,8,7
CEMADEN,260680406A,2021,IGARASSU - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,184,182,182,180,179,0.504109589041096,0.498630136986301,0.498630136986301,0.493150684931507,0.49041095890411,182,79,6,6
CEMADEN,260680406A,2022,IGARASSU - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,59,58,58,58,54,0.161643835616438,0.158904109589041,0.158904109589041,0.158904109589041,0.147945205479452,307,0,2,2
CEMADEN,260690301A,2018,IGUARACI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,262,207,199,179,148,0.717808219178082,0.567123287671233,0.545205479452055,0.49041095890411,0.405479452054795,25,38,12,1
CEMADEN,260690301A,2019,IGUARACI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,87,73,71,66,61,0.238356164383562,0.2,0.194520547945205,0.180821917808219,0.167123287671233,272,21,4,0
CEMADEN,260690301A,2021,IGUARACI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,40,35,35,33,32,0.10958904109589,0.0958904109589041,0.0958904109589041,0.0904109589041096,0.0876712328767123,267,1,3,1
CEMADEN,260690301A,2023,IGUARACI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,125,120,118,115,90,0.342465753424658,0.328767123287671,0.323287671232877,0.315068493150685,0.246575342465753,241,7,5,4
CEMADEN,260690301A,2024,IGUARACI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,330,304,302,298,292,0.901639344262295,0.830601092896175,0.825136612021858,0.814207650273224,0.797814207650273,47,53,12,9
CEMADEN,260690301A,2025,IGUARACI - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,359,354,354,351,348,0.983561643835616,0.96986301369863,0.96986301369863,0.961643835616438,0.953424657534246,10,64,12,11
CEMADEN,260690301C,2018,IGUARACI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,329,251,245,239,238,0.901369863013699,0.687671232876712,0.671232876712329,0.654794520547945,0.652054794520548,77,48,11,7
CEMADEN,260690301C,2019,IGUARACI,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,350,52,28,19,12,0.958904109589041,0.142465753424658,0.0767123287671233,0.052054794520548,0.0328767123287671,137,7,12,0
CEMADEN,260690301C,2020,IGUARACI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,69,2,1,1,1,0.188524590163934,0.00546448087431694,0.00273224043715847,0.00273224043715847,0.00273224043715847,343,1,3,0
CEMADEN,260690301C,2022,IGUARACI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,180,171,171,170,143,0.493150684931507,0.468493150684932,0.468493150684932,0.465753424657534,0.391780821917808,175,24,7,5
CEMADEN,260690301C,2023,IGUARACI,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,275,263,263,262,257,0.753424657534247,0.72054794520548,0.72054794520548,0.717808219178082,0.704109589041096,21,45,12,5
CEMADEN,260700001A,2023,Inajá [Estádio Municipal] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,223,203,202,199,183,0.610958904109589,0.556164383561644,0.553424657534247,0.545205479452055,0.501369863013699,91,49,9,7
CEMADEN,260700001A,2024,Inajá [Estádio Municipal] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,266,249,249,243,237,0.726775956284153,0.680327868852459,0.680327868852459,0.663934426229508,0.647540983606557,60,49,11,7
CEMADEN,260700001A,2025,Inajá [Estádio Municipal] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,362,346,344,338,313,0.991780821917808,0.947945205479452,0.942465753424658,0.926027397260274,0.857534246575342,6,54,12,11
CEMADEN,260700001C,2017,INAJA,PLUVIOMETRICA_AUTOMATICA,,10,144,ALTA,FALSE,365,130,37,36,35,32,0.356164383561644,0.101369863013699,0.0986301369863014,0.0958904109589041,0.0876712328767123,156,0,8,0
CEMADEN,260700001C,2018,INAJA,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,10,0,0,0,0,0.0273972602739726,0,0,0,0,365,0,1,0
CEMADEN,260710901A,2023,Ingazeira [Compesa] - APAC,PLUVIOMETRICA_AUTOMATICA,,10,144,BAIXA,TRUE,365,3,0,0,0,0,0.00821917808219178,0,0,0,0,365,0,1,0
CEMADEN,260710901A,2024,Ingazeira [Compesa] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,366,125,124,124,124,123,0.341530054644809,0.33879781420765,0.33879781420765,0.33879781420765,0.336065573770492,242,3,5,4
CEMADEN,260710901A,2025,Ingazeira [Compesa] - APAC,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,365,365,363,360,1,1,1,0.994520547945205,0.986301369863014,1,54,12,12
CEMADEN,260710901U,2017,INGAZEIRA,PLUVIOMETRICA_AUTOMATICA,,60,24,MEDIA,FALSE,365,29,19,19,18,17,0.0794520547945206,0.052054794520548,0.052054794520548,0.0493150684931507,0.0465753424657534,291,0,6,0
CEMADEN,260710901U,2018,INGAZEIRA,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,259,251,250,249,246,0.70958904109589,0.687671232876712,0.684931506849315,0.682191780821918,0.673972602739726,52,23,11,7
CEMADEN,260710901U,2019,INGAZEIRA,PLUVIOMETRICA_AUTOMATICA,,60,24,ALTA,FALSE,365,140,131,131,131,129,0.383561643835616,0.358904109589041,0.358904109589041,0.358904109589041,0.353424657534247,214,14,6,3
CEMADEN,260720801A,2017,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,361,359,1,0.997260273972603,0.997260273972603,0.989041095890411,0.983561643835616,2,220,12,12
CEMADEN,260720801A,2018,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,363,363,363,358,1,0.994520547945205,0.994520547945205,0.994520547945205,0.980821917808219,1,173,12,12
CEMADEN,260720801A,2019,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,244,230,229,228,223,0.668493150684932,0.63013698630137,0.627397260273973,0.624657534246575,0.610958904109589,89,104,10,7
CEMADEN,260720801A,2020,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,366,184,180,177,177,176,0.502732240437159,0.491803278688525,0.483606557377049,0.483606557377049,0.480874316939891,183,82,6,6
CEMADEN,260720801A,2021,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,364,364,361,351,1,0.997260273972603,0.997260273972603,0.989041095890411,0.961643835616438,1,190,12,12
CEMADEN,260720801A,2022,Centro,PLUVIOMETRICA_AUTOMATICA,,60,24,BAIXA,TRUE,365,365,359,356,353,346,1,0.983561643835616,0.975342465753425,0.967123287671233,0.947945205479452,4,226,12,12
