fonte_dados,cod_estacao,nome_estacao,ano,mes,n_esperado_dia,confianca_cadencia,cadencia_inconsistente,n_dias_calendario,n_dias_algum_valor,n_dias_75,n_dias_80,n_dias_90,n_dias_100,prop_algum_valor,prop_75,prop_80,prop_90,prop_100,n_dias_acima_esperado,mes_80pct_dias_90
CEMADEN,260630901C,GRANITO,2025,5,24,BAIXA,TRUE,31,9,8,8,8,8,0.290322580645161,0.258064516129032,0.258064516129032,0.258064516129032,0.258064516129032,0,FALSE
CEMADEN,260630901C,GRANITO,2025,6,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260630901C,GRANITO,2025,7,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260630901C,GRANITO,2025,8,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260630901C,GRANITO,2025,9,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260630901C,GRANITO,2025,10,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260630901C,GRANITO,2025,11,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260630901C,GRANITO,2025,12,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,1,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,2,24,BAIXA,TRUE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,3,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,5,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,6,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,7,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801A,G2-260640801A,2025,8,24,BAIXA,TRUE,31,4,2,2,2,2,0.129032258064516,0.0645161290322581,0.0645161290322581,0.0645161290322581,0.0645161290322581,2,FALSE
CEMADEN,260640801A,G2-260640801A,2025,9,24,BAIXA,TRUE,30,30,30,30,29,24,1,1,1,0.966666666666667,0.8,14,TRUE
CEMADEN,260640801A,G2-260640801A,2025,10,24,BAIXA,TRUE,31,31,31,30,30,29,1,1,0.967741935483871,0.967741935483871,0.935483870967742,15,TRUE
CEMADEN,260640801A,G2-260640801A,2025,11,24,BAIXA,TRUE,30,30,30,30,28,20,1,1,1,0.933333333333333,0.666666666666667,3,TRUE
CEMADEN,260640801A,G2-260640801A,2025,12,24,BAIXA,TRUE,31,31,31,31,28,14,1,1,1,0.903225806451613,0.451612903225806,4,TRUE
CEMADEN,260640801C,GRAVATA,2017,1,144,ALTA,FALSE,31,1,0,0,0,0,0.032258064516129,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,2,144,ALTA,FALSE,28,4,0,0,0,0,0.142857142857143,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,3,144,ALTA,FALSE,31,6,0,0,0,0,0.193548387096774,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,4,144,ALTA,FALSE,30,18,8,8,8,7,0.6,0.266666666666667,0.266666666666667,0.266666666666667,0.233333333333333,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,5,144,ALTA,FALSE,31,20,11,11,10,9,0.645161290322581,0.354838709677419,0.354838709677419,0.32258064516129,0.290322580645161,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,6,144,ALTA,FALSE,30,22,15,15,15,15,0.733333333333333,0.5,0.5,0.5,0.5,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,7,144,ALTA,FALSE,31,27,25,25,24,22,0.870967741935484,0.806451612903226,0.806451612903226,0.774193548387097,0.709677419354839,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,8,144,ALTA,FALSE,31,19,0,0,0,0,0.612903225806452,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,9,144,ALTA,FALSE,30,30,0,0,0,0,1,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,10,144,ALTA,FALSE,31,16,0,0,0,0,0.516129032258065,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,11,144,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2017,12,144,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2018,1,24,BAIXA,TRUE,31,14,0,0,0,0,0.451612903225806,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2018,2,24,BAIXA,TRUE,28,28,7,7,7,7,1,0.25,0.25,0.25,0.25,2,FALSE
CEMADEN,260640801C,GRAVATA,2018,3,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,14,TRUE
CEMADEN,260640801C,GRAVATA,2018,4,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,21,TRUE
CEMADEN,260640801C,GRAVATA,2018,5,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,15,TRUE
CEMADEN,260640801C,GRAVATA,2018,6,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,12,TRUE
CEMADEN,260640801C,GRAVATA,2018,7,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,9,TRUE
CEMADEN,260640801C,GRAVATA,2018,8,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,0,TRUE
CEMADEN,260640801C,GRAVATA,2018,9,24,BAIXA,TRUE,30,30,30,30,30,28,1,1,1,1,0.933333333333333,0,TRUE
CEMADEN,260640801C,GRAVATA,2018,10,24,BAIXA,TRUE,31,26,23,23,23,23,0.838709677419355,0.741935483870968,0.741935483870968,0.741935483870968,0.741935483870968,2,FALSE
CEMADEN,260640801C,GRAVATA,2018,11,24,BAIXA,TRUE,30,18,14,14,13,12,0.6,0.466666666666667,0.466666666666667,0.433333333333333,0.4,0,FALSE
CEMADEN,260640801C,GRAVATA,2018,12,24,BAIXA,TRUE,31,18,12,12,12,10,0.580645161290323,0.387096774193548,0.387096774193548,0.387096774193548,0.32258064516129,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,1,24,ALTA,FALSE,31,20,12,11,11,9,0.645161290322581,0.387096774193548,0.354838709677419,0.354838709677419,0.290322580645161,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,2,24,ALTA,FALSE,28,22,13,12,8,5,0.785714285714286,0.464285714285714,0.428571428571429,0.285714285714286,0.178571428571429,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,3,24,ALTA,FALSE,31,31,9,7,3,1,1,0.290322580645161,0.225806451612903,0.0967741935483871,0.032258064516129,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,4,24,ALTA,FALSE,30,30,16,10,6,5,1,0.533333333333333,0.333333333333333,0.2,0.166666666666667,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,5,24,ALTA,FALSE,31,31,22,20,17,14,1,0.709677419354839,0.645161290322581,0.548387096774194,0.451612903225806,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,6,24,ALTA,FALSE,30,30,19,19,17,16,1,0.633333333333333,0.633333333333333,0.566666666666667,0.533333333333333,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,7,24,ALTA,FALSE,31,21,5,4,2,1,0.67741935483871,0.161290322580645,0.129032258064516,0.0645161290322581,0.032258064516129,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,8,24,ALTA,FALSE,31,4,0,0,0,0,0.129032258064516,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,9,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,10,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,11,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640801C,GRAVATA,2019,12,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,1,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,2,24,ALTA,FALSE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,3,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,4,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,5,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,6,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,7,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640802A,G2-260640802A,2025,8,24,ALTA,FALSE,31,3,2,2,2,2,0.0967741935483871,0.0645161290322581,0.0645161290322581,0.0645161290322581,0.0645161290322581,1,FALSE
CEMADEN,260640802A,G2-260640802A,2025,9,24,ALTA,FALSE,30,30,29,29,29,22,1,0.966666666666667,0.966666666666667,0.966666666666667,0.733333333333333,8,TRUE
CEMADEN,260640802A,G2-260640802A,2025,10,24,ALTA,FALSE,31,31,31,30,30,14,1,1,0.967741935483871,0.967741935483871,0.451612903225806,4,TRUE
CEMADEN,260640802A,G2-260640802A,2025,11,24,ALTA,FALSE,30,30,30,29,26,4,1,1,0.966666666666667,0.866666666666667,0.133333333333333,0,TRUE
CEMADEN,260640802A,G2-260640802A,2025,12,24,ALTA,FALSE,31,31,31,30,22,5,1,1,0.967741935483871,0.709677419354839,0.161290322580645,1,FALSE
CEMADEN,260640803A,G2-260640803A,2025,1,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,2,24,ALTA,FALSE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,3,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,4,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,5,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,6,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,7,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,8,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260640803A,G2-260640803A,2025,9,24,ALTA,FALSE,30,20,20,19,19,19,0.666666666666667,0.666666666666667,0.633333333333333,0.633333333333333,0.633333333333333,3,FALSE
CEMADEN,260640803A,G2-260640803A,2025,10,24,ALTA,FALSE,31,31,31,30,30,30,1,1,0.967741935483871,0.967741935483871,0.967741935483871,2,TRUE
CEMADEN,260640803A,G2-260640803A,2025,11,24,ALTA,FALSE,30,30,30,30,30,27,1,1,1,1,0.9,2,TRUE
CEMADEN,260640803A,G2-260640803A,2025,12,24,ALTA,FALSE,31,31,31,31,30,26,1,1,1,0.967741935483871,0.838709677419355,4,TRUE
CEMADEN,260650701A,IATI - APAC,2018,1,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2018,2,24,BAIXA,TRUE,28,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2018,3,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2018,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2018,5,24,BAIXA,TRUE,31,21,21,21,20,20,0.67741935483871,0.67741935483871,0.67741935483871,0.645161290322581,0.645161290322581,9,FALSE
CEMADEN,260650701A,IATI - APAC,2018,6,24,BAIXA,TRUE,30,30,30,30,30,28,1,1,1,1,0.933333333333333,10,TRUE
CEMADEN,260650701A,IATI - APAC,2018,7,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,11,TRUE
CEMADEN,260650701A,IATI - APAC,2018,8,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,5,TRUE
CEMADEN,260650701A,IATI - APAC,2018,9,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,2,TRUE
CEMADEN,260650701A,IATI - APAC,2018,10,24,BAIXA,TRUE,31,31,30,30,30,28,1,0.967741935483871,0.967741935483871,0.967741935483871,0.903225806451613,1,TRUE
CEMADEN,260650701A,IATI - APAC,2018,11,24,BAIXA,TRUE,30,30,28,28,28,26,1,0.933333333333333,0.933333333333333,0.933333333333333,0.866666666666667,2,TRUE
CEMADEN,260650701A,IATI - APAC,2018,12,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,4,TRUE
CEMADEN,260650701A,IATI - APAC,2019,1,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,4,TRUE
CEMADEN,260650701A,IATI - APAC,2019,2,24,BAIXA,TRUE,28,28,28,28,28,26,1,1,1,1,0.928571428571429,6,TRUE
CEMADEN,260650701A,IATI - APAC,2019,3,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,8,TRUE
CEMADEN,260650701A,IATI - APAC,2019,4,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,9,TRUE
CEMADEN,260650701A,IATI - APAC,2019,5,24,BAIXA,TRUE,31,31,31,31,31,27,1,1,1,1,0.870967741935484,5,TRUE
CEMADEN,260650701A,IATI - APAC,2019,6,24,BAIXA,TRUE,30,30,30,30,30,28,1,1,1,1,0.933333333333333,15,TRUE
CEMADEN,260650701A,IATI - APAC,2019,7,24,BAIXA,TRUE,31,29,23,22,22,19,0.935483870967742,0.741935483870968,0.709677419354839,0.709677419354839,0.612903225806452,12,FALSE
CEMADEN,260650701A,IATI - APAC,2019,8,24,BAIXA,TRUE,31,30,28,28,28,26,0.967741935483871,0.903225806451613,0.903225806451613,0.903225806451613,0.838709677419355,12,TRUE
CEMADEN,260650701A,IATI - APAC,2019,9,24,BAIXA,TRUE,30,30,30,28,28,22,1,1,0.933333333333333,0.933333333333333,0.733333333333333,1,TRUE
CEMADEN,260650701A,IATI - APAC,2019,10,24,BAIXA,TRUE,31,29,23,23,23,22,0.935483870967742,0.741935483870968,0.741935483870968,0.741935483870968,0.709677419354839,0,FALSE
CEMADEN,260650701A,IATI - APAC,2019,11,24,BAIXA,TRUE,30,21,20,19,18,17,0.7,0.666666666666667,0.633333333333333,0.6,0.566666666666667,0,FALSE
CEMADEN,260650701A,IATI - APAC,2019,12,24,BAIXA,TRUE,31,16,13,13,13,12,0.516129032258065,0.419354838709677,0.419354838709677,0.419354838709677,0.387096774193548,0,FALSE
CEMADEN,260650701A,IATI - APAC,2020,1,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2020,2,24,BAIXA,TRUE,29,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2020,3,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2020,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2020,5,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2020,6,24,BAIXA,TRUE,30,28,28,27,27,26,0.933333333333333,0.933333333333333,0.9,0.9,0.866666666666667,15,TRUE
CEMADEN,260650701A,IATI - APAC,2020,7,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,11,TRUE
CEMADEN,260650701A,IATI - APAC,2020,8,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,8,TRUE
CEMADEN,260650701A,IATI - APAC,2020,9,24,BAIXA,TRUE,30,30,6,6,2,2,1,0.2,0.2,0.0666666666666667,0.0666666666666667,2,FALSE
CEMADEN,260650701A,IATI - APAC,2020,10,24,BAIXA,TRUE,31,26,1,1,1,1,0.838709677419355,0.032258064516129,0.032258064516129,0.032258064516129,0.032258064516129,1,FALSE
CEMADEN,260650701A,IATI - APAC,2020,11,24,BAIXA,TRUE,30,30,13,10,7,3,1,0.433333333333333,0.333333333333333,0.233333333333333,0.1,3,FALSE
CEMADEN,260650701A,IATI - APAC,2020,12,24,BAIXA,TRUE,31,31,29,24,15,7,1,0.935483870967742,0.774193548387097,0.483870967741936,0.225806451612903,2,FALSE
CEMADEN,260650701A,IATI - APAC,2021,1,24,ALTA,FALSE,31,31,7,3,2,0,1,0.225806451612903,0.0967741935483871,0.0645161290322581,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2021,2,24,ALTA,FALSE,28,28,19,13,9,6,1,0.678571428571429,0.464285714285714,0.321428571428571,0.214285714285714,1,FALSE
CEMADEN,260650701A,IATI - APAC,2021,3,24,ALTA,FALSE,31,31,26,19,14,10,1,0.838709677419355,0.612903225806452,0.451612903225806,0.32258064516129,6,FALSE
CEMADEN,260650701A,IATI - APAC,2021,4,24,ALTA,FALSE,30,14,4,4,3,0,0.466666666666667,0.133333333333333,0.133333333333333,0.1,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2021,5,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2021,6,24,ALTA,FALSE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2021,7,24,ALTA,FALSE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2021,8,24,ALTA,FALSE,31,21,20,17,13,6,0.67741935483871,0.645161290322581,0.548387096774194,0.419354838709677,0.193548387096774,3,FALSE
CEMADEN,260650701A,IATI - APAC,2021,9,24,ALTA,FALSE,30,30,13,7,7,3,1,0.433333333333333,0.233333333333333,0.233333333333333,0.1,1,FALSE
CEMADEN,260650701A,IATI - APAC,2021,10,24,ALTA,FALSE,31,31,24,18,14,3,1,0.774193548387097,0.580645161290323,0.451612903225806,0.0967741935483871,0,FALSE
CEMADEN,260650701A,IATI - APAC,2021,11,24,ALTA,FALSE,30,30,26,21,16,8,1,0.866666666666667,0.7,0.533333333333333,0.266666666666667,2,FALSE
CEMADEN,260650701A,IATI - APAC,2021,12,24,ALTA,FALSE,31,31,28,25,25,16,1,0.903225806451613,0.806451612903226,0.806451612903226,0.516129032258065,6,TRUE
CEMADEN,260650701A,IATI - APAC,2022,1,24,BAIXA,TRUE,31,31,27,25,23,17,1,0.870967741935484,0.806451612903226,0.741935483870968,0.548387096774194,5,FALSE
CEMADEN,260650701A,IATI - APAC,2022,2,24,BAIXA,TRUE,28,7,6,6,6,4,0.25,0.214285714285714,0.214285714285714,0.214285714285714,0.142857142857143,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,3,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,4,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,5,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,6,24,BAIXA,TRUE,30,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,7,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,8,24,BAIXA,TRUE,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,9,24,BAIXA,TRUE,30,15,14,14,14,14,0.5,0.466666666666667,0.466666666666667,0.466666666666667,0.466666666666667,0,FALSE
CEMADEN,260650701A,IATI - APAC,2022,10,24,BAIXA,TRUE,31,31,28,28,28,28,1,0.903225806451613,0.903225806451613,0.903225806451613,0.903225806451613,3,TRUE
CEMADEN,260650701A,IATI - APAC,2022,11,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,10,TRUE
CEMADEN,260650701A,IATI - APAC,2022,12,24,BAIXA,TRUE,31,31,31,30,30,29,1,1,0.967741935483871,0.967741935483871,0.935483870967742,2,TRUE
CEMADEN,260650701A,IATI - APAC,2023,1,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,3,TRUE
CEMADEN,260650701A,IATI - APAC,2023,2,24,BAIXA,TRUE,28,28,28,28,28,28,1,1,1,1,1,4,TRUE
CEMADEN,260650701A,IATI - APAC,2023,3,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,7,TRUE
CEMADEN,260650701A,IATI - APAC,2023,4,24,BAIXA,TRUE,30,30,29,29,29,29,1,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,7,TRUE
CEMADEN,260650701A,IATI - APAC,2023,5,24,BAIXA,TRUE,31,31,30,30,30,30,1,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,12,TRUE
CEMADEN,260650701A,IATI - APAC,2023,6,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,22,TRUE
CEMADEN,260650701A,IATI - APAC,2023,7,24,BAIXA,TRUE,31,31,31,31,30,30,1,1,1,0.967741935483871,0.967741935483871,14,TRUE
CEMADEN,260650701A,IATI - APAC,2023,8,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,15,TRUE
CEMADEN,260650701A,IATI - APAC,2023,9,24,BAIXA,TRUE,30,30,30,30,30,28,1,1,1,1,0.933333333333333,8,TRUE
CEMADEN,260650701A,IATI - APAC,2023,10,24,BAIXA,TRUE,31,31,31,30,29,21,1,1,0.967741935483871,0.935483870967742,0.67741935483871,0,TRUE
CEMADEN,260650701A,IATI - APAC,2023,11,24,BAIXA,TRUE,30,30,30,30,30,25,1,1,1,1,0.833333333333333,2,TRUE
CEMADEN,260650701A,IATI - APAC,2023,12,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,2,TRUE
CEMADEN,260650701A,IATI - APAC,2024,1,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,4,TRUE
CEMADEN,260650701A,IATI - APAC,2024,2,24,BAIXA,TRUE,29,29,27,27,27,27,1,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,9,TRUE
CEMADEN,260650701A,IATI - APAC,2024,3,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,6,TRUE
CEMADEN,260650701A,IATI - APAC,2024,4,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,12,TRUE
CEMADEN,260650701A,IATI - APAC,2024,5,24,BAIXA,TRUE,31,31,31,31,31,28,1,1,1,1,0.903225806451613,11,TRUE
CEMADEN,260650701A,IATI - APAC,2024,6,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,19,TRUE
CEMADEN,260650701A,IATI - APAC,2024,7,24,BAIXA,TRUE,31,31,31,31,31,30,1,1,1,1,0.967741935483871,22,TRUE
CEMADEN,260650701A,IATI - APAC,2024,8,24,BAIXA,TRUE,31,31,31,31,31,29,1,1,1,1,0.935483870967742,9,TRUE
CEMADEN,260650701A,IATI - APAC,2024,9,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,5,TRUE
CEMADEN,260650701A,IATI - APAC,2024,10,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,0,TRUE
CEMADEN,260650701A,IATI - APAC,2024,11,24,BAIXA,TRUE,30,30,30,30,30,29,1,1,1,1,0.966666666666667,2,TRUE
CEMADEN,260650701A,IATI - APAC,2024,12,24,BAIXA,TRUE,31,31,31,31,31,27,1,1,1,1,0.870967741935484,1,TRUE
CEMADEN,260650701A,IATI - APAC,2025,1,24,BAIXA,TRUE,31,31,31,30,28,23,1,1,0.967741935483871,0.903225806451613,0.741935483870968,8,TRUE
CEMADEN,260650701A,IATI - APAC,2025,2,24,BAIXA,TRUE,28,28,28,28,28,24,1,1,1,1,0.857142857142857,7,TRUE
CEMADEN,260650701A,IATI - APAC,2025,3,24,BAIXA,TRUE,31,31,31,30,28,21,1,1,0.967741935483871,0.903225806451613,0.67741935483871,0,TRUE
CEMADEN,260650701A,IATI - APAC,2025,4,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,3,TRUE
CEMADEN,260650701A,IATI - APAC,2025,5,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,13,TRUE
CEMADEN,260650701A,IATI - APAC,2025,6,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,19,TRUE
CEMADEN,260650701A,IATI - APAC,2025,7,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,16,TRUE
CEMADEN,260650701A,IATI - APAC,2025,8,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,13,TRUE
CEMADEN,260650701A,IATI - APAC,2025,9,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,16,TRUE
CEMADEN,260650701A,IATI - APAC,2025,10,24,BAIXA,TRUE,31,31,31,31,30,30,1,1,1,0.967741935483871,0.967741935483871,3,TRUE
CEMADEN,260650701A,IATI - APAC,2025,11,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,1,TRUE
CEMADEN,260650701A,IATI - APAC,2025,12,24,BAIXA,TRUE,31,31,31,31,30,30,1,1,1,0.967741935483871,0.967741935483871,1,TRUE
CEMADEN,260650701C,IATI,2018,1,24,BAIXA,TRUE,31,2,1,1,1,1,0.0645161290322581,0.032258064516129,0.032258064516129,0.032258064516129,0.032258064516129,0,FALSE
CEMADEN,260650701C,IATI,2018,2,24,BAIXA,TRUE,28,28,28,28,28,28,1,1,1,1,1,4,TRUE
CEMADEN,260650701C,IATI,2018,3,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,2,TRUE
CEMADEN,260650701C,IATI,2018,4,24,BAIXA,TRUE,30,30,30,30,30,30,1,1,1,1,1,10,TRUE
CEMADEN,260650701C,IATI,2018,5,24,BAIXA,TRUE,31,31,31,31,31,31,1,1,1,1,1,11,TRUE
CEMADEN,260650701C,IATI,2018,6,24,BAIXA,TRUE,30,12,11,11,11,11,0.4,0.366666666666667,0.366666666666667,0.366666666666667,0.366666666666667,1,FALSE
