"ano","cod_estacao","no_estacao","dh_arredondado","n_linhas_v1","n_linhas_elegiveis","n_valores_distintos_elegiveis","nu_concentracao_horaria","nu_concentracao_horaria_mediana","minimo_elegivel_hora","maximo_elegivel_hora","amplitude_elegivel_hora","tipo_hora","diferenca_media_mediana"
2022,"14","IFPE",2022-03-17 03:00:00,2,2,2,23.986665,23.986665,19.646,28.32733,8.68133,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 04:00:00,2,2,2,10.1943525,10.1943525,6.291875,14.09683,7.804955,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 05:00:00,2,2,2,19.58716,19.58716,19.27967,19.89465,0.614979999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 06:00:00,2,2,2,22.852585,22.852585,11.7185,33.98667,22.26817,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 07:00:00,2,2,2,25.28758,25.28758,20.72133,29.85383,9.1325,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 08:00:00,2,2,2,11.6661685,11.6661685,7.667167,15.66517,7.998003,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 10:00:00,2,2,2,10.348083,10.348083,8.716166,11.98,3.263834,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 11:00:00,2,2,2,13.011418,13.011418,8.659166,17.36367,8.704504,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-17 12:00:00,2,2,2,16.66308,16.66308,15.81433,17.51183,1.6975,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 01:00:00,2,2,2,17.77517,17.77517,13.54617,22.00417,8.458,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 02:00:00,2,2,2,23.576915,23.576915,12.10433,35.0495,22.94517,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 04:00:00,2,2,2,15.033585,15.033585,13.22367,16.8435,3.61983,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 05:00:00,2,2,2,14.66167,14.66167,12.52117,16.80217,4.281,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 06:00:00,2,2,2,13.093,13.093,10.6115,15.5745,4.963,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 07:00:00,2,2,2,26.062165,26.062165,23.47033,28.654,5.18367,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 08:00:00,2,2,2,26.799415,26.799415,14.7465,38.85233,24.10583,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 10:00:00,2,2,2,20.3759165,20.3759165,4.633333,36.1185,31.485167,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 11:00:00,2,2,2,25.62825,25.62825,19.27033,31.98617,12.71584,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-18 12:00:00,2,2,2,14.754,14.754,10.61783,18.89017,8.27234,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 01:00:00,2,2,2,19.6109185,19.6109185,7.026667,32.19517,25.168503,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 02:00:00,2,2,2,9.5991685,9.5991685,7.626667,11.57167,3.945003,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 03:00:00,2,2,2,14.4145,14.4145,12.14867,16.68033,4.53166,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 04:00:00,2,2,2,13.565415,13.565415,8.025,19.10583,11.08083,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 05:00:00,2,2,2,12.2024165,12.2024165,4.784333,19.6205,14.836167,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 06:00:00,2,2,2,17.43708,17.43708,16.82783,18.04633,1.2185,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 07:00:00,2,2,2,18.031165,18.031165,15.66833,20.394,4.72567,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 08:00:00,2,2,2,26.3285,26.3285,23.923,28.734,4.811,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 09:00:00,2,2,2,9.166085,9.166085,4.501,13.83117,9.33017,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-19 11:00:00,2,2,2,26.31625,26.31625,23.18133,29.45117,6.26984,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 02:00:00,2,2,2,20.11375,20.11375,14.89417,25.33333,10.43916,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 03:00:00,2,2,2,17.870585,17.870585,10.9005,24.84067,13.94017,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 04:00:00,2,2,2,10.865667,10.865667,7.092834,14.6385,7.545666,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 05:00:00,2,2,2,15.230915,15.230915,14.96533,15.4965,0.531169999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 06:00:00,2,2,2,16.633415,16.633415,15.94233,17.3245,1.38217,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 07:00:00,2,2,2,19.489335,19.489335,14.059,24.91967,10.86067,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 08:00:00,2,2,2,26.1815,26.1815,22.65283,29.71017,7.05734,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 09:00:00,2,2,2,8.1449165,8.1449165,0.274833,16.015,15.740167,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 11:00:00,2,2,2,9.9276685,9.9276685,7.916667,11.93867,4.022003,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-20 12:00:00,2,2,2,20.861085,20.861085,10.443,31.27917,20.83617,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 02:00:00,2,2,2,13.17275,13.17275,11.45133,14.89417,3.44284,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 03:00:00,2,2,2,7.9375,7.9375,4.9745,10.9005,5.926,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 04:00:00,2,2,2,6.024417,6.024417,4.956,7.092834,2.136834,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 05:00:00,2,2,2,12.5990835,12.5990835,9.701667,15.4965,5.794833,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 06:00:00,2,2,2,15.904585,15.904585,14.48467,17.3245,2.83983,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 07:00:00,2,2,2,13.25175,13.25175,12.4445,14.059,1.6145,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 08:00:00,2,2,2,18.186165,18.186165,13.7195,22.65283,8.93333,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 09:00:00,2,2,2,13.91525,13.91525,11.8155,16.015,4.1995,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 10:00:00,2,2,2,15.28775,15.28775,13.862,16.7135,2.8515,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-21 11:00:00,2,2,2,11.4067485,11.4067485,7.916667,14.89683,6.980163,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 01:00:00,2,2,2,16.3464185,16.3464185,8.816667,23.87617,15.059503,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 02:00:00,2,2,2,14.9035015,14.9035015,8.919333,20.88767,11.968337,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 03:00:00,2,2,2,7.6306665,7.6306665,6.671667,8.589666,1.917999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 04:00:00,2,2,2,15.10375,15.10375,13.813,16.3945,2.5815,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 05:00:00,2,2,2,6.5810835,6.5810835,0.059667,13.1025,13.042833,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 06:00:00,2,2,2,15.849415,15.849415,15.73733,15.9615,0.224169999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 07:00:00,2,2,2,21.92758,21.92758,16.52433,27.33083,10.8065,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 08:00:00,2,2,2,21.7245,21.7245,18.52167,24.92733,6.40566,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 09:00:00,2,2,2,15.7025,15.7025,11.45817,19.94683,8.48866,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-22 12:00:00,2,2,2,10.924665,10.924665,6.8015,15.04783,8.24633,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 01:00:00,2,2,2,5.27425,5.27425,4.585,5.9635,1.3785,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 02:00:00,2,2,2,19.454335,19.454335,18.914,19.99467,1.08067,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 03:00:00,2,2,2,13.52375,13.52375,12.84567,14.20183,1.35616,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 04:00:00,2,2,2,9.7231685,9.7231685,2.472667,16.97367,14.501003,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 06:00:00,2,2,2,16.6358335,16.6358335,9.155167,24.1165,14.961333,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 07:00:00,2,2,2,25.843915,25.843915,16.483,35.20483,18.72183,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 08:00:00,2,2,2,26.49542,26.49542,23.86217,29.12867,5.2665,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 10:00:00,2,2,2,27.333665,27.333665,23.44583,31.2215,7.77567,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 11:00:00,2,2,2,8.320084,8.320084,7.118834,9.521334,2.4025,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-23 12:00:00,2,2,2,17.59625,17.59625,17.15767,18.03483,0.87716,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 01:00:00,2,2,2,11.080915,11.080915,9.986,12.17583,2.18983,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 02:00:00,2,2,2,10.146665,10.146665,4.8635,15.42983,10.56633,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 03:00:00,2,2,2,11.1766665,11.1766665,8.679833,13.6735,4.993667,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 04:00:00,2,2,2,16.44617,16.44617,12.88167,20.01067,7.129,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 05:00:00,2,2,2,16.77233,16.77233,13.89333,19.65133,5.758,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 06:00:00,2,2,2,17.199,17.199,16.02533,18.37267,2.34734,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 07:00:00,2,2,2,23.606,23.606,17.55133,29.66067,12.10934,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 08:00:00,2,2,2,47.1435,47.1435,30.47383,63.81317,33.33934,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 09:00:00,2,2,2,22.738415,22.738415,13.16183,32.315,19.15317,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-24 12:00:00,2,2,2,19.778,19.778,18.64933,20.90667,2.25734,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 02:00:00,2,2,2,10.6961685,10.6961685,9.768167,11.62417,1.856003,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 03:00:00,2,2,2,16.148835,16.148835,15.24517,17.0525,1.80733,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 04:00:00,2,2,2,9.695002,9.695002,8.516334,10.87367,2.357336,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 05:00:00,2,2,2,13.96342,13.96342,12.13017,15.79667,3.6665,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 06:00:00,2,2,2,15.625165,15.625165,11.63333,19.617,7.98367,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 07:00:00,2,2,2,21.45425,21.45425,18.79033,24.11817,5.32784,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 08:00:00,2,2,2,15.23025,15.23025,10.30717,20.15333,9.84616,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 09:00:00,2,2,2,9.2740835,9.2740835,4.697667,13.8505,9.152833,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 10:00:00,2,2,2,7.5714185,7.5714185,0.846167,14.29667,13.450503,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-26 11:00:00,2,2,2,8.49275,8.49275,7.2455,9.74,2.4945,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 02:00:00,2,2,2,12.9295,12.9295,10.76467,15.09433,4.32966,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 03:00:00,2,2,2,4.000417,4.000417,2.606167,5.394667,2.7885,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 04:00:00,2,2,2,7.442333,7.442333,6.3105,8.574166,2.263666,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 05:00:00,2,2,2,9.3227485,9.3227485,4.237167,14.40833,10.171163,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 06:00:00,2,2,2,12.7751665,12.7751665,6.326833,19.2235,12.896667,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 07:00:00,2,2,2,12.8145835,12.8145835,6.317667,19.3115,12.993833,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 08:00:00,2,2,2,9.944585,9.944585,7.783,12.10617,4.32317,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 09:00:00,2,2,2,14.8697485,14.8697485,6.234167,23.50533,17.271163,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 10:00:00,2,2,2,3.862,3.862,2.342667,5.381333,3.038666,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-27 12:00:00,2,2,2,8.0393315,8.0393315,2.057833,14.02083,11.962997,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 01:00:00,2,2,2,10.9775835,10.9775835,4.934667,17.0205,12.085833,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 02:00:00,2,2,2,10.3575015,10.3575015,7.170333,13.54467,6.374337,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 03:00:00,2,2,2,10.3405,10.3405,9.728,10.953,1.225,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 04:00:00,2,2,2,9.799915,9.799915,7.84,11.75983,3.91983,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 05:00:00,2,2,2,13.49225,13.49225,11.24333,15.74117,4.49784,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 06:00:00,2,2,2,12.62725,12.62725,12.23933,13.01517,0.775839999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 07:00:00,2,2,2,18.91075,18.91075,16.11083,21.71067,5.59984,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 08:00:00,2,2,2,26.05975,26.05975,21.0045,31.115,10.1105,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 11:00:00,2,2,2,22.819415,22.819415,17.414,28.22483,10.81083,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-28 12:00:00,2,2,2,7.373748,7.373748,4.403666,10.34383,5.940164,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 01:00:00,2,2,2,19.177835,19.177835,17.8145,20.54117,2.72667,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 02:00:00,2,2,2,19.311915,19.311915,16.3435,22.28033,5.93683,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 03:00:00,2,2,2,11.0049165,11.0049165,9.282833,12.727,3.444167,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 04:00:00,2,2,2,23.119,23.119,13.37433,32.86367,19.48934,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 05:00:00,2,2,2,23.235915,23.235915,19.1485,27.32333,8.17483,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 06:00:00,2,2,2,21.667165,21.667165,18.53733,24.797,6.25967,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 07:00:00,2,2,2,33.11383,33.11383,29.14033,37.08733,7.947,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 08:00:00,2,2,2,46.0425,46.0425,44.14983,47.93517,3.78534,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 10:00:00,2,2,2,21.467335,21.467335,4.7215,38.21317,33.49167,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 11:00:00,2,2,2,19.969002,19.969002,9.496834,30.44117,20.944336,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-29 12:00:00,2,2,2,27.78175,27.78175,22.34083,33.22267,10.88184,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 01:00:00,2,2,2,20.8019185,20.8019185,9.793667,31.81017,22.016503,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 02:00:00,2,2,2,23.376915,23.376915,19.094,27.65983,8.56583,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 03:00:00,2,2,2,18.699165,18.699165,16.78483,20.6135,3.82867,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 04:00:00,2,2,2,19.419415,19.419415,14.43983,24.399,9.95917,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 05:00:00,2,2,2,28.44967,28.44967,26.08517,30.81417,4.729,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 06:00:00,2,2,2,18.6870015,18.6870015,9.548833,27.82517,18.276337,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 07:00:00,2,2,2,32.89983,32.89983,29.72133,36.07833,6.357,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 08:00:00,2,2,2,28.278085,28.278085,20.95117,35.605,14.65383,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 09:00:00,2,2,2,17.812165,17.812165,12.56883,23.0555,10.48667,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 10:00:00,2,2,2,28.4435,28.4435,14.4525,42.4345,27.982,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 11:00:00,2,2,2,28.66808,28.66808,22.56683,34.76933,12.2025,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-30 12:00:00,2,2,2,31.03425,31.03425,27.80483,34.26367,6.45884,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 02:00:00,2,2,2,23.35075,23.35075,23.227,23.4745,0.247499999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 03:00:00,2,2,2,15.833165,15.833165,14.00483,17.6615,3.65667,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 04:00:00,2,2,2,20.175665,20.175665,17.38,22.97133,5.59133,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 05:00:00,2,2,2,18.51608,18.51608,11.56933,25.46283,13.8935,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 06:00:00,2,2,2,17.5725,17.5725,15.1335,20.0115,4.878,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 07:00:00,2,2,2,31.8525,31.8525,30.54267,33.16233,2.61966,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 08:00:00,2,2,2,33.664,33.664,19.43383,47.89417,28.46034,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 09:00:00,2,2,2,25.814415,25.814415,3.6215,48.00733,44.38583,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 10:00:00,2,2,2,38.052835,38.052835,16.89917,59.2065,42.30733,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-03-31 11:00:00,2,2,2,21.400835,21.400835,21.067,21.73467,0.667670000000001,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 01:00:00,2,2,2,2.8404165,2.8404165,2.027833,3.653,1.625167,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 03:00:00,2,2,2,19.0025,19.0025,15.73667,22.26833,6.53166,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 04:00:00,2,2,2,16.475585,16.475585,12.91117,20.04,7.12883,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 05:00:00,2,2,2,14.516915,14.516915,14.141,14.89283,0.75183,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 06:00:00,2,2,2,23.066335,23.066335,11.47917,34.6535,23.17433,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 07:00:00,2,2,2,26.096,26.096,18.37883,33.81317,15.43434,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 08:00:00,2,2,2,15.076585,15.076585,11.96567,18.1875,6.22183,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 09:00:00,2,2,2,13.8243315,13.8243315,8.090333,19.55833,11.467997,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 10:00:00,2,2,2,22.60567,22.60567,12.21917,32.99217,20.773,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 11:00:00,2,2,2,24.723085,24.723085,21.98617,27.46,5.47383,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-01 12:00:00,2,2,2,19.433915,19.433915,16.501,22.36683,5.86583,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-02 01:00:00,2,2,2,14.231915,14.231915,13.076,15.38783,2.31183,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"14","IFPE",2022-04-02 02:00:00,2,2,2,10.9669165,10.9669165,3.536833,18.397,14.860167,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
