"ano","cod_estacao","no_estacao","dh_arredondado","n_linhas_v1","n_linhas_elegiveis","n_valores_distintos_elegiveis","nu_concentracao_horaria","nu_concentracao_horaria_mediana","minimo_elegivel_hora","maximo_elegivel_hora","amplitude_elegivel_hora","tipo_hora","diferenca_media_mediana"
2022,"12","IPOJUCA",2022-02-24 03:00:00,2,2,2,11.795,11.795,8.21,15.38,7.17,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 04:00:00,2,2,2,17.915,17.915,10.07,25.76,15.69,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 05:00:00,2,2,2,18.15,18.15,7.56,28.74,21.18,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 06:00:00,2,2,2,21.26,21.26,12.8,29.72,16.92,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 07:00:00,2,2,2,25,25,15.19,34.81,19.62,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 08:00:00,2,2,2,22.895,22.895,20.82,24.97,4.15,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 09:00:00,2,2,2,20.36,20.36,19.86,20.86,1,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 10:00:00,2,2,2,20,20,19.78,20.22,0.439999999999998,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 11:00:00,2,2,2,30.2,30.2,28.31,32.09,3.78,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-24 12:00:00,2,2,2,20.955,20.955,15.41,26.5,11.09,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 01:00:00,2,2,2,16.265,16.265,15.81,16.72,0.909999999999998,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 02:00:00,2,2,2,10.505,10.505,8.41,12.6,4.19,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 03:00:00,2,2,2,16.18,16.18,14.16,18.2,4.04,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 04:00:00,2,2,2,17.6,17.6,9.93,25.27,15.34,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 05:00:00,2,2,2,17.315,17.315,7.45,27.18,19.73,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 06:00:00,2,2,2,23.315,23.315,12.04,34.59,22.55,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 07:00:00,2,2,2,18.425,18.425,12.54,24.31,11.77,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 08:00:00,2,2,2,25.05,25.05,18.35,31.75,13.4,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 09:00:00,2,2,2,20.88,20.88,20.85,20.91,0.0599999999999987,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 10:00:00,2,2,2,16.02,16.02,10.91,21.13,10.22,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-26 11:00:00,2,2,2,12.225,12.225,9.94,14.51,4.57,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 01:00:00,2,2,2,15.955,15.955,14.43,17.48,3.05,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 02:00:00,2,2,2,12.115,12.115,7.57,16.66,9.09,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 03:00:00,2,2,2,15.155,15.155,10.45,19.86,9.41,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 04:00:00,2,2,2,12.705,12.705,4.91,20.5,15.59,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 05:00:00,2,2,2,9.3,9.3,3.57,15.03,11.46,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 06:00:00,2,2,2,12.885,12.885,5.74,20.03,14.29,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 07:00:00,2,2,2,11.605,11.605,6.47,16.74,10.27,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 08:00:00,2,2,2,15.485,15.485,6.74,24.23,17.49,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 09:00:00,2,2,2,15.165,15.165,8.37,21.96,13.59,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 10:00:00,2,2,2,16.04,16.04,10.08,22,11.92,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-27 12:00:00,2,2,2,12.74,12.74,11.79,13.69,1.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 01:00:00,2,2,2,20.175,20.175,16.92,23.43,6.51,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 02:00:00,2,2,2,9.86,9.86,9.71,10.01,0.299999999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 03:00:00,2,2,2,12.95,12.95,5.89,20.01,14.12,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 04:00:00,2,2,2,8.975,8.975,6.82,11.13,4.31,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 05:00:00,2,2,2,13.465,13.465,8.83,18.1,9.27,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 06:00:00,2,2,2,15.165,15.165,1.22,29.11,27.89,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 07:00:00,2,2,2,13.975,13.975,1.43,26.52,25.09,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 08:00:00,2,2,2,15.36,15.36,9,21.72,12.72,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 09:00:00,2,2,2,16.165,16.165,6.81,25.52,18.71,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 10:00:00,2,2,2,16.645,16.645,10.4,22.89,12.49,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 11:00:00,2,2,2,13.975,13.975,11.23,16.72,5.49,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-02-28 12:00:00,2,2,2,13.8,13.8,11.02,16.58,5.56,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 01:00:00,2,2,2,16.79,16.79,16.06,17.52,1.46,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 02:00:00,2,2,2,11.085,11.085,6.99,15.18,8.19,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 03:00:00,2,2,2,13.835,13.835,10.48,17.19,6.71,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 04:00:00,2,2,2,13.82,13.82,8.63,19.01,10.38,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 05:00:00,2,2,2,6.595,6.595,5.4,7.79,2.39,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 06:00:00,2,2,2,8.435,8.435,5.36,11.51,6.15,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 07:00:00,2,2,2,16.765,16.765,12.97,20.56,7.59,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 08:00:00,2,2,2,18.03,18.03,14.87,21.19,6.32,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 09:00:00,2,2,2,12.395,12.395,11.92,12.87,0.949999999999999,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 10:00:00,2,2,2,15.015,15.015,11.34,18.69,7.35,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 11:00:00,2,2,2,23.055,23.055,10.23,35.88,25.65,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-01 12:00:00,2,2,2,16.765,16.765,16.52,17.01,0.490000000000002,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 01:00:00,2,2,2,12.785,12.785,6.74,18.83,12.09,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 02:00:00,2,2,2,15.71,15.71,10.13,21.29,11.16,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 03:00:00,2,2,2,20.06,20.06,13.41,26.71,13.3,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 04:00:00,2,2,2,17.405,17.405,13.28,21.53,8.25,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 05:00:00,2,2,2,15.065,15.065,8.83,21.3,12.47,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 06:00:00,2,2,2,22.48,22.48,9.4,35.56,26.16,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 07:00:00,2,2,2,20.755,20.755,7.63,33.88,26.25,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 08:00:00,2,2,2,18.045,18.045,7.19,28.9,21.71,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 09:00:00,2,2,2,15.71,15.71,6.15,25.27,19.12,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 10:00:00,2,2,2,15.43,15.43,12.14,18.72,6.58,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 11:00:00,2,2,2,13.535,13.535,12.14,14.93,2.79,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-02 12:00:00,2,2,2,13.83,13.83,9.1,18.56,9.46,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 01:00:00,2,2,2,19,19,16.66,21.34,4.68,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 02:00:00,2,2,2,25.18,25.18,14.79,35.57,20.78,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 03:00:00,2,2,2,23.92,23.92,19.29,28.55,9.26,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 04:00:00,2,2,2,19.73,19.73,9.91,29.55,19.64,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 05:00:00,2,2,2,15.7,15.7,9.18,22.22,13.04,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 06:00:00,2,2,2,30.865,30.865,20.98,40.75,19.77,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 07:00:00,2,2,2,31.08,31.08,17.6,44.56,26.96,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 08:00:00,2,2,2,22.725,22.725,17.33,28.12,10.79,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 09:00:00,2,2,2,18.34,18.34,16.85,19.83,2.98,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 10:00:00,2,2,2,20.06,20.06,17.25,22.87,5.62,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 11:00:00,2,2,2,14.43,14.43,11.1,17.76,6.66,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-03 12:00:00,2,2,2,12.34,12.34,8.4,16.28,7.88,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 01:00:00,2,2,2,10.63,10.63,8.34,12.92,4.58,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 02:00:00,2,2,2,6.64,6.64,4.05,9.23,5.18,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 03:00:00,2,2,2,6.435,6.435,6.12,6.75,0.63,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 04:00:00,2,2,2,8.285,8.285,5.38,11.19,5.81,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 05:00:00,2,2,2,8.175,8.175,5.95,10.4,4.45,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 06:00:00,2,2,2,4.815,4.815,1.11,8.52,7.41,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 07:00:00,2,2,2,2.87,2.87,0.5,5.24,4.74,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 09:00:00,2,2,2,9.42,9.42,2.73,16.11,13.38,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 10:00:00,2,2,2,6.185,6.185,6.02,6.35,0.33,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 11:00:00,2,2,2,5.76,5.76,3.55,7.97,4.42,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-04 12:00:00,2,2,2,11.08,11.08,5,17.16,12.16,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 01:00:00,2,2,2,10.265,10.265,9.02,11.51,2.49,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 02:00:00,2,2,2,10.69,10.69,9.03,12.35,3.32,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 03:00:00,2,2,2,3.345,3.345,1.15,5.54,4.39,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 04:00:00,2,2,2,3.97,3.97,2.4,5.54,3.14,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 05:00:00,2,2,2,10.9,10.9,5.19,16.61,11.42,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 06:00:00,2,2,2,12.42,12.42,4.75,20.09,15.34,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 07:00:00,2,2,2,8.45,8.45,5.6,11.3,5.7,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 08:00:00,2,2,2,7.495,7.495,4.82,10.17,5.35,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 09:00:00,2,2,2,3.665,3.665,2.04,5.29,3.25,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 10:00:00,2,2,2,4.325,4.325,3.83,4.82,0.99,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 11:00:00,2,2,2,8.28,8.28,4.24,12.32,8.08,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-05 12:00:00,2,2,2,7.16,7.16,4.99,9.33,4.34,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 01:00:00,2,2,2,8.64,8.64,3.17,14.11,10.94,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 02:00:00,2,2,2,6.165,6.165,2.44,9.89,7.45,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 03:00:00,2,2,2,7.265,7.265,6.29,8.24,1.95,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 04:00:00,2,2,2,13.405,13.405,3.43,23.38,19.95,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 05:00:00,2,2,2,6.445,6.445,3.1,9.79,6.69,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 06:00:00,2,2,2,10.83,10.83,7.86,13.8,5.94,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 07:00:00,2,2,2,13.845,13.845,9.55,18.14,8.59,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 08:00:00,2,2,2,7.235,7.235,3.96,10.51,6.55,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 09:00:00,2,2,2,6.015,6.015,3.34,8.69,5.35,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 10:00:00,2,2,2,5.96,5.96,4.29,7.63,3.34,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 11:00:00,2,2,2,8.07,8.07,7.47,8.67,1.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-06 12:00:00,2,2,2,6.895,6.895,4.31,9.48,5.17,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 01:00:00,2,2,2,6.67,6.67,4.31,9.03,4.72,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 02:00:00,2,2,2,15.885,15.885,13.29,18.48,5.19,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 03:00:00,2,2,2,6.295,6.295,2.73,9.86,7.13,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 04:00:00,2,2,2,11.465,11.465,6.63,16.3,9.67,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 05:00:00,2,2,2,8.525,8.525,7.26,9.79,2.53,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 06:00:00,2,2,2,20.265,20.265,8.21,32.32,24.11,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 07:00:00,2,2,2,20.485,20.485,12.88,28.09,15.21,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 08:00:00,2,2,2,12.225,12.225,10.59,13.86,3.27,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 09:00:00,2,2,2,10.67,10.67,8.63,12.71,4.08,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 10:00:00,2,2,2,9.015,9.015,6.05,11.98,5.93,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 11:00:00,2,2,2,5.7,5.7,0.77,10.63,9.86,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-07 12:00:00,2,2,2,8.525,8.525,6.76,10.29,3.53,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 01:00:00,2,2,2,12.01,12.01,6.87,17.15,10.28,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 02:00:00,2,2,2,5.12,5.12,3.85,6.39,2.54,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 03:00:00,2,2,2,3.14,3.14,2.92,3.36,0.44,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 04:00:00,2,2,2,9.225,9.225,4.82,13.63,8.81,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 05:00:00,2,2,2,10.85,10.85,6.74,14.96,8.22,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 06:00:00,2,2,2,19.36,19.36,6.78,31.94,25.16,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 07:00:00,2,2,2,21.795,21.795,11.68,31.91,20.23,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 08:00:00,2,2,2,11.77,11.77,10.47,13.07,2.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 09:00:00,2,2,2,10.39,10.39,2.51,18.27,15.76,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 10:00:00,2,2,2,6.335,6.335,5.8,6.87,1.07,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 11:00:00,2,2,2,17.345,17.345,6.92,27.77,20.85,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-08 12:00:00,2,2,2,6.235,6.235,3.84,8.63,4.79,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 02:00:00,2,2,2,12.24,12.24,9.07,15.41,6.34,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 03:00:00,2,2,2,8.4,8.4,1.95,14.85,12.9,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 04:00:00,2,2,2,8.96,8.96,7.42,10.5,3.08,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 05:00:00,2,2,2,11.265,11.265,0.89,21.64,20.75,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 06:00:00,2,2,2,7.25,7.25,0.03,14.47,14.44,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 07:00:00,2,2,2,25.185,25.185,15.99,34.38,18.39,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 08:00:00,2,2,2,18.65,18.65,15.55,21.75,6.2,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 09:00:00,2,2,2,8.815,8.815,7.22,10.41,3.19,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 10:00:00,2,2,2,5.43,5.43,4.41,6.45,2.04,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 11:00:00,2,2,2,4.085,4.085,2.95,5.22,2.27,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-09 12:00:00,2,2,2,8.345,8.345,2.95,13.74,10.79,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 01:00:00,2,2,2,12.125,12.125,9.05,15.2,6.15,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 02:00:00,2,2,2,12.345,12.345,9.06,15.63,6.57,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 03:00:00,2,2,2,10.795,10.795,8.69,12.9,4.21,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 04:00:00,2,2,2,17.325,17.325,14.5,20.15,5.65,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 05:00:00,2,2,2,13.3,13.3,10.5,16.1,5.6,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 06:00:00,2,2,2,10.475,10.475,6.69,14.26,7.57,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 07:00:00,2,2,2,13.63,13.63,10.84,16.42,5.58,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 08:00:00,2,2,2,13.48,13.48,9.67,17.29,7.62,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
2022,"12","IPOJUCA",2022-03-10 09:00:00,2,2,2,14.28,14.28,10.1,18.46,8.36,"DUPLICADA_DIVERGENTE_MEDIA_DISTINTOS",0
