fonte_dados,cod_estacao,ano_alvo,estacao_mp10,nome_estacao,municipios,uf,tipo_estacao,periodicidade_fonte,situacao_estacao,altitude_m,latitude_min,latitude_max,longitude_min,longitude_max,n_registros,inicio_local,fim_local,anos,n_precipitacao_ausente,n_precipitacao_negativa,n_registros_duplicados,n_registros_conflitantes,latitude_ref,longitude_ref,amplitude_lat,amplitude_lon,flag_coordenada_variavel,primeiro_ano,ultimo_ano,n_anos_com_dados,n_anos_12_meses,n_anos_300_dias,n_anos_330_dias,media_dias_com_registro,menor_prop_registros_com_valor,media_prop_registros_com_valor,cod_estacao_mp10,municipio_mp10,latitude_mp10,longitude_mp10,distancia_km,faixa_distancia,estacao_historica,nota,n_registros_ano,n_registros_com_valor_ano,n_registros_sem_valor_ano,n_datas_com_registro_ano,n_meses_com_registro_ano,precipitacao_min_ano,precipitacao_max_ano,ano_tem_dados,ano_12_meses,ano_300_dias,ano_330_dias
CEMADEN,261370105A,2021,EDCUPE,SAO LOURENCO DA MATA - APAC,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.99419,-7.99419,-35.03699,-35.03699,22875,2017-11-13T18:00:00Z,2022-02-03T19:00:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0,-7.99419,-35.03699,0,0,FALSE,2017,2022,6,0,0,0,135.833333333333,1,1,13,Ipojuca,-8.39754,-35.04313,44.8556261864665,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,6445,6445,0,219,8,0,8.55,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160608A,2021,EDCUPE,Corrego Jenipapo,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.007,-8.007,-34.936,-34.936,62267,2017-01-01T03:00:00Z,2024-06-05T19:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.007,-34.936,0,0,FALSE,2017,2024,8,5,4,4,253.75,1,1,13,Ipojuca,-8.39754,-35.04313,44.9982571757816,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,8437,8437,0,290,10,0,11.18,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160610G,2021,EDCUPE,Nova Descoberta,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.00864,-8.000933,-34.933022,-34.932956,12753,2019-10-01T00:10:00Z,2021-02-28T23:10:00Z,2019;2020;2021,0,0,0,0,-8.0047865,-34.932989,0.00770699999999991,6.60000000038963e-05,FALSE,2019,2021,3,1,1,1,162,1,1,13,Ipojuca,-8.39754,-35.04313,45.3233453167066,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,897,897,0,38,2,0,1.6,TRUE,FALSE,FALSE,FALSE
CEMADEN,261130902A,2021,EDCUPE,POMBOS - APAC,POMBOS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.180556,-8.180556,-35.393889,-35.393889,28508,2017-11-24T09:30:00Z,2021-08-04T18:10:00Z,2017;2018;2019;2020;2021,0,0,0,0,-8.180556,-35.393889,0,0,FALSE,2017,2021,5,3,3,3,224.4,1,1,13,Ipojuca,-8.39754,-35.04313,45.5162442846649,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,769,769,0,43,4,0,4.53,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160615G,2021,EDCUPE,COMPESA - Alto da Brasileira,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.001254,-8.001254,-34.935572,-34.935572,9460,2023-11-01T20:30:00Z,2024-09-25T06:10:00Z,2023;2024,0,0,0,0,-8.001254,-34.935572,0,0,FALSE,2023,2024,2,0,0,0,165,1,1,13,Ipojuca,-8.39754,-35.04313,45.6273888693353,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261160616G,2021,EDCUPE,COMPAZ - Alto Sta. Terezinha | REC5,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.00984,-8.00919,-34.90313,-34.902819,23231,2023-10-31T20:50:00Z,2025-12-31T23:10:00Z,2023;2024;2025,0,0,1632,0,-8.009515,-34.9029745,0.000650000000000262,0.000310999999996398,FALSE,2023,2025,3,2,2,2,198.5,1,1,13,Ipojuca,-8.39754,-35.04313,45.8208651533257,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260090604A,2021,EDCUPE,G2-260090604A | G2-Escola Nova Esperança,AMARAJI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.374107,-8.369778,-35.46077,-35.457837,1915,2025-08-12T13:50:00Z,2025-12-01T14:20:00Z,2025,0,0,672,0,-8.3719425,-35.4593035,0.00432900000000025,0.00293299999999874,FALSE,2025,2025,1,0,0,0,36.5,1,1,13,Ipojuca,-8.39754,-35.04313,45.8701979064783,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261160612A,2021,EDCUPE,Guabiraba,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.994,-7.994,-34.936,-34.936,29552,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2024;2025,0,0,1454,0,-7.994,-34.936,0,0,FALSE,2017,2025,4,1,1,1,219.25,1,1,13,Ipojuca,-8.39754,-35.04313,46.3948843289813,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261160613G,2021,EDCUPE,COMPESA - Alto da Esperança,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.995841,-7.995841,-34.915624,-34.915624,16730,2023-11-07T18:40:00Z,2025-06-05T06:10:00Z,2023;2024;2025,0,0,0,0,-7.995841,-34.915624,0,0,FALSE,2023,2025,3,1,1,1,192.333333333333,1,1,13,Ipojuca,-8.39754,-35.04313,46.8195108436678,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260140903A,2021,EDCUPE,BARREIROS - APAC,BARREIROS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.806444,-8.806444,-35.186139,-35.186139,21749,2017-11-18T04:40:00Z,2022-01-19T20:20:00Z,2017;2018;2019;2021;2022,0,0,0,0,-8.806444,-35.186139,0,0,FALSE,2017,2022,5,1,2,1,167,1,1,13,Ipojuca,-8.39754,-35.04313,48.1098901606488,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,1054,1054,0,107,5,0,21.2,TRUE,FALSE,FALSE,FALSE
CEMADEN,260140902A,2021,EDCUPE,Hospital Municipal | Rod. Armínio Cuil Hi Rme,BARREIROS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.807,-8.807,-35.186,-35.186,89191,2017-01-01T03:00:00Z,2025-12-15T11:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1638,0,-8.807,-35.186,0,0,FALSE,2017,2025,9,7,6,5,296.2,1,1,13,Ipojuca,-8.39754,-35.04313,48.1633339916523,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,6289,6289,0,207,7,0,14.69,TRUE,FALSE,FALSE,FALSE
CEMADEN,260090602A,2021,EDCUPE,G2-260090602A | G2-Hospital Alice B. dos Anjos,AMARAJI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.37275,-8.350951,-35.50448,-35.4565,4251,2025-08-30T15:50:00Z,2025-12-31T23:10:00Z,2025,0,0,1688,0,-8.3618505,-35.48049,0.0217989999999997,0.0479800000000026,TRUE,2025,2025,1,0,0,0,62.5,1,1,13,Ipojuca,-8.39754,-35.04313,48.2764694619865,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260440301A,2021,EDCUPE,CHA DE ALEGRIA - APAC,CHÃ DE ALEGRIA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.99754,-7.99754,-35.21584,-35.21584,71021,2017-11-16T14:20:00Z,2025-09-22T16:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0,-7.99754,-35.21584,0,0,FALSE,2017,2025,9,6,6,5,288.888888888889,1,1,13,Ipojuca,-8.39754,-35.04313,48.3694985281628,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,5144,5144,0,194,8,0,8.74,TRUE,FALSE,FALSE,FALSE
CEMADEN,261130901A,2021,EDCUPE,Vila São José,POMBOS,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.13689,-8.13689,-35.39963,-35.39963,80476,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1526,0,-8.13689,-35.39963,0,0,FALSE,2017,2025,9,7,7,7,328.444444444444,1,1,13,Ipojuca,-8.39754,-35.04313,48.7743163999072,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,7736,7736,0,290,10,0,10.8,TRUE,FALSE,FALSE,FALSE
CEMADEN,261060801A,2021,EDCUPE,GUADALAJARA - APAC,PAUDALHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.95518,-7.95518,-35.10672,-35.10672,29619,2017-11-16T14:20:00Z,2021-12-22T12:00:00Z,2017;2018;2019;2020;2021,0,0,0,0,-7.95518,-35.10672,0,0,FALSE,2017,2021,5,2,2,2,225.2,1,1,13,Ipojuca,-8.39754,-35.04313,49.6837047029517,>30-50 km,CUPE,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,2873,2873,0,116,8,0,6.3,TRUE,FALSE,FALSE,FALSE
CEMADEN,260720801A,2018,IFPE,Centro,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.4,-8.4,-35.064,-35.064,89265,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1634,0,-8.4,-35.064,0,0,FALSE,2017,2025,9,7,7,7,331.111111111111,1,1,14,Ipojuca,-8.38456,-35.0423,2.94037517011968,<=5 km,IFPE,Referencia anual elegivel IFPE 2018,10225,10225,0,365,12,0,17.48,TRUE,TRUE,TRUE,TRUE
CEMADEN,260720804A,2018,IFPE,Rurópolis,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.411,-8.411,-35.07,-35.07,66265,2017-01-01T03:00:00Z,2025-12-31T23:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1484,0,-8.411,-35.07,0,0,FALSE,2017,2025,9,8,6,6,306,1,1,14,Ipojuca,-8.38456,-35.0423,4.23417961072742,<=5 km,IFPE,Referencia anual elegivel IFPE 2018,10224,10224,0,365,12,0,15.78,TRUE,TRUE,TRUE,TRUE
CEMADEN,260290204A,2018,IFPE,Enseado dos Corais,CABO DE SANTO AGOSTINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.33,-8.33,-34.956,-34.956,78032,2017-01-01T03:00:00Z,2025-09-19T11:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-8.33,-34.956,0,0,FALSE,2017,2025,9,6,6,6,301.777777777778,1,1,14,Ipojuca,-8.38456,-35.0423,11.2670570461699,>10-20 km,IFPE,Referencia anual elegivel IFPE 2018,10044,10044,0,365,12,0,13.42,TRUE,TRUE,TRUE,TRUE
CEMADEN,260720803A,2018,IFPE,Porto de Galinhas,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.507,-8.507,-35.004,-35.004,32805,2017-01-01T03:00:00Z,2020-01-24T09:50:00Z,2017;2018;2019;2020,0,0,2,0,-8.507,-35.004,0,0,FALSE,2017,2020,4,3,3,3,277,1,1,14,Ipojuca,-8.38456,-35.0423,14.2515483795198,>10-20 km,IFPE,Referencia anual elegivel IFPE 2018,9887,9887,0,365,12,0,15.57,TRUE,TRUE,TRUE,TRUE
CEMADEN,260520201A,2018,IFPE,Jaguaribe,ESCADA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.369,-8.369,-35.241,-35.241,96156,2017-01-01T03:00:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1680,0,-8.369,-35.241,0,0,FALSE,2017,2025,9,8,8,8,348,1,1,14,Ipojuca,-8.38456,-35.0423,21.9271149124324,>20-30 km,IFPE,Referencia anual elegivel IFPE 2018,10734,10734,0,365,12,0,11.75,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790109A,2018,IFPE,Barra de Jangada,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.22,-8.22,-34.932,-34.932,62494,2017-01-01T03:00:00Z,2024-06-12T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.22,-34.932,0,0,FALSE,2017,2024,8,4,4,3,265.5,1,1,14,Ipojuca,-8.38456,-35.0423,21.9571321829508,>20-30 km,IFPE,Referencia anual elegivel IFPE 2018,10028,10028,0,365,12,0,15.13,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790104A,2018,IFPE,Prazeres,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.188,-8.188,-34.953,-34.953,82109,2017-01-01T03:00:00Z,2025-12-27T20:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,348,0,-8.188,-34.953,0,0,FALSE,2017,2025,9,7,6,6,301.111111111111,1,1,14,Ipojuca,-8.38456,-35.0423,23.9636832965579,>20-30 km,IFPE,Referencia anual elegivel IFPE 2018,9465,9465,0,365,12,0,10.18,TRUE,TRUE,TRUE,TRUE
CEMADEN,261420401A,2018,IFPE,Centro,SIRINHAÉM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.592,-8.592,-35.116,-35.116,81298,2017-01-01T03:00:00Z,2025-12-31T15:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,544,0,-8.592,-35.116,0,0,FALSE,2017,2025,9,8,8,7,341.666666666667,1,1,14,Ipojuca,-8.38456,-35.0423,24.44893656322,>20-30 km,IFPE,Referencia anual elegivel IFPE 2018,10151,10151,0,365,12,0,12.6,TRUE,TRUE,TRUE,TRUE
CEMADEN,261420402A,2018,IFPE,SIRINHAEM - APAC,SIRINHAÉM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.594572,-8.594572,-35.109969,-35.109969,34732,2017-11-24T16:40:00Z,2024-03-19T18:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,0,0,-8.594572,-35.109969,0,0,FALSE,2017,2024,8,2,2,2,161.625,1,1,14,Ipojuca,-8.38456,-35.0423,24.5094564639831,>20-30 km,IFPE,Referencia anual elegivel IFPE 2018,10071,10071,0,365,12,0,14.7,TRUE,TRUE,TRUE,TRUE
INMET,82897,2018,IFPE,TAPACURA,"","",CONVENCIONAL,Horaria,Desativada,102,-8.17,-8.17,-35.18,-35.18,9860,2017-01-01T12:00:00Z,2025-12-31T18:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,9860,0,0,0,-8.17,-35.18,0,0,FALSE,2017,2025,9,9,9,9,365.222222222222,0,0,14,Ipojuca,-8.38456,-35.0423,28.2628664721419,>20-30 km,IFPE,Referencia anual elegivel IFPE 2018,1095,0,1095,365,12,,,TRUE,TRUE,TRUE,TRUE
CEMADEN,260940202A,2018,IFPE,Centro,MORENO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.118,-8.118,-35.101,-35.101,95068,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1572,0,-8.118,-35.101,0,0,FALSE,2017,2025,9,8,9,8,355.777777777778,1,1,14,Ipojuca,-8.38456,-35.0423,30.3358740804613,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10111,10111,0,365,12,0,12,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790107A,2018,IFPE,Centro,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.112,-8.112,-35.015,-35.015,71145,2017-01-01T03:00:00Z,2025-03-09T16:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-8.112,-35.015,0,0,FALSE,2017,2025,9,5,6,5,263.333333333333,1,1,14,Ipojuca,-8.38456,-35.0423,30.4558641600581,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10413,10413,0,365,12,0,14.99,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160615A,2018,IFPE,Ibura,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.122,-8.122,-34.955,-34.955,74536,2017-01-01T03:00:00Z,2023-11-25T16:40:00Z,2017;2018;2019;2020;2021;2022;2023,0,0,2,0,-8.122,-34.955,0,0,FALSE,2017,2023,7,6,7,6,357.285714285714,1,1,14,Ipojuca,-8.38456,-35.0423,30.7353304046346,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10259,10259,0,365,12,0,10.78,TRUE,TRUE,TRUE,TRUE
CEMADEN,261640705A,2018,IFPE,VITORIA DE SANTO ANTAO - APAC,VITÓRIA DE SANTO ANTÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.22513,-8.22513,-35.270697,-35.270697,33806,2017-11-17T08:20:00Z,2022-03-22T14:20:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0,-8.22513,-35.270697,0,0,FALSE,2017,2022,6,3,3,3,229.166666666667,1,1,14,Ipojuca,-8.38456,-35.0423,30.7539866556215,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,9263,9263,0,365,12,0,11.38,TRUE,TRUE,TRUE,TRUE
CEMADEN,261190301A,2018,IFPE,Centro,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.661,-8.661,-35.153,-35.153,65208,2017-01-01T03:00:00Z,2022-08-22T18:00:00Z,2017;2018;2019;2020;2021;2022,0,0,124,0,-8.661,-35.153,0,0,FALSE,2017,2022,6,5,5,5,341,1,1,14,Ipojuca,-8.38456,-35.0423,33.0614933349456,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10336,10336,0,363,12,0,9.98,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790102A,2018,IFPE,Cavaleiro 2 | Cavaleiro2,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.09,-8.09,-34.97,-34.97,74902,2017-01-01T03:00:00Z,2024-07-31T17:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.09,-34.97,0,0,FALSE,2017,2024,8,5,5,4,276.888888888889,1,1,14,Ipojuca,-8.38456,-35.0423,33.7061562948088,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10278,10278,0,365,12,0,12.8,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160621A,2018,IFPE,Areias,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.102,-8.102,-34.929,-34.929,84361,2017-01-01T03:00:00Z,2024-12-21T19:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.102,-34.929,0,0,FALSE,2017,2024,8,8,8,8,361.5,1,1,14,Ipojuca,-8.38456,-35.0423,33.8027796126248,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10143,10143,0,365,12,0,13.8,TRUE,TRUE,TRUE,TRUE
CEMADEN,261180402A,2018,IFPE,ARIPIBU - APAC,RIBEIRÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.44341,-8.44341,-35.34595,-35.34595,59889,2017-11-16T02:10:00Z,2025-12-31T11:00:00Z,2017;2018;2019;2020;2021;2023;2024;2025,0,0,56,0,-8.44341,-35.34595,0,0,FALSE,2017,2025,8,5,5,4,269,1,1,14,Ipojuca,-8.38456,-35.0423,34.0359549165271,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10005,10005,0,365,12,0,10.98,TRUE,TRUE,TRUE,TRUE
CEMADEN,261140802A,2018,IFPE,PRIMAVERA - APAC,PRIMAVERA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.3275,-8.3275,-35.349833,-35.349833,29542,2017-11-25T03:20:00Z,2021-09-30T19:00:00Z,2017;2018;2019;2020;2021,0,0,0,0,-8.3275,-35.349833,0,0,FALSE,2017,2021,5,2,2,2,213.8,1,1,14,Ipojuca,-8.38456,-35.0423,34.4229176847147,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10380,10380,0,365,12,0,17.89,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790108A,2018,IFPE,Curado 4 | CuradoII,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.08,-8.07105,-34.997,-34.99392,74068,2017-01-01T03:00:00Z,2024-05-13T19:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.075525,-34.99546,0.00895000000000046,0.00307999999999709,FALSE,2017,2024,8,6,6,6,278.666666666667,1,1,14,Ipojuca,-8.38456,-35.0423,34.7476448126213,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10307,10307,0,365,12,0,14.98,TRUE,TRUE,TRUE,TRUE
CEMADEN,261190303A,2018,IFPE,RIO FORMOSO - APAC,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.67534,-8.67534,-35.160509,-35.160509,66036,2017-11-22T04:50:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1282,0,-8.67534,-35.160509,0,0,FALSE,2017,2025,9,5,5,5,259.666666666667,1,1,14,Ipojuca,-8.38456,-35.0423,34.8484247150491,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,9439,9439,0,359,12,0,12.81,TRUE,TRUE,TRUE,TRUE
CEMADEN,260940201A,2018,IFPE,Bonança,MORENO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.105,-8.105,-35.195,-35.195,80161,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1640,0,-8.105,-35.195,0,0,FALSE,2017,2025,9,6,6,6,301.888888888889,1,1,14,Ipojuca,-8.38456,-35.0423,35.336867917856,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,9918,9918,0,365,12,0,8.53,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160617A,2018,IFPE,Pina,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.099,-8.099,-34.887,-34.887,92364,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1490,0,-8.099,-34.887,0,0,FALSE,2017,2025,9,9,9,9,363.444444444444,1,1,14,Ipojuca,-8.38456,-35.0423,36.0599557206255,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,9973,9973,0,365,12,0,9.37,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160619A,2018,IFPE,San Martin,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.073,-8.073,-34.925,-34.925,53244,2017-01-01T03:00:00Z,2024-09-09T05:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.073,-34.925,0,0,FALSE,2017,2024,8,2,2,2,231.25,1,1,14,Ipojuca,-8.38456,-35.0423,36.9708221459979,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10061,10061,0,365,12,0,16.2,TRUE,TRUE,TRUE,TRUE
INMET,82900,2018,IFPE,RECIFE (CURADO),"","",CONVENCIONAL,Horaria,Fechada,11.3,-8.05916666,-8.05916666,-34.95916666,-34.95916666,4016,2017-01-01T12:00:00Z,2020-08-31T18:00:00Z,2017;2018;2019;2020,147,0,0,0,-8.05916666,-34.95916666,0,0,FALSE,2017,2020,4,3,3,3,334.75,0.915981735159817,0.961322451886138,14,Ipojuca,-8.38456,-35.0423,37.3209220148158,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,1095,1090,5,365,12,0,46.6,TRUE,TRUE,TRUE,TRUE
INMET,A301,2018,IFPE,RECIFE,"","",AUTOMATICA,Horaria,Desativada,11.3,-8.05916666,-8.05916666,-34.95916666,-34.95916666,42621,2017-01-01T03:00:00Z,2021-11-11T23:00:00Z,2017;2018;2019;2020;2021,1093,0,0,0,-8.05916666,-34.95916666,0,0,FALSE,2017,2021,5,4,5,4,355.2,0.938698630136986,0.974773575258259,14,Ipojuca,-8.38456,-35.0423,37.3209220148158,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,8760,8292,468,365,12,0,29.2,TRUE,TRUE,TRUE,TRUE
CEMADEN,261190302A,2018,IFPE,Cocaú,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.64,-8.64,-35.27,-35.27,65282,2017-01-01T03:00:00Z,2024-07-27T01:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.64,-35.27,0,0,FALSE,2017,2024,8,5,5,5,291.875,1,1,14,Ipojuca,-8.38456,-35.0423,37.8652803324959,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10248,10248,0,365,12,0,13.01,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160622A,2018,IFPE,Boa Vista,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.069,-8.069,-34.891,-34.891,42036,2017-01-01T03:00:00Z,2021-03-02T12:20:00Z,2017;2018;2019;2020;2021,0,0,2,0,-8.069,-34.891,0,0,FALSE,2017,2021,5,4,4,4,290.4,1,1,14,Ipojuca,-8.38456,-35.0423,38.8389359907761,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10044,10044,0,365,12,0,16.8,TRUE,TRUE,TRUE,TRUE
CEMADEN,261370102A,2018,IFPE,Nossa Senhora da Luz,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.037,-8.037,-35.1,-35.1,71594,2017-01-01T03:00:00Z,2025-05-07T18:50:00Z,2017;2018;2019;2020;2021;2022;2024;2025,0,0,2,0,-8.037,-35.1,0,0,FALSE,2017,2025,8,5,6,5,306.625,1,1,14,Ipojuca,-8.38456,-35.0423,39.1651942693602,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10124,10124,0,365,12,0,11.81,TRUE,TRUE,TRUE,TRUE
CEMADEN,261180401A,2018,IFPE,Bandeirante,RIBEIRÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.507,-8.507,-35.385,-35.385,94352,2017-01-01T03:00:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1644,0,-8.507,-35.385,0,0,FALSE,2017,2025,9,8,8,8,354.333333333333,1,1,14,Ipojuca,-8.38456,-35.0423,40.0767379609227,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,10323,10323,0,365,12,0,10.57,TRUE,TRUE,TRUE,TRUE
