fonte_dados,cod_estacao,ano_alvo,estacao_mp10,nome_estacao,municipios,uf,tipo_estacao,periodicidade_fonte,situacao_estacao,altitude_m,latitude_min,latitude_max,longitude_min,longitude_max,n_registros,inicio_local,fim_local,anos,n_precipitacao_ausente,n_precipitacao_negativa,n_registros_duplicados,n_registros_conflitantes,latitude_ref,longitude_ref,amplitude_lat,amplitude_lon,flag_coordenada_variavel,primeiro_ano,ultimo_ano,n_anos_com_dados,n_anos_12_meses,n_anos_300_dias,n_anos_330_dias,media_dias_com_registro,menor_prop_registros_com_valor,media_prop_registros_com_valor,cod_estacao_mp10,municipio_mp10,latitude_mp10,longitude_mp10,distancia_km,faixa_distancia,estacao_historica,nota,n_registros_ano,n_registros_com_valor_ano,n_registros_sem_valor_ano,n_datas_com_registro_ano,n_meses_com_registro_ano,precipitacao_min_ano,precipitacao_max_ano,ano_tem_dados,ano_12_meses,ano_300_dias,ano_330_dias
CEMADEN,261160604G,2018,IFPE,Barreira,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.024219,-8.024215,-34.964622,-34.964431,36950,2019-10-01T00:10:00Z,2025-12-31T23:10:00Z,2019;2020;2021;2023;2024;2025,0,0,1660,0,-8.024217,-34.9645265,4.00000000055911e-06,0.00019100000000094,FALSE,2019,2025,6,3,3,3,218,1,1,14,Ipojuca,-8.38456,-35.0423,40.9724213857923,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260345401G,2018,IFPE,Convento Carmelo,CAMARAGIBE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.020025,-8.020025,-34.977156,-34.977156,49088,2021-05-29T14:20:00Z,2025-12-31T23:10:00Z,2021;2022;2023;2024;2025,0,0,1670,0,-8.020025,-34.977156,0,0,FALSE,2021,2025,5,4,4,4,335.6,1,1,14,Ipojuca,-8.38456,-35.0423,41.1636788421467,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261370104A,2018,IFPE,Rua dos Milagres,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.01,-8.01,-35.016,-35.016,77514,2017-01-01T03:00:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1694,0,-8.01,-35.016,0,0,FALSE,2017,2025,9,6,6,6,299.222222222222,1,1,14,Ipojuca,-8.38456,-35.0423,41.7496909591173,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,1238,1238,0,155,9,0,13.2,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160603A,2018,IFPE,Dois Irmãos | Estação Experimental UFRPE,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.018378,-8.018378,-34.947058,-34.947058,82926,2017-01-01T03:00:00Z,2025-03-11T14:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-8.018378,-34.947058,0,0,FALSE,2017,2025,9,5,5,5,262.5,1,1,14,Ipojuca,-8.38456,-35.0423,42.0452206568679,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,4389,4389,0,120,4,0,10.98,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160603A,2018,IFPE,Dois Irmãos | Estação Experimental UFRPE,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.018378,-8.018378,-34.947058,-34.947058,82926,2017-01-01T03:00:00Z,2025-03-11T14:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-8.018378,-34.947058,0,0,FALSE,2017,2025,9,5,5,5,262.5,1,1,14,Ipojuca,-8.38456,-35.0423,42.0452206568679,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,6848,6848,0,246,9,0,6.73,TRUE,FALSE,FALSE,FALSE
CEMADEN,261370105A,2018,IFPE,SAO LOURENCO DA MATA - APAC,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.99419,-7.99419,-35.03699,-35.03699,22875,2017-11-13T18:00:00Z,2022-02-03T19:00:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0,-7.99419,-35.03699,0,0,FALSE,2017,2022,6,0,0,0,135.833333333333,1,1,14,Ipojuca,-8.38456,-35.0423,43.4111575577284,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,3999,3999,0,145,8,0,504.57,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160610G,2018,IFPE,Nova Descoberta,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.00864,-8.000933,-34.933022,-34.932956,12753,2019-10-01T00:10:00Z,2021-02-28T23:10:00Z,2019;2020;2021,0,0,0,0,-8.0047865,-34.932989,0.00770699999999991,6.60000000038963e-05,FALSE,2019,2021,3,1,1,1,162,1,1,14,Ipojuca,-8.38456,-35.0423,43.9092459188877,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260590518H,2018,IFPE,Centro,GAMELEIRA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.586337,-8.586337,-35.388637,-35.388637,25426,2023-05-10T13:10:00Z,2025-12-31T23:10:00Z,2023;2024;2025,0,0,1646,0,-8.586337,-35.388637,0,0,FALSE,2023,2025,3,1,1,1,282,1,1,14,Ipojuca,-8.38456,-35.0423,44.206363196621,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261160615G,2018,IFPE,COMPESA - Alto da Brasileira,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.001254,-8.001254,-34.935572,-34.935572,9460,2023-11-01T20:30:00Z,2024-09-25T06:10:00Z,2023;2024,0,0,0,0,-8.001254,-34.935572,0,0,FALSE,2023,2024,2,0,0,0,165,1,1,14,Ipojuca,-8.38456,-35.0423,44.2107758334607,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261160616G,2018,IFPE,COMPAZ - Alto Sta. Terezinha | REC5,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.00984,-8.00919,-34.90313,-34.902819,23231,2023-10-31T20:50:00Z,2025-12-31T23:10:00Z,2023;2024;2025,0,0,1632,0,-8.009515,-34.9029745,0.000650000000000262,0.000310999999996398,FALSE,2023,2025,3,2,2,2,198.5,1,1,14,Ipojuca,-8.38456,-35.0423,44.4329290248746,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261160607A,2018,IFPE,Alto do Céu,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.012,-8.012,-34.892,-34.892,53785,2017-01-01T03:00:00Z,2025-09-22T07:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-8.012,-34.892,0,0,FALSE,2017,2025,9,2,2,2,233.333333333333,1,1,14,Ipojuca,-8.38456,-35.0423,44.607331030936,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,7390,7390,0,256,9,0,14.49,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160605A,2018,IFPE,Nova Descoberta | UPA de Nova Descoberta,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.001917,-8.001917,-34.919278,-34.919278,90559,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1686,0,-8.001917,-34.919278,0,0,FALSE,2017,2025,9,8,8,8,322.7,1,1,14,Ipojuca,-8.38456,-35.0423,44.6504178776464,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,3485,3485,0,120,4,0,13.41,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160605A,2018,IFPE,Nova Descoberta | UPA de Nova Descoberta,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.001917,-8.001917,-34.919278,-34.919278,90559,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1686,0,-8.001917,-34.919278,0,0,FALSE,2017,2025,9,8,8,8,322.7,1,1,14,Ipojuca,-8.38456,-35.0423,44.6504178776464,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,6093,6093,0,246,9,0,5.71,TRUE,FALSE,FALSE,FALSE
CEMADEN,260090603A,2018,IFPE,G2-260090603A | G2-EM. SJ da Boa Esperança,AMARAJI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.380926,-8.380878,-35.45024,-35.450108,4179,2025-08-30T11:30:00Z,2025-12-31T23:10:00Z,2025,0,0,1636,0,-8.380902,-35.450174,4.80000000013803e-05,0.000132000000000687,FALSE,2025,2025,1,0,0,0,62.5,1,1,14,Ipojuca,-8.38456,-35.0423,44.8708804916303,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,261160612A,2018,IFPE,Guabiraba,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.994,-7.994,-34.936,-34.936,29552,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2024;2025,0,0,1454,0,-7.994,-34.936,0,0,FALSE,2017,2025,4,1,1,1,219.25,1,1,14,Ipojuca,-8.38456,-35.0423,44.9766553753194,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,379,379,0,11,2,0,7.17,TRUE,FALSE,FALSE,FALSE
CEMADEN,261160613G,2018,IFPE,COMPESA - Alto da Esperança,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.995841,-7.995841,-34.915624,-34.915624,16730,2023-11-07T18:40:00Z,2025-06-05T06:10:00Z,2023;2024;2025,0,0,0,0,-7.995841,-34.915624,0,0,FALSE,2023,2025,3,1,1,1,192.333333333333,1,1,14,Ipojuca,-8.38456,-35.0423,45.4165602464493,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260960001G,2018,IFPE,Caixa D'Água,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.994922,-7.994917,-34.905667,-34.905648,51000,2019-10-01T00:10:00Z,2025-06-04T12:10:00Z,2019;2020;2021;2022;2023;2024;2025,0,0,0,0,-7.9949195,-34.9056575,4.99999999981071e-06,1.90000000017676e-05,FALSE,2019,2025,7,5,5,4,271,1,1,14,Ipojuca,-8.38456,-35.0423,45.8619970143119,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260090604A,2018,IFPE,G2-260090604A | G2-Escola Nova Esperança,AMARAJI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.374107,-8.369778,-35.46077,-35.457837,1915,2025-08-12T13:50:00Z,2025-12-01T14:20:00Z,2025,0,0,672,0,-8.3719425,-35.4593035,0.00432900000000025,0.00293299999999874,FALSE,2025,2025,1,0,0,0,36.5,1,1,14,Ipojuca,-8.38456,-35.0423,45.8953245942935,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260345406A,2018,IFPE,Aldeia,CAMARAGIBE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.956,-7.956,-35.009,-35.009,88224,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1752,0,-7.956,-35.009,0,0,FALSE,2017,2025,9,7,7,7,333.111111111111,1,1,14,Ipojuca,-8.38456,-35.0423,47.7945070514622,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,7612,7612,0,254,9,0,15.16,TRUE,FALSE,FALSE,FALSE
CEMADEN,261060801A,2018,IFPE,GUADALAJARA - APAC,PAUDALHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.95518,-7.95518,-35.10672,-35.10672,29619,2017-11-16T14:20:00Z,2021-12-22T12:00:00Z,2017;2018;2019;2020;2021,0,0,0,0,-7.95518,-35.10672,0,0,FALSE,2017,2021,5,2,2,2,225.2,1,1,14,Ipojuca,-8.38456,-35.0423,48.2685654757082,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,6526,6526,0,273,11,0,7.1,TRUE,FALSE,FALSE,FALSE
CEMADEN,260090602A,2018,IFPE,G2-260090602A | G2-Hospital Alice B. dos Anjos,AMARAJI,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.37275,-8.350951,-35.50448,-35.4565,4251,2025-08-30T15:50:00Z,2025-12-31T23:10:00Z,2025,0,0,1688,0,-8.3618505,-35.48049,0.0217989999999997,0.0479800000000026,TRUE,2025,2025,1,0,0,0,62.5,1,1,14,Ipojuca,-8.38456,-35.0423,48.2712862518127,>30-50 km,IFPE,Referencia anual elegivel IFPE 2018,,,,,,,,FALSE,FALSE,FALSE,FALSE
CEMADEN,260720801G,2021,IPOJUCA,Campo do Avião,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.399458,-8.399431,-35.058456,-35.058455,53642,2019-10-01T16:00:00Z,2025-12-31T23:10:00Z,2019;2020;2021;2022;2023;2024;2025,0,0,1580,0,-8.3994445,-35.0584555,2.69999999993331e-05,9.99999997475243e-07,FALSE,2019,2025,7,4,4,4,286.857142857143,1,1,12,Ipojuca,-8.44359,-35.01403,6.92640747959743,>5-10 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10328,10328,0,365,12,0,13.2,TRUE,TRUE,TRUE,TRUE
CEMADEN,260720804A,2021,IPOJUCA,Rurópolis,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.411,-8.411,-35.07,-35.07,66265,2017-01-01T03:00:00Z,2025-12-31T23:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1484,0,-8.411,-35.07,0,0,FALSE,2017,2025,9,8,6,6,306,1,1,12,Ipojuca,-8.44359,-35.01403,7.14376732272583,>5-10 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10715,10715,0,365,12,0,12.2,TRUE,TRUE,TRUE,TRUE
CEMADEN,260720801A,2021,IPOJUCA,Centro,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.4,-8.4,-35.064,-35.064,89265,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1634,0,-8.4,-35.064,0,0,FALSE,2017,2025,9,7,7,7,331.111111111111,1,1,12,Ipojuca,-8.44359,-35.01403,7.32836097674827,>5-10 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10977,10977,0,365,12,0,11.59,TRUE,TRUE,TRUE,TRUE
CEMADEN,260720802A,2021,IPOJUCA,Camela,IPOJUCA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.511,-8.511,-35.122,-35.122,44193,2017-01-01T03:00:00Z,2022-06-13T13:10:00Z,2017;2018;2019;2020;2021;2022,0,0,2,0,-8.511,-35.122,0,0,FALSE,2017,2022,6,2,3,2,246.833333333333,1,1,12,Ipojuca,-8.44359,-35.01403,14.0424406796913,>10-20 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,8961,8961,0,359,12,0,11.79,TRUE,TRUE,TRUE,TRUE
CEMADEN,260290204A,2021,IPOJUCA,Enseado dos Corais,CABO DE SANTO AGOSTINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.33,-8.33,-34.956,-34.956,78032,2017-01-01T03:00:00Z,2025-09-19T11:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-8.33,-34.956,0,0,FALSE,2017,2025,9,6,6,6,301.777777777778,1,1,12,Ipojuca,-8.44359,-35.01403,14.1521806232538,>10-20 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10490,10490,0,361,12,0,16.89,TRUE,TRUE,TRUE,TRUE
CEMADEN,260290203A,2021,IPOJUCA,Torrinha,CABO DE SANTO AGOSTINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.287,-8.287,-35.033,-35.033,75777,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1660,0,-8.287,-35.033,0,0,FALSE,2017,2025,9,5,4,4,280.333333333333,1,1,12,Ipojuca,-8.44359,-35.01403,17.5366564871593,>10-20 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10811,10811,0,365,12,0,17.89,TRUE,TRUE,TRUE,TRUE
CEMADEN,261420401A,2021,IPOJUCA,Centro,SIRINHAÉM,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.592,-8.592,-35.116,-35.116,81298,2017-01-01T03:00:00Z,2025-12-31T15:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,544,0,-8.592,-35.116,0,0,FALSE,2017,2025,9,8,8,7,341.666666666667,1,1,12,Ipojuca,-8.44359,-35.01403,19.951784019321,>10-20 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10651,10651,0,362,12,0,11.58,TRUE,TRUE,TRUE,TRUE
CEMADEN,260290205A,2021,IPOJUCA,Pontes dos Carvalhos,CABO DE SANTO AGOSTINHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.233,-8.233,-34.979,-34.979,61197,2017-01-01T03:00:00Z,2025-03-26T20:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-8.233,-34.979,0,0,FALSE,2017,2025,9,5,5,4,252.333333333333,1,1,12,Ipojuca,-8.44359,-35.01403,23.7316044350037,>20-30 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10742,10742,0,365,12,0,16.2,TRUE,TRUE,TRUE,TRUE
CEMADEN,260520201A,2021,IPOJUCA,Jaguaribe,ESCADA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.369,-8.369,-35.241,-35.241,96156,2017-01-01T03:00:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1680,0,-8.369,-35.241,0,0,FALSE,2017,2025,9,8,8,8,348,1,1,12,Ipojuca,-8.44359,-35.01403,26.3084017033883,>20-30 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,11054,11054,0,365,12,0,11.6,TRUE,TRUE,TRUE,TRUE
CEMADEN,261190301A,2021,IPOJUCA,Centro,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.661,-8.661,-35.153,-35.153,65208,2017-01-01T03:00:00Z,2022-08-22T18:00:00Z,2017;2018;2019;2020;2021;2022,0,0,124,0,-8.661,-35.153,0,0,FALSE,2017,2022,6,5,5,5,341,1,1,12,Ipojuca,-8.44359,-35.01403,28.5995475345257,>20-30 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10898,10898,0,365,12,0,13.41,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790104A,2021,IPOJUCA,Prazeres,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.188,-8.188,-34.953,-34.953,82109,2017-01-01T03:00:00Z,2025-12-27T20:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,348,0,-8.188,-34.953,0,0,FALSE,2017,2025,9,7,6,6,301.111111111111,1,1,12,Ipojuca,-8.44359,-35.01403,29.2028410643836,>20-30 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,11408,11408,0,365,12,0,15.12,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790101A,2021,IPOJUCA,Muribeca,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.157,-8.157,-34.968,-34.968,70674,2017-01-02T09:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1628,0,-8.157,-34.968,0,0,FALSE,2017,2025,9,4,5,3,272.333333333333,1,1,12,Ipojuca,-8.44359,-35.01403,32.2673541142604,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10750,10750,0,365,12,0,15.98,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790106A,2021,IPOJUCA,Piedade,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.154,-8.154,-34.914,-34.914,79772,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1578,0,-8.154,-34.914,0,0,FALSE,2017,2025,9,6,6,6,305.222222222222,1,1,12,Ipojuca,-8.44359,-35.01403,34.0300357331618,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10581,10581,0,365,12,0,13.01,TRUE,TRUE,TRUE,TRUE
CEMADEN,261485702A,2021,IPOJUCA,TAMANDARE - APAC,TAMANDARÉ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.750556,-8.750556,-35.101667,-35.101667,81867,2017-11-21T10:20:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1566,0,-8.750556,-35.101667,0,0,FALSE,2017,2025,9,8,8,8,321.888888888889,1,1,12,Ipojuca,-8.44359,-35.01403,35.4670002517433,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10650,10650,0,365,12,0,14.95,TRUE,TRUE,TRUE,TRUE
INMET,82897,2021,IPOJUCA,TAPACURA,"","",CONVENCIONAL,Horaria,Desativada,102,-8.17,-8.17,-35.18,-35.18,9860,2017-01-01T12:00:00Z,2025-12-31T18:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,9860,0,0,0,-8.17,-35.18,0,0,FALSE,2017,2025,9,9,9,9,365.222222222222,0,0,12,Ipojuca,-8.44359,-35.01403,35.4819504777948,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,1095,0,1095,365,12,,,TRUE,TRUE,TRUE,TRUE
CEMADEN,261190302A,2021,IPOJUCA,Cocaú,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.64,-8.64,-35.27,-35.27,65282,2017-01-01T03:00:00Z,2024-07-27T01:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.64,-35.27,0,0,FALSE,2017,2024,8,5,5,5,291.875,1,1,12,Ipojuca,-8.44359,-35.01403,35.6261787627018,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,9870,9870,0,363,12,0,12.61,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160609G,2021,IPOJUCA,UR12 - COHAB,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.130699,-8.12152,-34.952228,-34.933022,37555,2019-10-01T00:10:00Z,2023-10-30T14:40:00Z,2019;2020;2021;2022;2023,0,0,0,0,-8.1261095,-34.942625,0.0091789999999996,0.0192059999999969,TRUE,2019,2023,5,3,4,3,295.8,1,1,12,Ipojuca,-8.44359,-35.01403,36.1660461424813,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10213,10213,0,359,12,0,13,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160615A,2021,IPOJUCA,Ibura,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.122,-8.122,-34.955,-34.955,74536,2017-01-01T03:00:00Z,2023-11-25T16:40:00Z,2017;2018;2019;2020;2021;2022;2023,0,0,2,0,-8.122,-34.955,0,0,FALSE,2017,2023,7,6,7,6,357.285714285714,1,1,12,Ipojuca,-8.44359,-35.01403,36.3443538995347,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10883,10883,0,365,12,0,14.28,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160604A,2021,IPOJUCA,Alto Bela Vista | USF Alto Bela Vista-Ibura,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.123583,-8.123583,-34.941528,-34.941528,65251,2017-01-01T03:00:00Z,2023-07-21T11:10:00Z,2017;2018;2019;2020;2021;2022;2023,0,0,2,0,-8.123583,-34.941528,0,0,FALSE,2017,2023,7,5,5,4,274.5,1,1,12,Ipojuca,-8.44359,-35.01403,36.4665441431811,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,11075,11075,0,364,12,0,14.28,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160606G,2021,IPOJUCA,Lagoa Encantada - COHAB,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.11785,-8.11784,-34.950142,-34.950131,51955,2019-10-01T00:10:00Z,2025-12-31T23:10:00Z,2019;2020;2021;2022;2023;2024;2025,0,0,1606,0,-8.117845,-34.9501365,1.00000000013978e-05,1.10000000006494e-05,FALSE,2019,2025,7,4,4,4,263.142857142857,1,1,12,Ipojuca,-8.44359,-35.01403,36.897251002654,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10726,10726,0,365,12,0,12.2,TRUE,TRUE,TRUE,TRUE
CEMADEN,260940202A,2021,IPOJUCA,Centro,MORENO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.118,-8.118,-35.101,-35.101,95068,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1572,0,-8.118,-35.101,0,0,FALSE,2017,2025,9,8,9,8,355.777777777778,1,1,12,Ipojuca,-8.44359,-35.01403,37.4474443409798,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10458,10458,0,364,12,0,14.95,TRUE,TRUE,TRUE,TRUE
CEMADEN,261160609A,2021,IPOJUCA,Imbiribeira | UPA da Imbiribeira,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.120975,-8.120975,-34.913983,-34.913983,84302,2017-01-01T03:00:00Z,2025-12-31T23:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1600,0,-8.120975,-34.913983,0,0,FALSE,2017,2025,9,5,6,4,279.6,1,1,12,Ipojuca,-8.44359,-35.01403,37.5243632175009,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10753,10753,0,363,12,0,11.79,TRUE,TRUE,TRUE,TRUE
CEMADEN,260790102G,2021,IPOJUCA,Alto Vento,JABOATÃO DOS GUARARAPES,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.10031,-8.100284,-34.982633,-34.982616,51601,2019-10-01T00:10:00Z,2024-09-07T01:10:00Z,2019;2020;2021;2022;2023;2024,0,0,0,0,-8.100297,-34.9826245,2.60000000000815e-05,1.69999999997117e-05,FALSE,2019,2024,6,4,4,4,300.333333333333,1,1,12,Ipojuca,-8.44359,-35.01403,38.3286023153175,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,10913,10913,0,365,12,0,16,TRUE,TRUE,TRUE,TRUE
CEMADEN,261140801A,2021,IPOJUCA,Centro | Residencial Primavera,PRIMAVERA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.35518,-8.331,-35.352,-35.34891,71445,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,992,0,-8.34309,-35.350455,0.0241800000000012,0.00309000000000026,TRUE,2017,2025,9,7,7,5,296.4,1,1,12,Ipojuca,-8.44359,-35.01403,38.6585599784475,>30-50 km,IPOJUCA,Referencia anual elegivel IPOJUCA 2021,8412,8412,0,362,12,0,0.2,TRUE,TRUE,TRUE,TRUE
