estacao_historica,ano_alvo,data_local,cod_estacao,nome_estacao,municipios,distancia_km,precip_diaria_final_mm,n_registros_final,n_registros_00h_relocados,max_acumulado_intervalo_mm,n_obs_validas,maior_gap_dia_min,cobertura_60,cobertura_70,cobertura_90,dia_mp10_valido,media_mp10,tem_precipitacao_final,flag_borda_2025
IFPE,2018,2018-10-11,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-12,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-13,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-14,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-15,260720801A,Centro,IPOJUCA,2.94037517011968,0.59,26,0,0.39,26,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-16,260720801A,Centro,IPOJUCA,2.94037517011968,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-17,260720801A,Centro,IPOJUCA,2.94037517011968,9.26,31,1,3.16,30,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-18,260720801A,Centro,IPOJUCA,2.94037517011968,2.37,26,0,1.97,27,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-19,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-20,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-21,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-22,260720801A,Centro,IPOJUCA,2.94037517011968,0,10,0,0,10,1060,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-23,260720801A,Centro,IPOJUCA,2.94037517011968,0,22,0,0,22,1060,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-24,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-25,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-26,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-27,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-28,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-29,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-30,260720801A,Centro,IPOJUCA,2.94037517011968,0,22,0,0,22,190,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE
IFPE,2018,2018-10-31,260720801A,Centro,IPOJUCA,2.94037517011968,0.59,25,0,0.59,25,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-01,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-02,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-03,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-04,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-05,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-06,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-07,260720801A,Centro,IPOJUCA,2.94037517011968,5.5,30,0,1.37,30,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-08,260720801A,Centro,IPOJUCA,2.94037517011968,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-09,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-10,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-11,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-12,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-13,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-14,260720801A,Centro,IPOJUCA,2.94037517011968,1.19,28,0,0.59,28,90,FALSE,FALSE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-15,260720801A,Centro,IPOJUCA,2.94037517011968,2.56,27,0,0.98,27,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-16,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-17,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-18,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-19,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-20,260720801A,Centro,IPOJUCA,2.94037517011968,1.58,26,0,1.18,26,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-21,260720801A,Centro,IPOJUCA,2.94037517011968,2.59,25,0,2.17,25,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-22,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-23,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-24,260720801A,Centro,IPOJUCA,2.94037517011968,0.8,26,0,0.2,26,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-25,260720801A,Centro,IPOJUCA,2.94037517011968,3.74,26,0,2.76,26,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-11-26,260720801A,Centro,IPOJUCA,2.94037517011968,0.79,27,0,0.39,27,60,TRUE,TRUE,TRUE,TRUE,15,TRUE,FALSE
IFPE,2018,2018-11-27,260720801A,Centro,IPOJUCA,2.94037517011968,33.08,43,0,5.12,43,70,FALSE,TRUE,TRUE,TRUE,11.952380952381,TRUE,FALSE
IFPE,2018,2018-11-28,260720801A,Centro,IPOJUCA,2.94037517011968,0.59,25,0,0.39,25,60,TRUE,TRUE,TRUE,TRUE,21.9583333333333,TRUE,FALSE
IFPE,2018,2018-11-29,260720801A,Centro,IPOJUCA,2.94037517011968,0.79,26,0,0.39,26,60,TRUE,TRUE,TRUE,TRUE,17.375,TRUE,FALSE
IFPE,2018,2018-11-30,260720801A,Centro,IPOJUCA,2.94037517011968,0.6,27,0,0.2,27,60,TRUE,TRUE,TRUE,TRUE,14.25,TRUE,FALSE
IFPE,2018,2018-12-01,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,19.8333333333333,TRUE,FALSE
IFPE,2018,2018-12-02,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.375,TRUE,FALSE
IFPE,2018,2018-12-03,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,21.2083333333333,TRUE,FALSE
IFPE,2018,2018-12-04,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,30.25,TRUE,FALSE
IFPE,2018,2018-12-05,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,23.9166666666667,TRUE,FALSE
IFPE,2018,2018-12-06,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,22.0833333333333,TRUE,FALSE
IFPE,2018,2018-12-07,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.6666666666667,TRUE,FALSE
IFPE,2018,2018-12-08,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,20.1666666666667,TRUE,FALSE
IFPE,2018,2018-12-09,260720801A,Centro,IPOJUCA,2.94037517011968,1.77,26,0,0.98,26,120,FALSE,FALSE,FALSE,TRUE,14.0416666666667,TRUE,FALSE
IFPE,2018,2018-12-10,260720801A,Centro,IPOJUCA,2.94037517011968,24.24,37,0,4.33,37,60,TRUE,TRUE,TRUE,TRUE,14.3333333333333,TRUE,FALSE
IFPE,2018,2018-12-11,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16.7083333333333,TRUE,FALSE
IFPE,2018,2018-12-12,260720801A,Centro,IPOJUCA,2.94037517011968,2.17,26,0,1.37,26,120,FALSE,FALSE,FALSE,TRUE,17.9166666666667,TRUE,FALSE
IFPE,2018,2018-12-13,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.0416666666667,TRUE,FALSE
IFPE,2018,2018-12-14,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,19.8333333333333,TRUE,FALSE
IFPE,2018,2018-12-15,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.2916666666667,TRUE,FALSE
IFPE,2018,2018-12-16,260720801A,Centro,IPOJUCA,2.94037517011968,1.02,26,0,0.42,26,60,TRUE,TRUE,TRUE,TRUE,16.625,TRUE,FALSE
IFPE,2018,2018-12-17,260720801A,Centro,IPOJUCA,2.94037517011968,5.77,33,0,0.98,33,60,TRUE,TRUE,TRUE,TRUE,14.7916666666667,TRUE,FALSE
IFPE,2018,2018-12-18,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.1666666666667,TRUE,FALSE
IFPE,2018,2018-12-19,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.4583333333333,TRUE,FALSE
IFPE,2018,2018-12-20,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,22.9166666666667,TRUE,FALSE
IFPE,2018,2018-12-21,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.5416666666667,TRUE,FALSE
IFPE,2018,2018-12-22,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16.9583333333333,TRUE,FALSE
IFPE,2018,2018-12-23,260720801A,Centro,IPOJUCA,2.94037517011968,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,18.875,TRUE,FALSE
IFPE,2018,2018-12-24,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18.3333333333333,TRUE,FALSE
IFPE,2018,2018-12-25,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.9583333333333,TRUE,FALSE
IFPE,2018,2018-12-26,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,17.2083333333333,TRUE,FALSE
IFPE,2018,2018-12-27,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,24.6190476190476,TRUE,FALSE
IFPE,2018,2018-12-28,260720801A,Centro,IPOJUCA,2.94037517011968,5.71,25,0,5.12,25,120,FALSE,FALSE,FALSE,TRUE,24.5,TRUE,FALSE
IFPE,2018,2018-12-29,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16.5714285714286,TRUE,FALSE
IFPE,2018,2018-12-30,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15.75,TRUE,FALSE
IFPE,2018,2018-12-31,260720801A,Centro,IPOJUCA,2.94037517011968,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,13.875,TRUE,FALSE
IFPE,2018,2018-01-01,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18,TRUE,FALSE
IFPE,2018,2018-01-02,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,21.5909090909091,TRUE,FALSE
IFPE,2018,2018-01-03,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,28.3181818181818,TRUE,FALSE
IFPE,2018,2018-01-04,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,32.9583333333333,TRUE,FALSE
IFPE,2018,2018-01-05,260720804A,Rurópolis,IPOJUCA,4.23417961072742,1.96,26,0,0.98,26,60,TRUE,TRUE,TRUE,TRUE,19.7083333333333,TRUE,FALSE
IFPE,2018,2018-01-06,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.4,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,17.75,TRUE,FALSE
IFPE,2018,2018-01-07,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16,TRUE,FALSE
IFPE,2018,2018-01-08,260720804A,Rurópolis,IPOJUCA,4.23417961072742,7.67,31,0,3.15,31,60,TRUE,TRUE,TRUE,TRUE,16.5833333333333,TRUE,FALSE
IFPE,2018,2018-01-09,260720804A,Rurópolis,IPOJUCA,4.23417961072742,2.55,26,0,1.57,26,60,TRUE,TRUE,TRUE,TRUE,21.5833333333333,TRUE,FALSE
IFPE,2018,2018-01-10,260720804A,Rurópolis,IPOJUCA,4.23417961072742,2.77,31,0,0.59,31,60,TRUE,TRUE,TRUE,TRUE,16.9583333333333,TRUE,FALSE
IFPE,2018,2018-01-11,260720804A,Rurópolis,IPOJUCA,4.23417961072742,7.49,33,0,2.17,33,60,TRUE,TRUE,TRUE,TRUE,18.5263157894737,TRUE,FALSE
IFPE,2018,2018-01-12,260720804A,Rurópolis,IPOJUCA,4.23417961072742,6.7,28,0,3.15,28,60,TRUE,TRUE,TRUE,TRUE,26.2083333333333,TRUE,FALSE
IFPE,2018,2018-01-13,260720804A,Rurópolis,IPOJUCA,4.23417961072742,2.97,24,0,2.77,24,70,FALSE,TRUE,TRUE,TRUE,20.625,TRUE,FALSE
IFPE,2018,2018-01-14,260720804A,Rurópolis,IPOJUCA,4.23417961072742,2.37,27,0,1.97,27,60,TRUE,TRUE,TRUE,TRUE,23.0833333333333,TRUE,FALSE
IFPE,2018,2018-01-15,260720804A,Rurópolis,IPOJUCA,4.23417961072742,8.27,31,0,2.36,31,60,TRUE,TRUE,TRUE,TRUE,15.25,TRUE,FALSE
IFPE,2018,2018-01-16,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.39,25,0,0.39,25,60,TRUE,TRUE,TRUE,TRUE,23.4583333333333,TRUE,FALSE
IFPE,2018,2018-01-17,260720804A,Rurópolis,IPOJUCA,4.23417961072742,2.95,30,0,0.59,30,60,TRUE,TRUE,TRUE,TRUE,32.7916666666667,TRUE,FALSE
IFPE,2018,2018-01-18,260720804A,Rurópolis,IPOJUCA,4.23417961072742,3.16,27,0,1.97,27,60,TRUE,TRUE,TRUE,TRUE,20.75,TRUE,FALSE
IFPE,2018,2018-01-19,260720804A,Rurópolis,IPOJUCA,4.23417961072742,31.15,45,0,4.75,45,60,TRUE,TRUE,TRUE,TRUE,25.0833333333333,TRUE,FALSE
IFPE,2018,2018-01-20,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,24.125,TRUE,FALSE
IFPE,2018,2018-01-21,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.4,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,23.5416666666667,TRUE,FALSE
IFPE,2018,2018-01-22,260720804A,Rurópolis,IPOJUCA,4.23417961072742,3.94,27,0,3.15,27,60,TRUE,TRUE,TRUE,TRUE,24.5,TRUE,FALSE
IFPE,2018,2018-01-23,260720804A,Rurópolis,IPOJUCA,4.23417961072742,46.06,61,0,7.11,61,60,TRUE,TRUE,TRUE,TRUE,17.2083333333333,TRUE,FALSE
IFPE,2018,2018-01-24,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,24.3333333333333,TRUE,FALSE
IFPE,2018,2018-01-25,260720804A,Rurópolis,IPOJUCA,4.23417961072742,2.56,27,0,1.57,27,60,TRUE,TRUE,TRUE,TRUE,26.5,TRUE,FALSE
IFPE,2018,2018-01-26,260720804A,Rurópolis,IPOJUCA,4.23417961072742,3.35,29,0,1.18,29,60,TRUE,TRUE,TRUE,TRUE,15.8333333333333,TRUE,FALSE
IFPE,2018,2018-01-27,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,25.1666666666667,TRUE,FALSE
IFPE,2018,2018-01-28,260720804A,Rurópolis,IPOJUCA,4.23417961072742,9.46,26,0,5.12,26,60,TRUE,TRUE,TRUE,TRUE,15.1666666666667,TRUE,FALSE
IFPE,2018,2018-01-29,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.98,25,0,0.39,25,120,FALSE,FALSE,FALSE,TRUE,24.7916666666667,TRUE,FALSE
IFPE,2018,2018-01-30,260720804A,Rurópolis,IPOJUCA,4.23417961072742,1.57,27,0,0.98,27,60,TRUE,TRUE,TRUE,TRUE,22.9583333333333,TRUE,FALSE
IFPE,2018,2018-01-31,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,28.7083333333333,TRUE,FALSE
IFPE,2018,2018-02-01,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,25.1666666666667,TRUE,FALSE
IFPE,2018,2018-02-02,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,25.1666666666667,TRUE,FALSE
IFPE,2018,2018-02-03,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,33.1666666666667,TRUE,FALSE
IFPE,2018,2018-02-04,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,26.7916666666667,TRUE,FALSE
IFPE,2018,2018-02-05,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,26.1666666666667,TRUE,FALSE
IFPE,2018,2018-02-06,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.99,26,0,0.79,26,60,TRUE,TRUE,TRUE,TRUE,24.3333333333333,TRUE,FALSE
IFPE,2018,2018-02-07,260720804A,Rurópolis,IPOJUCA,4.23417961072742,1.01,25,0,0.59,25,60,TRUE,TRUE,TRUE,TRUE,20.875,TRUE,FALSE
IFPE,2018,2018-02-08,260720804A,Rurópolis,IPOJUCA,4.23417961072742,1.77,26,0,1.57,26,60,TRUE,TRUE,TRUE,TRUE,31.2352941176471,TRUE,FALSE
IFPE,2018,2018-02-09,260720804A,Rurópolis,IPOJUCA,4.23417961072742,22.29,36,0,5.71,36,60,TRUE,TRUE,TRUE,TRUE,27,TRUE,FALSE
IFPE,2018,2018-02-10,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,19.0833333333333,TRUE,FALSE
IFPE,2018,2018-02-11,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,18,TRUE,FALSE
IFPE,2018,2018-02-12,260720804A,Rurópolis,IPOJUCA,4.23417961072742,1.98,27,0,1.58,27,60,TRUE,TRUE,TRUE,TRUE,18.9583333333333,TRUE,FALSE
IFPE,2018,2018-02-13,260720804A,Rurópolis,IPOJUCA,4.23417961072742,6.12,30,0,2.56,30,60,TRUE,TRUE,TRUE,TRUE,40.75,TRUE,FALSE
IFPE,2018,2018-02-14,260720804A,Rurópolis,IPOJUCA,4.23417961072742,3.34,26,0,2.56,26,60,TRUE,TRUE,TRUE,TRUE,25.6666666666667,TRUE,FALSE
IFPE,2018,2018-02-15,260720804A,Rurópolis,IPOJUCA,4.23417961072742,16.79,31,0,5.18,31,60,TRUE,TRUE,TRUE,TRUE,10.4444444444444,TRUE,FALSE
IFPE,2018,2018-02-16,260720804A,Rurópolis,IPOJUCA,4.23417961072742,9.46,30,0,2.56,30,60,TRUE,TRUE,TRUE,TRUE,18.0416666666667,TRUE,FALSE
IFPE,2018,2018-02-17,260720804A,Rurópolis,IPOJUCA,4.23417961072742,15.37,39,0,3.54,39,60,TRUE,TRUE,TRUE,TRUE,20,TRUE,FALSE
IFPE,2018,2018-02-18,260720804A,Rurópolis,IPOJUCA,4.23417961072742,106.13,59,1,12.8,58,80,FALSE,FALSE,TRUE,TRUE,13.9583333333333,TRUE,FALSE
IFPE,2018,2018-02-19,260720804A,Rurópolis,IPOJUCA,4.23417961072742,1.98,28,0,1.38,29,60,TRUE,TRUE,TRUE,TRUE,18.5217391304348,TRUE,FALSE
IFPE,2018,2018-02-20,260720804A,Rurópolis,IPOJUCA,4.23417961072742,13.48,27,0,11.9,27,60,TRUE,TRUE,TRUE,TRUE,20.4583333333333,TRUE,FALSE
IFPE,2018,2018-02-21,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,27.8333333333333,TRUE,FALSE
IFPE,2018,2018-02-22,260720804A,Rurópolis,IPOJUCA,4.23417961072742,2.37,28,0,1.58,28,60,TRUE,TRUE,TRUE,TRUE,29.4583333333333,TRUE,FALSE
IFPE,2018,2018-02-23,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,29.9583333333333,TRUE,FALSE
IFPE,2018,2018-02-24,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,13.625,TRUE,FALSE
IFPE,2018,2018-02-25,260720804A,Rurópolis,IPOJUCA,4.23417961072742,5.55,29,0,4.56,29,60,TRUE,TRUE,TRUE,TRUE,16.2083333333333,TRUE,FALSE
IFPE,2018,2018-02-26,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.2,25,0,0.2,25,60,TRUE,TRUE,TRUE,TRUE,14.0416666666667,TRUE,FALSE
IFPE,2018,2018-02-27,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,15,TRUE,FALSE
IFPE,2018,2018-02-28,260720804A,Rurópolis,IPOJUCA,4.23417961072742,36.36,45,1,7.53,44,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-01,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.99,27,0,0.39,28,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-02,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-03,260720804A,Rurópolis,IPOJUCA,4.23417961072742,49.06,38,0,13.01,38,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-04,260720804A,Rurópolis,IPOJUCA,4.23417961072742,1.38,26,0,0.79,26,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-05,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-06,260720804A,Rurópolis,IPOJUCA,4.23417961072742,3.38,31,0,0.98,31,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-07,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-08,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,23,0,0,23,130,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-09,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-10,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0.4,25,0,0.2,25,80,FALSE,FALSE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-11,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-12,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
IFPE,2018,2018-03-13,260720804A,Rurópolis,IPOJUCA,4.23417961072742,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE
