estacao_historica,ano_alvo,data_local,cod_estacao,nome_estacao,municipios,distancia_km,pct_dias_precip_com_valor,pct_overlap_primario,pct_overlap_sens_1,pct_overlap_sens_2,precip_diaria_mm,precip_diaria_mm_sens_midnight,n_registros_validos,n_registros_chuva,max_acumulado_intervalo_mm,n_obs_validas,maior_gap_dia_min,cobertura_60,cobertura_70,cobertura_90,dia_mp10_valido,media_mp10,tem_precipitacao,diferenca_midnight_mm
CUPE,2021,2021-01-09,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,5,0,0,5,1040,FALSE,FALSE,FALSE,TRUE,14.0134782608696,TRUE,0
CUPE,2021,2021-01-10,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,1030,FALSE,FALSE,FALSE,TRUE,14.535,TRUE,0
CUPE,2021,2021-01-11,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,8,1,0.2,8,990,FALSE,FALSE,FALSE,TRUE,22.3675,TRUE,0
CUPE,2021,2021-01-12,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,970,FALSE,FALSE,FALSE,TRUE,9.62705882352941,TRUE,0
CUPE,2021,2021-01-13,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,4,1,0.2,4,1170,FALSE,FALSE,FALSE,TRUE,11.5095833333333,TRUE,0
CUPE,2021,2021-01-14,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,7,0,0,7,1170,FALSE,FALSE,FALSE,TRUE,9.115,TRUE,0
CUPE,2021,2021-01-15,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,1050,FALSE,FALSE,FALSE,TRUE,13.9225,TRUE,0
CUPE,2021,2021-01-16,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,7,0,0,7,1260,FALSE,FALSE,FALSE,TRUE,19.0875,TRUE,0
CUPE,2021,2021-01-17,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,5,0,0,5,1260,FALSE,FALSE,FALSE,TRUE,14.5225,TRUE,0
CUPE,2021,2021-01-18,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,990,FALSE,FALSE,FALSE,TRUE,8.863,TRUE,0
CUPE,2021,2021-01-19,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,900,FALSE,FALSE,FALSE,TRUE,10.7945454545455,TRUE,0
CUPE,2021,2021-01-20,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.39,0.39,9,1,0.39,9,970,FALSE,FALSE,FALSE,TRUE,10.9504166666667,TRUE,0
CUPE,2021,2021-01-21,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,10,1,0.2,10,980,FALSE,FALSE,FALSE,TRUE,10.3321052631579,TRUE,0
CUPE,2021,2021-01-22,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,980,FALSE,FALSE,FALSE,TRUE,13.0311111111111,TRUE,0
CUPE,2021,2021-01-23,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,1050,FALSE,FALSE,FALSE,TRUE,17.43,TRUE,0
CUPE,2021,2021-01-24,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,1050,FALSE,FALSE,FALSE,TRUE,14.1619047619048,TRUE,0
CUPE,2021,2021-01-25,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,970,FALSE,FALSE,FALSE,TRUE,12.7468421052632,TRUE,0
CUPE,2021,2021-01-26,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,1000,FALSE,FALSE,FALSE,TRUE,10.2210526315789,TRUE,0
CUPE,2021,2021-01-27,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,9.46,9.46,14,11,3.35,14,1150,FALSE,FALSE,FALSE,TRUE,16.369,TRUE,0
CUPE,2021,2021-01-28,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,8,1,0.2,8,1150,FALSE,FALSE,FALSE,TRUE,14.8471428571429,TRUE,0
CUPE,2021,2021-01-29,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,1030,FALSE,FALSE,FALSE,TRUE,13.6534782608696,TRUE,0
CUPE,2021,2021-01-30,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,990,FALSE,FALSE,FALSE,TRUE,11.5410526315789,TRUE,0
CUPE,2021,2021-01-31,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,990,FALSE,FALSE,FALSE,TRUE,15.5565217391304,TRUE,0
CUPE,2021,2021-02-01,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,11,0,0,11,950,FALSE,FALSE,FALSE,TRUE,10.9895652173913,TRUE,0
CUPE,2021,2021-02-02,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,970,FALSE,FALSE,FALSE,TRUE,11.8536363636364,TRUE,0
CUPE,2021,2021-02-03,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,980,FALSE,FALSE,FALSE,TRUE,12.3352479340909,TRUE,0
CUPE,2021,2021-02-04,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,10,0,0,10,980,FALSE,FALSE,FALSE,TRUE,20.14625,TRUE,0
CUPE,2021,2021-02-05,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,10,1,0.2,10,950,FALSE,FALSE,FALSE,TRUE,17.824347826087,TRUE,0
CUPE,2021,2021-02-06,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,980,FALSE,FALSE,FALSE,TRUE,10.3966666666667,TRUE,0
CUPE,2021,2021-02-07,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,980,FALSE,FALSE,FALSE,TRUE,14.5414285714286,TRUE,0
CUPE,2021,2021-02-08,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,1050,FALSE,FALSE,FALSE,TRUE,18.0195,TRUE,0
CUPE,2021,2021-02-09,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,1050,FALSE,FALSE,FALSE,TRUE,21.259,TRUE,0
CUPE,2021,2021-02-10,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,10,1,0.2,10,960,FALSE,FALSE,FALSE,TRUE,21.2265,TRUE,0
CUPE,2021,2021-02-11,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,11,1,0.2,11,980,FALSE,FALSE,FALSE,TRUE,12.4495652173913,TRUE,0
CUPE,2021,2021-02-12,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,7,0,0,7,1060,FALSE,FALSE,FALSE,TRUE,9.27352941176471,TRUE,0
CUPE,2021,2021-02-13,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,1060,FALSE,FALSE,FALSE,TRUE,10.8,TRUE,0
CUPE,2021,2021-02-14,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,1.97,1.97,10,3,1.18,10,1060,FALSE,FALSE,FALSE,TRUE,8.15833333333333,TRUE,0
CUPE,2021,2021-02-15,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,7,1,0.2,7,1060,FALSE,FALSE,FALSE,TRUE,5.2952380952381,TRUE,0
CUPE,2021,2021-02-16,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,970,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-17,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,11,1,0.2,11,970,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-18,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,970,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-19,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,7,0,0,7,970,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-20,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,980,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-21,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,980,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-22,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,5,0,0,5,980,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-23,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,7,0,0,7,1050,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-24,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,1050,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-25,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,9,0,0,9,1020,FALSE,FALSE,FALSE,FALSE,,TRUE,0
CUPE,2021,2021-02-26,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,8,0,0,8,1090,FALSE,FALSE,FALSE,TRUE,7.098,TRUE,0
CUPE,2021,2021-02-27,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,3,0,0,3,1090,FALSE,FALSE,FALSE,TRUE,8.76695652173913,TRUE,0
CUPE,2021,2021-02-28,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,1.78,1.78,9,4,1.18,9,1150,FALSE,FALSE,FALSE,TRUE,6.6652380952381,TRUE,0
CUPE,2021,2021-03-01,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,1,0,0,1,1330,FALSE,FALSE,FALSE,TRUE,21.3954166666667,TRUE,0
CUPE,2021,2021-03-02,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,5,1,0.2,5,1330,FALSE,FALSE,FALSE,TRUE,24.4327272727273,TRUE,0
CUPE,2021,2021-03-03,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,4,0,0,4,1120,FALSE,FALSE,FALSE,TRUE,27.2152941176471,TRUE,0
CUPE,2021,2021-03-04,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,17,1,0.2,17,1120,FALSE,FALSE,FALSE,TRUE,24.5291666666667,TRUE,0
CUPE,2021,2021-03-05,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,2.17,2.17,27,3,1.58,27,60,TRUE,TRUE,TRUE,TRUE,32.67125,TRUE,4.44089209850063e-16
CUPE,2021,2021-03-06,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,30.1041666666667,TRUE,0
CUPE,2021,2021-03-07,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,31.9483333333333,TRUE,0
CUPE,2021,2021-03-08,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,23,0,0,23,120,FALSE,FALSE,FALSE,TRUE,28.6127272727273,TRUE,0
CUPE,2021,2021-03-09,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,22.6058333333333,TRUE,0
CUPE,2021,2021-03-10,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,0
CUPE,2021,2021-03-11,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,FALSE,,TRUE,0
CUPE,2021,2021-03-12,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,9.46625,TRUE,0
CUPE,2021,2021-03-13,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,6.09,6.09,30,6,1.57,30,60,TRUE,TRUE,TRUE,TRUE,13.4904166666667,TRUE,0
CUPE,2021,2021-03-14,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,12.085,TRUE,0
CUPE,2021,2021-03-15,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,12.4020833333333,TRUE,0
CUPE,2021,2021-03-16,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,25,1,0.2,25,60,TRUE,TRUE,TRUE,TRUE,11.4341666666667,TRUE,0
CUPE,2021,2021-03-17,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,25,1,0.2,25,60,TRUE,TRUE,TRUE,TRUE,10.0645833333333,TRUE,0
CUPE,2021,2021-03-18,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,1.58,1.58,28,4,0.59,28,60,TRUE,TRUE,TRUE,TRUE,9.25416666666667,TRUE,-2.22044604925031e-16
CUPE,2021,2021-03-19,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,2.75,2.75,29,5,1.18,29,60,TRUE,TRUE,TRUE,TRUE,11.3095652173913,TRUE,4.44089209850063e-16
CUPE,2021,2021-03-20,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,9.06,9.06,29,7,3.94,29,60,TRUE,TRUE,TRUE,TRUE,9.56173913043478,TRUE,0
CUPE,2021,2021-03-21,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.6,0.6,25,2,0.4,25,60,TRUE,TRUE,TRUE,TRUE,8.32695652173913,TRUE,0
CUPE,2021,2021-03-22,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.39,1.57,24,1,0.39,24,60,TRUE,TRUE,TRUE,TRUE,11.1725,TRUE,1.18
CUPE,2021,2021-03-23,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,6.71,5.53,34,13,1.77,34,90,FALSE,FALSE,TRUE,TRUE,7.17416666666667,TRUE,-1.18
CUPE,2021,2021-03-24,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,38.04,38.04,53,37,3.15,53,60,TRUE,TRUE,TRUE,TRUE,8.01954545454545,TRUE,7.105427357601e-15
CUPE,2021,2021-03-25,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,4.53,4.53,29,6,1.57,29,60,TRUE,TRUE,TRUE,TRUE,9.90217391304348,TRUE,-8.88178419700125e-16
CUPE,2021,2021-03-26,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,6.69,6.69,36,13,2.16,36,60,TRUE,TRUE,TRUE,TRUE,8.34454545454545,TRUE,0
CUPE,2021,2021-03-27,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,42.18,43.75,40,22,8.11,40,120,FALSE,FALSE,FALSE,TRUE,5.5975,TRUE,1.57
CUPE,2021,2021-03-28,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,29.14,27.57,39,17,5.9,39,60,TRUE,TRUE,TRUE,TRUE,8.24652173913043,TRUE,-1.57000000000001
CUPE,2021,2021-03-29,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,2.38,2.38,30,7,1.18,30,60,TRUE,TRUE,TRUE,TRUE,8.86,TRUE,0
CUPE,2021,2021-03-30,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,13.44,13.44,32,10,3.96,32,60,TRUE,TRUE,TRUE,TRUE,9.66260869565217,TRUE,-1.77635683940025e-15
CUPE,2021,2021-03-31,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,19.3608333333333,TRUE,0
CUPE,2021,2021-04-01,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,25,1,0.2,25,60,TRUE,TRUE,TRUE,TRUE,25.02,TRUE,0
CUPE,2021,2021-04-02,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,13.9579166666667,TRUE,0
CUPE,2021,2021-04-03,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,16.5675,TRUE,0
CUPE,2021,2021-04-04,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,8.08,8.08,30,7,2.95,30,60,TRUE,TRUE,TRUE,TRUE,10.4070833333333,TRUE,0
CUPE,2021,2021-04-05,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,1.77,1.77,28,5,0.59,28,60,TRUE,TRUE,TRUE,TRUE,12.5691666666667,TRUE,0
CUPE,2021,2021-04-06,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,25,1,0.2,25,60,TRUE,TRUE,TRUE,TRUE,10.5269565217391,TRUE,0
CUPE,2021,2021-04-07,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.59,0.59,24,1,0.59,24,60,TRUE,TRUE,TRUE,TRUE,10.5252173913043,TRUE,0
CUPE,2021,2021-04-08,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,3.74,3.74,27,4,1.58,27,60,TRUE,TRUE,TRUE,TRUE,14.6366666666667,TRUE,0
CUPE,2021,2021-04-09,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,21.39,21.39,37,15,13.88,37,60,TRUE,TRUE,TRUE,TRUE,16.7908333333333,TRUE,-3.5527136788005e-15
CUPE,2021,2021-04-10,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,70.97,72.35,70,55,8.32,70,60,TRUE,TRUE,TRUE,TRUE,6.30590909090909,TRUE,1.38
CUPE,2021,2021-04-11,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,162.47,161.09,98,88,11.19,98,70,FALSE,TRUE,TRUE,TRUE,5.34086956521739,TRUE,-1.38000000000005
CUPE,2021,2021-04-12,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.2,0.2,25,1,0.2,25,60,TRUE,TRUE,TRUE,TRUE,9.02565217391304,TRUE,0
CUPE,2021,2021-04-13,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,10.33625,TRUE,0
CUPE,2021,2021-04-14,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,17.54,18.33,38,16,3.94,38,60,TRUE,TRUE,TRUE,TRUE,8.17,TRUE,0.789999999999996
CUPE,2021,2021-04-15,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,86.44,85.6500000000001,71,57,9.55,71,60,TRUE,TRUE,TRUE,TRUE,8.10909090909091,TRUE,-0.789999999999935
CUPE,2021,2021-04-16,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,1.19,1.19,25,2,0.6,25,60,TRUE,TRUE,TRUE,TRUE,12.3929166666667,TRUE,0
CUPE,2021,2021-04-17,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,35.33,35.33,37,15,8.13,37,60,TRUE,TRUE,TRUE,TRUE,10.8326086956522,TRUE,2.1316282072803e-14
CUPE,2021,2021-04-18,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,7.91,7.91,42,22,1.38,42,60,TRUE,TRUE,TRUE,TRUE,6.69652173913043,TRUE,0
CUPE,2021,2021-04-19,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,12.1633333333333,TRUE,0
CUPE,2021,2021-04-20,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0,0,24,0,0,24,60,TRUE,TRUE,TRUE,TRUE,14.5683333333333,TRUE,0
CUPE,2021,2021-04-21,260290202A,Charneca,CABO DE SANTO AGOSTINHO,11.2832131026728,71.4697406340058,51.2968299711816,53.314121037464,54.7550432276657,0.4,0.4,26,2,0.2,26,60,TRUE,TRUE,TRUE,TRUE,9.36875,TRUE,0
