criterio,n_dias_comuns,n_dias_comuns_mp10,pct_dias_mp10_comuns,correlacao_pearson,correlacao_spearman,correlacao_pearson_mp10,correlacao_spearman_mp10,media_a_mm,media_b_mm,total_a_comum_mm,total_b_comum_mm,razao_total_b_a,vies_b_menos_a_mm,mae_mm,rmse_mm,mediana_abs_diff_mm,vies_b_menos_a_mp10_mm,mae_mp10_mm,rmse_mp10_mm,acordo_chuva_maior_0,jaccard_chuva_maior_0,acordo_chuva_maior_igual_1mm,jaccard_chuva_maior_igual_1mm,estacao_historica,ano_alvo,cod_estacao_a,nome_estacao_a,distancia_a_km,cod_estacao_b,nome_estacao_b,distancia_b_km
max_gap_60min,268,254,73.1988472622478,0.812360825746423,0.736210553015857,0.811895015950072,0.739922925721557,5.92067164179105,5.80891791044776,1586.74,1556.79,0.98112482196201,-0.111753731343283,3.60063432835821,10.4965931751012,0.61,-0.0840551181102361,3.74657480314961,10.7663180854975,0.772388059701493,0.662983425414365,0.82089552238806,0.647058823529412,CUPE,2021,260290204A,Enseado dos Corais,12.1770872579976,260290203A,Torrinha,12.3419267993948
max_gap_60min,89,79,22.7665706051873,0.88617525024037,0.666547938472514,0.885114883699552,0.710492355598455,9.46719101123595,8.43595505617978,842.58,750.8,0.891072657789171,-1.03123595505618,5.24247191011236,11.4607772742662,1.19,-1.0326582278481,5.72632911392405,12.1173141110488,0.730337078651685,0.625,0.685393258426966,0.481481481481482,CUPE,2021,260290204A,Enseado dos Corais,12.1770872579976,260290201G,Pirapama,13.0597386932039
max_gap_60min,255,243,70.028818443804,0.161344649662989,0.132954013401861,0.159352418072232,0.132236857059922,5.81376470588235,1.57898039215686,1482.51,402.64,0.271593446249941,-4.23478431372549,6.01078431372549,17.2929325130806,0.39,-4.43502057613169,6.28086419753086,17.7135408552223,0.517647058823529,0.157534246575342,0.635294117647059,0.154545454545455,CUPE,2021,260290204A,Enseado dos Corais,12.1770872579976,260720802A,Camela,15.3107152412702
max_gap_60min,274,260,74.9279538904899,0.881854933011387,0.764506541683886,0.881975469172999,0.76246621488364,5.87970802919708,5.29273722627737,1611.04,1450.21,0.900170076472341,-0.586970802919708,3.4313503649635,8.60221570082404,0.62,-0.605961538461538,3.55457692307692,8.81110769688771,0.781021897810219,0.672131147540984,0.832116788321168,0.666666666666667,CUPE,2021,260290204A,Enseado dos Corais,12.1770872579976,260290205A,Pontes dos Carvalhos,19.6094816469432
max_gap_60min,103,92,26.5129682997118,0.924258979808847,0.796670066969961,0.923218977807295,0.813474285156425,7.7804854368932,7.50097087378641,801.39,772.6,0.964074919826801,-0.279514563106796,2.73097087378641,8.43347439026539,0.6,-0.315,3.0204347826087,8.92020873707805,0.83495145631068,0.757142857142857,0.815533980582524,0.634615384615385,CUPE,2021,260290203A,Torrinha,12.3419267993948,260290201G,Pirapama,13.0597386932039
max_gap_60min,271,258,74.3515850144092,0.504294927023837,0.115205964206816,0.507711297000931,0.147891793437015,5.61154981549816,1.54276752767528,1520.73,418.09,0.274927173133955,-4.06878228782288,4.92280442804428,13.7111528660113,0.62,-4.21860465116279,5.01968992248062,13.9787699218183,0.461254612546126,0.146198830409357,0.583025830258303,0.137404580152672,CUPE,2021,260290203A,Torrinha,12.3419267993948,260720802A,Camela,15.3107152412702
max_gap_60min,322,305,87.8962536023055,0.889546925105593,0.778906839341421,0.888944372679114,0.777057627286038,6.0061801242236,5.71155279503106,1933.99,1839.12,0.950945971799234,-0.294627329192547,3.06444099378882,7.56139498369044,0.78,-0.351213114754098,3.19226229508197,7.76130435209841,0.795031055900621,0.704035874439462,0.826086956521739,0.674418604651163,CUPE,2021,260290203A,Torrinha,12.3419267993948,260290205A,Pontes dos Carvalhos,19.6094816469432
max_gap_60min,93,84,24.207492795389,0.283504095502711,0.00754956086230216,0.28498724694708,0.0337552668201366,6.32903225806452,1.79311827956989,588.6,166.76,0.283316343866803,-4.53591397849462,6.3141935483871,17.1387807122057,0.81,-5.1602380952381,6.84761904761905,18.0039263574842,0.419354838709677,0.142857142857143,0.559139784946237,0.145833333333333,CUPE,2021,260290201G,Pirapama,13.0597386932039,260720802A,Camela,15.3107152412702
max_gap_60min,106,95,27.3775216138329,0.920441589053918,0.756505155653836,0.919369760967257,0.785415480894852,7.68867924528302,6.67066037735849,815,707.09,0.86759509202454,-1.01801886792453,3.99179245283019,9.39677047091281,0.81,-1.14810526315789,4.39968421052632,9.92263361687495,0.754716981132076,0.648648648648649,0.839622641509434,0.690909090909091,CUPE,2021,260290201G,Pirapama,13.0597386932039,260290205A,Pontes dos Carvalhos,19.6094816469432
max_gap_60min,278,265,76.3688760806917,0.351338199344358,0.129224732477737,0.355321231293784,0.151143778269059,1.49615107913669,5.44312949640288,415.93,1513.19,3.63808813983122,3.94697841726619,5.32460431654676,12.9449236738137,0.795,4.05037735849057,5.40781132075472,13.1487154835719,0.489208633093525,0.149700598802395,0.58273381294964,0.134328358208955,CUPE,2021,260720802A,Camela,15.3107152412702,260290205A,Pontes dos Carvalhos,19.6094816469432
max_gap_70min,301,284,81.8443804034582,0.925402824605147,0.877099393345778,0.928375766788893,0.881315402648602,5.378073089701,6.66950166112957,1618.8,2007.52,1.24012849023968,1.29142857142857,2.21800664451827,6.84501550102718,0.38,1.24144366197183,2.17489436619718,6.86852919553081,0.910299003322259,0.871428571428572,0.857142857142857,0.734567901234568,CUPE,2021,260720801G,Campo do Avião,1.69909448841243,260720801A,Centro,2.31199229299342
max_gap_70min,304,286,82.4207492795389,0.890939002210373,0.75514569393348,0.892483116439237,0.753770685850456,5.67565789473684,5.92430921052632,1725.4,1800.99,1.04381013098412,0.248651315789474,3.05430921052632,7.70093913018679,0.68,0.171258741258741,3.10545454545455,7.8559482163277,0.825657894736842,0.757990867579909,0.782894736842105,0.614035087719298,CUPE,2021,260720801G,Campo do Avião,1.69909448841243,260720804A,Rurópolis,3.31306361103069
