estacao_historica,codigo_historico,ano_alvo,latitude,longitude,coordenada_dms,local_documentado,status
Gaibu,PE01,2019,-8.328991667,-34.956294444,"S 8°19'44.37"" / O 34°57'22.66""","Escola Professora Maria Thamar Leite da Fonseca, Rodovia PE-28, km 8,8, Enseada dos Corais, Cabo de Santo Agostinho - PE",coordenada_historica_documentada
