fonte_dados,cod_estacao,nome_estacao,municipios,uf,tipo_estacao,periodicidade_fonte,situacao_estacao,altitude_m,latitude_min,latitude_max,longitude_min,longitude_max,n_registros,inicio_local,fim_local,anos,n_precipitacao_ausente,n_precipitacao_negativa,n_registros_duplicados,n_registros_conflitantes,latitude,longitude,distancia_gaibu_km,faixa_distancia
CEMADEN,261370102A,Nossa Senhora da Luz,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.037,-8.037,-35.1,-35.1,71594,2017-01-01T03:00:00Z,2025-05-07T18:50:00Z,2017;2018;2019;2020;2021;2022;2024;2025,0,0,2,0,-8.037,-35.1,36.115640486377,>30-50 km
CEMADEN,261160610G,Nova Descoberta,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.00864,-8.000933,-34.933022,-34.932956,12753,2019-10-01T00:10:00Z,2021-02-28T23:10:00Z,2019;2020;2021,0,0,0,0,-8.0047865,-34.932989,36.1411674675717,>30-50 km
CEMADEN,260940201A,Bonança,MORENO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.105,-8.105,-35.195,-35.195,80161,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1640,0,-8.105,-35.195,36.2005490215125,>30-50 km
INMET,82898,OLINDA,"","",CONVENCIONAL,Horaria,Desativada,55,-8.02,-8.02,-34.85,-34.85,9860,2017-01-01T12:00:00Z,2025-12-31T18:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,9860,0,0,0,-8.02,-34.85,36.2955974123238,>30-50 km
CEMADEN,261640705A,VITORIA DE SANTO ANTAO - APAC,VITÓRIA DE SANTO ANTÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.22513,-8.22513,-35.270697,-35.270697,33806,2017-11-17T08:20:00Z,2022-03-22T14:20:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0,-8.22513,-35.270697,36.4725941088681,>30-50 km
CEMADEN,261160615G,COMPESA - Alto da Brasileira,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.001254,-8.001254,-34.935572,-34.935572,9460,2023-11-01T20:30:00Z,2024-09-25T06:10:00Z,2023;2024,0,0,0,0,-8.001254,-34.935572,36.5141236914141,>30-50 km
CEMADEN,261160605A,Nova Descoberta | UPA de Nova Descoberta,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.001917,-8.001917,-34.919278,-34.919278,90559,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1686,0,-8.001917,-34.919278,36.596598303917,>30-50 km
CEMADEN,260345405A,Vila da Fábrica,CAMARAGIBE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.999,-7.999,-34.98,-34.98,80373,2017-01-01T03:00:00Z,2025-10-16T11:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,248,0,-7.999,-34.98,36.7861021832372,>30-50 km
CEMADEN,261160613G,COMPESA - Alto da Esperança,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.995841,-7.995841,-34.915624,-34.915624,16730,2023-11-07T18:40:00Z,2025-06-05T06:10:00Z,2023;2024;2025,0,0,0,0,-7.995841,-34.915624,37.3142100292053,>30-50 km
CEMADEN,261160612A,Guabiraba,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.994,-7.994,-34.936,-34.936,29552,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2024;2025,0,0,1454,0,-7.994,-34.936,37.3163432357425,>30-50 km
CEMADEN,261160606A,Dois Unidos,RECIFE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.996278,-7.996278,-34.909167,-34.909167,80081,2017-01-01T03:00:00Z,2025-01-23T12:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-7.996278,-34.909167,37.3580057539153,>30-50 km
CEMADEN,260960002A,Aguazinha,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.999,-7.999,-34.887,-34.887,63436,2017-01-01T03:00:00Z,2025-01-02T16:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,0,-7.999,-34.887,37.4777529218661,>30-50 km
CEMADEN,260960003A,Bonsucesso,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.008,-8.008,-34.851,-34.851,67165,2017-01-01T03:00:00Z,2024-09-30T15:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,86,0,-8.008,-34.851,37.5270985584166,>30-50 km
CEMADEN,260960001G,Caixa D'Água,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.994922,-7.994917,-34.905667,-34.905648,51000,2019-10-01T00:10:00Z,2025-06-04T12:10:00Z,2019;2020;2021;2022;2023;2024;2025,0,0,0,0,-7.9949195,-34.9056575,37.5629791286871,>30-50 km
CEMADEN,261370101A,Chã da Tábua,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.995,-7.995,-35.035,-35.035,94605,2017-01-01T03:00:00Z,2025-12-31T20:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1734,0,-7.995,-35.035,38.1352312245475,>30-50 km
CEMADEN,261370105A,SAO LOURENCO DA MATA - APAC,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.99419,-7.99419,-35.03699,-35.03699,22875,2017-11-13T18:00:00Z,2022-02-03T19:00:00Z,2017;2018;2019;2020;2021;2022,0,0,0,0,-7.99419,-35.03699,38.2731899836684,>30-50 km
CEMADEN,260960001A,Águas Compridas,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.983,-7.983,-34.912,-34.912,72902,2017-01-01T03:00:00Z,2024-11-15T14:40:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-7.983,-34.912,38.7802684888766,>30-50 km
CEMADEN,260960004A,Jardim Fragoso,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.999103,-7.984,-34.859839,-34.853,87704,2017-01-01T03:00:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1752,0,-7.9915515,-34.8564195,39.0989268692359,>30-50 km
CEMADEN,260960005A,Tabajara,OLINDA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.973,-7.973,-34.868,-34.868,80678,2017-01-01T03:00:00Z,2025-04-15T17:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,114,0,-7.973,-34.868,40.760123769455,>30-50 km
CEMADEN,261370103A,Tiúma,SÃO LOURENÇO DA MATA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.979,-7.979,-35.073,-35.073,93881,2017-01-01T03:00:00Z,2025-11-08T05:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,780,0,-7.979,-35.073,40.9826379797503,>30-50 km
CEMADEN,260345406A,Aldeia,CAMARAGIBE,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.956,-7.956,-35.009,-35.009,88224,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1752,0,-7.956,-35.009,41.8786304697249,>30-50 km
CEMADEN,261070702A,Vila Torres Galvão,PAULISTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.958,-7.958,-34.876,-34.876,89049,2017-01-01T03:00:00Z,2025-12-30T22:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1512,0,-7.958,-34.876,42.1886245805926,>30-50 km
CEMADEN,261190301A,Centro,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.661,-8.661,-35.153,-35.153,65208,2017-01-01T03:00:00Z,2022-08-22T18:00:00Z,2017;2018;2019;2020;2021;2022,0,0,124,0,-8.661,-35.153,42.7888914294661,>30-50 km
CEMADEN,261140802A,PRIMAVERA - APAC,PRIMAVERA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.3275,-8.3275,-35.349833,-35.349833,29542,2017-11-25T03:20:00Z,2021-09-30T19:00:00Z,2017;2018;2019;2020;2021,0,0,0,0,-8.3275,-35.349833,43.2984010344124,>30-50 km
CEMADEN,261140801A,Centro | Residencial Primavera,PRIMAVERA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.35518,-8.331,-35.352,-35.34891,71445,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,992,0,-8.34309,-35.350455,43.393979349022,>30-50 km
CEMADEN,261640703A,Cajá,VITÓRIA DE SANTO ANTÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.111,-8.111,-35.284,-35.284,66621,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1490,0,-8.111,-35.284,43.4537950979809,>30-50 km
CEMADEN,261070706A,Centro,PAULISTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.941,-7.941,-34.88,-34.88,27351,2017-01-01T03:00:00Z,2019-06-10T15:40:00Z,2017;2018;2019,0,0,2,0,-7.941,-34.88,43.9525609306112,>30-50 km
CEMADEN,261640704A,Livramento,VITÓRIA DE SANTO ANTÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.121,-8.121,-35.298,-35.298,73172,2017-01-01T03:00:00Z,2025-12-31T23:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1554,0,-8.121,-35.298,44.147859855196,>30-50 km
CEMADEN,261070707A,PAULISTA - APAC,PAULISTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.93168,-7.93168,-34.94455,-34.94455,22163,2017-11-03T06:50:00Z,2021-07-24T21:00:00Z,2017;2018;2019;2020;2021,0,0,0,0,-7.93168,-34.94455,44.1980139278972,>30-50 km
CEMADEN,261190303A,RIO FORMOSO - APAC,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.67534,-8.67534,-35.160509,-35.160509,66036,2017-11-22T04:50:00Z,2025-12-31T23:50:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1282,0,-8.67534,-35.160509,44.5820216557976,>30-50 km
CEMADEN,261070705A,Janga2,PAULISTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.954,-7.941571,-34.83,-34.825915,89244,2017-01-01T03:00:00Z,2025-12-31T23:30:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1644,0,-7.9477855,-34.8279575,44.6802774252372,>30-50 km
CEMADEN,261180402A,ARIPIBU - APAC,RIBEIRÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.44341,-8.44341,-35.34595,-35.34595,59889,2017-11-16T02:10:00Z,2025-12-31T11:00:00Z,2017;2018;2019;2020;2021;2023;2024;2025,0,0,56,0,-8.44341,-35.34595,44.7127822545464,>30-50 km
CEMADEN,261060801A,GUADALAJARA - APAC,PAUDALHO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.95518,-7.95518,-35.10672,-35.10672,29619,2017-11-16T14:20:00Z,2021-12-22T12:00:00Z,2017;2018;2019;2020;2021,0,0,0,0,-7.95518,-35.10672,44.7425905928762,>30-50 km
CEMADEN,260005401A,Distrito Industrial - Timbó,ABREU E LIMA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.917,-7.917,-34.898,-34.898,69404,2017-01-01T03:00:00Z,2024-01-28T04:20:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,0,0,-7.917,-34.898,46.258692143053,>30-50 km
CEMADEN,260440301A,CHA DE ALEGRIA - APAC,CHÃ DE ALEGRIA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.99754,-7.99754,-35.21584,-35.21584,71021,2017-11-16T14:20:00Z,2025-09-22T16:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,0,-7.99754,-35.21584,46.6311505106948,>30-50 km
CEMADEN,261640702A,Bairro C,VITÓRIA DE SANTO ANTÃO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.121,-8.121,-35.325,-35.325,74026,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,318,0,-8.121,-35.325,46.7048299742461,>30-50 km
CEMADEN,261070704A,Janga,PAULISTA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.918,-7.918,-34.829,-34.829,74480,2017-01-01T03:00:00Z,2025-12-31T23:10:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,812,0,-7.918,-34.829,47.8002286823012,>30-50 km
CEMADEN,260005402A,ABREU E LIMA - APAC,ABREU E LIMA,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-7.895636,-7.895636,-34.941958,-34.941958,78285,2017-10-16T18:30:00Z,2025-12-31T19:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1730,0,-7.895636,-34.941958,48.212855033402,>30-50 km
CEMADEN,261190302A,Cocaú,RIO FORMOSO,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.64,-8.64,-35.27,-35.27,65282,2017-01-01T03:00:00Z,2024-07-27T01:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024,0,0,2,0,-8.64,-35.27,48.8493074096028,>30-50 km
CEMADEN,261485702A,TAMANDARE - APAC,TAMANDARÉ,PE,PLUVIOMETRICA_AUTOMATICA,"","",,-8.750556,-8.750556,-35.101667,-35.101667,81867,2017-11-21T10:20:00Z,2025-12-31T23:00:00Z,2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1566,0,-8.750556,-35.101667,49.5265881247592,>30-50 km
