fonte_dados,cod_estacao,nome_estacao,municipios,tipo_estacao,latitude,longitude,distancia_gaibu_km,faixa_distancia,tipo_regra_anual,criterio_primario_anual,elegivel_pareamento_primario_anual,n_dias_calendario,n_dias_com_valor,n_dias_primario,n_dias_sens_1,n_dias_sens_2,n_dias_convencional,prop_dias_primario,prop_dias_sens_1,prop_dias_sens_2,n_dias_mp10_validos,n_dias_precip_com_valor,n_overlap_primario,n_overlap_sens_1,n_overlap_sens_2,n_overlap_convencional,tipo_regra_mp10,criterio_primario_mp10,elegivel_pareamento_primario_mp10,pct_dias_precip_com_valor,pct_overlap_primario,pct_overlap_sens_1,pct_overlap_sens_2,pct_overlap_convencional,estacao_historica,ano_alvo
CEMADEN,260720805A,NÃCLEO MARANHÃO - APAC | NÙCLEO MARANHÃO - APAC,IPOJUCA,PLUVIOMETRICA_AUTOMATICA,-8.368205,-35.13522,20.1619465495221,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,90,20,25,30,0,0.0547945205479452,0.0684931506849315,0.0821917808219178,262,59,4,8,11,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,22.5190839694656,1.52671755725191,3.05343511450382,4.19847328244275,0,Gaibu,2019
CEMADEN,260720803A,Porto de Galinhas,IPOJUCA,PLUVIOMETRICA_AUTOMATICA,-8.507,-35.004,20.4774160139864,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,354,264,278,286,0,0.723287671232877,0.761643835616438,0.783561643835617,262,251,202,208,213,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,95.8015267175572,77.0992366412214,79.3893129770992,81.2977099236641,0,Gaibu,2019
CEMADEN,261160609G,UR12 - COHAB,RECIFE,PLUVIOMETRICA_AUTOMATICA,-8.1261095,-34.942625,22.6095996412092,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,93,29,40,52,0,0.0794520547945206,0.10958904109589,0.142465753424658,262,36,16,19,24,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,13.7404580152672,6.10687022900763,7.25190839694657,9.16030534351145,0,Gaibu,2019
CEMADEN,261160611G,UR12 - COHAB II,RECIFE,PLUVIOMETRICA_AUTOMATICA,-8.125,-34.954,22.6842751762939,>20-30 km,,,,,,,,,,,,,262,0,0,0,0,0,,,FALSE,0,0,0,0,0,Gaibu,2019
CEMADEN,261160604A,Alto Bela Vista | USF Alto Bela Vista-Ibura,RECIFE,PLUVIOMETRICA_AUTOMATICA,-8.123583,-34.941528,22.8981704604275,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,356,313,318,322,0,0.857534246575342,0.871232876712329,0.882191780821918,262,253,216,221,225,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,96.5648854961832,82.4427480916031,84.351145038168,85.8778625954198,0,Gaibu,2019
CEMADEN,260290206A,CABO DE SANTO AGOSTINHO - APAC,CABO DE SANTO AGOSTINHO,PLUVIOMETRICA_AUTOMATICA,-8.280706,-35.159274,22.9699637722901,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,31,7,7,9,0,0.0191780821917808,0.0191780821917808,0.0246575342465753,262,24,7,7,9,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,9.16030534351145,2.67175572519084,2.67175572519084,3.43511450381679,0,Gaibu,2019
CEMADEN,261160615A,Ibura,RECIFE,PLUVIOMETRICA_AUTOMATICA,-8.122,-34.955,23.0168958616149,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,356,286,300,305,0,0.783561643835617,0.821917808219178,0.835616438356164,262,253,206,214,219,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,96.5648854961832,78.6259541984733,81.6793893129771,83.587786259542,0,Gaibu,2019
CEMADEN,261160607G,UR2 - COHAB,RECIFE,PLUVIOMETRICA_AUTOMATICA,-8.121534,-34.9525965,23.0718614045171,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,93,41,50,53,0,0.112328767123288,0.136986301369863,0.145205479452055,262,36,20,22,25,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,13.7404580152672,7.63358778625954,8.3969465648855,9.54198473282443,0,Gaibu,2019
CEMADEN,261160606G,Lagoa Encantada - COHAB,RECIFE,PLUVIOMETRICA_AUTOMATICA,-8.117845,-34.9501365,23.488249132863,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,93,37,48,55,0,0.101369863013699,0.131506849315068,0.150684931506849,262,36,19,23,26,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,13.7404580152672,7.25190839694657,8.77862595419847,9.9236641221374,0,Gaibu,2019
CEMADEN,261160609A,Imbiribeira | UPA da Imbiribeira,RECIFE,PLUVIOMETRICA_AUTOMATICA,-8.120975,-34.913983,23.59447200032,>20-30 km,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,365,323,257,273,277,0,0.704109589041096,0.747945205479452,0.758904109589041,262,223,172,185,188,0,CEMADEN,CEMADEN_MAX_GAP_60MIN,TRUE,85.1145038167939,65.6488549618321,70.6106870229008,71.7557251908397,0,Gaibu,2019
