"ano","latitude_6","longitude_6","n_ids_estacao","n_nomes_estacao","ids_estacao","nomes_estacao","municipios"
2025,-8.398889,-35.063889,3,3,"136673 | 136674 | 136675","EDCUPE | IFPE | IPOJUCA","Ipojuca"
