data_local,cod_estacao,nome_estacao,municipios,latitude,longitude,distancia_gaibu_km,pct_dias_precip_com_valor,pct_overlap_primario,pct_overlap_sens_1,pct_overlap_sens_2,precip_diaria_mm,n_registros_validos,n_registros_00h_relocados,n_registros_chuva,max_acumulado_intervalo_mm,n_obs_validas,maior_gap_dia_min,cobertura_60,cobertura_70,cobertura_90,dia_mp10_valido,media_mp10,tem_precipitacao
2019-12-11,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0.2,25,1,1,0.2,25,60,TRUE,TRUE,TRUE,FALSE,,TRUE
2019-12-12,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,24,1,0,0,24,70,FALSE,TRUE,TRUE,FALSE,,TRUE
2019-12-13,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,24,1,0,0,24,70,FALSE,TRUE,TRUE,FALSE,,TRUE
2019-12-14,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,23,1,0,0,23,140,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-15,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,1.38,24,1,4,0.59,24,190,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-16,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,19.86,37,1,19,5.31,37,80,FALSE,FALSE,TRUE,FALSE,,TRUE
2019-12-17,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,2,0,0,0,3,1720,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-18,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0.2,4,0,1,0.2,4,2470,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-19,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-12-20,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0.2,9,0,1,0.2,9,2470,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-21,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,8,0,0,0,8,2740,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-22,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-12-23,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,3,0,0,0,3,2740,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-24,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,7,0,0,0,7,1060,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-25,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,7,0,0,0,7,1070,FALSE,FALSE,FALSE,FALSE,,TRUE
2019-12-26,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,6,0,0,0,6,1070,FALSE,FALSE,FALSE,TRUE,64.7619047619048,TRUE
2019-12-27,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,6,0,0,0,6,1400,FALSE,FALSE,FALSE,TRUE,45.9166666666667,TRUE
2019-12-28,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,3,0,0,0,3,1400,FALSE,FALSE,FALSE,TRUE,44.125,TRUE
2019-12-29,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,5,0,0,0,5,1190,FALSE,FALSE,FALSE,TRUE,43.7083333333333,TRUE
2019-12-30,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,9,0,0,0,9,1070,FALSE,FALSE,FALSE,TRUE,43.4166666666667,TRUE
2019-12-31,260290204A,Enseado dos Corais,CABO DE SANTO AGOSTINHO,-8.33,-34.956,0.116707872718135,96.5648854961832,72.9007633587786,77.0992366412214,77.8625954198473,0,10,0,0,0,10,970,FALSE,FALSE,FALSE,TRUE,53.4583333333333,TRUE
2019-01-01,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,89.2380952380952,FALSE
2019-01-02,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,76,FALSE
2019-01-03,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,52.1666666666667,FALSE
2019-01-04,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,57.5,FALSE
2019-01-05,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,50.4583333333333,FALSE
2019-01-06,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,29.9583333333333,FALSE
2019-01-07,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,23.7619047619048,FALSE
2019-01-08,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,42.5416666666667,FALSE
2019-01-09,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,41.9166666666667,FALSE
2019-01-10,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,37.6666666666667,FALSE
2019-01-11,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,38.7272727272727,FALSE
2019-01-12,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,14.8333333333333,FALSE
2019-01-13,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,29.6666666666667,FALSE
2019-01-14,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,36.3333333333333,FALSE
2019-01-15,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,37.695652173913,FALSE
2019-01-16,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,32.9583333333333,FALSE
2019-01-17,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,24.8333333333333,FALSE
2019-01-18,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,32.9166666666667,FALSE
2019-01-19,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,34.7916666666667,FALSE
2019-01-20,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,34.125,FALSE
2019-01-21,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,38.8333333333333,FALSE
2019-01-22,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,25.6363636363636,FALSE
2019-01-23,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,33.7916666666667,FALSE
2019-01-24,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,38.6666666666667,FALSE
2019-01-25,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,38.6666666666667,FALSE
2019-01-26,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,44.7083333333333,FALSE
2019-01-27,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,40.5,FALSE
2019-01-28,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,22.25,FALSE
2019-01-29,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,26.4782608695652,FALSE
2019-01-30,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,30.9166666666667,FALSE
2019-01-31,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,37,FALSE
2019-02-01,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,32.75,FALSE
2019-02-02,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,30.5416666666667,FALSE
2019-02-03,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,15.2083333333333,FALSE
2019-02-04,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,16.8333333333333,FALSE
2019-02-05,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,16,FALSE
2019-02-06,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,15.5238095238095,FALSE
2019-02-07,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,35.25,FALSE
2019-02-08,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,50.75,FALSE
2019-02-09,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,54.125,FALSE
2019-02-10,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,46.75,FALSE
2019-02-11,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,45.875,FALSE
2019-02-12,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,35.7272727272727,FALSE
2019-02-13,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,23.625,FALSE
2019-02-14,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,25.4444444444444,FALSE
2019-02-15,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,23.2083333333333,FALSE
2019-02-16,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,24.7083333333333,FALSE
2019-02-17,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,21.047619047619,FALSE
2019-02-18,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,40.0416666666667,FALSE
2019-02-19,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,42.5833333333333,FALSE
2019-02-20,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,31,FALSE
2019-02-21,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,34.5416666666667,FALSE
2019-02-22,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,40.1666666666667,FALSE
2019-02-23,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,45.5416666666667,FALSE
2019-02-24,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,26.7083333333333,FALSE
2019-02-25,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,43.5416666666667,FALSE
2019-02-26,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-02-27,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-02-28,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-01,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-02,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-03,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-04,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-05,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-06,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-07,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-08,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-09,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-10,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-11,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-12,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-13,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-14,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-15,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-16,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-17,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-18,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-19,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-20,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-21,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-22,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-23,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-24,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-25,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-26,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,FALSE,,FALSE
2019-03-27,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,21,FALSE
2019-03-28,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,40.6521739130435,FALSE
2019-03-29,260290203A,Torrinha,CABO DE SANTO AGOSTINHO,-8.287,-35.033,9.64529855709911,52.6717557251909,41.2213740458015,41.6030534351145,43.5114503816794,,,,,,0,,FALSE,FALSE,FALSE,TRUE,21.5555555555556,FALSE
