criterio,n_dias_comuns,n_dias_comuns_mp10,pct_dias_mp10_comuns,correlacao_pearson,correlacao_spearman,correlacao_pearson_mp10,correlacao_spearman_mp10,total_a_comum_mm,total_b_comum_mm,razao_total_b_a,vies_b_menos_a_mm,mae_mm,rmse_mm,vies_b_menos_a_mp10_mm,mae_mp10_mm,rmse_mp10_mm,acordo_chuva_maior_0,jaccard_chuva_maior_0,acordo_chuva_maior_igual_1mm,jaccard_chuva_maior_igual_1mm,cod_estacao_a,nome_estacao_a,distancia_a_km,cod_estacao_b,nome_estacao_b,distancia_b_km
max_gap_60min,49,18,6.87022900763359,0.486754039497562,0.454693067144737,-0.0588235294117647,-0.0588235294117647,7.94,9.8,1.23425692695214,0.0379591836734694,0.233061224489796,0.560156683619933,-0.0233333333333333,0.0455555555555556,0.153550570750414,0.836734693877551,0.384615384615385,0.938775510204082,0.25,260290203A,Torrinha,9.64529855709911,260720801G,Campo do Avião,13.699863829626
max_gap_60min,63,59,22.5190839694656,0.880423409943604,0.489367065059483,0.842667741127035,0.450648311267579,749.64,463.89,0.618817032175444,-4.53571428571429,6.28396825396825,12.0704667128768,-4.48118644067797,6.04932203389831,12.0754418805346,0.571428571428571,0.509090909090909,0.634920634920635,0.5,260290203A,Torrinha,9.64529855709911,260720801A,Centro,14.2386959438181
max_gap_60min,134,95,36.2595419847328,0.928385920386812,0.822065767101509,0.940443939109897,0.806531788890595,724.63,628.45,0.867270193064046,-0.717761194029851,2.60029850746269,6.50421470703604,-1.24673684210526,3.05221052631579,7.12945808821252,0.843283582089552,0.75,0.850746268656716,0.692307692307692,260290203A,Torrinha,9.64529855709911,260720804A,Rurópolis,15.4798425489309
max_gap_60min,146,99,37.7862595419847,0.922955943010104,0.841153482778513,0.924849531851001,0.853675327166342,795.42,915.12,1.15048653541525,0.81986301369863,2.81643835616438,6.37016515559754,0.731414141414141,3.02252525252525,6.00790111083528,0.849315068493151,0.763440860215054,0.897260273972603,0.788732394366197,260290203A,Torrinha,9.64529855709911,260790104A,Prazeres,15.6817706880758
max_gap_60min,121,87,33.206106870229,0.911471399513355,0.774674846147019,0.909939959105063,0.760422804229393,654.19,617.6,0.944068237056513,-0.302396694214876,2.9298347107438,6.18311209720571,-0.609195402298851,3.79494252873563,7.14081018617233,0.768595041322314,0.662650602409639,0.826446280991736,0.666666666666667,260290203A,Torrinha,9.64529855709911,260790110A,Cajueiro Seco,18.17024712476
max_gap_60min,97,72,27.4809160305344,0.792319755106978,0.783828492271095,0.731366549557052,0.78862981407906,343.48,370.8,1.07953883777804,0.281649484536082,2.4839175257732,5.15135253983755,-0.155277777777778,2.75666666666667,5.14208183088869,0.804123711340206,0.698412698412698,0.865979381443299,0.717391304347826,260290203A,Torrinha,9.64529855709911,260790101A,Muribeca,19.1679603398448
max_gap_60min,140,99,37.7862595419847,0.931988572321634,0.800033010082136,0.954306542017153,0.795641967633624,641.9,678.47,1.05697149088643,0.261214285714286,2.44035714285714,4.94647962841107,0.403434343434343,2.69313131313131,4.84657725731378,0.821428571428571,0.731182795698925,0.828571428571429,0.661971830985916,260290205A,Pontes dos Carvalhos,10.9623055006057,260290202A,Charneca,11.6373392821951
max_gap_60min,143,95,36.2595419847328,0.944908400205885,0.890680595897915,0.92843193046265,0.908803555911035,777.13,791.03,1.01788632532524,0.0972027972027972,2.12587412587413,4.71349142341443,-0.212736842105263,2.42136842105263,4.86668037729383,0.86013986013986,0.770114942528736,0.909090909090909,0.793650793650794,260290205A,Pontes dos Carvalhos,10.9623055006057,260790109A,Barra de Jangada,12.4106755442896
max_gap_60min,24,9,3.43511450381679,0.907381628650064,0.618965517241379,,,31.04,19.6,0.631443298969072,-0.476666666666667,0.928333333333333,3.34840260422787,0.534444444444445,0.534444444444445,1.60333333333333,0.833333333333333,0.428571428571429,0.958333333333333,0.666666666666667,260290205A,Pontes dos Carvalhos,10.9623055006057,260290201G,Pirapama,13.0179995725833
max_gap_60min,51,18,6.87022900763359,0.582046043040984,0.305076882111346,-0.0808452083454443,-0.0856008088363528,7.98,9.8,1.2280701754386,0.0356862745098039,0.208235294117647,0.495200494155412,-0.0222222222222222,0.0444444444444444,0.115470053837925,0.745098039215686,0.235294117647059,0.941176470588235,0.25,260290205A,Pontes dos Carvalhos,10.9623055006057,260720801G,Campo do Avião,13.699863829626
max_gap_60min,66,62,23.6641221374046,0.812880864558626,0.37714906458393,0.808020770807902,0.32935807259296,687.02,462.07,0.672571395301447,-3.40833333333333,7.00681818181818,12.0245737655197,-3.46064516129032,5.83225806451613,9.77445799173837,0.515151515151515,0.448275862068966,0.484848484848485,0.346153846153846,260290205A,Pontes dos Carvalhos,10.9623055006057,260720801A,Centro,14.2386959438181
max_gap_60min,142,101,38.5496183206107,0.861374595957959,0.725123766914312,0.870396022359804,0.700441484332686,657.81,682.76,1.03792888524042,0.175704225352113,3.10528169014085,7.13881095358225,-0.298316831683168,3.18148514851485,6.17543785275727,0.795774647887324,0.684782608695652,0.774647887323944,0.561643835616438,260290205A,Pontes dos Carvalhos,10.9623055006057,260720804A,Rurópolis,15.4798425489309
max_gap_60min,152,103,39.3129770992366,0.967752038383086,0.851314677486797,0.952497543230673,0.871184559429039,792.85,916.37,1.15579239452608,0.812631578947368,2.08921052631579,4.4609373277491,0.770873786407767,2.48,4.83079743763855,0.842105263157895,0.755102040816326,0.842105263157895,0.69620253164557,260290205A,Pontes dos Carvalhos,10.9623055006057,260790104A,Prazeres,15.6817706880758
max_gap_60min,127,92,35.1145038167939,0.934535056116093,0.877809663443764,0.934325482593256,0.885907036477902,612,635.8,1.03888888888889,0.18740157480315,2.1948031496063,5.35041289156605,0.407065217391304,2.80902173913043,6.1773769408678,0.850393700787402,0.765432098765432,0.889763779527559,0.774193548387097,260290205A,Pontes dos Carvalhos,10.9623055006057,260790110A,Cajueiro Seco,18.17024712476
max_gap_60min,104,78,29.7709923664122,0.894724232745733,0.846620862899468,0.750270476803688,0.833978310164112,377.91,409.87,1.08457040035987,0.307307692307692,1.78903846153846,3.63385046896116,0.278205128205128,2.15307692307692,4.08518838030318,0.875,0.8,0.894230769230769,0.775510204081633,260290205A,Pontes dos Carvalhos,10.9623055006057,260790101A,Muribeca,19.1679603398448
max_gap_60min,135,94,35.8778625954199,0.854068075025529,0.830315209914438,0.875909274825624,0.837361972810427,679.18,634.82,0.934685944815807,-0.328592592592593,2.89274074074074,7.1899869674842,-0.547765957446809,3.33691489361702,7.65041196220762,0.82962962962963,0.719512195121951,0.851851851851852,0.67741935483871,260290202A,Charneca,11.6373392821951,260790109A,Barra de Jangada,12.4106755442896
max_gap_60min,25,10,3.81679389312977,0.9984258026943,0.925270392291361,1,1,12.86,19.6,1.52410575427683,0.2696,0.2872,1.04200191938403,0.226,0.226,0.714674751198054,0.96,0.833333333333333,0.96,0.666666666666667,260290202A,Charneca,11.6373392821951,260290201G,Pirapama,13.0179995725833
max_gap_60min,38,17,6.48854961832061,0.743520985451312,0.58796680744773,,,5.57,3.6,0.646319569120287,-0.0518421052631579,0.105,0.317311900352418,-0.0588235294117647,0.0588235294117647,0.174894926439041,0.894736842105263,0.428571428571429,0.973684210526316,0.5,260290202A,Charneca,11.6373392821951,260720801G,Campo do Avião,13.699863829626
max_gap_60min,65,63,24.0458015267176,0.861408082205612,0.446238083612113,0.855825365904896,0.410449992490583,607.14,317.26,0.52254834140396,-4.45969230769231,5.94092307692308,10.9443620891517,-4.4484126984127,5.97666666666667,11.0503193231172,0.569230769230769,0.5,0.615384615384615,0.468085106382979,260290202A,Charneca,11.6373392821951,260720801A,Centro,14.2386959438181
max_gap_60min,136,100,38.1679389312977,0.914924276797438,0.856352622944875,0.923827136306945,0.846860612861987,611.89,522.16,0.853355995358643,-0.659779411764706,2.20698529411765,5.8787952072032,-0.9289,2.7685,6.71394705072955,0.875,0.795180722891566,0.838235294117647,0.661538461538462,260290202A,Charneca,11.6373392821951,260720804A,Rurópolis,15.4798425489309
max_gap_60min,136,99,37.7862595419847,0.936016828608156,0.841508072523398,0.954310437920591,0.860976635896897,635.76,762.86,1.19991820812885,0.934558823529412,2.39294117647059,5.21596446442244,0.798686868686869,2.54373737373737,4.66212950433078,0.860294117647059,0.781609195402299,0.852941176470588,0.714285714285714,260290202A,Charneca,11.6373392821951,260790104A,Prazeres,15.6817706880758
max_gap_60min,122,92,35.1145038167939,0.94155063528458,0.779608457898891,0.941693501130223,0.79271417576214,623.26,611.2,0.980650129961814,-0.0988524590163935,2.55590163934426,4.88577996860679,-0.165978260869565,3.1525,5.50900497999096,0.795081967213115,0.695121951219512,0.819672131147541,0.666666666666667,260290202A,Charneca,11.6373392821951,260790110A,Cajueiro Seco,18.17024712476
