"ano","cod_estacao","no_estacao","dh_arredondado","n_linhas","n_timestamps_originais","timestamps_originais","n_valores_distintos","valores","n_fontes_distintas","fontes","colisao_por_arredondamento","valores_concordantes"
2017,"12","IPOJUCA",2017-11-26 11:00:00,2,1,"2017-11-26 11:00:00",2,"12 | 8",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-26 12:00:00,2,1,"2017-11-26 12:00:00",2,"188 | 6",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-27 11:00:00,2,1,"2017-11-27 11:00:00",2,"10 | 11",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-27 12:00:00,2,1,"2017-11-27 12:00:00",2,"11 | 16",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-28 11:00:00,2,1,"2017-11-28 11:00:00",2,"10 | 11",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-28 12:00:00,2,1,"2017-11-28 12:00:00",2,"10 | 9",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-29 11:00:00,2,1,"2017-11-29 11:00:00",2,"10 | 21",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-29 12:00:00,2,1,"2017-11-29 12:00:00",2,"17 | 6",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-30 11:00:00,2,1,"2017-11-30 11:00:00",2,"32 | 8",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-11-30 12:00:00,2,1,"2017-11-30 12:00:00",2,"11 | 19",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-12-01 12:00:00,2,1,"2017-12-01 12:00:00",2,"12 | 20",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-12-02 11:00:00,2,1,"2017-12-02 11:00:00",2,"10 | 16",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-12-02 12:00:00,2,1,"2017-12-02 12:00:00",2,"11 | 12",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-12-03 11:00:00,2,1,"2017-12-03 11:00:00",2,"12 | 17",0,NA,FALSE,FALSE
2017,"12","IPOJUCA",2017-12-03 12:00:00,2,1,"2017-12-03 12:00:00",2,"20 | 22",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26,2,1,"2019-09-26 00:00:00",2,"11 | 30",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26 02:00:00,2,1,"2019-09-26 02:00:00",2,"20 | 8",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26 03:00:00,2,1,"2019-09-26 03:00:00",2,"24 | 7",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26 04:00:00,2,1,"2019-09-26 04:00:00",2,"11 | 27",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26 05:00:00,2,1,"2019-09-26 05:00:00",2,"14 | 21",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26 06:00:00,2,1,"2019-09-26 06:00:00",2,"20 | 23",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26 07:00:00,2,1,"2019-09-26 07:00:00",2,"32 | 39",0,NA,FALSE,FALSE
2019,"PE01","Gaibu",2019-09-26 08:00:00,2,1,"2019-09-26 08:00:00",2,"31 | 36",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-11-26,2,1,"2020-11-26 00:00:00",2,"15.59 | 21.99",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-11-26 08:00:00,2,1,"2020-11-26 08:00:00",2,"19.93 | 33.24",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-11-27 08:00:00,2,1,"2020-11-27 08:00:00",2,"20.64 | 20.82",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-11-29 08:00:00,2,1,"2020-11-29 08:00:00",2,"17.87 | 30.96",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-11-30 08:00:00,2,1,"2020-11-30 08:00:00",2,"27.81 | 30.87",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-01 08:00:00,2,1,"2020-12-01 08:00:00",2,"29.28 | 29.66",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-02 08:00:00,2,1,"2020-12-02 08:00:00",2,"25.54 | 29.47",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-03 08:00:00,2,1,"2020-12-03 08:00:00",2,"1.13 | 17.29",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-04 08:00:00,2,1,"2020-12-04 08:00:00",2,"14.97 | 27.54",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-05 08:00:00,2,1,"2020-12-05 08:00:00",2,"24.31 | 24.32",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-06 08:00:00,2,1,"2020-12-06 08:00:00",2,"22.63 | 40",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-07 08:00:00,2,1,"2020-12-07 08:00:00",2,"27.64 | 33.52",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-08 08:00:00,2,1,"2020-12-08 08:00:00",2,"26.79 | 29.68",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-09 08:00:00,2,1,"2020-12-09 08:00:00",2,"14.88 | 20.09",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-10 08:00:00,2,1,"2020-12-10 08:00:00",2,"25.43 | 27.34",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-11 08:00:00,2,1,"2020-12-11 08:00:00",2,"21.2 | 22.45",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-12 08:00:00,2,1,"2020-12-12 08:00:00",2,"28.22 | 38.01",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-13 08:00:00,2,1,"2020-12-13 08:00:00",2,"107.45 | 63.58",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-14 08:00:00,2,1,"2020-12-14 08:00:00",2,"13.35 | 19.29",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-15 08:00:00,2,1,"2020-12-15 08:00:00",2,"24.5 | 3.7",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-16 08:00:00,2,1,"2020-12-16 08:00:00",2,"10.46 | 12.11",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-17 08:00:00,2,1,"2020-12-17 08:00:00",2,"137.25 | 67.69",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-18 08:00:00,2,1,"2020-12-18 08:00:00",2,"11.38 | 19.41",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-19 08:00:00,2,1,"2020-12-19 08:00:00",2,"20.57 | 21.96",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-20 08:00:00,2,1,"2020-12-20 08:00:00",2,"16.91 | 21.98",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-21 08:00:00,2,1,"2020-12-21 08:00:00",2,"24.26 | 30.05",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-22 08:00:00,2,1,"2020-12-22 08:00:00",2,"21.36 | 39.48",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-24 08:00:00,2,1,"2020-12-24 08:00:00",2,"26.22 | 27.08",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-26 08:00:00,2,1,"2020-12-26 08:00:00",2,"26.51 | 38.8",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-27 08:00:00,2,1,"2020-12-27 08:00:00",2,"27.91 | 33.81",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-29 08:00:00,2,1,"2020-12-29 08:00:00",2,"30.95 | 32.98",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-30 08:00:00,2,1,"2020-12-30 08:00:00",2,"23.3 | 27.2",0,NA,FALSE,FALSE
2020,"12","IPOJUCA",2020-12-31 08:00:00,2,1,"2020-12-31 08:00:00",2,"13.25 | 21.15",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-11-27 08:00:00,2,1,"2020-11-27 08:00:00",2,"10.81 | 16.35",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-11-28 08:00:00,2,1,"2020-11-28 08:00:00",2,"102.51 | 22.35",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-11-29 08:00:00,2,1,"2020-11-29 08:00:00",2,"27.18 | 9.57",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-11-30 08:00:00,2,1,"2020-11-30 08:00:00",2,"11.66 | 9.1",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-01,2,1,"2020-12-01 00:00:00",2,"22.41 | 74.16",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-01 08:00:00,2,1,"2020-12-01 08:00:00",2,"27.89 | 37.17",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-02 08:00:00,2,1,"2020-12-02 08:00:00",2,"12.77 | 31.91",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-03 08:00:00,2,1,"2020-12-03 08:00:00",2,"44.66 | 90.82",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-04 08:00:00,2,1,"2020-12-04 08:00:00",2,"31.86 | 32.58",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-05 08:00:00,2,1,"2020-12-05 08:00:00",2,"37.01 | 46.87",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-06,2,1,"2020-12-06 00:00:00",2,"2.94 | 47.41",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-06 08:00:00,2,1,"2020-12-06 08:00:00",2,"14.93 | 16.89",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-07 08:00:00,2,1,"2020-12-07 08:00:00",2,"51.5 | 57.56",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-10 08:00:00,2,1,"2020-12-10 08:00:00",2,"11.72 | 21.68",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-18 08:00:00,2,1,"2020-12-18 08:00:00",2,"18.42 | 26.61",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-19 08:00:00,2,1,"2020-12-19 08:00:00",2,"19.69 | 39.96",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-20 08:00:00,2,1,"2020-12-20 08:00:00",2,"1.47 | 7.76",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-21 08:00:00,2,1,"2020-12-21 08:00:00",2,"18.3 | 38.82",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-23 08:00:00,2,1,"2020-12-23 08:00:00",2,"3.82 | 44.93",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-24 08:00:00,2,1,"2020-12-24 08:00:00",2,"10.18 | 6.42",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-27 08:00:00,2,1,"2020-12-27 08:00:00",2,"3.54 | 7",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-28 08:00:00,2,1,"2020-12-28 08:00:00",2,"20.6 | 29.66",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-29 08:00:00,2,1,"2020-12-29 08:00:00",2,"44.9 | 46.74",0,NA,FALSE,FALSE
2020,"13","CUPE",2020-12-30 08:00:00,2,1,"2020-12-30 08:00:00",2,"14.61 | 32.25",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-11-30 08:00:00,2,1,"2020-11-30 08:00:00",2,"10.39 | 13.58",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-09 08:00:00,2,1,"2020-12-09 08:00:00",2,"11.2 | 11.22",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-15 08:00:00,2,1,"2020-12-15 08:00:00",2,"12.39 | 8.4",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-20 08:00:00,2,1,"2020-12-20 08:00:00",2,"39.66 | 9.24",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-26 08:00:00,2,1,"2020-12-26 08:00:00",2,"24.69 | 31.21",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-27 08:00:00,2,1,"2020-12-27 08:00:00",2,"15.98 | 29.95",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-28 08:00:00,2,1,"2020-12-28 08:00:00",2,"25.82 | 27.23",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-29 08:00:00,2,1,"2020-12-29 08:00:00",2,"27.83 | 37.27",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-30 08:00:00,2,1,"2020-12-30 08:00:00",2,"33.43 | 39.8",0,NA,FALSE,FALSE
2020,"14","IFPE",2020-12-31 08:00:00,2,1,"2020-12-31 08:00:00",2,"11.03 | 20.74",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 01:00:00,3,1,"2022-01-25 01:00:00",2,"10.31 | 16.6",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 02:00:00,3,1,"2022-01-25 02:00:00",2,"10.57 | 12.89",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 03:00:00,3,1,"2022-01-25 03:00:00",2,"10.82 | 8.63",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 04:00:00,3,1,"2022-01-25 04:00:00",2,"16.17 | 5.1",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 05:00:00,2,1,"2022-01-25 05:00:00",1,"3.84",0,NA,FALSE,TRUE
2022,"12","IPOJUCA",2022-01-25 06:00:00,2,1,"2022-01-25 06:00:00",1,"5.87",0,NA,FALSE,TRUE
2022,"12","IPOJUCA",2022-01-25 07:00:00,2,1,"2022-01-25 07:00:00",1,"6.57",0,NA,FALSE,TRUE
2022,"12","IPOJUCA",2022-01-25 08:00:00,3,1,"2022-01-25 08:00:00",2,"25.44 | 8.59",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 09:00:00,3,1,"2022-01-25 09:00:00",2,"21.51 | 6.23",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 10:00:00,3,1,"2022-01-25 10:00:00",2,"10.79 | 21.13",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 11:00:00,3,1,"2022-01-25 11:00:00",2,"12.85 | 3.79",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-25 12:00:00,2,1,"2022-01-25 12:00:00",1,"1.7",0,NA,FALSE,TRUE
2022,"12","IPOJUCA",2022-01-26 01:00:00,3,1,"2022-01-26 01:00:00",2,"20.77 | 38.04",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 02:00:00,3,1,"2022-01-26 02:00:00",2,"14.04 | 31.49",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 03:00:00,3,1,"2022-01-26 03:00:00",2,"12.75 | 7.79",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 04:00:00,3,1,"2022-01-26 04:00:00",2,"5.47 | 9.46",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 05:00:00,3,1,"2022-01-26 05:00:00",2,"17.05 | 7.96",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 06:00:00,3,1,"2022-01-26 06:00:00",2,"11.99 | 6.03",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 07:00:00,3,1,"2022-01-26 07:00:00",2,"23.29 | 4.62",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 08:00:00,3,1,"2022-01-26 08:00:00",2,"19.13 | 20.03",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 09:00:00,2,1,"2022-01-26 09:00:00",2,"14.83 | 23.04",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 10:00:00,2,1,"2022-01-26 10:00:00",2,"26.23 | 3.83",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 11:00:00,2,1,"2022-01-26 11:00:00",2,"26.81 | 8.56",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-26 12:00:00,2,1,"2022-01-26 12:00:00",2,"25.5 | 25.63",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 01:00:00,2,1,"2022-01-27 01:00:00",2,"6.81 | 8.17",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 02:00:00,2,1,"2022-01-27 02:00:00",2,"11.6 | 3.6",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 03:00:00,2,1,"2022-01-27 03:00:00",2,"12.05 | 5.63",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 04:00:00,2,1,"2022-01-27 04:00:00",2,"14.75 | 2.53",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 05:00:00,2,1,"2022-01-27 05:00:00",2,"14.93 | 3.84",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 06:00:00,2,1,"2022-01-27 06:00:00",2,"24.78 | 4.36",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 07:00:00,2,1,"2022-01-27 07:00:00",2,"15.84 | 2.65",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 08:00:00,2,1,"2022-01-27 08:00:00",2,"0.73 | 36.86",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 09:00:00,2,1,"2022-01-27 09:00:00",2,"23.91 | 5.48",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 10:00:00,2,1,"2022-01-27 10:00:00",2,"12.02 | 13.56",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 11:00:00,2,1,"2022-01-27 11:00:00",2,"11.87 | 9.57",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-27 12:00:00,2,1,"2022-01-27 12:00:00",2,"9.06 | 9.68",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 01:00:00,2,1,"2022-01-28 01:00:00",2,"14.66 | 15.86",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 02:00:00,2,1,"2022-01-28 02:00:00",2,"10.26 | 17.27",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 03:00:00,2,1,"2022-01-28 03:00:00",2,"13.14 | 16.18",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 04:00:00,2,1,"2022-01-28 04:00:00",2,"10.58 | 11.61",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 05:00:00,2,1,"2022-01-28 05:00:00",2,"10.86 | 16.81",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 06:00:00,2,1,"2022-01-28 06:00:00",2,"16.88 | 5.05",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 07:00:00,2,1,"2022-01-28 07:00:00",2,"14.54 | 8.95",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 08:00:00,2,1,"2022-01-28 08:00:00",2,"5.79 | 9.93",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 09:00:00,2,1,"2022-01-28 09:00:00",2,"13.61 | 9.52",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 10:00:00,2,1,"2022-01-28 10:00:00",2,"5.64 | 8.82",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 11:00:00,2,1,"2022-01-28 11:00:00",2,"15.57 | 7.92",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-28 12:00:00,2,1,"2022-01-28 12:00:00",2,"10.21 | 18.13",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 01:00:00,2,1,"2022-01-29 01:00:00",2,"2.44 | 7.48",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 02:00:00,2,1,"2022-01-29 02:00:00",2,"12.72 | 2.71",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 03:00:00,2,1,"2022-01-29 03:00:00",2,"2.95 | 5.44",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 04:00:00,2,1,"2022-01-29 04:00:00",2,"2.14 | 9.98",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 05:00:00,2,1,"2022-01-29 05:00:00",2,"13.09 | 4.45",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 06:00:00,2,1,"2022-01-29 06:00:00",2,"3.55 | 6.15",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 07:00:00,2,1,"2022-01-29 07:00:00",2,"10.27 | 9.9",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 08:00:00,2,1,"2022-01-29 08:00:00",2,"1.83 | 10.5",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 09:00:00,2,1,"2022-01-29 09:00:00",2,"13.31 | 7.48",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 10:00:00,2,1,"2022-01-29 10:00:00",2,"4.32 | 6.03",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 11:00:00,2,1,"2022-01-29 11:00:00",2,"15.79 | 5.05",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-29 12:00:00,2,1,"2022-01-29 12:00:00",2,"2.33 | 3.53",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 01:00:00,2,1,"2022-01-30 01:00:00",2,"11.88 | 14.23",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 02:00:00,2,1,"2022-01-30 02:00:00",2,"12.64 | 7.95",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 03:00:00,2,1,"2022-01-30 03:00:00",2,"15.56 | 7.25",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 04:00:00,2,1,"2022-01-30 04:00:00",2,"16.26 | 8.81",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 05:00:00,2,1,"2022-01-30 05:00:00",2,"11.26 | 17.97",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 06:00:00,2,1,"2022-01-30 06:00:00",2,"14.47 | 4.15",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 07:00:00,2,1,"2022-01-30 07:00:00",2,"13.09 | 8.71",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 08:00:00,2,1,"2022-01-30 08:00:00",2,"10.23 | 18.03",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 09:00:00,2,1,"2022-01-30 09:00:00",2,"20.25 | 7.59",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 10:00:00,2,1,"2022-01-30 10:00:00",2,"11.58 | 17.22",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 11:00:00,2,1,"2022-01-30 11:00:00",2,"16.02 | 18.65",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-30 12:00:00,2,1,"2022-01-30 12:00:00",2,"2.75 | 22.5",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 01:00:00,2,1,"2022-01-31 01:00:00",2,"11.49 | 12.6",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 02:00:00,2,1,"2022-01-31 02:00:00",2,"6.72 | 9.14",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 03:00:00,2,1,"2022-01-31 03:00:00",2,"19.2 | 8.84",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 04:00:00,2,1,"2022-01-31 04:00:00",2,"21.55 | 8.18",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 05:00:00,2,1,"2022-01-31 05:00:00",2,"13.05 | 14.72",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 06:00:00,2,1,"2022-01-31 06:00:00",2,"21.04 | 7.94",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 07:00:00,2,1,"2022-01-31 07:00:00",2,"12.84 | 24.58",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 08:00:00,2,1,"2022-01-31 08:00:00",2,"13.28 | 36.09",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 09:00:00,2,1,"2022-01-31 09:00:00",2,"16.77 | 21.51",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 10:00:00,2,1,"2022-01-31 10:00:00",2,"14.91 | 20.52",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 11:00:00,2,1,"2022-01-31 11:00:00",2,"11.46 | 21.09",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-01-31 12:00:00,2,1,"2022-01-31 12:00:00",2,"13.05 | 5.4",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 01:00:00,2,1,"2022-02-01 01:00:00",2,"3.83 | 5.26",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 02:00:00,2,1,"2022-02-01 02:00:00",2,"14.77 | 6.12",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 03:00:00,2,1,"2022-02-01 03:00:00",2,"15.93 | 8.05",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 04:00:00,2,1,"2022-02-01 04:00:00",2,"24.02 | 9.72",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 05:00:00,2,1,"2022-02-01 05:00:00",2,"13.92 | 7.66",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 06:00:00,2,1,"2022-02-01 06:00:00",2,"20.11 | 7.71",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 07:00:00,2,1,"2022-02-01 07:00:00",2,"13.84 | 24.68",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 08:00:00,2,1,"2022-02-01 08:00:00",2,"15.38 | 26.91",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 09:00:00,2,1,"2022-02-01 09:00:00",2,"12.14 | 16.75",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 10:00:00,2,1,"2022-02-01 10:00:00",2,"17.01 | 22.47",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 11:00:00,2,1,"2022-02-01 11:00:00",2,"17.81 | 19.01",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-01 12:00:00,2,1,"2022-02-01 12:00:00",2,"19.84 | 6.43",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-02 01:00:00,2,1,"2022-02-02 01:00:00",2,"19.59 | 25.82",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-02 02:00:00,2,1,"2022-02-02 02:00:00",2,"16.56 | 19.2",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-02 03:00:00,2,1,"2022-02-02 03:00:00",2,"18.68 | 9.95",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-02 04:00:00,2,1,"2022-02-02 04:00:00",2,"10.97 | 9.2",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-02 05:00:00,2,1,"2022-02-02 05:00:00",2,"11.19 | 7.41",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-02 06:00:00,2,1,"2022-02-02 06:00:00",2,"22.31 | 7.13",0,NA,FALSE,FALSE
2022,"12","IPOJUCA",2022-02-02 07:00:00,2,1,"2022-02-02 07:00:00",2,"24.33 | 9.39",0,NA,FALSE,FALSE
