"id_linha_v1","ano","cod_estacao","no_estacao","dh_medicao","dh_arredondado","nu_concentracao","classe_concentracao","no_fonte_dados","st_situacao","cd_flag","ds_flag","st_situacao_iqar"
153916,2025,"14","IFPE","2025-02-02 02:00:00.000",2025-02-02 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153917,2025,"14","IFPE","2025-02-02 03:00:00.000",2025-02-02 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153918,2025,"14","IFPE","2025-02-02 04:00:00.000",2025-02-02 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153919,2025,"14","IFPE","2025-02-02 05:00:00.000",2025-02-02 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153920,2025,"14","IFPE","2025-02-02 06:00:00.000",2025-02-02 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153921,2025,"14","IFPE","2025-02-02 07:00:00.000",2025-02-02 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153922,2025,"14","IFPE","2025-02-02 08:00:00.000",2025-02-02 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153923,2025,"14","IFPE","2025-02-02 09:00:00.000",2025-02-02 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153924,2025,"14","IFPE","2025-02-02 10:00:00.000",2025-02-02 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153925,2025,"14","IFPE","2025-02-02 11:00:00.000",2025-02-02 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153926,2025,"14","IFPE","2025-02-02 12:00:00.000",2025-02-02 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153927,2025,"14","IFPE","2025-02-02 13:00:00.000",2025-02-02 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153928,2025,"14","IFPE","2025-02-02 14:00:00.000",2025-02-02 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153929,2025,"14","IFPE","2025-02-02 15:00:00.000",2025-02-02 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153930,2025,"14","IFPE","2025-02-02 16:00:00.000",2025-02-02 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153931,2025,"14","IFPE","2025-02-02 17:00:00.000",2025-02-02 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153932,2025,"14","IFPE","2025-02-02 18:00:00.000",2025-02-02 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153933,2025,"14","IFPE","2025-02-02 19:00:00.000",2025-02-02 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153934,2025,"14","IFPE","2025-02-02 20:00:00.000",2025-02-02 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153935,2025,"14","IFPE","2025-02-02 21:00:00.000",2025-02-02 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153936,2025,"14","IFPE","2025-02-02 22:00:00.000",2025-02-02 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153937,2025,"14","IFPE","2025-02-02 23:00:00.000",2025-02-02 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153938,2025,"14","IFPE","2025-02-03 00:00:00.000",2025-02-03,0,"zero","CPRH","VA","V","Válido","VA"
153939,2025,"14","IFPE","2025-02-03 01:00:00.000",2025-02-03 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153940,2025,"14","IFPE","2025-02-03 02:00:00.000",2025-02-03 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153941,2025,"14","IFPE","2025-02-03 03:00:00.000",2025-02-03 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153942,2025,"14","IFPE","2025-02-03 04:00:00.000",2025-02-03 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153943,2025,"14","IFPE","2025-02-03 05:00:00.000",2025-02-03 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153944,2025,"14","IFPE","2025-02-03 06:00:00.000",2025-02-03 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153945,2025,"14","IFPE","2025-02-03 07:00:00.000",2025-02-03 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153946,2025,"14","IFPE","2025-02-03 08:00:00.000",2025-02-03 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153947,2025,"14","IFPE","2025-02-03 09:00:00.000",2025-02-03 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153948,2025,"14","IFPE","2025-02-03 10:00:00.000",2025-02-03 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153949,2025,"14","IFPE","2025-02-03 11:00:00.000",2025-02-03 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153950,2025,"14","IFPE","2025-02-03 12:00:00.000",2025-02-03 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153951,2025,"14","IFPE","2025-02-03 13:00:00.000",2025-02-03 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153952,2025,"14","IFPE","2025-02-03 14:00:00.000",2025-02-03 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153953,2025,"14","IFPE","2025-02-03 15:00:00.000",2025-02-03 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153954,2025,"14","IFPE","2025-02-03 16:00:00.000",2025-02-03 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153955,2025,"14","IFPE","2025-02-03 17:00:00.000",2025-02-03 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153956,2025,"14","IFPE","2025-02-06 17:00:00.000",2025-02-06 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153957,2025,"14","IFPE","2025-02-06 18:00:00.000",2025-02-06 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153958,2025,"14","IFPE","2025-02-06 19:00:00.000",2025-02-06 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153959,2025,"14","IFPE","2025-02-06 20:00:00.000",2025-02-06 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153960,2025,"14","IFPE","2025-02-06 21:00:00.000",2025-02-06 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153961,2025,"14","IFPE","2025-02-06 22:00:00.000",2025-02-06 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153962,2025,"14","IFPE","2025-02-06 23:00:00.000",2025-02-06 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153963,2025,"14","IFPE","2025-02-07 00:00:00.000",2025-02-07,0,"zero","CPRH","VA","V","Válido","VA"
153964,2025,"14","IFPE","2025-02-07 01:00:00.000",2025-02-07 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153965,2025,"14","IFPE","2025-02-07 02:00:00.000",2025-02-07 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153966,2025,"14","IFPE","2025-02-07 03:00:00.000",2025-02-07 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153967,2025,"14","IFPE","2025-02-07 04:00:00.000",2025-02-07 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153968,2025,"14","IFPE","2025-02-07 05:00:00.000",2025-02-07 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153969,2025,"14","IFPE","2025-02-07 06:00:00.000",2025-02-07 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153970,2025,"14","IFPE","2025-02-07 07:00:00.000",2025-02-07 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153971,2025,"14","IFPE","2025-02-07 08:00:00.000",2025-02-07 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153972,2025,"14","IFPE","2025-02-07 09:00:00.000",2025-02-07 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153973,2025,"14","IFPE","2025-02-07 10:00:00.000",2025-02-07 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153974,2025,"14","IFPE","2025-02-07 11:00:00.000",2025-02-07 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153975,2025,"14","IFPE","2025-02-07 12:00:00.000",2025-02-07 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153976,2025,"14","IFPE","2025-02-07 13:00:00.000",2025-02-07 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153977,2025,"14","IFPE","2025-02-07 14:00:00.000",2025-02-07 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153978,2025,"14","IFPE","2025-02-07 15:00:00.000",2025-02-07 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153979,2025,"14","IFPE","2025-02-07 16:00:00.000",2025-02-07 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153980,2025,"14","IFPE","2025-02-07 17:00:00.000",2025-02-07 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153981,2025,"14","IFPE","2025-02-07 18:00:00.000",2025-02-07 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153982,2025,"14","IFPE","2025-02-07 19:00:00.000",2025-02-07 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153983,2025,"14","IFPE","2025-02-07 20:00:00.000",2025-02-07 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153984,2025,"14","IFPE","2025-02-07 21:00:00.000",2025-02-07 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153985,2025,"14","IFPE","2025-02-07 22:00:00.000",2025-02-07 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153986,2025,"14","IFPE","2025-02-07 23:00:00.000",2025-02-07 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153987,2025,"14","IFPE","2025-02-08 00:00:00.000",2025-02-08,0,"zero","CPRH","VA","V","Válido","VA"
153988,2025,"14","IFPE","2025-02-08 01:00:00.000",2025-02-08 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153989,2025,"14","IFPE","2025-02-08 02:00:00.000",2025-02-08 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153990,2025,"14","IFPE","2025-02-08 03:00:00.000",2025-02-08 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153991,2025,"14","IFPE","2025-02-08 04:00:00.000",2025-02-08 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153992,2025,"14","IFPE","2025-02-08 05:00:00.000",2025-02-08 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153993,2025,"14","IFPE","2025-02-08 06:00:00.000",2025-02-08 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153994,2025,"14","IFPE","2025-02-08 07:00:00.000",2025-02-08 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153995,2025,"14","IFPE","2025-02-08 08:00:00.000",2025-02-08 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153996,2025,"14","IFPE","2025-02-08 09:00:00.000",2025-02-08 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153997,2025,"14","IFPE","2025-02-08 10:00:00.000",2025-02-08 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153998,2025,"14","IFPE","2025-02-08 11:00:00.000",2025-02-08 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
153999,2025,"14","IFPE","2025-02-08 12:00:00.000",2025-02-08 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154000,2025,"14","IFPE","2025-02-08 13:00:00.000",2025-02-08 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154001,2025,"14","IFPE","2025-02-08 14:00:00.000",2025-02-08 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154002,2025,"14","IFPE","2025-02-08 15:00:00.000",2025-02-08 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154003,2025,"14","IFPE","2025-02-08 16:00:00.000",2025-02-08 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154004,2025,"14","IFPE","2025-02-08 17:00:00.000",2025-02-08 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154005,2025,"14","IFPE","2025-02-08 18:00:00.000",2025-02-08 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154006,2025,"14","IFPE","2025-02-08 19:00:00.000",2025-02-08 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154007,2025,"14","IFPE","2025-02-08 20:00:00.000",2025-02-08 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154008,2025,"14","IFPE","2025-02-08 21:00:00.000",2025-02-08 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154009,2025,"14","IFPE","2025-02-08 22:00:00.000",2025-02-08 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154010,2025,"14","IFPE","2025-02-08 23:00:00.000",2025-02-08 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154011,2025,"14","IFPE","2025-02-09 00:00:00.000",2025-02-09,0,"zero","CPRH","VA","V","Válido","VA"
154012,2025,"14","IFPE","2025-02-09 01:00:00.000",2025-02-09 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154013,2025,"14","IFPE","2025-02-09 02:00:00.000",2025-02-09 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154014,2025,"14","IFPE","2025-02-09 03:00:00.000",2025-02-09 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154015,2025,"14","IFPE","2025-02-09 04:00:00.000",2025-02-09 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154016,2025,"14","IFPE","2025-02-09 05:00:00.000",2025-02-09 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154017,2025,"14","IFPE","2025-02-09 06:00:00.000",2025-02-09 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154018,2025,"14","IFPE","2025-02-09 07:00:00.000",2025-02-09 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154019,2025,"14","IFPE","2025-02-09 08:00:00.000",2025-02-09 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154020,2025,"14","IFPE","2025-02-09 09:00:00.000",2025-02-09 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154021,2025,"14","IFPE","2025-02-09 10:00:00.000",2025-02-09 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154022,2025,"14","IFPE","2025-02-09 11:00:00.000",2025-02-09 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154023,2025,"14","IFPE","2025-02-09 12:00:00.000",2025-02-09 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154024,2025,"14","IFPE","2025-02-09 13:00:00.000",2025-02-09 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154025,2025,"14","IFPE","2025-02-09 14:00:00.000",2025-02-09 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154026,2025,"14","IFPE","2025-02-09 15:00:00.000",2025-02-09 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154027,2025,"14","IFPE","2025-02-09 16:00:00.000",2025-02-09 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154028,2025,"14","IFPE","2025-02-09 17:00:00.000",2025-02-09 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154029,2025,"14","IFPE","2025-02-09 18:00:00.000",2025-02-09 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154030,2025,"14","IFPE","2025-02-09 19:00:00.000",2025-02-09 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154031,2025,"14","IFPE","2025-02-09 20:00:00.000",2025-02-09 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154032,2025,"14","IFPE","2025-02-09 21:00:00.000",2025-02-09 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154033,2025,"14","IFPE","2025-02-09 22:00:00.000",2025-02-09 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154034,2025,"14","IFPE","2025-02-09 23:00:00.000",2025-02-09 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154035,2025,"14","IFPE","2025-02-10 00:00:00.000",2025-02-10,0,"zero","CPRH","VA","V","Válido","VA"
154036,2025,"14","IFPE","2025-02-10 01:00:00.000",2025-02-10 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154037,2025,"14","IFPE","2025-02-10 02:00:00.000",2025-02-10 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154038,2025,"14","IFPE","2025-02-10 03:00:00.000",2025-02-10 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154039,2025,"14","IFPE","2025-02-10 04:00:00.000",2025-02-10 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154040,2025,"14","IFPE","2025-02-10 05:00:00.000",2025-02-10 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154041,2025,"14","IFPE","2025-02-10 06:00:00.000",2025-02-10 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154042,2025,"14","IFPE","2025-02-10 07:00:00.000",2025-02-10 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154043,2025,"14","IFPE","2025-02-10 08:00:00.000",2025-02-10 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154044,2025,"14","IFPE","2025-02-10 09:00:00.000",2025-02-10 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154045,2025,"14","IFPE","2025-02-10 10:00:00.000",2025-02-10 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154046,2025,"14","IFPE","2025-02-10 11:00:00.000",2025-02-10 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154047,2025,"14","IFPE","2025-02-10 12:00:00.000",2025-02-10 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154048,2025,"14","IFPE","2025-02-10 13:00:00.000",2025-02-10 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154049,2025,"14","IFPE","2025-02-10 14:00:00.000",2025-02-10 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154050,2025,"14","IFPE","2025-02-10 15:00:00.000",2025-02-10 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154051,2025,"14","IFPE","2025-02-10 16:00:00.000",2025-02-10 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154052,2025,"14","IFPE","2025-02-10 17:00:00.000",2025-02-10 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154053,2025,"14","IFPE","2025-02-10 18:00:00.000",2025-02-10 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154054,2025,"14","IFPE","2025-02-10 19:00:00.000",2025-02-10 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154055,2025,"14","IFPE","2025-02-10 20:00:00.000",2025-02-10 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154056,2025,"14","IFPE","2025-02-10 21:00:00.000",2025-02-10 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154057,2025,"14","IFPE","2025-02-10 22:00:00.000",2025-02-10 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154058,2025,"14","IFPE","2025-02-10 23:00:00.000",2025-02-10 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154059,2025,"14","IFPE","2025-02-11 00:00:00.000",2025-02-11,0,"zero","CPRH","VA","V","Válido","VA"
154060,2025,"14","IFPE","2025-02-11 01:00:00.000",2025-02-11 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154061,2025,"14","IFPE","2025-02-11 02:00:00.000",2025-02-11 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154062,2025,"14","IFPE","2025-02-11 03:00:00.000",2025-02-11 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154063,2025,"14","IFPE","2025-02-11 04:00:00.000",2025-02-11 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154064,2025,"14","IFPE","2025-02-11 05:00:00.000",2025-02-11 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154065,2025,"14","IFPE","2025-02-11 06:00:00.000",2025-02-11 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154066,2025,"14","IFPE","2025-02-11 07:00:00.000",2025-02-11 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154067,2025,"14","IFPE","2025-02-11 08:00:00.000",2025-02-11 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154068,2025,"14","IFPE","2025-02-11 09:00:00.000",2025-02-11 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154069,2025,"14","IFPE","2025-02-11 10:00:00.000",2025-02-11 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154070,2025,"14","IFPE","2025-02-18 13:00:00.000",2025-02-18 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154071,2025,"14","IFPE","2025-02-18 14:00:00.000",2025-02-18 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154072,2025,"14","IFPE","2025-02-18 15:00:00.000",2025-02-18 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154073,2025,"14","IFPE","2025-02-18 16:00:00.000",2025-02-18 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154074,2025,"14","IFPE","2025-02-18 17:00:00.000",2025-02-18 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154075,2025,"14","IFPE","2025-02-18 18:00:00.000",2025-02-18 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154076,2025,"14","IFPE","2025-02-18 19:00:00.000",2025-02-18 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154077,2025,"14","IFPE","2025-02-18 20:00:00.000",2025-02-18 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154078,2025,"14","IFPE","2025-02-18 21:00:00.000",2025-02-18 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154079,2025,"14","IFPE","2025-02-18 22:00:00.000",2025-02-18 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154080,2025,"14","IFPE","2025-02-18 23:00:00.000",2025-02-18 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154081,2025,"14","IFPE","2025-02-19 00:00:00.000",2025-02-19,0,"zero","CPRH","VA","V","Válido","VA"
154082,2025,"14","IFPE","2025-02-19 01:00:00.000",2025-02-19 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154083,2025,"14","IFPE","2025-02-19 02:00:00.000",2025-02-19 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154084,2025,"14","IFPE","2025-02-19 03:00:00.000",2025-02-19 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154085,2025,"14","IFPE","2025-02-19 04:00:00.000",2025-02-19 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154086,2025,"14","IFPE","2025-02-19 05:00:00.000",2025-02-19 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154087,2025,"14","IFPE","2025-02-19 06:00:00.000",2025-02-19 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154088,2025,"14","IFPE","2025-02-19 07:00:00.000",2025-02-19 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154089,2025,"14","IFPE","2025-02-19 08:00:00.000",2025-02-19 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154090,2025,"14","IFPE","2025-02-19 09:00:00.000",2025-02-19 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
154091,2025,"14","IFPE","2025-02-19 10:00:00.000",2025-02-19 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157479,2025,"14","IFPE","2025-05-17 19:00:00.000",2025-05-17 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157480,2025,"14","IFPE","2025-05-17 20:00:00.000",2025-05-17 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157481,2025,"14","IFPE","2025-05-17 21:00:00.000",2025-05-17 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157482,2025,"14","IFPE","2025-05-17 22:00:00.000",2025-05-17 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157483,2025,"14","IFPE","2025-05-17 23:00:00.000",2025-05-17 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157484,2025,"14","IFPE","2025-05-18 00:00:00.000",2025-05-18,0,"zero","CPRH","VA","V","Válido","VA"
157485,2025,"14","IFPE","2025-05-18 01:00:00.000",2025-05-18 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157486,2025,"14","IFPE","2025-05-18 02:00:00.000",2025-05-18 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157487,2025,"14","IFPE","2025-05-18 03:00:00.000",2025-05-18 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157353,2025,"14","IFPE","2025-05-18 04:00:00.000",2025-05-18 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157354,2025,"14","IFPE","2025-05-18 05:00:00.000",2025-05-18 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157656,2025,"14","IFPE","2025-05-18 06:00:00.000",2025-05-18 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157657,2025,"14","IFPE","2025-05-18 07:00:00.000",2025-05-18 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157352,2025,"14","IFPE","2025-05-18 08:00:00.000",2025-05-18 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157355,2025,"14","IFPE","2025-05-18 09:00:00.000",2025-05-18 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157356,2025,"14","IFPE","2025-05-18 10:00:00.000",2025-05-18 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157357,2025,"14","IFPE","2025-05-18 11:00:00.000",2025-05-18 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157358,2025,"14","IFPE","2025-05-18 12:00:00.000",2025-05-18 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157359,2025,"14","IFPE","2025-05-18 13:00:00.000",2025-05-18 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157360,2025,"14","IFPE","2025-05-18 14:00:00.000",2025-05-18 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157361,2025,"14","IFPE","2025-05-18 15:00:00.000",2025-05-18 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157362,2025,"14","IFPE","2025-05-18 16:00:00.000",2025-05-18 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157363,2025,"14","IFPE","2025-05-18 17:00:00.000",2025-05-18 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157364,2025,"14","IFPE","2025-05-18 18:00:00.000",2025-05-18 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157365,2025,"14","IFPE","2025-05-18 19:00:00.000",2025-05-18 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157366,2025,"14","IFPE","2025-05-18 20:00:00.000",2025-05-18 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157367,2025,"14","IFPE","2025-05-18 21:00:00.000",2025-05-18 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157368,2025,"14","IFPE","2025-05-18 22:00:00.000",2025-05-18 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157369,2025,"14","IFPE","2025-05-18 23:00:00.000",2025-05-18 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157370,2025,"14","IFPE","2025-05-19 00:00:00.000",2025-05-19,0,"zero","CPRH","VA","V","Válido","VA"
157371,2025,"14","IFPE","2025-05-19 01:00:00.000",2025-05-19 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157372,2025,"14","IFPE","2025-05-19 02:00:00.000",2025-05-19 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157373,2025,"14","IFPE","2025-05-19 03:00:00.000",2025-05-19 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157374,2025,"14","IFPE","2025-05-19 04:00:00.000",2025-05-19 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157375,2025,"14","IFPE","2025-05-19 05:00:00.000",2025-05-19 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
