"id_linha_v1","ano","cod_estacao","no_estacao","dh_medicao","dh_arredondado","nu_concentracao","classe_concentracao","no_fonte_dados","st_situacao","cd_flag","ds_flag","st_situacao_iqar"
157376,2025,"14","IFPE","2025-05-19 06:00:00.000",2025-05-19 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157377,2025,"14","IFPE","2025-05-19 07:00:00.000",2025-05-19 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157378,2025,"14","IFPE","2025-05-19 08:00:00.000",2025-05-19 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
157379,2025,"14","IFPE","2025-05-19 09:00:00.000",2025-05-19 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159763,2025,"14","IFPE","2025-07-17 10:00:00.000",2025-07-17 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159760,2025,"14","IFPE","2025-07-17 11:00:00.000",2025-07-17 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159753,2025,"14","IFPE","2025-07-17 12:00:00.000",2025-07-17 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159754,2025,"14","IFPE","2025-07-17 13:00:00.000",2025-07-17 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159755,2025,"14","IFPE","2025-07-17 14:00:00.000",2025-07-17 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159756,2025,"14","IFPE","2025-07-17 15:00:00.000",2025-07-17 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159757,2025,"14","IFPE","2025-07-17 16:00:00.000",2025-07-17 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159745,2025,"14","IFPE","2025-07-17 17:00:00.000",2025-07-17 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159746,2025,"14","IFPE","2025-07-17 18:00:00.000",2025-07-17 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159747,2025,"14","IFPE","2025-07-17 19:00:00.000",2025-07-17 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159749,2025,"14","IFPE","2025-07-17 20:00:00.000",2025-07-17 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159750,2025,"14","IFPE","2025-07-17 21:00:00.000",2025-07-17 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159751,2025,"14","IFPE","2025-07-17 22:00:00.000",2025-07-17 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159802,2025,"14","IFPE","2025-07-17 23:00:00.000",2025-07-17 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159803,2025,"14","IFPE","2025-07-18 00:00:00.000",2025-07-18,0,"zero","CPRH","VA","V","Válido","VA"
159804,2025,"14","IFPE","2025-07-18 01:00:00.000",2025-07-18 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159805,2025,"14","IFPE","2025-07-18 02:00:00.000",2025-07-18 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159806,2025,"14","IFPE","2025-07-18 03:00:00.000",2025-07-18 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159807,2025,"14","IFPE","2025-07-18 04:00:00.000",2025-07-18 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159808,2025,"14","IFPE","2025-07-18 05:00:00.000",2025-07-18 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159809,2025,"14","IFPE","2025-07-18 06:00:00.000",2025-07-18 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159810,2025,"14","IFPE","2025-07-18 07:00:00.000",2025-07-18 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159811,2025,"14","IFPE","2025-07-18 08:00:00.000",2025-07-18 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159812,2025,"14","IFPE","2025-07-18 09:00:00.000",2025-07-18 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159813,2025,"14","IFPE","2025-07-18 10:00:00.000",2025-07-18 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159814,2025,"14","IFPE","2025-07-18 11:00:00.000",2025-07-18 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159815,2025,"14","IFPE","2025-07-20 13:00:00.000",2025-07-20 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159816,2025,"14","IFPE","2025-07-20 14:00:00.000",2025-07-20 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159817,2025,"14","IFPE","2025-07-20 15:00:00.000",2025-07-20 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159818,2025,"14","IFPE","2025-07-20 16:00:00.000",2025-07-20 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159819,2025,"14","IFPE","2025-07-20 17:00:00.000",2025-07-20 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159820,2025,"14","IFPE","2025-07-20 18:00:00.000",2025-07-20 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159821,2025,"14","IFPE","2025-07-20 19:00:00.000",2025-07-20 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159822,2025,"14","IFPE","2025-07-20 20:00:00.000",2025-07-20 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159823,2025,"14","IFPE","2025-07-20 21:00:00.000",2025-07-20 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159824,2025,"14","IFPE","2025-07-20 22:00:00.000",2025-07-20 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159825,2025,"14","IFPE","2025-07-20 23:00:00.000",2025-07-20 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159826,2025,"14","IFPE","2025-07-21 00:00:00.000",2025-07-21,0,"zero","CPRH","VA","V","Válido","VA"
159827,2025,"14","IFPE","2025-07-21 01:00:00.000",2025-07-21 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159828,2025,"14","IFPE","2025-07-21 02:00:00.000",2025-07-21 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159829,2025,"14","IFPE","2025-07-21 03:00:00.000",2025-07-21 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159830,2025,"14","IFPE","2025-07-21 04:00:00.000",2025-07-21 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159831,2025,"14","IFPE","2025-07-21 05:00:00.000",2025-07-21 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159832,2025,"14","IFPE","2025-07-21 06:00:00.000",2025-07-21 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159833,2025,"14","IFPE","2025-07-21 07:00:00.000",2025-07-21 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159834,2025,"14","IFPE","2025-07-21 08:00:00.000",2025-07-21 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159835,2025,"14","IFPE","2025-07-21 09:00:00.000",2025-07-21 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159836,2025,"14","IFPE","2025-07-21 10:00:00.000",2025-07-21 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159837,2025,"14","IFPE","2025-07-21 11:00:00.000",2025-07-21 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
159844,2025,"14","IFPE","2025-09-03 11:00:00.000",2025-09-03 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163622,2025,"14","IFPE","2025-11-28 09:00:00.000",2025-11-28 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163623,2025,"14","IFPE","2025-11-28 10:00:00.000",2025-11-28 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163539,2025,"14","IFPE","2025-11-30 17:00:00.000",2025-11-30 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163541,2025,"14","IFPE","2025-11-30 18:00:00.000",2025-11-30 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163542,2025,"14","IFPE","2025-11-30 19:00:00.000",2025-11-30 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163543,2025,"14","IFPE","2025-11-30 20:00:00.000",2025-11-30 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163544,2025,"14","IFPE","2025-11-30 21:00:00.000",2025-11-30 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163545,2025,"14","IFPE","2025-11-30 22:00:00.000",2025-11-30 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163546,2025,"14","IFPE","2025-11-30 23:00:00.000",2025-11-30 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163547,2025,"14","IFPE","2025-12-01 00:00:00.000",2025-12-01,0,"zero","CPRH","VA","V","Válido","VA"
163548,2025,"14","IFPE","2025-12-01 01:00:00.000",2025-12-01 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163549,2025,"14","IFPE","2025-12-01 02:00:00.000",2025-12-01 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163550,2025,"14","IFPE","2025-12-01 03:00:00.000",2025-12-01 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163551,2025,"14","IFPE","2025-12-01 04:00:00.000",2025-12-01 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163552,2025,"14","IFPE","2025-12-01 05:00:00.000",2025-12-01 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163553,2025,"14","IFPE","2025-12-01 06:00:00.000",2025-12-01 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163554,2025,"14","IFPE","2025-12-01 07:00:00.000",2025-12-01 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163555,2025,"14","IFPE","2025-12-01 08:00:00.000",2025-12-01 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163556,2025,"14","IFPE","2025-12-01 09:00:00.000",2025-12-01 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163557,2025,"14","IFPE","2025-12-01 10:00:00.000",2025-12-01 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163654,2025,"14","IFPE","2025-12-09 03:00:00.000",2025-12-09 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163655,2025,"14","IFPE","2025-12-09 04:00:00.000",2025-12-09 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163656,2025,"14","IFPE","2025-12-09 05:00:00.000",2025-12-09 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163657,2025,"14","IFPE","2025-12-09 06:00:00.000",2025-12-09 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163658,2025,"14","IFPE","2025-12-09 07:00:00.000",2025-12-09 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163659,2025,"14","IFPE","2025-12-09 08:00:00.000",2025-12-09 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163660,2025,"14","IFPE","2025-12-09 09:00:00.000",2025-12-09 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163661,2025,"14","IFPE","2025-12-09 10:00:00.000",2025-12-09 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163662,2025,"14","IFPE","2025-12-09 11:00:00.000",2025-12-09 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163663,2025,"14","IFPE","2025-12-09 12:00:00.000",2025-12-09 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163716,2025,"14","IFPE","2025-12-13 07:00:00.000",2025-12-13 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163717,2025,"14","IFPE","2025-12-13 08:00:00.000",2025-12-13 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163718,2025,"14","IFPE","2025-12-13 09:00:00.000",2025-12-13 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163719,2025,"14","IFPE","2025-12-13 10:00:00.000",2025-12-13 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163720,2025,"14","IFPE","2025-12-13 11:00:00.000",2025-12-13 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163721,2025,"14","IFPE","2025-12-13 12:00:00.000",2025-12-13 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163722,2025,"14","IFPE","2025-12-13 13:00:00.000",2025-12-13 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163723,2025,"14","IFPE","2025-12-13 14:00:00.000",2025-12-13 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163724,2025,"14","IFPE","2025-12-13 15:00:00.000",2025-12-13 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163725,2025,"14","IFPE","2025-12-13 16:00:00.000",2025-12-13 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163726,2025,"14","IFPE","2025-12-13 17:00:00.000",2025-12-13 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163727,2025,"14","IFPE","2025-12-13 18:00:00.000",2025-12-13 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163728,2025,"14","IFPE","2025-12-13 19:00:00.000",2025-12-13 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163729,2025,"14","IFPE","2025-12-13 20:00:00.000",2025-12-13 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163730,2025,"14","IFPE","2025-12-13 21:00:00.000",2025-12-13 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163731,2025,"14","IFPE","2025-12-13 22:00:00.000",2025-12-13 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163732,2025,"14","IFPE","2025-12-13 23:00:00.000",2025-12-13 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163733,2025,"14","IFPE","2025-12-14 00:00:00.000",2025-12-14,0,"zero","CPRH","VA","V","Válido","VA"
163734,2025,"14","IFPE","2025-12-14 01:00:00.000",2025-12-14 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163735,2025,"14","IFPE","2025-12-14 02:00:00.000",2025-12-14 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163736,2025,"14","IFPE","2025-12-14 03:00:00.000",2025-12-14 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163586,2025,"14","IFPE","2025-12-14 04:00:00.000",2025-12-14 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163540,2025,"14","IFPE","2025-12-14 05:00:00.000",2025-12-14 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163558,2025,"14","IFPE","2025-12-14 06:00:00.000",2025-12-14 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163559,2025,"14","IFPE","2025-12-14 07:00:00.000",2025-12-14 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163560,2025,"14","IFPE","2025-12-14 08:00:00.000",2025-12-14 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163561,2025,"14","IFPE","2025-12-14 09:00:00.000",2025-12-14 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163562,2025,"14","IFPE","2025-12-14 10:00:00.000",2025-12-14 10:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163563,2025,"14","IFPE","2025-12-14 11:00:00.000",2025-12-14 11:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163564,2025,"14","IFPE","2025-12-14 12:00:00.000",2025-12-14 12:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163565,2025,"14","IFPE","2025-12-14 13:00:00.000",2025-12-14 13:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163566,2025,"14","IFPE","2025-12-14 14:00:00.000",2025-12-14 14:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163567,2025,"14","IFPE","2025-12-14 15:00:00.000",2025-12-14 15:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163568,2025,"14","IFPE","2025-12-14 16:00:00.000",2025-12-14 16:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163569,2025,"14","IFPE","2025-12-14 17:00:00.000",2025-12-14 17:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163570,2025,"14","IFPE","2025-12-14 18:00:00.000",2025-12-14 18:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163571,2025,"14","IFPE","2025-12-14 19:00:00.000",2025-12-14 19:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163572,2025,"14","IFPE","2025-12-14 20:00:00.000",2025-12-14 20:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163573,2025,"14","IFPE","2025-12-14 21:00:00.000",2025-12-14 21:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163574,2025,"14","IFPE","2025-12-14 22:00:00.000",2025-12-14 22:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163575,2025,"14","IFPE","2025-12-14 23:00:00.000",2025-12-14 23:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163576,2025,"14","IFPE","2025-12-15 00:00:00.000",2025-12-15,0,"zero","CPRH","VA","V","Válido","VA"
163577,2025,"14","IFPE","2025-12-15 01:00:00.000",2025-12-15 01:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163578,2025,"14","IFPE","2025-12-15 02:00:00.000",2025-12-15 02:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163579,2025,"14","IFPE","2025-12-15 03:00:00.000",2025-12-15 03:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163580,2025,"14","IFPE","2025-12-15 04:00:00.000",2025-12-15 04:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163581,2025,"14","IFPE","2025-12-15 05:00:00.000",2025-12-15 05:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163582,2025,"14","IFPE","2025-12-15 06:00:00.000",2025-12-15 06:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163583,2025,"14","IFPE","2025-12-15 07:00:00.000",2025-12-15 07:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163584,2025,"14","IFPE","2025-12-15 08:00:00.000",2025-12-15 08:00:00,0,"zero","CPRH","VA","V","Válido","VA"
163585,2025,"14","IFPE","2025-12-15 09:00:00.000",2025-12-15 09:00:00,0,"zero","CPRH","VA","V","Válido","VA"
152613,2025,"15","CPRH","2025-01-06 08:00:00.000",2025-01-06 08:00:00,-2.475,"negativa","CPRH","IN","V","Válido","VA"
152614,2025,"15","CPRH","2025-01-06 09:00:00.000",2025-01-06 09:00:00,-12.188,"negativa","CPRH","IN","V","Válido","VA"
