estacao_historica,ano_alvo,data_local,papel_precipitacao,cod_precipitacao,nome_precipitacao,distancia_precipitacao_km,precip_diaria_bruta_mm,precip_valida_60,precip_valida_70,precip_valida_90,flag_borda_2025,precip_diaria_analitica_mm
CUPE,2021,2021-05-29,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.4,TRUE,TRUE,TRUE,FALSE,0.4
CUPE,2021,2021-05-30,sensibilidade,260720804A,Rurópolis,3.31306361103069,16.14,TRUE,TRUE,TRUE,FALSE,16.14
CUPE,2021,2021-05-31,sensibilidade,260720804A,Rurópolis,3.31306361103069,9.07,TRUE,TRUE,TRUE,FALSE,9.07
CUPE,2021,2021-06-01,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.4,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-06-02,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.34,TRUE,TRUE,TRUE,FALSE,3.34
CUPE,2021,2021-06-03,sensibilidade,260720804A,Rurópolis,3.31306361103069,13.39,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-06-04,sensibilidade,260720804A,Rurópolis,3.31306361103069,10.06,TRUE,TRUE,TRUE,FALSE,10.06
CUPE,2021,2021-06-05,sensibilidade,260720804A,Rurópolis,3.31306361103069,5.52,TRUE,TRUE,TRUE,FALSE,5.52
CUPE,2021,2021-06-06,sensibilidade,260720804A,Rurópolis,3.31306361103069,10.04,TRUE,TRUE,TRUE,FALSE,10.04
CUPE,2021,2021-06-07,sensibilidade,260720804A,Rurópolis,3.31306361103069,6.5,TRUE,TRUE,TRUE,FALSE,6.5
CUPE,2021,2021-06-08,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.94,TRUE,TRUE,TRUE,FALSE,3.94
CUPE,2021,2021-06-09,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.99,TRUE,TRUE,TRUE,FALSE,0.99
CUPE,2021,2021-06-10,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.37,TRUE,TRUE,TRUE,FALSE,2.37
CUPE,2021,2021-06-11,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-06-12,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-06-13,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-06-14,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.4,TRUE,TRUE,TRUE,FALSE,0.4
CUPE,2021,2021-06-15,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.97,TRUE,TRUE,TRUE,FALSE,1.97
CUPE,2021,2021-06-16,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.78,TRUE,TRUE,TRUE,FALSE,1.78
CUPE,2021,2021-06-17,sensibilidade,260720804A,Rurópolis,3.31306361103069,5.91,TRUE,TRUE,TRUE,FALSE,5.91
CUPE,2021,2021-06-18,sensibilidade,260720804A,Rurópolis,3.31306361103069,17.34,TRUE,TRUE,TRUE,FALSE,17.34
CUPE,2021,2021-06-19,sensibilidade,260720804A,Rurópolis,3.31306361103069,16.54,TRUE,TRUE,TRUE,FALSE,16.54
CUPE,2021,2021-06-20,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.96,TRUE,TRUE,TRUE,FALSE,2.96
CUPE,2021,2021-06-21,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.79,TRUE,TRUE,TRUE,FALSE,0.79
CUPE,2021,2021-06-22,sensibilidade,260720804A,Rurópolis,3.31306361103069,4.96,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-06-23,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.56,TRUE,TRUE,TRUE,FALSE,2.56
CUPE,2021,2021-06-24,sensibilidade,260720804A,Rurópolis,3.31306361103069,23.05,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-06-25,sensibilidade,260720804A,Rurópolis,3.31306361103069,1,TRUE,TRUE,TRUE,FALSE,1
CUPE,2021,2021-06-26,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-06-27,sensibilidade,260720804A,Rurópolis,3.31306361103069,6.12,TRUE,TRUE,TRUE,FALSE,6.12
CUPE,2021,2021-06-28,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.79,TRUE,TRUE,TRUE,FALSE,0.79
CUPE,2021,2021-06-29,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.98,TRUE,TRUE,TRUE,FALSE,0.98
CUPE,2021,2021-06-30,sensibilidade,260720804A,Rurópolis,3.31306361103069,22.84,TRUE,TRUE,TRUE,FALSE,22.84
CUPE,2021,2021-07-01,sensibilidade,260720804A,Rurópolis,3.31306361103069,8.89,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-07-02,sensibilidade,260720804A,Rurópolis,3.31306361103069,7.07,TRUE,TRUE,TRUE,FALSE,7.07
CUPE,2021,2021-07-03,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.99,TRUE,TRUE,TRUE,FALSE,1.99
CUPE,2021,2021-07-04,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-05,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-06,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-07,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-08,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.98,TRUE,TRUE,TRUE,FALSE,0.98
CUPE,2021,2021-07-09,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.15,TRUE,TRUE,TRUE,FALSE,3.15
CUPE,2021,2021-07-10,sensibilidade,260720804A,Rurópolis,3.31306361103069,11.86,TRUE,TRUE,TRUE,FALSE,11.86
CUPE,2021,2021-07-11,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.35,TRUE,TRUE,TRUE,FALSE,3.35
CUPE,2021,2021-07-12,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.58,TRUE,TRUE,TRUE,FALSE,1.58
CUPE,2021,2021-07-13,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-14,sensibilidade,260720804A,Rurópolis,3.31306361103069,6.69,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-07-15,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.78,TRUE,TRUE,TRUE,FALSE,1.78
CUPE,2021,2021-07-16,sensibilidade,260720804A,Rurópolis,3.31306361103069,27.36,TRUE,TRUE,TRUE,FALSE,27.36
CUPE,2021,2021-07-17,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.17,TRUE,TRUE,TRUE,FALSE,2.17
CUPE,2021,2021-07-18,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-19,sensibilidade,260720804A,Rurópolis,3.31306361103069,4.35,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-07-20,sensibilidade,260720804A,Rurópolis,3.31306361103069,4.33,TRUE,TRUE,TRUE,FALSE,4.33
CUPE,2021,2021-07-21,sensibilidade,260720804A,Rurópolis,3.31306361103069,17.12,TRUE,TRUE,TRUE,FALSE,17.12
CUPE,2021,2021-07-22,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.38,TRUE,TRUE,TRUE,FALSE,1.38
CUPE,2021,2021-07-23,sensibilidade,260720804A,Rurópolis,3.31306361103069,11.81,TRUE,TRUE,TRUE,FALSE,11.81
CUPE,2021,2021-07-24,sensibilidade,260720804A,Rurópolis,3.31306361103069,10.08,TRUE,TRUE,TRUE,FALSE,10.08
CUPE,2021,2021-07-25,sensibilidade,260720804A,Rurópolis,3.31306361103069,12.98,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-07-26,sensibilidade,260720804A,Rurópolis,3.31306361103069,11.03,FALSE,FALSE,TRUE,FALSE,
CUPE,2021,2021-07-27,sensibilidade,260720804A,Rurópolis,3.31306361103069,4.34,TRUE,TRUE,TRUE,FALSE,4.34
CUPE,2021,2021-07-28,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-29,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-30,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-07-31,sensibilidade,260720804A,Rurópolis,3.31306361103069,19.3,TRUE,TRUE,TRUE,FALSE,19.3
CUPE,2021,2021-08-01,sensibilidade,260720804A,Rurópolis,3.31306361103069,4.73,TRUE,TRUE,TRUE,FALSE,4.73
CUPE,2021,2021-08-02,sensibilidade,260720804A,Rurópolis,3.31306361103069,13.8,TRUE,TRUE,TRUE,FALSE,13.8
CUPE,2021,2021-08-03,sensibilidade,260720804A,Rurópolis,3.31306361103069,32.08,TRUE,TRUE,TRUE,FALSE,32.08
CUPE,2021,2021-08-04,sensibilidade,260720804A,Rurópolis,3.31306361103069,23.45,TRUE,TRUE,TRUE,FALSE,23.45
CUPE,2021,2021-08-05,sensibilidade,260720804A,Rurópolis,3.31306361103069,18.74,TRUE,TRUE,TRUE,FALSE,18.74
CUPE,2021,2021-08-06,sensibilidade,260720804A,Rurópolis,3.31306361103069,4.55,TRUE,TRUE,TRUE,FALSE,4.55
CUPE,2021,2021-08-07,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.16,TRUE,TRUE,TRUE,FALSE,3.16
CUPE,2021,2021-08-08,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.53,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-08-09,sensibilidade,260720804A,Rurópolis,3.31306361103069,83.18,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-08-10,sensibilidade,260720804A,Rurópolis,3.31306361103069,27.35,TRUE,TRUE,TRUE,FALSE,27.35
CUPE,2021,2021-08-11,sensibilidade,260720804A,Rurópolis,3.31306361103069,35.26,TRUE,TRUE,TRUE,FALSE,35.26
CUPE,2021,2021-08-12,sensibilidade,260720804A,Rurópolis,3.31306361103069,13.79,TRUE,TRUE,TRUE,FALSE,13.79
CUPE,2021,2021-08-13,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.19,TRUE,TRUE,TRUE,FALSE,1.19
CUPE,2021,2021-08-14,sensibilidade,260720804A,Rurópolis,3.31306361103069,7.48,TRUE,TRUE,TRUE,FALSE,7.48
CUPE,2021,2021-08-15,sensibilidade,260720804A,Rurópolis,3.31306361103069,5.33,TRUE,TRUE,TRUE,FALSE,5.33
CUPE,2021,2021-08-16,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.59,TRUE,TRUE,TRUE,FALSE,0.59
CUPE,2021,2021-08-17,sensibilidade,260720804A,Rurópolis,3.31306361103069,11.81,TRUE,TRUE,TRUE,FALSE,11.81
CUPE,2021,2021-08-18,sensibilidade,260720804A,Rurópolis,3.31306361103069,1,TRUE,TRUE,TRUE,FALSE,1
CUPE,2021,2021-08-19,sensibilidade,260720804A,Rurópolis,3.31306361103069,8.27,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-08-20,sensibilidade,260720804A,Rurópolis,3.31306361103069,14.77,TRUE,TRUE,TRUE,FALSE,14.77
CUPE,2021,2021-08-21,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.77,TRUE,TRUE,TRUE,FALSE,1.77
CUPE,2021,2021-08-22,sensibilidade,260720804A,Rurópolis,3.31306361103069,10.07,TRUE,TRUE,TRUE,FALSE,10.07
CUPE,2021,2021-08-23,sensibilidade,260720804A,Rurópolis,3.31306361103069,34.67,TRUE,TRUE,TRUE,FALSE,34.67
CUPE,2021,2021-08-24,sensibilidade,260720804A,Rurópolis,3.31306361103069,11.61,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-08-25,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.95,TRUE,TRUE,TRUE,FALSE,2.95
CUPE,2021,2021-08-26,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.2,FALSE,TRUE,TRUE,FALSE,
CUPE,2021,2021-08-27,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.4,TRUE,TRUE,TRUE,FALSE,0.4
CUPE,2021,2021-08-28,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.94,TRUE,TRUE,TRUE,FALSE,2.94
CUPE,2021,2021-08-29,sensibilidade,260720804A,Rurópolis,3.31306361103069,12.03,TRUE,TRUE,TRUE,FALSE,12.03
CUPE,2021,2021-08-30,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-08-31,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.98,TRUE,TRUE,TRUE,FALSE,0.98
CUPE,2021,2021-09-01,sensibilidade,260720804A,Rurópolis,3.31306361103069,1,TRUE,TRUE,TRUE,FALSE,1
CUPE,2021,2021-09-02,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.56,TRUE,TRUE,TRUE,FALSE,2.56
CUPE,2021,2021-09-03,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-04,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.36,TRUE,TRUE,TRUE,FALSE,2.36
CUPE,2021,2021-09-05,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.35,TRUE,TRUE,TRUE,FALSE,3.35
CUPE,2021,2021-09-06,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-07,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-08,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.4,TRUE,TRUE,TRUE,FALSE,0.4
CUPE,2021,2021-09-09,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.59,TRUE,TRUE,TRUE,FALSE,0.59
CUPE,2021,2021-09-10,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-11,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-12,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-13,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-14,sensibilidade,260720804A,Rurópolis,3.31306361103069,7.92,TRUE,TRUE,TRUE,FALSE,7.92
CUPE,2021,2021-09-15,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.4,TRUE,TRUE,TRUE,FALSE,0.4
CUPE,2021,2021-09-16,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-17,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.79,TRUE,TRUE,TRUE,FALSE,0.79
CUPE,2021,2021-09-18,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-19,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-20,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-21,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-09-22,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-23,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.98,TRUE,TRUE,TRUE,FALSE,0.98
CUPE,2021,2021-09-24,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.77,TRUE,TRUE,TRUE,FALSE,1.77
CUPE,2021,2021-09-25,sensibilidade,260720804A,Rurópolis,3.31306361103069,6.5,TRUE,TRUE,TRUE,FALSE,6.5
CUPE,2021,2021-09-26,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-27,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-09-28,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.4,TRUE,TRUE,TRUE,FALSE,0.4
CUPE,2021,2021-09-29,sensibilidade,260720804A,Rurópolis,3.31306361103069,17.13,TRUE,TRUE,TRUE,FALSE,17.13
CUPE,2021,2021-09-30,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.99,FALSE,FALSE,TRUE,FALSE,
CUPE,2021,2021-10-01,sensibilidade,260720804A,Rurópolis,3.31306361103069,5.52,TRUE,TRUE,TRUE,FALSE,5.52
CUPE,2021,2021-10-02,sensibilidade,260720804A,Rurópolis,3.31306361103069,9.85,TRUE,TRUE,TRUE,FALSE,9.85
CUPE,2021,2021-10-03,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.2,TRUE,TRUE,TRUE,FALSE,0.2
CUPE,2021,2021-10-04,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-10-05,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.76,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-06,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-07,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.99,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-08,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-09,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-10-10,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-11,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-10-12,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-10-13,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-14,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.99,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-15,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-16,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.57,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-17,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.2,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-18,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-19,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-20,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-21,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.2,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-22,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.95,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-23,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-24,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-25,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-26,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.99,TRUE,TRUE,TRUE,FALSE,0.99
CUPE,2021,2021-10-27,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.2,TRUE,TRUE,TRUE,FALSE,0.2
CUPE,2021,2021-10-28,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-29,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-30,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-10-31,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.59,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-11-01,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-11-02,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-03,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-11-04,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-11-05,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-06,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-07,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-11-08,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-09,sensibilidade,260720804A,Rurópolis,3.31306361103069,3.78,TRUE,TRUE,TRUE,FALSE,3.78
CUPE,2021,2021-11-10,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.18,TRUE,TRUE,TRUE,FALSE,1.18
CUPE,2021,2021-11-11,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.59,TRUE,TRUE,TRUE,FALSE,0.59
CUPE,2021,2021-11-12,sensibilidade,260720804A,Rurópolis,3.31306361103069,0.2,TRUE,TRUE,TRUE,FALSE,0.2
CUPE,2021,2021-11-13,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-14,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-15,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-16,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-17,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-18,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-19,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-20,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-21,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-22,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-23,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-24,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-11-25,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-26,sensibilidade,260720804A,Rurópolis,3.31306361103069,2.17,TRUE,TRUE,TRUE,FALSE,2.17
CUPE,2021,2021-11-27,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-28,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-29,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-11-30,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-01,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-12-02,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-03,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-04,sensibilidade,260720804A,Rurópolis,3.31306361103069,1.98,TRUE,TRUE,TRUE,FALSE,1.98
CUPE,2021,2021-12-05,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-06,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-07,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-08,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-09,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-10,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-11,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-12,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,FALSE,FALSE,FALSE,FALSE,
CUPE,2021,2021-12-13,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-14,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-15,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-16,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-17,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
CUPE,2021,2021-12-18,sensibilidade,260720804A,Rurópolis,3.31306361103069,0,TRUE,TRUE,TRUE,FALSE,0
